,,,,,a_attendance_count,,a_user_name,a_user_stage,b.diamond,b.ruby,boxAllCount,curserver,iap_platform,install_day,total_payment_amount,user_rank
ItemPurchased (App),레벨 패스__0__550,550,2025-11-21 23:29,ddc1c0e0-c6dd-11f0-ae57-f19a6766e5fe,1,a_user_name,큰정씨,47,377130,30140,1240,1,GooglePlay,2025-11-21,370700,8323
ItemPurchased (App),사냥 패스__0__550,550,2025-11-21 23:24,ddc1c0e0-c6dd-11f0-ae57-f19a6766e5fe,1,a_user_name,큰정씨,42,146055,5390,1240,1,GooglePlay,2025-11-21,117700,8998
ItemPurchased (App),돌발_던전1__0__550,550,2025-11-21 23:17,ddc1c0e0-c6dd-11f0-ae57-f19a6766e5fe,1,a_user_name,큰정씨,41,130455,5940,1240,1,GooglePlay,2025-11-21,117700,8998
ItemPurchased (App),돌발_무기2__1__550,550,2025-11-21 23:16,ddc1c0e0-c6dd-11f0-ae57-f19a6766e5fe,1,a_user_name,큰정씨,41,123155,6490,1240,1,GooglePlay,2025-11-21,117700,8998
ItemPurchased (App),돌발_고려2__0__330,330,2025-11-21 23:16,ddc1c0e0-c6dd-11f0-ae57-f19a6766e5fe,1,a_user_name,큰정씨,41,122155,6820,1240,1,GooglePlay,2025-11-21,117700,8998
ItemPurchased (App),돌발_승급__0__330,330,2025-11-21 23:15,ddc1c0e0-c6dd-11f0-ae57-f19a6766e5fe,1,a_user_name,큰정씨,41,62155,7150,1240,1,GooglePlay,2025-11-21,117700,8998
ItemPurchased (App),돌발_무기2__0__330,330,2025-11-21 23:14,ddc1c0e0-c6dd-11f0-ae57-f19a6766e5fe,1,a_user_name,큰정씨,41,222655,7480,1050,1,GooglePlay,2025-11-21,117700,8998
ItemPurchased (App),계정한정__갑옷소환__1__110,110,2025-11-21 23:14,ddc1c0e0-c6dd-11f0-ae57-f19a6766e5fe,1,a_user_name,큰정씨,41,221655,7590,1050,1,GooglePlay,2025-11-21,117700,8998
ItemPurchased (App),계정한정__무기소환__1__110,110,2025-11-21 23:12,eb258750-bea2-11f0-ba08-4d31aa62ab6f,11,a_user_name,황정미니,450,184020,0,9920,1,GooglePlay,2025-11-11,596200,1933
ItemPurchased (App),(기간한정 일간)연구석__0__110,110,2025-11-21 23:12,65aa1c80-7c3a-11f0-b261-596b45603cca,96,a_user_name,박범,729,51376,660,10060,1,OneStore,2025-08-18,117700,425
ItemPurchased (App),계정한정__갑옷소환__1__110,110,2025-11-21 23:12,65aa1c80-7c3a-11f0-b261-596b45603cca,96,a_user_name,박범,729,50376,770,10060,1,OneStore,2025-08-18,117700,425
ItemPurchased (App),계정한정__무기소환__1__110,110,2025-11-21 23:11,65aa1c80-7c3a-11f0-b261-596b45603cca,96,a_user_name,박범,729,49376,880,10060,1,OneStore,2025-08-18,117700,425
ItemPurchased (App),계정한정__가속소환__0__110,110,2025-11-21 23:11,65aa1c80-7c3a-11f0-b261-596b45603cca,96,a_user_name,박범,729,47376,990,10060,1,OneStore,2025-08-18,117700,425
ItemPurchased (App),계정한정__조선소환__0__110,110,2025-11-21 23:11,65aa1c80-7c3a-11f0-b261-596b45603cca,96,a_user_name,박범,729,45376,1100,10060,1,OneStore,2025-08-18,117700,425
ItemPurchased (App),계정한정__고려소환__0__110,110,2025-11-21 23:07,eb258750-bea2-11f0-ba08-4d31aa62ab6f,11,a_user_name,황정미니,450,620645,110,9920,1,GooglePlay,2025-11-11,596200,1933
ItemPurchased (App),육성 패스__4__3300,3300,2025-11-21 23:06,eb258750-bea2-11f0-ba08-4d31aa62ab6f,11,a_user_name,황정미니,450,58145,110,9920,1,GooglePlay,2025-11-11,563200,1933
ItemPurchased (App),(기간한정 일간)입장권2__0__110,110,2025-11-21 23:06,eb258750-bea2-11f0-ba08-4d31aa62ab6f,11,a_user_name,황정미니,450,41645,220,9920,1,GooglePlay,2025-11-11,563200,1933
ItemPurchased (App),(기간한정 일간)가속__0__110,110,2025-11-21 23:06,eb258750-bea2-11f0-ba08-4d31aa62ab6f,11,a_user_name,황정미니,450,36645,330,9920,1,GooglePlay,2025-11-11,563200,1933
ItemPurchased (App),(기간한정 일간)장비__0__110,110,2025-11-21 23:05,54097350-a14b-11f0-b7ba-13198bef3a5a,48,a_user_name,경자친구,480,44951,660,17290,1,OneStore,2025-10-04,348700,1586
ItemPurchased (App),다이아패키지3__990,990,2025-11-21 23:03,54097350-a14b-11f0-b7ba-13198bef3a5a,48,a_user_name,경자친구,480,8701,1650,17290,1,OneStore,2025-10-04,348700,1586
ItemPurchased (App),계정한정__무기소환__3__1100,1100,2025-11-21 23:03,54097350-a14b-11f0-b7ba-13198bef3a5a,48,a_user_name,경자친구,480,3701,2750,17290,1,OneStore,2025-10-04,348700,1586
ItemPurchased (App),계정한정__무기소환__2__550,550,2025-11-21 23:01,eb258750-bea2-11f0-ba08-4d31aa62ab6f,11,a_user_name,황정미니,450,873345,440,9920,1,GooglePlay,2025-11-11,563200,1933
ItemPurchased (App),육성 패스__3__2200,2200,2025-11-21 23:00,eb258750-bea2-11f0-ba08-4d31aa62ab6f,11,a_user_name,황정미니,450,448345,880,9920,1,GooglePlay,2025-11-11,545600,1933
ItemPurchased (App),육성 패스__2__1100,1100,2025-11-21 22:59,eb258750-bea2-11f0-ba08-4d31aa62ab6f,11,a_user_name,황정미니,450,260845,1980,9920,1,GooglePlay,2025-11-11,545600,1933
ItemPurchased (App),육성 패스__1__770,770,2025-11-21 22:59,eb258750-bea2-11f0-ba08-4d31aa62ab6f,11,a_user_name,황정미니,450,128345,2750,9920,1,GooglePlay,2025-11-11,545600,1933
ItemPurchased (App),육성 패스__0__550,550,2025-11-21 22:59,54097350-a14b-11f0-b7ba-13198bef3a5a,48,a_user_name,경자친구,480,65001,0,17290,1,OneStore,2025-10-04,315700,1586
ItemPurchased (App),계정한정__무기소환__1__110,110,2025-11-21 22:58,ddc1c0e0-c6dd-11f0-ae57-f19a6766e5fe,1,a_user_name,큰정씨,30,127105,7700,690,1,GooglePlay,2025-11-21,117700,9674
ItemPurchased (App),구독권2__1980,1980,2025-11-21 22:58,ddc1c0e0-c6dd-11f0-ae57-f19a6766e5fe,1,a_user_name,큰정씨,30,96105,9680,690,1,GooglePlay,2025-11-21,117700,9674
ItemPurchased (App),구독권3__660,660,2025-11-21 22:58,ddc1c0e0-c6dd-11f0-ae57-f19a6766e5fe,1,a_user_name,큰정씨,30,80105,10340,690,1,GooglePlay,2025-11-21,117700,9674
ItemPurchased (App),구독권4__660,660,2025-11-21 22:33,5804c880-c458-11f0-99a8-33ce1829e648,4,a_user_name,일검무휼,116,369650,0,4440,1,GooglePlay,2025-11-18,27500,5417
ItemPurchased (App),구독권2__1980,1980,2025-11-21 22:17,f0e4dc20-6ae9-11f0-b19c-67c669359d64,118,a_user_name,체리벼리,821,67165,0,8790,1,GooglePlay,2025-07-27,762300,210
ItemPurchased (App),계정한정__가속소환__0__110,110,2025-11-21 22:16,f0e4dc20-6ae9-11f0-b19c-67c669359d64,118,a_user_name,체리벼리,821,65165,110,8790,1,GooglePlay,2025-07-27,762300,210
ItemPurchased (App),돌발_회심타확률__9__990,990,2025-11-21 22:16,25aefcc0-678d-11f0-83e9-4bc733aa8455,121,a_user_name,dndu,926,112538,40,11410,1,GooglePlay,2025-07-23,553300,91
ItemPurchased (App),돌발_가속횟수__9__3300,3300,2025-11-21 21:57,b717b6d0-7137-11f0-a607-d194135028fc,110,a_user_name,점모,726,79665,110,45760,1,GooglePlay,2025-08-04,337700,430
ItemPurchased (App),돌발_사형수__11__5500,5500,2025-11-21 21:55,c123ed00-707f-11f0-af08-ff0c7b19e63c,110,a_user_name,오디나무,1540,986595,430,91770,1,GooglePlay,2025-08-03,6868400,6
ItemPurchased (App),돌발_던전1__8__990,990,2025-11-21 21:52,b717b6d0-7137-11f0-a607-d194135028fc,110,a_user_name,점모,726,731440,110,45760,1,GooglePlay,2025-08-04,282700,430
ItemPurchased (App),돌발_스테이지__12__3300,3300,2025-11-21 21:50,b717b6d0-7137-11f0-a607-d194135028fc,110,a_user_name,점모,726,106265,110,45760,1,GooglePlay,2025-08-04,249700,430
ItemPurchased (App),계정한정__가속소환__0__110,110,2025-11-21 21:47,b717b6d0-7137-11f0-a607-d194135028fc,110,a_user_name,점모,726,93865,220,45610,1,GooglePlay,2025-08-04,249700,430
ItemPurchased (App),돌발_사형수 스테이지__4__3300,3300,2025-11-21 21:46,b717b6d0-7137-11f0-a607-d194135028fc,110,a_user_name,점모,726,78865,3520,45610,1,GooglePlay,2025-08-04,249700,430
ItemPurchased (App),돌발_던전2__4__990,990,2025-11-21 21:46,b717b6d0-7137-11f0-a607-d194135028fc,110,a_user_name,점모,726,28865,4510,45610,1,GooglePlay,2025-08-04,249700,430
ItemPurchased (App),돌발_회심타확률__6__990,990,2025-11-21 21:43,176d97f0-c3c4-11f0-bda5-bb2afac69470,5,a_user_name,연아랑,297,679308,8470,8210,1,GooglePlay,2025-11-17,402600,3406
ItemPurchased (App),돌발_무기2__4__1100,1100,2025-11-21 21:23,c66921a0-bbec-11f0-934b-df51d59e4584,13,a_user_name,감자깍기,393,211349,0,3370,1,GooglePlay,2025-11-07,305800,2296
ItemPurchased (App),레벨 패스__0__550,550,2025-11-21 21:22,c66921a0-bbec-11f0-934b-df51d59e4584,13,a_user_name,감자깍기,393,117599,550,3370,1,GooglePlay,2025-11-07,305800,2296
ItemPurchased (App),스테이지 패스__0__550,550,2025-11-21 21:22,176d97f0-c3c4-11f0-bda5-bb2afac69470,5,a_user_name,연아랑,291,656908,9570,8210,1,GooglePlay,2025-11-17,402600,3406
ItemPurchased (App),돌발_고려2__3__1100,1100,2025-11-21 21:16,54632500-c48a-11f0-8dac-3d9dc776b249,4,a_user_name,바요,272,135029,0,2780,1,GooglePlay,2025-11-18,157300,3427
ItemPurchased (App),레벨 패스__1__770,770,2025-11-21 21:13,767975f0-c227-11f0-8a91-efe8055e79d6,7,a_user_name,정빈,193,15857,0,1310,1,GooglePlay,2025-11-15,18700,4451
ItemPurchased (App),돌발_고려2__2__1100,1100,2025-11-21 21:09,54632500-c48a-11f0-8dac-3d9dc776b249,4,a_user_name,바요,272,42779,660,2780,1,GooglePlay,2025-11-18,156200,3427
ItemPurchased (App),(기간한정 일간)연구석__0__110,110,2025-11-21 21:09,54632500-c48a-11f0-8dac-3d9dc776b249,4,a_user_name,바요,272,42779,770,2780,1,GooglePlay,2025-11-18,156200,3427
ItemPurchased (App),(기간한정 일간)어빌석__0__110,110,2025-11-21 21:09,176d97f0-c3c4-11f0-bda5-bb2afac69470,5,a_user_name,연아랑,273,595508,10670,8060,1,GooglePlay,2025-11-17,402600,3406
ItemPurchased (App),돌발_고려2__2__1100,1100,2025-11-21 21:03,54632500-c48a-11f0-8dac-3d9dc776b249,4,a_user_name,바요,272,17779,880,2780,1,GooglePlay,2025-11-18,156200,3427
ItemPurchased (App),돌발_연구__0__330,330,2025-11-21 20:55,abe86aa0-648c-11f0-b749-97e97e025ce2,2,a_user_name,명시니별달자,51,369743,0,390,1,GooglePlay,2025-07-19,11000,7966
ItemPurchased (App),돌발_승급__0__330,330,2025-11-21 20:29,72b22fe0-7045-11f0-8560-7d29743bfe39,111,a_user_name,쵸돈단스,1165,17835,2790,36240,1,OneStore,2025-08-03,3098700,22
ItemPurchased (App),(기간한정 일간)입장권2__0__110,110,2025-11-21 20:25,72b22fe0-7045-11f0-8560-7d29743bfe39,111,a_user_name,쵸돈단스,1165,171935,2900,36240,1,OneStore,2025-08-03,3098700,22
ItemPurchased (App),다이아패키지4__3300,3300,2025-11-21 20:02,edc59800-6318-11f0-a67a-173fdcafaabc,127,a_user_name,마갈곤,751,104467,220,10800,1,GooglePlay,2025-07-17,376200,357
ItemPurchased (App),(기간한정 일간)영웅__0__110,110,2025-11-21 19:52,d758ab80-c6b8-11f0-a0a6-b71890c73213,1,a_user_name,별이된시아,107,230930,330,2400,1,GooglePlay,2025-11-21,117700,8531
ItemPurchased (App),돌발_스테이지__0__1100,1100,2025-11-21 19:44,d758ab80-c6b8-11f0-a0a6-b71890c73213,1,a_user_name,별이된시아,81,7455,1430,2400,1,GooglePlay,2025-11-21,117700,8531
ItemPurchased (App),돌발_무기2__2__1100,1100,2025-11-21 19:38,d758ab80-c6b8-11f0-a0a6-b71890c73213,1,a_user_name,별이된시아,76,39680,2530,2400,1,GooglePlay,2025-11-21,117700,8531
ItemPurchased (App),돌발_던전2__0__550,550,2025-11-21 19:36,0e6915f0-c6ba-11f0-9bf1-7bcba8fcdbf5,1,a_user_name,늙기싫다,47,3500,0,480,1,GooglePlay,2025-11-21,1100,8237
ItemPurchased (App),계정한정__무기소환__1__110,110,2025-11-21 19:30,d758ab80-c6b8-11f0-a0a6-b71890c73213,1,a_user_name,별이된시아,62,3830,3080,2400,1,GooglePlay,2025-11-21,117700,8531
ItemPurchased (App),돌발_무기2__1__550,550,2025-11-21 19:28,d758ab80-c6b8-11f0-a0a6-b71890c73213,1,a_user_name,별이된시아,62,206330,3630,2400,1,GooglePlay,2025-11-21,117700,8531
ItemPurchased (App),돌발_던전1__0__550,550,2025-11-21 19:25,d758ab80-c6b8-11f0-a0a6-b71890c73213,1,a_user_name,별이된시아,61,190530,4180,2400,1,GooglePlay,2025-11-21,117700,8531
ItemPurchased (App),돌발_동료__0__330,330,2025-11-21 19:24,d758ab80-c6b8-11f0-a0a6-b71890c73213,1,a_user_name,별이된시아,61,190530,4510,2400,1,GooglePlay,2025-11-21,117700,8531
ItemPurchased (App),육성 패스__0__550,550,2025-11-21 19:24,d758ab80-c6b8-11f0-a0a6-b71890c73213,1,a_user_name,별이된시아,61,175530,5060,2400,1,GooglePlay,2025-11-21,117700,8531
ItemPurchased (App),사냥 패스__0__550,550,2025-11-21 19:24,d758ab80-c6b8-11f0-a0a6-b71890c73213,1,a_user_name,별이된시아,61,164280,5610,2400,1,GooglePlay,2025-11-21,117700,8531
ItemPurchased (App),레벨 패스__0__550,550,2025-11-21 19:24,d758ab80-c6b8-11f0-a0a6-b71890c73213,1,a_user_name,별이된시아,61,149280,6160,2400,1,GooglePlay,2025-11-21,117700,8531
ItemPurchased (App),스테이지 패스__0__550,550,2025-11-21 19:21,d758ab80-c6b8-11f0-a0a6-b71890c73213,1,a_user_name,별이된시아,61,97280,6710,2400,1,GooglePlay,2025-11-21,117700,8531
ItemPurchased (App),돌발_무기2__0__330,330,2025-11-21 19:08,d758ab80-c6b8-11f0-a0a6-b71890c73213,1,a_user_name,별이된시아,44,32180,7040,2400,1,GooglePlay,2025-11-21,117700,8531
ItemPurchased (App),돌발_고려2__0__330,330,2025-11-21 18:59,3cd08fc0-c3ba-11f0-9bb5-174fc7d9cbcd,5,a_user_name,이수지주아나,100,1012638,110,2160,1,GooglePlay,2025-11-17,66000,5684
ItemPurchased (App),돌발_스테이지__0__1100,1100,2025-11-21 18:50,d758ab80-c6b8-11f0-a0a6-b71890c73213,1,a_user_name,별이된시아,36,516380,7370,480,1,GooglePlay,2025-11-21,117700,9869
ItemPurchased (App),돌발_승급__0__330,330,2025-11-21 18:42,abe86aa0-648c-11f0-b749-97e97e025ce2,2,a_user_name,명시니별달자,24,242395,330,60,1,GooglePlay,2025-07-19,11000,9870
ItemPurchased (App),구독권1__770,770,2025-11-21 18:38,d758ab80-c6b8-11f0-a0a6-b71890c73213,1,a_user_name,별이된시아,24,268330,7700,150,1,GooglePlay,2025-11-21,117700,9869
ItemPurchased (App),구독권3__660,660,2025-11-21 18:38,d758ab80-c6b8-11f0-a0a6-b71890c73213,1,a_user_name,별이된시아,24,252330,8360,150,1,GooglePlay,2025-11-21,117700,9869
ItemPurchased (App),구독권4__660,660,2025-11-21 18:38,d758ab80-c6b8-11f0-a0a6-b71890c73213,1,a_user_name,별이된시아,24,241330,9020,150,1,GooglePlay,2025-11-21,117700,9869
ItemPurchased (App),구독권2__1980,1980,2025-11-21 18:15,1dae1bc0-c55f-11f0-94d8-8baee88851e7,2,a_user_name,쥬셰프,112,17649,0,1770,1,GooglePlay,2025-11-19,71500,5533
ItemPurchased (App),돌발_고려2__1__550,550,2025-11-21 17:53,e5f961a0-c4c6-11f0-8112-b729101b0da9,3,a_user_name,멍뭉망,150,39929,0,3020,1,GooglePlay,2025-11-18,14300,4912
ItemPurchased (App),구독권3__660,660,2025-11-21 17:47,c66921a0-bbec-11f0-934b-df51d59e4584,13,a_user_name,감자깍기,367,9502,0,3370,1,GooglePlay,2025-11-07,294800,2484
ItemPurchased (App),돌발_사형수__3__1100,1100,2025-11-21 17:37,c55b58e0-70f2-11f0-bece-558106a981fc,110,a_user_name,BADA,1081,1448967,220,18210,1,GooglePlay,2025-08-04,1753400,47
ItemPurchased (App),돌발_회심타데미지__2__990,990,2025-11-21 17:00,3415fc60-c61e-11f0-89ec-711f707c784a,2,a_user_name,익숙한달,118,36989,1980,900,1,GooglePlay,2025-11-20,77000,5299
ItemPurchased (App),구독권4__660,660,2025-11-21 17:00,3415fc60-c61e-11f0-89ec-711f707c784a,2,a_user_name,익숙한달,118,25989,2640,900,1,GooglePlay,2025-11-20,77000,5299
ItemPurchased (App),구독권3__660,660,2025-11-21 16:48,e8270920-c49c-11f0-9f0d-b9e858aa8392,3,a_user_name,나는야마이노,196,124961,0,6020,1,GooglePlay,2025-11-18,91300,4510
ItemPurchased (App),돌발_동료__2__1100,1100,2025-11-21 16:38,e8270920-c49c-11f0-9f0d-b9e858aa8392,3,a_user_name,나는야마이노,189,422736,1100,2750,1,GooglePlay,2025-11-18,91300,4510
ItemPurchased (App),사냥 패스__3__2200,2200,2025-11-21 16:23,54632500-c48a-11f0-8dac-3d9dc776b249,4,a_user_name,바요,265,124467,110,2780,1,GooglePlay,2025-11-18,145200,3588
ItemPurchased (App),돌발_던전1__1__990,990,2025-11-21 16:17,28d3ef50-6891-11f0-905e-c7bed89e0fd3,120,a_user_name,랄라링,725,19133,0,16860,1,GooglePlay,2025-07-24,67100,446
ItemPurchased (App),(기간한정 일간)입장권2__0__110,110,2025-11-21 16:15,e098d680-c1cb-11f0-a4ac-ef8081969052,7,a_user_name,여경찡,210,7140,110,7900,1,GooglePlay,2025-11-15,62700,4401
ItemPurchased (App),돌발_무기2__3__1100,1100,2025-11-21 15:49,1dae1bc0-c55f-11f0-94d8-8baee88851e7,2,a_user_name,쥬셰프,96,128900,440,1770,1,GooglePlay,2025-11-19,70400,5848
ItemPurchased (App),돌발_육성2__1__990,990,2025-11-21 15:48,cc61edb0-6a3b-11f0-bf1f-adc3992fea58,118,a_user_name,아루맘,1097,457482,660,17310,1,GooglePlay,2025-07-26,1163800,39
ItemPurchased (App),(기간한정 일간)가속__0__110,110,2025-11-21 15:48,cc61edb0-6a3b-11f0-bf1f-adc3992fea58,118,a_user_name,아루맘,1097,452482,770,17310,1,GooglePlay,2025-07-26,1163800,39
ItemPurchased (App),(기간한정 일간)영웅__0__110,110,2025-11-21 15:31,1dae1bc0-c55f-11f0-94d8-8baee88851e7,2,a_user_name,쥬셰프,92,93438,330,1770,1,GooglePlay,2025-11-19,59400,5848
ItemPurchased (App),(기간한정 일간)입장권2__0__110,110,2025-11-21 15:31,b861fe50-bb6b-11f0-be01-0d642e06cde4,15,a_user_name,버민,412,59382,2200,8900,1,GooglePlay,2025-11-06,469700,2275
ItemPurchased (App),돌발_패기__1__1100,1100,2025-11-21 15:30,54632500-c48a-11f0-8dac-3d9dc776b249,4,a_user_name,바요,265,98667,0,2780,1,GooglePlay,2025-11-18,134200,3587
ItemPurchased (App),육성 패스__2__1100,1100,2025-11-21 15:21,b861fe50-bb6b-11f0-be01-0d642e06cde4,15,a_user_name,버민,398,34282,0,8870,1,GooglePlay,2025-11-06,436700,2275
ItemPurchased (App),(기간한정 주간)가속__0__1100,1100,2025-11-21 15:15,eeae7930-c1d2-11f0-8cbf-ff3f222cfd8a,7,a_user_name,우팡이,274,7134,0,2730,1,GooglePlay,2025-11-15,150700,3365
ItemPurchased (App),계정한정__가속소환__0__110,110,2025-11-21 15:14,eeae7930-c1d2-11f0-8cbf-ff3f222cfd8a,7,a_user_name,우팡이,274,5134,110,2730,1,GooglePlay,2025-11-15,150700,3365
ItemPurchased (App),계정한정__고려소환__0__110,110,2025-11-21 14:51,7f57d260-8164-11f0-95c0-1ff710237f98,89,a_user_name,크로노시아,766,14331,0,10520,1,GooglePlay,2025-08-25,231000,331
ItemPurchased (App),돌발_조선2__8__3300,3300,2025-11-21 14:41,7f57d260-8164-11f0-95c0-1ff710237f98,89,a_user_name,크로노시아,765,24231,0,10520,1,GooglePlay,2025-08-25,198000,331
ItemPurchased (App),계정한정__조선소환__4__5500,5500,2025-11-21 14:37,91919050-c698-11f0-ba42-b17b9230d8ee,1,a_user_name,뉴블랙스타,24,63930,0,370,1,GooglePlay,2025-11-21,7700,9553
ItemPurchased (App),구독권1__770,770,2025-11-21 14:34,206a8a30-c53f-11f0-96ea-9515b6ea5566,2,a_user_name,투사2,114,326744,0,1880,1,GooglePlay,2025-11-19,40700,5426
ItemPurchased (App),돌발_무기2__2__1100,1100,2025-11-21 14:33,206a8a30-c53f-11f0-96ea-9515b6ea5566,2,a_user_name,투사2,114,321744,1100,1880,1,GooglePlay,2025-11-19,40700,5426
ItemPurchased (App),사냥 패스__0__550,550,2025-11-21 14:33,206a8a30-c53f-11f0-96ea-9515b6ea5566,2,a_user_name,투사2,114,321744,1100,1880,1,GooglePlay,2025-11-19,40700,5426
ItemPurchased (App),레벨 패스__0__550,550,2025-11-21 14:33,206a8a30-c53f-11f0-96ea-9515b6ea5566,2,a_user_name,투사2,114,287994,1650,1880,1,GooglePlay,2025-11-19,40700,5426
ItemPurchased (App),육성 패스__0__550,550,2025-11-21 14:33,206a8a30-c53f-11f0-96ea-9515b6ea5566,2,a_user_name,투사2,114,167994,2750,1880,1,GooglePlay,2025-11-19,40700,5426
ItemPurchased (App),스테이지 패스__0__550,550,2025-11-21 14:08,c66921a0-bbec-11f0-934b-df51d59e4584,13,a_user_name,감자깍기,367,566728,0,3370,1,GooglePlay,2025-11-07,283800,2482
ItemPurchased (App),사냥 패스__3__2200,2200,2025-11-21 14:08,c66921a0-bbec-11f0-934b-df51d59e4584,13,a_user_name,감자깍기,367,191728,2200,3370,1,GooglePlay,2025-11-07,283800,2482
ItemPurchased (App),사냥 패스__2__1100,1100,2025-11-21 13:53,f2f9e920-c5f1-11f0-8979-fb9db65c6b46,2,a_user_name,겨울이다,64,2351,0,930,1,GooglePlay,2025-11-20,7700,7169
ItemPurchased (App),구독권1__770,770,2025-11-21 13:17,c66921a0-bbec-11f0-934b-df51d59e4584,13,a_user_name,감자깍기,358,602530,0,3220,1,GooglePlay,2025-11-07,250800,2572
ItemPurchased (App),돌발_스테이지__5__3300,3300,2025-11-21 12:58,5eda9a30-c5c1-11f0-a914-f703f87de748,2,a_user_name,치킨오버라이스,249,33923,440,5250,1,GooglePlay,2025-11-20,337700,4041
ItemPurchased (App),돌발_던전2__1__990,990,2025-11-21 12:58,5eda9a30-c5c1-11f0-a914-f703f87de748,2,a_user_name,치킨오버라이스,249,23923,1430,5250,1,GooglePlay,2025-11-20,337700,4041
ItemPurchased (App),돌발_동료__4__1100,1100,2025-11-21 12:55,5eda9a30-c5c1-11f0-a914-f703f87de748,2,a_user_name,치킨오버라이스,249,20273,2530,5250,1,GooglePlay,2025-11-20,337700,4041
ItemPurchased (App),돌발_연구__0__330,330,2025-11-21 12:45,5eda9a30-c5c1-11f0-a914-f703f87de748,2,a_user_name,치킨오버라이스,249,5273,2860,5250,1,GooglePlay,2025-11-20,337700,4041
ItemPurchased (App),(기간한정 주간)연구석__0__550,550,2025-11-21 12:42,8fed69e0-b879-11f0-8110-6f9a2b09a555,19,a_user_name,강화법사,451,100919,1100,8550,1,GooglePlay,2025-11-03,405900,1774
ItemPurchased (App),돌발_사형수 스테이지__0__1100,1100,2025-11-21 12:41,8fed69e0-b879-11f0-8110-6f9a2b09a555,19,a_user_name,강화법사,451,95919,2200,8550,1,GooglePlay,2025-11-03,405900,1774
ItemPurchased (App),돌발_조선2__4__3300,3300,2025-11-21 12:40,5eda9a30-c5c1-11f0-a914-f703f87de748,2,a_user_name,치킨오버라이스,245,426173,3410,5250,1,GooglePlay,2025-11-20,337700,4041
ItemPurchased (App),돌발_동료__3__1100,1100,2025-11-21 12:40,5eda9a30-c5c1-11f0-a914-f703f87de748,2,a_user_name,치킨오버라이스,245,426173,4510,5250,1,GooglePlay,2025-11-20,337700,4041
ItemPurchased (App),돌발_던전3__1__990,990,2025-11-21 12:18,5eda9a30-c5c1-11f0-a914-f703f87de748,2,a_user_name,치킨오버라이스,233,592348,5500,4140,1,GooglePlay,2025-11-20,337700,4356
ItemPurchased (App),돌발_갑옷2__0__550,550,2025-11-21 12:18,5eda9a30-c5c1-11f0-a914-f703f87de748,2,a_user_name,치킨오버라이스,233,589348,6050,4140,1,GooglePlay,2025-11-20,337700,4356
ItemPurchased (App),돌발_조선2__1__1100,1100,2025-11-21 12:18,5eda9a30-c5c1-11f0-a914-f703f87de748,2,a_user_name,치킨오버라이스,233,584348,7150,4140,1,GooglePlay,2025-11-20,337700,4356
ItemPurchased (App),돌발_동료__2__1100,1100,2025-11-21 12:18,5eda9a30-c5c1-11f0-a914-f703f87de748,2,a_user_name,치킨오버라이스,233,584348,8250,4140,1,GooglePlay,2025-11-20,337700,4356
ItemPurchased (App),돌발_스테이지__0__1100,1100,2025-11-21 12:18,5eda9a30-c5c1-11f0-a914-f703f87de748,2,a_user_name,치킨오버라이스,233,384348,9350,4140,1,GooglePlay,2025-11-20,337700,4356
ItemPurchased (App),돌발_무기2__2__1100,1100,2025-11-21 12:18,5eda9a30-c5c1-11f0-a914-f703f87de748,2,a_user_name,치킨오버라이스,233,379348,10450,4140,1,GooglePlay,2025-11-20,337700,4356
ItemPurchased (App),돌발_고려2__3__1100,1100,2025-11-21 11:18,a1cd92a0-67ae-11f0-aed9-e7219e4530ad,121,a_user_name,kjerry12,696,184350,220,15380,1,GooglePlay,2025-07-23,150700,502
ItemPurchased (App),구독권2__1980,1980,2025-11-21 10:45,5faf7220-a1ed-11f0-8975-239f40690c42,48,a_user_name,GENYUM,521,102739,220,4170,1,GooglePlay,2025-10-05,150700,1367
ItemPurchased (App),돌발_조선2__4__3300,3300,2025-11-21 9:58,a322f7a0-c670-11f0-99fb-05c279b42331,1,a_user_name,밍망기,29,159585,0,330,1,GooglePlay,2025-11-21,29700,9362
ItemPurchased (App),계정한정__조선소환__0__110,110,2025-11-21 9:58,a322f7a0-c670-11f0-99fb-05c279b42331,1,a_user_name,밍망기,29,157585,110,330,1,GooglePlay,2025-11-21,29700,9362
ItemPurchased (App),계정한정__고려소환__0__110,110,2025-11-21 9:55,a322f7a0-c670-11f0-99fb-05c279b42331,1,a_user_name,밍망기,25,149585,220,300,1,GooglePlay,2025-11-21,29700,9474
ItemPurchased (App),구독권2__1980,1980,2025-11-21 9:53,a322f7a0-c670-11f0-99fb-05c279b42331,1,a_user_name,밍망기,25,118585,0,300,1,GooglePlay,2025-11-21,7700,9474
ItemPurchased (App),구독권1__770,770,2025-11-21 9:31,72e42630-95b1-11f0-9cdc-e7577ac60a57,63,a_user_name,문현석,949,127703,50,47610,1,GooglePlay,2025-09-19,1492700,80
ItemPurchased (App),(기간한정 일간)영웅__0__110,110,2025-11-21 9:23,3415fc60-c61e-11f0-89ec-711f707c784a,2,a_user_name,익숙한달,112,66686,0,870,1,GooglePlay,2025-11-20,44000,5471
ItemPurchased (App),돌발_승급__0__330,330,2025-11-21 9:23,3415fc60-c61e-11f0-89ec-711f707c784a,2,a_user_name,익숙한달,112,6686,330,870,1,GooglePlay,2025-11-20,44000,5471
