"Event Category","Event Action","Event Label","Custom Event Properties"
"stage_reached_200 (App)","W:21_0A:20_0","17","{""Time"":""2025-09-30 22:06:31"",""UserUUID"":""268c2ca0-912a-11f0-866d-833d630eece1"",""attendance_count"":17,""b.diamond"":415831,""b.ruby"":0,""boxAllCount"":7190,""curserver"":1,""install_day"":""2025-09-14"",""total_payment_amount"":7700,""user_name"":""전우치7"",""user_rank"":2847,""user_stage"":200}"
"stage_reached_200 (App)","W:23_0A:20_0","8","{""Time"":""2025-09-30 21:36:04"",""UserUUID"":""c3b46f40-6152-11f0-b21d-c1e29b2c7170"",""attendance_count"":8,""b.diamond"":46456,""b.ruby"":0,""boxAllCount"":6750,""curserver"":0,""install_day"":""2025-07-15"",""total_payment_amount"":7700,""user_name"":""로메이"",""user_rank"":2862,""user_stage"":200}"
"stage_reached_200 (App)","W:22_0A:19_0","12","{""Time"":""2025-09-30 21:27:16"",""UserUUID"":""895d39d0-953c-11f0-aea7-67e7d826a251"",""attendance_count"":12,""b.diamond"":229994,""b.ruby"":0,""boxAllCount"":2710,""curserver"":1,""install_day"":""2025-09-19"",""total_payment_amount"":7700,""user_name"":""몽키D드랴곤"",""user_rank"":2817,""user_stage"":200}"
"stage_reached_200 (App)","W:21_0A:19_0","9","{""Time"":""2025-09-30 19:46:24"",""UserUUID"":""68287c40-9710-11f0-91ae-a1df6a6c6ec5"",""attendance_count"":9,""b.diamond"":114084,""b.ruby"":0,""boxAllCount"":1200,""curserver"":1,""install_day"":""2025-09-21"",""total_payment_amount"":11000,""user_name"":""조여주"",""user_rank"":2829,""user_stage"":200}"
"stage_reached_200 (App)","W:21_0A:19_0","10","{""Time"":""2025-09-30 19:37:00"",""UserUUID"":""baa72041-96b4-11f0-adf2-d984549a6b07"",""attendance_count"":10,""b.diamond"":6926,""b.ruby"":0,""boxAllCount"":3680,""curserver"":1,""install_day"":""2025-09-21"",""total_payment_amount"":7700,""user_name"":""김동일"",""user_rank"":2817,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","8","{""Time"":""2025-09-30 18:33:32"",""UserUUID"":""fbfe73d0-9809-11f0-bd37-413cac0c18b5"",""attendance_count"":8,""b.diamond"":13496,""b.ruby"":0,""boxAllCount"":340,""curserver"":1,""install_day"":""2025-09-22"",""total_payment_amount"":0,""user_name"":""호룡"",""user_rank"":2840,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:20_0","9","{""Time"":""2025-09-30 18:08:06"",""UserUUID"":""b9fadf50-9633-11f0-a2fc-d7e40906a78d"",""attendance_count"":9,""b.diamond"":402581,""b.ruby"":0,""boxAllCount"":2950,""curserver"":1,""install_day"":""2025-09-20"",""total_payment_amount"":7700,""user_name"":""옐로"",""user_rank"":2826,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","9","{""Time"":""2025-09-30 18:06:48"",""UserUUID"":""82481a41-97ba-11f0-95f9-172016b80af2"",""attendance_count"":9,""b.diamond"":30608,""b.ruby"":0,""boxAllCount"":2830,""curserver"":1,""install_day"":""2025-09-22"",""total_payment_amount"":7700,""user_name"":""ddoe"",""user_rank"":2833,""user_stage"":200}"
"stage_reached_200 (App)","W:21_0A:19_0","10","{""Time"":""2025-09-30 17:52:36"",""UserUUID"":""d44c8c01-96ec-11f0-af14-c76fc3ecc932"",""attendance_count"":10,""b.diamond"":32837,""b.ruby"":110,""boxAllCount"":480,""curserver"":1,""install_day"":""2025-09-21"",""total_payment_amount"":18700,""user_name"":""공이공"",""user_rank"":2810,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","5","{""Time"":""2025-09-30 17:35:12"",""UserUUID"":""00dd7170-9919-11f0-a00e-fd2f1b415d79"",""attendance_count"":5,""b.diamond"":30843,""b.ruby"":0,""boxAllCount"":6100,""curserver"":1,""install_day"":""2025-09-24"",""total_payment_amount"":75900,""user_name"":""빛돌"",""user_rank"":2837,""user_stage"":200}"
