"Event Category","Custom Event Properties"
"Order Complete (App)","{""Time"":""2026-02-25 16:31:09"",""UserUUID"":""07f74070-062f-11f1-b8eb-710c0511ea81"",""a_attendance_count"":16,""a_user_name"":""기일도옹"",""a_user_stage"":268,""b.diamond"":71398,""b.ruby"":0,""boxAllCount"":3450,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-10"",""total_payment_amount"":18700,""user_rank"":4842}"
"Order Complete (App)","{""Time"":""2026-02-25 16:28:46"",""UserUUID"":""07f74070-062f-11f1-b8eb-710c0511ea81"",""a_attendance_count"":16,""a_user_name"":""기일도옹"",""a_user_stage"":268,""b.diamond"":76998,""b.ruby"":0,""boxAllCount"":3450,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-10"",""total_payment_amount"":7700,""user_rank"":4842}"
"Order Complete (App)","{""Time"":""2026-02-25 16:19:53"",""UserUUID"":""46ebb7c0-73ea-11f0-a4d8-ad3ce8d2a042"",""a_attendance_count"":202,""a_user_name"":""김산"",""a_user_stage"":1087,""b.diamond"":170007,""b.ruby"":330,""boxAllCount"":18240,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-08-07"",""total_payment_amount"":944900,""user_rank"":376}"
"Order Complete (App)","{""Time"":""2026-02-25 15:27:07"",""UserUUID"":""9aac0050-ed9c-11f0-8d1c-9f3d436e5f12"",""a_attendance_count"":47,""a_user_name"":""리스트26"",""a_user_stage"":665,""b.diamond"":112931,""b.ruby"":330,""boxAllCount"":11620,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-09"",""total_payment_amount"":898700,""user_rank"":1295}"
"Order Complete (App)","{""Time"":""2026-02-25 15:00:57"",""UserUUID"":""4e6e2fb0-af94-11f0-83a9-75cd8738bd47"",""a_attendance_count"":124,""a_user_name"":""모용외"",""a_user_stage"":932,""b.diamond"":131929,""b.ruby"":1320,""boxAllCount"":20490,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-10-22"",""total_payment_amount"":1284800,""user_rank"":603}"
"Order Complete (App)","{""Time"":""2026-02-25 15:00:36"",""UserUUID"":""7f8d01d0-11e0-11f1-882e-4ddb431c63dd"",""a_attendance_count"":1,""a_user_name"":""안도준"",""a_user_stage"":90,""b.diamond"":889334,""b.ruby"":0,""boxAllCount"":330,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-25"",""total_payment_amount"":157300,""user_rank"":10159}"
"Order Complete (App)","{""Time"":""2026-02-25 14:56:25"",""UserUUID"":""4e6e2fb0-af94-11f0-83a9-75cd8738bd47"",""a_attendance_count"":124,""a_user_name"":""모용외"",""a_user_stage"":932,""b.diamond"":122729,""b.ruby"":220,""boxAllCount"":20290,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-10-22"",""total_payment_amount"":1273800,""user_rank"":611}"
"Order Complete (App)","{""Time"":""2026-02-25 14:48:00"",""UserUUID"":""901781d0-11f7-11f1-8433-49ab53a52be7"",""a_attendance_count"":1,""a_user_name"":""hoones"",""a_user_stage"":7,""b.diamond"":10652,""b.ruby"":0,""boxAllCount"":30,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-25"",""total_payment_amount"":0,""user_rank"":99999999}"
"Order Complete (App)","{""Time"":""2026-02-25 14:37:19"",""UserUUID"":""3c384a90-11de-11f1-a596-01adb4069a49"",""a_attendance_count"":1,""a_user_name"":""삼비"",""a_user_stage"":119,""b.diamond"":151059,""b.ruby"":23980,""boxAllCount"":5730,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-25"",""total_payment_amount"":451000,""user_rank"":7807}"
"Order Complete (App)","{""Time"":""2026-02-25 14:37:08"",""UserUUID"":""3c384a90-11de-11f1-a596-01adb4069a49"",""a_attendance_count"":1,""a_user_name"":""삼비"",""a_user_stage"":119,""b.diamond"":151059,""b.ruby"":22880,""boxAllCount"":5730,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-25"",""total_payment_amount"":440000,""user_rank"":7807}"
"Order Complete (App)","{""Time"":""2026-02-25 14:36:46"",""UserUUID"":""3c384a90-11de-11f1-a596-01adb4069a49"",""a_attendance_count"":1,""a_user_name"":""삼비"",""a_user_stage"":119,""b.diamond"":151059,""b.ruby"":880,""boxAllCount"":5730,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-25"",""total_payment_amount"":220000,""user_rank"":7807}"
"Order Complete (App)","{""Time"":""2026-02-25 14:20:24"",""UserUUID"":""173a0c60-1206-11f1-83f2-53caca538c84"",""a_attendance_count"":1,""a_user_name"":""크리민"",""a_user_stage"":24,""b.diamond"":176600,""b.ruby"":770,""boxAllCount"":90,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-25"",""total_payment_amount"":7700,""user_rank"":16465}"
"Order Complete (App)","{""Time"":""2026-02-25 14:19:30"",""UserUUID"":""173a0c60-1206-11f1-83f2-53caca538c84"",""a_attendance_count"":1,""a_user_name"":""크리민"",""a_user_stage"":24,""b.diamond"":176600,""b.ruby"":0,""boxAllCount"":90,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-25"",""total_payment_amount"":0,""user_rank"":16465}"
"Order Complete (App)","{""Time"":""2026-02-25 13:23:57"",""UserUUID"":""086154c0-1123-11f1-bd29-c1e6843ab33f"",""a_attendance_count"":2,""a_user_name"":""소고미"",""a_user_stage"":261,""b.diamond"":44798,""b.ruby"":5720,""boxAllCount"":2790,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-24"",""total_payment_amount"":238700,""user_rank"":5276}"
"Order Complete (App)","{""Time"":""2026-02-25 13:23:30"",""UserUUID"":""086154c0-1123-11f1-bd29-c1e6843ab33f"",""a_attendance_count"":2,""a_user_name"":""소고미"",""a_user_stage"":261,""b.diamond"":29798,""b.ruby"":220,""boxAllCount"":2790,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-24"",""total_payment_amount"":183700,""user_rank"":5276}"
"Order Complete (App)","{""Time"":""2026-02-25 13:19:14"",""UserUUID"":""57eeb8f0-0937-11f1-8218-43a7bad363ff"",""a_attendance_count"":12,""a_user_name"":""keykey"",""a_user_stage"":413,""b.diamond"":2529,""b.ruby"":0,""boxAllCount"":7090,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-13"",""total_payment_amount"":231000,""user_rank"":3074}"
"Order Complete (App)","{""Time"":""2026-02-25 13:16:02"",""UserUUID"":""364023f0-7feb-11ef-907a-53cfb9749a97"",""a_attendance_count"":513,""a_user_name"":""3300원도아깝"",""a_user_stage"":1540,""b.diamond"":77501,""b.ruby"":110,""boxAllCount"":313670,""curserver"":0,""iap_platform"":""OneStore"",""install_day"":""2024-10-01"",""total_payment_amount"":19452400,""user_rank"":5}"
"Order Complete (App)","{""Time"":""2026-02-25 13:12:21"",""UserUUID"":""97326fd0-d8e9-11f0-b49c-cfb699faad32"",""a_attendance_count"":74,""a_user_name"":""이접장"",""a_user_stage"":1184,""b.diamond"":542774,""b.ruby"":330,""boxAllCount"":12170,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-12-14"",""total_payment_amount"":2517900,""user_rank"":148}"
"Order Complete (App)","{""Time"":""2026-02-25 13:06:31"",""UserUUID"":""3b189db0-10b5-11f1-94c4-e396ab4a9af7"",""a_attendance_count"":3,""a_user_name"":""둠치땃쥐"",""a_user_stage"":119,""b.diamond"":169473,""b.ruby"":220,""boxAllCount"":2400,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-23"",""total_payment_amount"":41800,""user_rank"":7883}"
"Order Complete (App)","{""Time"":""2026-02-25 12:43:44"",""UserUUID"":""b05ee9e0-0ad8-11f1-bc77-1338a3b3c62c"",""a_attendance_count"":10,""a_user_name"":""넙치야"",""a_user_stage"":402,""b.diamond"":20548,""b.ruby"":0,""boxAllCount"":5910,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-16"",""total_payment_amount"":278300,""user_rank"":3142}"
"Order Complete (App)","{""Time"":""2026-02-25 12:37:23"",""UserUUID"":""7f8d01d0-11e0-11f1-882e-4ddb431c63dd"",""a_attendance_count"":1,""a_user_name"":""안도준"",""a_user_stage"":45,""b.diamond"":654809,""b.ruby"":6930,""boxAllCount"":330,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-25"",""total_payment_amount"":157300,""user_rank"":14123}"
"Order Complete (App)","{""Time"":""2026-02-25 12:37:01"",""UserUUID"":""7f8d01d0-11e0-11f1-882e-4ddb431c63dd"",""a_attendance_count"":1,""a_user_name"":""안도준"",""a_user_stage"":45,""b.diamond"":654809,""b.ruby"":330,""boxAllCount"":330,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-25"",""total_payment_amount"":91300,""user_rank"":14123}"
"Order Complete (App)","{""Time"":""2026-02-25 12:32:47"",""UserUUID"":""7f8d01d0-11e0-11f1-882e-4ddb431c63dd"",""a_attendance_count"":1,""a_user_name"":""안도준"",""a_user_stage"":44,""b.diamond"":634809,""b.ruby"":330,""boxAllCount"":330,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-25"",""total_payment_amount"":58300,""user_rank"":14123}"
"Order Complete (App)","{""Time"":""2026-02-25 12:29:32"",""UserUUID"":""b05ee9e0-0ad8-11f1-bc77-1338a3b3c62c"",""a_attendance_count"":10,""a_user_name"":""넙치야"",""a_user_stage"":392,""b.diamond"":57798,""b.ruby"":0,""boxAllCount"":5850,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-16"",""total_payment_amount"":245300,""user_rank"":3142}"
"Order Complete (App)","{""Time"":""2026-02-25 12:05:22"",""UserUUID"":""5e34fd10-ace3-11f0-9126-05c83ff68025"",""a_attendance_count"":130,""a_user_name"":""호용마"",""a_user_stage"":551,""b.diamond"":2960046,""b.ruby"":1320,""boxAllCount"":17270,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-10-19"",""total_payment_amount"":79200,""user_rank"":1801}"
"Order Complete (App)","{""Time"":""2026-02-25 11:35:14"",""UserUUID"":""7f8d01d0-11e0-11f1-882e-4ddb431c63dd"",""a_attendance_count"":1,""a_user_name"":""안도준"",""a_user_stage"":36,""b.diamond"":257709,""b.ruby"":0,""boxAllCount"":330,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-25"",""total_payment_amount"":51700,""user_rank"":16026}"
"Order Complete (App)","{""Time"":""2026-02-25 11:03:21"",""UserUUID"":""7f8d01d0-11e0-11f1-882e-4ddb431c63dd"",""a_attendance_count"":1,""a_user_name"":""안도준"",""a_user_stage"":25,""b.diamond"":144275,""b.ruby"":0,""boxAllCount"":330,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-25"",""total_payment_amount"":40700,""user_rank"":16026}"
"Order Complete (App)","{""Time"":""2026-02-25 10:59:36"",""UserUUID"":""7f8d01d0-11e0-11f1-882e-4ddb431c63dd"",""a_attendance_count"":1,""a_user_name"":""안도준"",""a_user_stage"":24,""b.diamond"":80975,""b.ruby"":0,""boxAllCount"":330,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-25"",""total_payment_amount"":7700,""user_rank"":16026}"
"Order Complete (App)","{""Time"":""2026-02-25 10:55:42"",""UserUUID"":""3c384a90-11de-11f1-a596-01adb4069a49"",""a_attendance_count"":1,""a_user_name"":""삼비"",""a_user_stage"":84,""b.diamond"":396359,""b.ruby"":220,""boxAllCount"":1060,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-25"",""total_payment_amount"":110000,""user_rank"":10637}"
"Order Complete (App)","{""Time"":""2026-02-25 10:55:29"",""UserUUID"":""c0415fc0-0cc0-11f1-be93-a1e0aade8667"",""a_attendance_count"":8,""a_user_name"":""레드컴플렉스"",""a_user_stage"":347,""b.diamond"":11303,""b.ruby"":990,""boxAllCount"":12830,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-18"",""total_payment_amount"":337700,""user_rank"":3677}"
"Order Complete (App)","{""Time"":""2026-02-25 10:45:38"",""UserUUID"":""c0415fc0-0cc0-11f1-be93-a1e0aade8667"",""a_attendance_count"":8,""a_user_name"":""레드컴플렉스"",""a_user_stage"":346,""b.diamond"":88628,""b.ruby"":990,""boxAllCount"":12800,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-18"",""total_payment_amount"":326700,""user_rank"":3677}"
"Order Complete (App)","{""Time"":""2026-02-25 10:29:13"",""UserUUID"":""6b7ab760-0b36-11f1-9511-a56d1b15413f"",""a_attendance_count"":10,""a_user_name"":""카롱카롱"",""a_user_stage"":258,""b.diamond"":1562,""b.ruby"":220,""boxAllCount"":3110,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-16"",""total_payment_amount"":25300,""user_rank"":5141}"
"Order Complete (App)","{""Time"":""2026-02-25 10:28:29"",""UserUUID"":""6b7ab760-0b36-11f1-9511-a56d1b15413f"",""a_attendance_count"":10,""a_user_name"":""카롱카롱"",""a_user_stage"":258,""b.diamond"":1562,""b.ruby"":0,""boxAllCount"":3110,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-16"",""total_payment_amount"":23100,""user_rank"":5141}"
"Order Complete (App)","{""Time"":""2026-02-25 10:20:20"",""UserUUID"":""3c384a90-11de-11f1-a596-01adb4069a49"",""a_attendance_count"":1,""a_user_name"":""삼비"",""a_user_stage"":26,""b.diamond"":103084,""b.ruby"":0,""boxAllCount"":390,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-25"",""total_payment_amount"":0,""user_rank"":15595}"
"Order Complete (App)","{""Time"":""2026-02-25 09:57:23"",""UserUUID"":""fd396010-11b3-11f1-8db1-5117261c1d6e"",""a_attendance_count"":1,""a_user_name"":""새솔공주"",""a_user_stage"":11,""b.diamond"":133690,""b.ruby"":0,""boxAllCount"":0,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-24"",""total_payment_amount"":0,""user_rank"":99999999}"
"Order Complete (App)","{""Time"":""2026-02-25 09:56:40"",""UserUUID"":""7f8d01d0-11e0-11f1-882e-4ddb431c63dd"",""a_attendance_count"":1,""a_user_name"":""안도준"",""a_user_stage"":4,""b.diamond"":8000,""b.ruby"":0,""boxAllCount"":0,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-25"",""total_payment_amount"":0,""user_rank"":99999999}"
"Order Complete (App)","{""Time"":""2026-02-25 09:45:25"",""UserUUID"":""8fed69e0-b879-11f0-8110-6f9a2b09a555"",""a_attendance_count"":115,""a_user_name"":""강화법사"",""a_user_stage"":1514,""b.diamond"":439329,""b.ruby"":1760,""boxAllCount"":23140,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-11-03"",""total_payment_amount"":3188900,""user_rank"":26}"
"Order Complete (App)","{""Time"":""2026-02-25 09:39:39"",""UserUUID"":""8fed69e0-b879-11f0-8110-6f9a2b09a555"",""a_attendance_count"":115,""a_user_name"":""강화법사"",""a_user_stage"":1514,""b.diamond"":413154,""b.ruby"":2860,""boxAllCount"":23140,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-11-03"",""total_payment_amount"":3133900,""user_rank"":26}"
"Order Complete (App)","{""Time"":""2026-02-25 09:08:52"",""UserUUID"":""c509de20-0319-11f1-a4ba-2defae19891a"",""a_attendance_count"":20,""a_user_name"":""의의"",""a_user_stage"":306,""b.diamond"":9222,""b.ruby"":0,""boxAllCount"":6450,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-06"",""total_payment_amount"":19800,""user_rank"":4209}"
"Order Complete (App)","{""Time"":""2026-02-25 08:47:10"",""UserUUID"":""1843fa80-03dd-11f1-a7cf-35b64b80da07"",""a_attendance_count"":19,""a_user_name"":""무나모토"",""a_user_stage"":802,""b.diamond"":14971,""b.ruby"":2200,""boxAllCount"":6790,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-07"",""total_payment_amount"":2270400,""user_rank"":956}"
"Order Complete (App)","{""Time"":""2026-02-25 08:39:36"",""UserUUID"":""1843fa80-03dd-11f1-a7cf-35b64b80da07"",""a_attendance_count"":19,""a_user_name"":""무나모토"",""a_user_stage"":798,""b.diamond"":12621,""b.ruby"":0,""boxAllCount"":6290,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-07"",""total_payment_amount"":2160400,""user_rank"":956}"
"Order Complete (App)","{""Time"":""2026-02-25 08:39:25"",""UserUUID"":""3b189db0-10b5-11f1-94c4-e396ab4a9af7"",""a_attendance_count"":3,""a_user_name"":""둠치땃쥐"",""a_user_stage"":100,""b.diamond"":540710,""b.ruby"":220,""boxAllCount"":900,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-23"",""total_payment_amount"":30800,""user_rank"":8623}"
"Order Complete (App)","{""Time"":""2026-02-25 08:27:41"",""UserUUID"":""c29d2940-695d-11f0-9c6c-658573885763"",""a_attendance_count"":216,""a_user_name"":""KENZO"",""a_user_stage"":1215,""b.diamond"":4359,""b.ruby"":220,""boxAllCount"":17290,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-07-25"",""total_payment_amount"":172700,""user_rank"":112}"
"Order Complete (App)","{""Time"":""2026-02-25 07:59:11"",""UserUUID"":""57eeb8f0-0937-11f1-8218-43a7bad363ff"",""a_attendance_count"":12,""a_user_name"":""keykey"",""a_user_stage"":386,""b.diamond"":330,""b.ruby"":0,""boxAllCount"":7090,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-13"",""total_payment_amount"":220000,""user_rank"":3209}"
"Order Complete (App)","{""Time"":""2026-02-25 07:57:29"",""UserUUID"":""426442f0-8f09-11f0-842e-9169428d25e9"",""a_attendance_count"":168,""a_user_name"":""freej"",""a_user_stage"":1054,""b.diamond"":1046311,""b.ruby"":770,""boxAllCount"":34500,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-09-11"",""total_payment_amount"":1092300,""user_rank"":414}"
"Order Complete (App)","{""Time"":""2026-02-25 07:57:29"",""UserUUID"":""1843fa80-03dd-11f1-a7cf-35b64b80da07"",""a_attendance_count"":19,""a_user_name"":""무나모토"",""a_user_stage"":772,""b.diamond"":88471,""b.ruby"":4840,""boxAllCount"":6290,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-07"",""total_payment_amount"":2153800,""user_rank"":1030}"
"Order Complete (App)","{""Time"":""2026-02-25 07:56:29"",""UserUUID"":""1843fa80-03dd-11f1-a7cf-35b64b80da07"",""a_attendance_count"":19,""a_user_name"":""무나모토"",""a_user_stage"":771,""b.diamond"":3471,""b.ruby"":0,""boxAllCount"":6290,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-07"",""total_payment_amount"":2043800,""user_rank"":1030}"
"Order Complete (App)","{""Time"":""2026-02-25 07:53:03"",""UserUUID"":""5cc81d60-fe76-11f0-9cce-0578dedf5a7b"",""a_attendance_count"":25,""a_user_name"":""시쿠s"",""a_user_stage"":311,""b.diamond"":22351,""b.ruby"":0,""boxAllCount"":1810,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-31"",""total_payment_amount"":7700,""user_rank"":4099}"
"Order Complete (App)","{""Time"":""2026-02-25 07:50:10"",""UserUUID"":""a4eb15d0-fe89-11f0-afc4-e1a9a2488f4b"",""a_attendance_count"":26,""a_user_name"":""전뿡이잉"",""a_user_stage"":399,""b.diamond"":92096,""b.ruby"":0,""boxAllCount"":3590,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-31"",""total_payment_amount"":73700,""user_rank"":3106}"
"Order Complete (App)","{""Time"":""2026-02-25 07:40:28"",""UserUUID"":""1ce7c390-e903-11f0-9fbd-41a9a17a66a4"",""a_attendance_count"":53,""a_user_name"":""맛몽이"",""a_user_stage"":545,""b.diamond"":18939,""b.ruby"":330,""boxAllCount"":9410,""curserver"":1,""iap_platform"":""OneStore"",""install_day"":""2026-01-04"",""total_payment_amount"":26400,""user_rank"":1868}"
"Order Complete (App)","{""Time"":""2026-02-25 06:50:25"",""UserUUID"":""f7aea1d0-9b63-11f0-bf29-c3eb6dc5395b"",""a_attendance_count"":147,""a_user_name"":""유리뎃"",""a_user_stage"":966,""b.diamond"":7733,""b.ruby"":0,""boxAllCount"":18640,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-09-27"",""total_payment_amount"":837100,""user_rank"":546}"
"Order Complete (App)","{""Time"":""2026-02-25 06:35:59"",""UserUUID"":""e1c76780-11c4-11f1-a596-01adb4069a49"",""a_attendance_count"":1,""a_user_name"":""다이나믹뚜퐁"",""a_user_stage"":26,""b.diamond"":110600,""b.ruby"":0,""boxAllCount"":340,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-24"",""total_payment_amount"":0,""user_rank"":15832}"
"Order Complete (App)","{""Time"":""2026-02-25 06:34:40"",""UserUUID"":""f7aea1d0-9b63-11f0-bf29-c3eb6dc5395b"",""a_attendance_count"":147,""a_user_name"":""유리뎃"",""a_user_stage"":948,""b.diamond"":4133,""b.ruby"":0,""boxAllCount"":18640,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-09-27"",""total_payment_amount"":804100,""user_rank"":596}"
"Order Complete (App)","{""Time"":""2026-02-25 06:22:19"",""UserUUID"":""f7aea1d0-9b63-11f0-bf29-c3eb6dc5395b"",""a_attendance_count"":147,""a_user_name"":""유리뎃"",""a_user_stage"":935,""b.diamond"":858,""b.ruby"":0,""boxAllCount"":18390,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-09-27"",""total_payment_amount"":771100,""user_rank"":606}"
"Order Complete (App)","{""Time"":""2026-02-25 05:35:27"",""UserUUID"":""51ad2890-067c-11f1-b638-ad94e556fe4d"",""a_attendance_count"":16,""a_user_name"":""쿠쿠렐레"",""a_user_stage"":306,""b.diamond"":15409,""b.ruby"":0,""boxAllCount"":4110,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-10"",""total_payment_amount"":7700,""user_rank"":4157}"
"Order Complete (App)","{""Time"":""2026-02-25 05:29:54"",""UserUUID"":""c2c7d840-ca40-11f0-ab5c-11a13f135134"",""a_attendance_count"":92,""a_user_name"":""꿀빵"",""a_user_stage"":858,""b.diamond"":975,""b.ruby"":660,""boxAllCount"":8630,""curserver"":1,""iap_platform"":""OneStore"",""install_day"":""2025-11-25"",""total_payment_amount"":78100,""user_rank"":822}"
"Order Complete (App)","{""Time"":""2026-02-25 05:29:34"",""UserUUID"":""c2c7d840-ca40-11f0-ab5c-11a13f135134"",""a_attendance_count"":92,""a_user_name"":""꿀빵"",""a_user_stage"":858,""b.diamond"":975,""b.ruby"":550,""boxAllCount"":8630,""curserver"":1,""iap_platform"":""OneStore"",""install_day"":""2025-11-25"",""total_payment_amount"":77000,""user_rank"":822}"
"Order Complete (App)","{""Time"":""2026-02-25 05:24:42"",""UserUUID"":""21d8b3f0-c8d3-11f0-abcf-075ab38d048a"",""a_attendance_count"":94,""a_user_name"":""흑두루미"",""a_user_stage"":645,""b.diamond"":206322,""b.ruby"":770,""boxAllCount"":11430,""curserver"":1,""iap_platform"":""OneStore"",""install_day"":""2025-11-24"",""total_payment_amount"":86900,""user_rank"":1363}"
"Order Complete (App)","{""Time"":""2026-02-25 04:29:20"",""UserUUID"":""ba7272d0-64bb-11f0-a475-093604a1564e"",""a_attendance_count"":221,""a_user_name"":""Sora"",""a_user_stage"":1199,""b.diamond"":25162,""b.ruby"":110,""boxAllCount"":44120,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-07-19"",""total_payment_amount"":124300,""user_rank"":142}"
"Order Complete (App)","{""Time"":""2026-02-25 04:28:22"",""UserUUID"":""95aa0040-10fe-11f1-996a-e9fc552342f3"",""a_attendance_count"":2,""a_user_name"":""탁형"",""a_user_stage"":154,""b.diamond"":115316,""b.ruby"":0,""boxAllCount"":2130,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-23"",""total_payment_amount"":134200,""user_rank"":7470}"
"Order Complete (App)","{""Time"":""2026-02-25 03:22:26"",""UserUUID"":""cc23a050-fe24-11f0-8cb5-f761ec76d908"",""a_attendance_count"":26,""a_user_name"":""이군7"",""a_user_stage"":353,""b.diamond"":395001,""b.ruby"":0,""boxAllCount"":7100,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-30"",""total_payment_amount"":163900,""user_rank"":3619}"
"Order Complete (App)","{""Time"":""2026-02-25 02:42:28"",""UserUUID"":""e2ad5370-f7d5-11f0-afc9-498fc5e825d1"",""a_attendance_count"":26,""a_user_name"":""카메룬"",""a_user_stage"":293,""b.diamond"":103598,""b.ruby"":0,""boxAllCount"":6230,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-22"",""total_payment_amount"":12100,""user_rank"":4271}"
"Order Complete (App)","{""Time"":""2026-02-25 02:16:03"",""UserUUID"":""f73235a0-033c-11f1-a459-990206bf3afe"",""a_attendance_count"":20,""a_user_name"":""skian"",""a_user_stage"":326,""b.diamond"":2888,""b.ruby"":0,""boxAllCount"":2710,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-06"",""total_payment_amount"":29700,""user_rank"":3922}"
"Order Complete (App)","{""Time"":""2026-02-25 01:34:51"",""UserUUID"":""3c663010-6642-11f0-96fa-990fd0c2f326"",""a_attendance_count"":220,""a_user_name"":""말랑김밥"",""a_user_stage"":1165,""b.diamond"":1272424,""b.ruby"":0,""boxAllCount"":13970,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-07-21"",""total_payment_amount"":78100,""user_rank"":253}"
"Order Complete (App)","{""Time"":""2026-02-25 01:01:25"",""UserUUID"":""98df6f70-0e92-11f1-a73b-fd54f360c6e8"",""a_attendance_count"":5,""a_user_name"":""신사이"",""a_user_stage"":265,""b.diamond"":4734,""b.ruby"":0,""boxAllCount"":6160,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-20"",""total_payment_amount"":103400,""user_rank"":5004}"
"Order Complete (App)","{""Time"":""2026-02-25 00:48:25"",""UserUUID"":""15147dd0-fe3d-11f0-a810-930f69bb283c"",""a_attendance_count"":26,""a_user_name"":""예산킹"",""a_user_stage"":375,""b.diamond"":3300,""b.ruby"":330,""boxAllCount"":2900,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-31"",""total_payment_amount"":128700,""user_rank"":3323}"
"Order Complete (App)","{""Time"":""2026-02-25 00:43:02"",""UserUUID"":""860b41c0-1195-11f1-9498-bbaaf72eb43c"",""a_attendance_count"":1,""a_user_name"":""moungsil"",""a_user_stage"":16,""b.diamond"":136500,""b.ruby"":0,""boxAllCount"":0,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-24"",""total_payment_amount"":0,""user_rank"":99999999}"
"Order Complete (App)","{""Time"":""2026-02-25 00:40:23"",""UserUUID"":""95aa0040-10fe-11f1-996a-e9fc552342f3"",""a_attendance_count"":2,""a_user_name"":""탁형"",""a_user_stage"":116,""b.diamond"":74869,""b.ruby"":0,""boxAllCount"":1260,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-23"",""total_payment_amount"":101200,""user_rank"":8009}"
