"Event Category","Custom Event Properties","Product ID","Product Price"
"ItemPurchased (App)","{""Time"":""2026-02-16 14:34:33"",""UserUUID"":""b05ee9e0-0ad8-11f1-bc77-1338a3b3c62c"",""a_EventItem"":"""",""a_attendance_count"":1,""a_user_name"":""넙치야"",""a_user_stage"":121,""b.diamond"":67012,""b.ruby"":1650,""boxAllCount"":2530,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-16"",""total_payment_amount"":117700,""user_rank"":8342}","계정한정__조선소환__1__550",550
"ItemPurchased (App)","{""Time"":""2026-02-16 14:34:30"",""UserUUID"":""b05ee9e0-0ad8-11f1-bc77-1338a3b3c62c"",""a_EventItem"":"""",""a_attendance_count"":1,""a_user_name"":""넙치야"",""a_user_stage"":121,""b.diamond"":64012,""b.ruby"":2200,""boxAllCount"":2530,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-16"",""total_payment_amount"":117700,""user_rank"":8342}","돌발_고려2__3__1100",1100
"ItemPurchased (App)","{""Time"":""2026-02-16 14:19:32"",""UserUUID"":""b05ee9e0-0ad8-11f1-bc77-1338a3b3c62c"",""a_EventItem"":"""",""a_attendance_count"":1,""a_user_name"":""넙치야"",""a_user_stage"":115,""b.diamond"":126437,""b.ruby"":0,""boxAllCount"":2530,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-16"",""total_payment_amount"":84700,""user_rank"":8342}","돌발_던전3__0__550",550
"ItemPurchased (App)","{""Time"":""2026-02-16 14:19:23"",""UserUUID"":""b05ee9e0-0ad8-11f1-bc77-1338a3b3c62c"",""a_EventItem"":"""",""a_attendance_count"":1,""a_user_name"":""넙치야"",""a_user_stage"":115,""b.diamond"":121437,""b.ruby"":550,""boxAllCount"":2530,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-16"",""total_payment_amount"":84700,""user_rank"":8342}","돌발_승급__1__550",550
"ItemPurchased (App)","{""Time"":""2026-02-16 14:02:25"",""UserUUID"":""85d38400-0a02-11f1-8218-43a7bad363ff"",""a_EventItem"":"""",""a_attendance_count"":2,""a_user_name"":""단웅"",""a_user_stage"":128,""b.diamond"":1186027,""b.ruby"":7260,""boxAllCount"":1320,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-15"",""total_payment_amount"":227700,""user_rank"":7448}","계정한정__조선소환__1__550",550
"ItemPurchased (App)","{""Time"":""2026-02-16 13:49:44"",""UserUUID"":""b05ee9e0-0ad8-11f1-bc77-1338a3b3c62c"",""a_EventItem"":"""",""a_attendance_count"":1,""a_user_name"":""넙치야"",""a_user_stage"":94,""b.diamond"":21447,""b.ruby"":0,""boxAllCount"":2440,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-16"",""total_payment_amount"":73700,""user_rank"":9318}","계정한정__고려소환__2__1100",1100
"ItemPurchased (App)","{""Time"":""2026-02-16 13:42:40"",""UserUUID"":""85d38400-0a02-11f1-8218-43a7bad363ff"",""a_EventItem"":"""",""a_attendance_count"":2,""a_user_name"":""단웅"",""a_user_stage"":121,""b.diamond"":1157640,""b.ruby"":7810,""boxAllCount"":1320,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-15"",""total_payment_amount"":227700,""user_rank"":7489}","계정한정__조선소환__0__110",110
"ItemPurchased (App)","{""Time"":""2026-02-16 13:31:26"",""UserUUID"":""23112e30-07f0-11f1-9600-05af4bc24776"",""a_EventItem"":"""",""a_attendance_count"":5,""a_user_name"":""인사천재"",""a_user_stage"":265,""b.diamond"":46255,""b.ruby"":110,""boxAllCount"":10490,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-12"",""total_payment_amount"":308000,""user_rank"":5168}","돌발_던전1__2__990",990
"ItemPurchased (App)","{""Time"":""2026-02-16 13:28:40"",""UserUUID"":""dbbe3010-0654-11f1-b829-63a3b51ab613"",""a_EventItem"":"""",""a_attendance_count"":3,""a_user_name"":""변산우체국"",""a_user_stage"":54,""b.diamond"":406010,""b.ruby"":0,""boxAllCount"":390,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-10"",""total_payment_amount"":11000,""user_rank"":11980}","돌발_승급__0__330",330
"ItemPurchased (App)","{""Time"":""2026-02-16 13:11:18"",""UserUUID"":""0f6a7b30-fef3-11f0-a367-619edeb448c6"",""a_EventItem"":"""",""a_attendance_count"":16,""a_user_name"":""김동규"",""a_user_stage"":327,""b.diamond"":5860,""b.ruby"":110,""boxAllCount"":3010,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-31"",""total_payment_amount"":95700,""user_rank"":3783}","돌발_사형수__1__1100",1100
