Event Category,,Product ID,Product Price,"{""a_attendance_count""",a_user_name,a_user_stage,iap_platform,install_day,total_payment_amount,user_rank
Order Complete (App),,ruby_3,11000,4,³»¿ÕÀÌµÉ»óÀÎ°¡,185,GooglePlay,2025-07-24,20900,1871
Order Complete (App),,ruby_1,1100,10,Àç¹Õ´ÂÄ£±¸,247,OneStore,2025-07-19,13200,582
Order Complete (App),,ruby_1,1100,10,Àç¹Õ´ÂÄ£±¸,247,OneStore,2025-07-19,13200,582
Order Complete (App),,ruby_1,1100,10,Àç¹Õ´ÂÄ£±¸,247,OneStore,2025-07-19,13200,582
Order Complete (App),,ruby_1,1100,10,Àç¹Õ´ÂÄ£±¸,247,OneStore,2025-07-19,12100,582
Order Complete (App),,ruby_1,1100,10,Àç¹Õ´ÂÄ£±¸,247,OneStore,2025-07-19,8800,582
Order Complete (App),,ads_remove,7700,1,STARLION,26,GooglePlay,2025-07-27,0,11588
Order Complete (App),,ruby_3,11000,3,±ÃµðÆÎ,150,GooglePlay,2025-07-26,36300,2403
Order Complete (App),,ruby_6,110000,6,Raid,446,GooglePlay,2025-07-22,1167100,16
Order Complete (App),,ruby_4,33000,2,AÆÄµµ,63,GooglePlay,2025-07-27,11000,7288
Order Complete (App),,ads_remove,7700,1,½Ã²Û,80,GooglePlay,2025-07-27,0,7844
Order Complete (App),,ruby_6,110000,6,Raid,445,GooglePlay,2025-07-22,1057100,16
Order Complete (App),,ads_remove,7700,1,¾Ð¿¬,41,GooglePlay,2025-07-27,0,9960
Order Complete (App),,ads_remove,7700,1,ÀÌ¸¸µÎ,6,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_3,11000,3,±ÃµðÆÎ,125,GooglePlay,2025-07-26,25300,3031
Order Complete (App),,ruby_5,55000,10,ÇÏ¾ß²Ù,246,GooglePlay,2025-07-19,40700,809
Order Complete (App),,ads_remove,7700,1,ÁØÈ­,8,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_1,1100,9,³ª¸®³ª¸®,299,OneStore,2025-07-19,210100,115
Order Complete (App),,ruby_1,1100,2,·Î¿µ,121,GooglePlay,2025-07-26,7700,2984
Order Complete (App),,ruby_2,6600,2,·Î¿µ,121,GooglePlay,2025-07-26,0,2984
Order Complete (App),,ruby_1,1100,9,±¤µû,323,GooglePlay,2025-07-20,248600,93
Order Complete (App),,ads_remove,7700,1,´Ù¸ð´Ù¸ð,5,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_2,6600,11,Á¶Æø¿©Ä£,231,GooglePlay,2025-07-18,86900,855
Order Complete (App),,ruby_2,6600,11,Á¶Æø¿©Ä£,231,GooglePlay,2025-07-18,80300,855
Order Complete (App),,ruby_4,33000,1,³¿ºñ,50,GooglePlay,2025-07-27,77000,9365
Order Complete (App),,ads_remove,7700,2,¹Ö³ª,43,GooglePlay,2025-07-27,0,10184
Order Complete (App),,ruby_4,33000,10,ÇÏ¾ß²Ù,233,GooglePlay,2025-07-19,7700,809
Order Complete (App),,ruby_4,33000,1,³¿ºñ,44,GooglePlay,2025-07-27,44000,9365
Order Complete (App),,ruby_4,33000,1,³¿ºñ,42,GooglePlay,2025-07-27,11000,10088
Order Complete (App),,ruby_3,11000,12,ÀÀ¾ÆÄÚ,290,GooglePlay,2025-07-17,256300,129
Order Complete (App),,ruby_4,33000,12,´öÇ³µ¿½Ã¶ó¼Ò´Ï,365,GooglePlay,2025-07-16,442200,47
Order Complete (App),,ruby_5,55000,2,±èÇÏ¾á,252,GooglePlay,2025-07-26,250800,465
Order Complete (App),,ads_remove,7700,1,»©²Ä¾ÆÄ¡,24,GooglePlay,2025-07-27,0,11347
Order Complete (App),,ruby_3,11000,1,³¿ºñ,32,GooglePlay,2025-07-27,0,10591
Order Complete (App),,ruby_3,11000,1,ÀÌµ­±Ã,35,GooglePlay,2025-07-27,0,10810
Order Complete (App),,ruby_5,55000,12,´öÇ³µ¿½Ã¶ó¼Ò´Ï,364,GooglePlay,2025-07-16,387200,47
Order Complete (App),,ruby_1,1100,11,¾È³ó,231,GooglePlay,2025-07-17,7700,852
Order Complete (App),,ruby_2,6600,11,¾È³ó,231,GooglePlay,2025-07-17,0,852
Order Complete (App),,ads_remove,7700,1,¿ÀÂ¡¾î´ç²Ç,8,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_1,1100,2,±èÇÏ¾á,247,OneStore,2025-07-26,250800,570
Order Complete (App),,ruby_5,55000,2,±èÇÏ¾á,247,OneStore,2025-07-26,249700,570
Order Complete (App),,ruby_1,1100,10,Àº¼±,289,GooglePlay,2025-07-19,245300,135
Order Complete (App),,ruby_2,6600,1,¾î´©,66,GooglePlay,2025-07-27,7700,6841
Order Complete (App),,ruby_3,11000,9,ÆÛ¶±³»³ö¶ó,232,GooglePlay,2025-07-20,7700,889
Order Complete (App),,ads_remove,7700,1,´ç¿î·æ,4,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_3,11000,1,ÀÌÁ¾¹«,36,GooglePlay,2025-07-27,0,10402
Order Complete (App),,ads_remove,7700,1,°³¹æ,4,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_5,55000,11,JJJ0738,485,GooglePlay,2025-07-18,1585100,7
Order Complete (App),,ruby_6,110000,2,Ã¢»ç¸¶,203,GooglePlay,2025-07-27,227700,2626
Order Complete (App),,ruby_1,1100,2,¾Æ·ç¸¾,150,GooglePlay,2025-07-26,37400,2485
Order Complete (App),,ruby_1,1100,2,¾Æ·ç¸¾,150,GooglePlay,2025-07-26,36300,2485
Order Complete (App),,ruby_1,1100,2,¾Æ·ç¸¾,150,GooglePlay,2025-07-26,34100,2485
Order Complete (App),,ruby_3,11000,11,JJJ0738,485,GooglePlay,2025-07-18,1585100,7
Order Complete (App),,ruby_3,11000,11,JJJ0738,485,GooglePlay,2025-07-18,1563100,7
Order Complete (App),,ruby_3,11000,12,Âé´Ï,277,GooglePlay,2025-07-16,45100,179
Order Complete (App),,ruby_3,11000,8,¹ÙÄ«,315,GooglePlay,2025-07-17,306900,99
Order Complete (App),,ruby_6,110000,2,Ã¢»ç¸¶,138,GooglePlay,2025-07-27,117700,4011
Order Complete (App),,ruby_4,33000,8,¹ÙÄ«,315,GooglePlay,2025-07-17,273900,99
Order Complete (App),,ruby_2,6600,11,JJJ0738,485,GooglePlay,2025-07-18,1556500,7
Order Complete (App),,ads_remove,7700,1,¾î´©,22,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ads_remove,7700,1,azaknae,51,GooglePlay,2025-07-27,0,8219
Order Complete (App),,ruby_6,110000,6,Raid,434,GooglePlay,2025-07-22,947100,18
Order Complete (App),,ads_remove,7700,1,¶Ñ¸®,6,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ads_remove,7700,1,ÀûÇ÷,63,GooglePlay,2025-07-27,0,7018
Order Complete (App),,ads_remove,7700,1,À×±¸,50,GooglePlay,2025-07-27,0,11613
Order Complete (App),,ruby_2,6600,5,¼¼È¯,227,GooglePlay,2025-07-24,62700,1010
Order Complete (App),,ads_remove,7700,1,²Ä»§,4,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_2,6600,5,¼¼È¯,227,GooglePlay,2025-07-24,56100,1010
Order Complete (App),,ads_remove,7700,1,´Ï°¡½î³Ä,8,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_2,6600,2,Á¶¼±ÀÌµµ,81,GooglePlay,2025-07-27,7700,5243
Order Complete (App),,ruby_6,110000,8,¾ÆµÐ,66,GooglePlay,2025-07-16,122100,9054
Order Complete (App),,ads_remove,7700,1,Çª´Ï¶ó,16,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_1,1100,2,¾Æ·ç¸¾,123,GooglePlay,2025-07-26,33000,3163
Order Complete (App),,ads_remove,7700,1,·ç¾Æº£´Ï,8,GooglePlay,2025-07-17,0,99999999
Order Complete (App),,ruby_1,1100,2,³²¹æ½ÅÁÖÀÛ,101,GooglePlay,2025-07-27,27500,3708
Order Complete (App),,ruby_1,1100,2,³²¹æ½ÅÁÖÀÛ,101,GooglePlay,2025-07-27,26400,3708
Order Complete (App),,ruby_2,6600,2,³²¹æ½ÅÁÖÀÛ,101,GooglePlay,2025-07-27,18700,3708
Order Complete (App),,ruby_3,11000,2,³²¹æ½ÅÁÖÀÛ,101,GooglePlay,2025-07-27,7700,3708
Order Complete (App),,ads_remove,7700,1,Å¸À¯,11,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ads_remove,7700,1,BIC,43,GooglePlay,2025-07-27,0,11605
Order Complete (App),,ruby_3,11000,7,ÆÄ´ë,246,GooglePlay,2025-07-22,48400,589
Order Complete (App),,ads_remove,7700,1,Çª¸£½ºÅÚ¶ó,12,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_3,11000,13,¸¶´Ïºñ´Ï,291,GooglePlay,2025-07-16,29700,120
Order Complete (App),,ruby_6,110000,2,Ã¢»ç¸¶,93,GooglePlay,2025-07-27,7700,4829
Order Complete (App),,ruby_1,1100,2,¾Æ·ç¸¾,118,GooglePlay,2025-07-26,33000,3163
Order Complete (App),,ruby_1,1100,2,¾Æ·ç¸¾,118,GooglePlay,2025-07-26,31900,3163
Order Complete (App),,ruby_1,1100,2,¾Æ·ç¸¾,118,GooglePlay,2025-07-26,29700,3163
Order Complete (App),,ruby_3,11000,2,¾Æ·ç¸¾,118,GooglePlay,2025-07-26,29700,3163
Order Complete (App),,ruby_3,11000,2,¾Æ·ç¸¾,118,GooglePlay,2025-07-26,7700,3163
Order Complete (App),,ruby_6,110000,12,Àº¿ù¶û,276,GooglePlay,2025-07-17,622600,182
Order Complete (App),,ruby_6,110000,12,Àº¿ù¶û,276,GooglePlay,2025-07-17,512600,182
Order Complete (App),,ruby_2,6600,3,¾ÓÄÚ,133,GooglePlay,2025-07-26,19800,2708
Order Complete (App),,ruby_3,11000,11,¿ÃÅ¸½Å¿µ,301,GooglePlay,2025-07-18,214500,109
Order Complete (App),,ruby_5,55000,11,¿ÃÅ¸½Å¿µ,301,GooglePlay,2025-07-18,159500,109
Order Complete (App),,ruby_2,6600,4,³»¿ÕÀÌµÉ»óÀÎ°¡,153,GooglePlay,2025-07-24,14300,2641
Order Complete (App),,ruby_4,33000,9,±¤µû,305,GooglePlay,2025-07-20,215600,106
Order Complete (App),,ruby_3,11000,13,»óÃ³,645,OneStore,2025-07-16,3187800,3
Order Complete (App),,ads_remove,7700,1,Çýºñ³ª,24,GooglePlay,2025-07-27,0,11598
Order Complete (App),,ads_remove,7700,1,±Æ¹ÌÀÚ,52,GooglePlay,2025-07-27,0,11588
Order Complete (App),,ruby_4,33000,12,´öÇ³µ¿½Ã¶ó¼Ò´Ï,358,GooglePlay,2025-07-16,354200,75
Order Complete (App),,ruby_3,11000,1,´ëÃæÇô,92,GooglePlay,2025-07-27,25300,5777
Order Complete (App),,ruby_2,6600,2,²¿¹Ì¸ù,92,GooglePlay,2025-07-27,7700,4140
Order Complete (App),,ruby_3,11000,4,ÇÁ·»,94,GooglePlay,2025-07-25,7700,4140
Order Complete (App),,ads_remove,7700,1,ÇÏÀÕ,37,GooglePlay,2025-07-27,0,10877
Order Complete (App),,ruby_3,11000,7,µÎÀ²´ëµð,285,GooglePlay,2025-07-22,161700,157
Order Complete (App),,ruby_3,11000,9,±¤µû,301,GooglePlay,2025-07-20,204600,111
Order Complete (App),,ruby_3,11000,11,¿ÃÅ¸½Å¿µ,273,GooglePlay,2025-07-18,159500,187
Order Complete (App),,ruby_5,55000,11,¿ÃÅ¸½Å¿µ,273,GooglePlay,2025-07-18,93500,187
Order Complete (App),,ads_remove,7700,1,ÃáºÀÀÌ,8,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_5,55000,3,ÀÌ¼¼°è¾ÆÀÌµ¹,226,GooglePlay,2025-07-26,168300,1001
Order Complete (App),,ruby_2,6600,9,±¤µû,298,GooglePlay,2025-07-20,198000,111
Order Complete (App),,ads_remove,7700,1,ÇÏ³ªºû,6,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_1,1100,9,±¤µû,298,GooglePlay,2025-07-20,196900,111
Order Complete (App),,ruby_5,55000,5,ÈÄ¸®¹Ì,85,GooglePlay,2025-07-24,73700,4980
Order Complete (App),,ads_remove,7700,2,Solagon,41,GooglePlay,2025-07-27,0,10222
Order Complete (App),,ads_remove,7700,2,°«¶Ñ,46,GooglePlay,2025-07-26,0,8769
Order Complete (App),,ruby_2,6600,9,±¤µû,295,GooglePlay,2025-07-20,190300,114
Order Complete (App),,ruby_3,11000,3,±×·çÅÍ±â,146,GooglePlay,2025-07-26,56100,2467
Order Complete (App),,ruby_2,6600,1,´ëÃæÇô,53,GooglePlay,2025-07-27,18700,11564
Order Complete (App),,ruby_3,11000,1,´ëÃæÇô,53,GooglePlay,2025-07-27,7700,11564
Order Complete (App),,ruby_4,33000,1,ºÏºÎ¿ª»çÇÐÀÚ,24,GooglePlay,2025-07-27,0,11583
Order Complete (App),,ads_remove,7700,1,gtepark,33,GooglePlay,2025-07-27,0,11275
Order Complete (App),,ads_remove,7700,1,¶óÅ©ÇÑ,10,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_2,6600,12,´öÇ³µ¿½Ã¶ó¼Ò´Ï,333,GooglePlay,2025-07-16,347600,75
Order Complete (App),,ruby_6,110000,12,´öÇ³µ¿½Ã¶ó¼Ò´Ï,333,GooglePlay,2025-07-16,237600,75
Order Complete (App),,ruby_3,11000,8,Çã¿äÇã¿ä,243,GooglePlay,2025-07-21,69300,687
Order Complete (App),,ruby_3,11000,2,¿¹¸®¾ß,96,GooglePlay,2025-07-27,7700,3847
Order Complete (App),,ruby_3,11000,11,¹æ¶û°Ë°´,301,OneStore,2025-07-17,103400,109
Order Complete (App),,ruby_6,110000,10,È«¸¸Ãá,251,GooglePlay,2025-07-19,22000,509
Order Complete (App),,ruby_3,11000,11,¢k¢k,287,GooglePlay,2025-07-18,121000,141
Order Complete (App),,ads_remove,7700,1,¹«¹«ÇÑÀç¹«¹«,4,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_4,33000,10,²Ú¾ÆÀç,233,GooglePlay,2025-07-19,7700,782
Order Complete (App),,ruby_2,6600,10,»ç°èÀý,295,GooglePlay,2025-07-19,26400,111
Order Complete (App),,ruby_1,1100,10,´çµÎµÎ´ç,285,GooglePlay,2025-07-19,42900,154
Order Complete (App),,ruby_3,11000,10,´çµÎµÎ´ç,285,GooglePlay,2025-07-19,31900,154
Order Complete (App),,ruby_5,55000,8,¾Æ±â¿ÕÀÚ,240,GooglePlay,2025-07-21,91300,885
Order Complete (App),,ruby_3,11000,12,¾û¸Á,550,GooglePlay,2025-07-17,2066900,5
Order Complete (App),,ruby_1,1100,6,Àå¼öÃ´ÁØ°æ,226,GooglePlay,2025-07-22,25300,1060
Order Complete (App),,ruby_4,33000,3,ÀÌ¼¼°è¾ÆÀÌµ¹,210,GooglePlay,2025-07-26,135300,1696
Order Complete (App),,ads_remove,7700,1,½ºÄ¹,8,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ads_remove,7700,1,¼Ò¸®»ç¶û,4,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_2,6600,3,JAY11,234,GooglePlay,2025-07-25,172700,794
Order Complete (App),,ruby_4,33000,4,°«¼¼Á¾,246,GooglePlay,2025-07-24,207900,574
Order Complete (App),,ruby_1,1100,3,Å¸ÀÌ°ÅÅë,101,GooglePlay,2025-07-26,72600,3806
Order Complete (App),,ruby_1,1100,3,Å¸ÀÌ°ÅÅë,101,GooglePlay,2025-07-26,70400,3806
Order Complete (App),,ruby_3,11000,3,JAY11,234,GooglePlay,2025-07-25,161700,794
Order Complete (App),,ads_remove,7700,1,´ëÃæÇô,30,GooglePlay,2025-07-27,0,11564
Order Complete (App),,ruby_2,6600,3,Å¸ÀÌ°ÅÅë,100,GooglePlay,2025-07-26,63800,3806
Order Complete (App),,ruby_3,11000,5,Èï±æµ¿z,251,GooglePlay,2025-07-25,218900,673
Order Complete (App),,ruby_2,6600,7,¹ÚÇÏ½½,209,GooglePlay,2025-07-22,89100,1603
Order Complete (App),,ruby_3,11000,12,ÃµÇÏ³­¼¼,466,GooglePlay,2025-07-16,921800,11
Order Complete (App),,ruby_4,33000,11,°üÀýÀÌ¾ÆÇÁ±¸³ª,285,GooglePlay,2025-07-18,146300,151
Order Complete (App),,ruby_2,6600,3,ÀÌ¼¼°è¾ÆÀÌµ¹,187,GooglePlay,2025-07-26,128700,1696
Order Complete (App),,ruby_5,55000,7,¹ÚÇÏ½½,209,GooglePlay,2025-07-22,34100,1603
Order Complete (App),,ruby_4,33000,3,ÀÌ¼¼°è¾ÆÀÌµ¹,187,GooglePlay,2025-07-26,95700,1696
Order Complete (App),,ruby_1,1100,6,WISL,174,GooglePlay,2025-07-23,12100,1965
Order Complete (App),,ruby_2,6600,2,³×³×¿ä,91,GooglePlay,2025-07-27,53900,4800
Order Complete (App),,ruby_1,1100,6,WISL,174,GooglePlay,2025-07-23,9900,1965
Order Complete (App),,ruby_1,1100,2,ÇÑ¹æ¾à,28,GooglePlay,2025-07-27,7700,11257
Order Complete (App),,ads_remove,7700,1,¿ì´Ï·Õ,4,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_6,110000,11,KIRA,687,GooglePlay,2025-07-18,6827700,1
Order Complete (App),,ruby_2,6600,2,ÇÑ¹æ¾à,28,GooglePlay,2025-07-27,0,11257
Order Complete (App),,ruby_1,1100,7,ÁöÃ¤¹®,236,GooglePlay,2025-07-22,82500,746
Order Complete (App),,ads_remove,7700,10,ÄÚÄÚ·ç,247,GooglePlay,2025-07-19,0,526
Order Complete (App),,ruby_3,11000,9,Çö»ó,217,GooglePlay,2025-07-20,29700,1212
Order Complete (App),,ruby_1,1100,3,¾ÓÄÚ,122,GooglePlay,2025-07-26,18700,2941
Order Complete (App),,ruby_6,110000,12,¾û¸Á,545,GooglePlay,2025-07-17,1956900,5
Order Complete (App),,ruby_2,6600,10,¿Àµ¿,248,GooglePlay,2025-07-19,28600,517
Order Complete (App),,ads_remove,7700,1,Ä«ºä,5,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ads_remove,7700,3,´ÙºôÅæ,87,GooglePlay,2025-07-26,11000,4704
Order Complete (App),,ruby_4,33000,8,ÄáÁã,317,GooglePlay,2025-07-21,238700,95
Order Complete (App),,ads_remove,7700,4,Å»¸ðÀÇÁ¾¼±,90,GooglePlay,2025-07-25,0,4526
Order Complete (App),,ads_remove,7700,1,¿¡´Ù,4,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_6,110000,11,KIRA,687,GooglePlay,2025-07-18,6827700,1
Order Complete (App),,ruby_6,110000,11,KIRA,687,GooglePlay,2025-07-18,6717700,1
Order Complete (App),,ruby_6,110000,11,KIRA,687,GooglePlay,2025-07-18,6497700,1
Order Complete (App),,ruby_6,110000,11,KIRA,687,GooglePlay,2025-07-18,6497700,1
Order Complete (App),,ruby_6,110000,11,KIRA,687,GooglePlay,2025-07-18,6387700,1
Order Complete (App),,ruby_6,110000,11,KIRA,687,GooglePlay,2025-07-18,6167700,1
Order Complete (App),,ruby_3,11000,2,³×³×¿ä,83,GooglePlay,2025-07-27,53900,6206
Order Complete (App),,ruby_3,11000,2,³×³×¿ä,83,GooglePlay,2025-07-27,31900,6206
Order Complete (App),,ruby_2,6600,2,³×³×¿ä,83,GooglePlay,2025-07-27,25300,6206
Order Complete (App),,ruby_6,110000,8,·°Å°½ºÆ®¶óÀÌÅ©,446,OneStore,2025-07-21,1158300,15
Order Complete (App),,ruby_4,33000,7,Ã¶°õ,258,GooglePlay,2025-07-21,248600,381
Order Complete (App),,ruby_6,110000,7,Ã¶°õ,258,GooglePlay,2025-07-21,138600,381
Order Complete (App),,ads_remove,7700,1,ELyon,32,GooglePlay,2025-07-27,0,10312
Order Complete (App),,ads_remove,7700,1,¾Æ½´Å©¸²,46,GooglePlay,2025-07-27,0,11221
Order Complete (App),,ruby_2,6600,1,³×³×¿ä,68,GooglePlay,2025-07-27,18700,6206
Order Complete (App),,ruby_2,6600,9,¿Àµ¿,247,GooglePlay,2025-07-19,22000,541
Order Complete (App),,ads_remove,7700,1,Çã¾î¾î´Ï,9,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_2,6600,2,yad,120,GooglePlay,2025-07-26,29700,3227
Order Complete (App),,ruby_3,11000,9,ÅÂÇ³Ç¥·ù±â,376,GooglePlay,2025-07-19,589600,34
Order Complete (App),,ruby_3,11000,9,ÅÂÇ³Ç¥·ù±â,376,GooglePlay,2025-07-19,578600,34
Order Complete (App),,ruby_2,6600,9,¿Àµ¿,245,GooglePlay,2025-07-19,15400,626
Order Complete (App),,ruby_1,1100,9,¿Àµ¿,245,GooglePlay,2025-07-19,14300,626
Order Complete (App),,ads_remove,7700,1,¹Ì·Î¹°°³,8,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ads_remove,7700,1,ºñ·ç,83,GooglePlay,2025-07-27,0,5169
Order Complete (App),,ruby_6,110000,2,¿äÇÇ¿¤,186,GooglePlay,2025-07-25,72600,1685
Order Complete (App),,ruby_5,55000,3,°«¼¼Á¾,228,GooglePlay,2025-07-24,152900,986
Order Complete (App),,ruby_4,33000,8,³ª¸®³ª¸®,290,OneStore,2025-07-19,209000,116
Order Complete (App),,ruby_4,33000,4,»ç½Å¸¶Á¦,118,GooglePlay,2025-07-24,51700,3406
Order Complete (App),,ads_remove,7700,1,lee2580,52,GooglePlay,2025-07-27,0,7907
Order Complete (App),,ruby_3,11000,1,AÆÄµµ,24,GooglePlay,2025-07-27,0,11521
Order Complete (App),,ruby_4,33000,2,ÀÌ¼¼°è¾ÆÀÌµ¹,150,GooglePlay,2025-07-26,62700,2401
Order Complete (App),,ads_remove,7700,1,½Å¼¾½º,10,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_3,11000,1,³×³×¿ä,41,GooglePlay,2025-07-27,7700,11216
Order Complete (App),,ads_remove,7700,1,°í±ÝÁ©ÀÏ°Ë,8,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ads_remove,7700,1,¼¼ÀÌÇ¥·ù±â,8,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_3,11000,2,ÀÌ¼¼°è¾ÆÀÌµ¹,147,GooglePlay,2025-07-26,51700,2401
Order Complete (App),,ruby_3,11000,8,DµðµðD,177,GooglePlay,2025-07-18,7700,1857
Order Complete (App),,ruby_3,11000,2,haro,116,GooglePlay,2025-07-25,14300,3267
Order Complete (App),,ads_remove,7700,1,¿ïÆ®¶ó·ù,59,GooglePlay,2025-07-27,0,7338
Order Complete (App),,ruby_4,33000,8,ÇìºìÀ®,177,GooglePlay,2025-07-19,11000,1858
Order Complete (App),,ruby_3,11000,3,°«¼¼Á¾,214,GooglePlay,2025-07-24,141900,1337
Order Complete (App),,ruby_1,1100,2,as24,118,GooglePlay,2025-07-25,27500,3118
Order Complete (App),,ruby_1,1100,2,as24,118,GooglePlay,2025-07-25,27500,3118
Order Complete (App),,ruby_3,11000,3,¼ø°£ÀûÄè¶ô,120,GooglePlay,2025-07-24,39600,3016
Order Complete (App),,ruby_2,6600,2,as24,118,GooglePlay,2025-07-25,25300,3118
Order Complete (App),,ruby_3,11000,3,¼ø°£ÀûÄè¶ô,120,GooglePlay,2025-07-24,17600,3016
Order Complete (App),,ads_remove,7700,1,Á×¶û,4,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_3,11000,2,as24,118,GooglePlay,2025-07-25,7700,3118
Order Complete (App),,ruby_3,11000,2,ÀÌ¼¼°è¾ÆÀÌµ¹,145,GooglePlay,2025-07-26,40700,2487
Order Complete (App),,ruby_6,110000,1,¿ÏÅõ¾²¸®,90,GooglePlay,2025-07-27,557700,5355
Order Complete (App),,ads_remove,7700,1,È£³ë·ç,4,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ads_remove,7700,1,ºñ±âºñ,4,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_4,33000,3,°«¼¼Á¾,213,GooglePlay,2025-07-24,108900,1337
Order Complete (App),,ads_remove,7700,1,³×³×¿ä,4,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_2,6600,8,¸·³»Å°Å°,254,GooglePlay,2025-07-20,58300,389
Order Complete (App),,ruby_3,11000,8,¸·³»Å°Å°,254,GooglePlay,2025-07-20,40700,389
Order Complete (App),,ruby_1,1100,10,±¸ÀÚÀ±,236,GooglePlay,2025-07-17,8800,701
Order Complete (App),,ruby_6,110000,1,¿ÏÅõ¾²¸®,82,GooglePlay,2025-07-27,447700,5355
Order Complete (App),,ads_remove,7700,1,ÇªÇÏÇÒ,9,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_1,1100,10,Â«Âî,213,OneStore,2025-07-18,4400,1162
Order Complete (App),,ads_remove,7700,1,Ã¼¸®º­¸®,34,GooglePlay,2025-07-27,0,10046
Order Complete (App),,ads_remove,7700,1,³²¾²¾ß,32,GooglePlay,2025-07-27,0,10562
Order Complete (App),,ruby_1,1100,12,Àã±î¶ó,231,GooglePlay,2025-07-16,20900,804
Order Complete (App),,ruby_1,1100,12,Àã±î¶ó,231,GooglePlay,2025-07-16,18700,804
Order Complete (App),,ruby_4,33000,3,°«¼¼Á¾,197,GooglePlay,2025-07-24,75900,1352
Order Complete (App),,ads_remove,7700,1,Àü»ç¹ý»ç,22,GooglePlay,2025-07-27,0,11491
Order Complete (App),,ruby_3,11000,12,Àã±î¶ó,231,GooglePlay,2025-07-16,7700,804
Order Complete (App),,ruby_3,11000,1,¾Æ±â¹Îµ¹,68,GooglePlay,2025-07-27,7700,6323
Order Complete (App),,ruby_3,11000,8,Çì·ÕÀÌ,263,GooglePlay,2025-07-20,205700,318
Order Complete (App),,ruby_2,6600,8,Çì·ÕÀÌ,263,GooglePlay,2025-07-20,199100,318
Order Complete (App),,ads_remove,7700,1,´ëÀå±º,15,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ads_remove,7700,1,¿£¶Ñ,6,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ads_remove,7700,1,¿¬°áÁß,51,GooglePlay,2025-07-27,0,8114
Order Complete (App),,ruby_5,55000,5,¿©¸§ÀÌ´Ï±î,282,GooglePlay,2025-07-22,337700,162
Order Complete (App),,ruby_1,1100,1,³ë±Ù¼º,44,GooglePlay,2025-07-27,6600,11471
Order Complete (App),,ruby_2,6600,1,³ë±Ù¼º,44,GooglePlay,2025-07-27,0,11471
Order Complete (App),,ads_remove,7700,1,Ç¥·ùÁßµÂ,8,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_6,110000,1,¿ÏÅõ¾²¸®,72,GooglePlay,2025-07-27,337700,8082
Order Complete (App),,ads_remove,7700,1,¿ÀÀ×¼Û,4,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_3,11000,2,´ÙºôÅæ,84,GooglePlay,2025-07-26,0,5399
Order Complete (App),,ruby_3,11000,11,2»Û2,295,GooglePlay,2025-07-17,77000,111
Order Complete (App),,ads_remove,7700,1,¹®Á¤µ¿ÇÇ¹Ù¶÷,5,GooglePlay,2025-07-27,0,99999999
Order Complete (App),,ruby_5,55000,1,ÆÄºñ¿À,156,GooglePlay,2025-07-26,132000,2597
Order Complete (App),,ruby_1,1100,3,²Ü¶±ÀÌ,118,GooglePlay,2025-07-25,27500,3109
Order Complete (App),,ruby_1,1100,3,²Ü¶±ÀÌ,118,GooglePlay,2025-07-25,25300,3109
Order Complete (App),,ruby_2,6600,3,²Ü¶±ÀÌ,118,GooglePlay,2025-07-25,18700,3109
