Event Category,,Product ID,Product Price,"{""a_attendance_count""",a_user_name,a_user_stage,iap_platform,install_day,total_payment_amount,user_rank
Order Complete (App),,ruby_3,11000,5,dogjwjtj,250,GooglePlay,2025-07-19,254100,75
Order Complete (App),,ruby_4,33000,5,dogjwjtj,250,GooglePlay,2025-07-19,210100,75
Order Complete (App),,ruby_3,11000,5,ÅÂ¹é,250,GooglePlay,2025-07-18,294800,62
Order Complete (App),,ruby_3,11000,5,GOMGOM,150,GooglePlay,2025-07-19,19800,941
Order Complete (App),,ads_remove,7700,1,¶óÀ±´ë,50,GooglePlay,2025-07-22,0,6043
Order Complete (App),,ruby_1,1100,5,GOMGOM,150,GooglePlay,2025-07-19,18700,941
Order Complete (App),,ads_remove,7700,8,µÑ¸®´ç,140,GooglePlay,2025-07-16,0,1156
Order Complete (App),,ads_remove,7700,1,Ãµ»ó¾Ç,10,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_3,11000,6,ÀÏÁÖÀÏ¸¸,200,GooglePlay,2025-07-18,66000,245
Order Complete (App),,ads_remove,7700,1,WISL,10,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ads_remove,7700,1,¸»·¯,20,GooglePlay,2025-07-23,0,8727
Order Complete (App),,ads_remove,7700,4,JS,150,GooglePlay,2025-07-19,0,1441
Order Complete (App),,ads_remove,7700,1,Clesis,40,GooglePlay,2025-07-23,0,6923
Order Complete (App),,ruby_5,55000,3,¹ÚÀçÈñ,110,GooglePlay,2025-07-21,121000,2227
Order Complete (App),,ruby_4,33000,4,ÄÉÄÉÄÉ,300,GooglePlay,2025-07-20,650100,48
Order Complete (App),,ruby_3,11000,4,ÄÉÄÉÄÉ,300,GooglePlay,2025-07-20,639100,48
Order Complete (App),,ruby_2,6600,4,½¬¹ã²¨,300,GooglePlay,2025-07-19,700700,34
Order Complete (App),,ruby_5,55000,4,ÄÉÄÉÄÉ,300,GooglePlay,2025-07-20,584100,48
Order Complete (App),,ruby_4,33000,4,½¬¹ã²¨,300,GooglePlay,2025-07-19,661100,34
Order Complete (App),,ruby_3,11000,7,ÃµÈá,250,GooglePlay,2025-07-17,458700,59
Order Complete (App),,ads_remove,7700,1,Â¥Àå¸éÇ¥·ù±â,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_5,55000,7,ÃµÈá,250,GooglePlay,2025-07-17,403700,59
Order Complete (App),,ruby_3,11000,4,³­´Ù³É,140,GooglePlay,2025-07-18,18700,1287
Order Complete (App),,ruby_3,11000,4,³­´Ù³É,140,GooglePlay,2025-07-18,7700,1287
Order Complete (App),,ruby_4,33000,2,µÎÀ²´ëµð,120,GooglePlay,2025-07-22,22000,1710
Order Complete (App),,ads_remove,7700,1,ÇÑÇ¬¸¸ÁÝ¼î,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_3,11000,5,Àü¼³e,150,GooglePlay,2025-07-19,17600,572
Order Complete (App),,ruby_3,11000,4,ÄÉÄÉÄÉ,300,GooglePlay,2025-07-20,573100,48
Order Complete (App),,ads_remove,7700,1,µµº°»ç,10,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_6,110000,6,JJJ0738,400,OneStore,2025-07-18,1421200,6
Order Complete (App),,ruby_3,11000,6,Henry,250,GooglePlay,2025-07-18,30800,112
Order Complete (App),,ruby_2,6600,1,Å×Áî,80,GooglePlay,2025-07-23,27500,3545
Order Complete (App),,ads_remove,7700,1,ÇÇ´ëÇù,80,GooglePlay,2025-07-23,0,6967
Order Complete (App),,ruby_1,1100,4,½¬¹ã²¨,300,GooglePlay,2025-07-19,661100,45
Order Complete (App),,ruby_1,1100,4,½¬¹ã²¨,300,GooglePlay,2025-07-19,661100,45
Order Complete (App),,ruby_1,1100,4,½¬¹ã²¨,300,GooglePlay,2025-07-19,658900,45
Order Complete (App),,ruby_1,1100,4,½¬¹ã²¨,300,GooglePlay,2025-07-19,656700,45
Order Complete (App),,ruby_5,55000,4,½¬¹ã²¨,300,GooglePlay,2025-07-19,601700,45
Order Complete (App),,ruby_2,6600,3,¿ä·Î·Õµµ·Î·Õ,100,GooglePlay,2025-07-21,7700,2339
Order Complete (App),,ads_remove,7700,1,·ê¶ó,50,GooglePlay,2025-07-23,0,7630
Order Complete (App),,ruby_1,1100,4,ÁßÁö,140,GooglePlay,2025-07-20,36300,1339
Order Complete (App),,ruby_2,6600,1,¸¶¸£,50,GooglePlay,2025-07-22,7700,6003
Order Complete (App),,ruby_4,33000,6,JJJ0738,400,GooglePlay,2025-07-18,1278200,6
Order Complete (App),,ruby_3,11000,5,ÅÂ¹é,250,GooglePlay,2025-07-18,283800,59
Order Complete (App),,ruby_2,6600,4,ÁßÁö,140,GooglePlay,2025-07-20,29700,1394
Order Complete (App),,ruby_3,11000,8,¿¬¿ìÆÄÆÄ,250,GooglePlay,2025-07-16,152900,126
Order Complete (App),,ruby_1,1100,2,yuni,70,GooglePlay,2025-07-22,7700,4129
Order Complete (App),,ruby_2,6600,2,yuni,70,GooglePlay,2025-07-22,0,4129
Order Complete (App),,ruby_5,55000,6,JJJ0738,400,OneStore,2025-07-18,1278200,6
Order Complete (App),,ruby_1,1100,6,Äáµ¹ÀÌ,150,GooglePlay,2025-07-18,40700,550
Order Complete (App),,ruby_1,1100,1,Å×Áî,60,GooglePlay,2025-07-23,27500,4374
Order Complete (App),,ruby_1,1100,1,Å×Áî,60,GooglePlay,2025-07-23,27500,5789
Order Complete (App),,ruby_3,11000,6,JJJ0738,400,OneStore,2025-07-18,1223200,6
Order Complete (App),,ruby_2,6600,1,Å×Áî,60,GooglePlay,2025-07-23,25300,5789
Order Complete (App),,ruby_3,11000,1,Å×Áî,60,GooglePlay,2025-07-23,7700,5789
Order Complete (App),,ruby_2,6600,2,¸®ÀûÇë,110,GooglePlay,2025-07-22,7700,2250
Order Complete (App),,ruby_3,11000,1,¶¯Áß,20,GooglePlay,2025-07-23,0,7953
Order Complete (App),,ruby_6,110000,4,ºÎ¸ªºÎ¸ª,350,OneStore,2025-07-20,997700,13
Order Complete (App),,ads_remove,7700,1,ÀÚ³ÉÅº¼¾,40,GooglePlay,2025-07-23,0,6956
Order Complete (App),,ruby_1,1100,5,Àï¿ä,250,GooglePlay,2025-07-19,215600,55
Order Complete (App),,ruby_3,11000,6,ÀÌÀÎ¹æ,110,GooglePlay,2025-07-18,7700,1766
Order Complete (App),,ruby_2,6600,4,ÃÊ·Ï¸Þ¶Ñ±â,200,GooglePlay,2025-07-19,78100,309
Order Complete (App),,ads_remove,7700,1,°¨±Ö¶ó¶¼,10,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_3,11000,7,ÀÀ¾ÆÄÚ,200,GooglePlay,2025-07-17,159500,188
Order Complete (App),,ruby_6,110000,5,leonso,250,GooglePlay,2025-07-19,513700,99
Order Complete (App),,ruby_6,110000,5,leonso,250,GooglePlay,2025-07-19,293700,99
Order Complete (App),,ruby_4,33000,7,ÀÀ¾ÆÄÚ,200,GooglePlay,2025-07-17,126500,188
Order Complete (App),,ads_remove,7700,5,²¿¸¶¾Ç»ç,150,GooglePlay,2025-07-19,0,588
Order Complete (App),,ruby_4,33000,7,ÃµÈá,250,GooglePlay,2025-07-17,370700,73
Order Complete (App),,ads_remove,7700,1,±ÃµðÇ¥·ù,10,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_1,1100,4,½¬¹ã²¨,250,GooglePlay,2025-07-19,601700,58
Order Complete (App),,ruby_1,1100,4,½¬¹ã²¨,250,GooglePlay,2025-07-19,599500,58
Order Complete (App),,ruby_2,6600,4,½¬¹ã²¨,250,GooglePlay,2025-07-19,592900,58
Order Complete (App),,ruby_2,6600,3,¸Ó°í,140,GooglePlay,2025-07-20,40700,1296
Order Complete (App),,ads_remove,7700,1,ÀÌÁî´Ï,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ads_remove,7700,1,ssaks,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_1,1100,1,ÄÚµð¾Ç,80,GooglePlay,2025-07-23,7700,3844
Order Complete (App),,ads_remove,7700,1,Renberto,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ads_remove,7700,5,¿ÕÈ£¾ß,200,OneStore,2025-07-19,7700,318
Order Complete (App),,ads_remove,7700,1,frÄí¸¶,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_3,11000,5,¸¸Æ¼,150,GooglePlay,2025-07-19,7700,1538
Order Complete (App),,ruby_3,11000,2,¹ÌÀ²,130,OneStore,2025-07-21,91300,1344
Order Complete (App),,ruby_3,11000,5,À¯±Ã±Í,250,GooglePlay,2025-07-19,170500,136
Order Complete (App),,ads_remove,7700,1,ÀÌÁ¦ºÎÅÍ°­ÅÂ°ø,40,GooglePlay,2025-07-22,0,7383
Order Complete (App),,ruby_3,11000,2,¹ÌÀ²,130,OneStore,2025-07-21,80300,1344
Order Complete (App),,ruby_3,11000,4,±æ±æ±æ,200,GooglePlay,2025-07-20,61600,410
Order Complete (App),,ruby_4,33000,2,¹ÌÀ²,130,OneStore,2025-07-21,69300,1344
Order Complete (App),,ruby_4,33000,2,ÁöÃ¤¹®,110,GooglePlay,2025-07-22,29700,2139
Order Complete (App),,ruby_3,11000,1,Oscar,20,GooglePlay,2025-07-23,0,8408
Order Complete (App),,ruby_3,11000,6,ÅÙÇÁ·Î,200,GooglePlay,2025-07-18,84700,191
Order Complete (App),,ruby_3,11000,6,ÅÙÇÁ·Î,200,GooglePlay,2025-07-18,73700,191
Order Complete (App),,ruby_3,11000,2,ÁöÃ¤¹®,110,GooglePlay,2025-07-22,18700,2139
Order Complete (App),,ruby_4,33000,6,·Îº¿,250,GooglePlay,2025-07-18,221100,99
Order Complete (App),,ads_remove,7700,1,Ã¤ºÀÀÌ,10,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_6,110000,4,½¬¹ã²¨,250,GooglePlay,2025-07-19,482900,69
Order Complete (App),,ruby_3,11000,5,Àï¿ä,250,GooglePlay,2025-07-19,204600,55
Order Complete (App),,ruby_2,6600,6,·Îº¿,250,GooglePlay,2025-07-18,214500,98
Order Complete (App),,ads_remove,7700,1,°ü±¸°Ë,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ads_remove,7700,1,Àá¿Â´Ù1,10,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_3,11000,6,·Îº¿,250,GooglePlay,2025-07-18,203500,98
Order Complete (App),,ruby_4,33000,3,³ªµ¿¹é,110,GooglePlay,2025-07-20,36300,1746
Order Complete (App),,ruby_2,6600,5,Àï¿ä,250,GooglePlay,2025-07-19,198000,55
Order Complete (App),,ads_remove,7700,1,ellquine,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_1,1100,2,µÎÀ²´ëµð,110,GooglePlay,2025-07-22,22000,1840
Order Complete (App),,ruby_1,1100,2,µÎÀ²´ëµð,110,GooglePlay,2025-07-22,20900,1840
Order Complete (App),,ruby_3,11000,6,±è¹Î±³,150,GooglePlay,2025-07-18,9900,628
Order Complete (App),,ruby_1,1100,2,µÎÀ²´ëµð,110,GooglePlay,2025-07-22,18700,1840
Order Complete (App),,ruby_1,1100,1,Å×Áî,20,GooglePlay,2025-07-23,7700,8079
Order Complete (App),,ruby_2,6600,1,Å×Áî,20,GooglePlay,2025-07-23,0,8079
Order Complete (App),,ruby_3,11000,1,Å¸³ª½Ç,30,GooglePlay,2025-07-23,18700,8626
Order Complete (App),,ruby_3,11000,3,³ªµ¿¹é,110,GooglePlay,2025-07-20,25300,1834
Order Complete (App),,ruby_2,6600,1,¸®ÄÚ¿ì,80,GooglePlay,2025-07-22,7700,3372
Order Complete (App),,ruby_3,11000,1,Å¸³ª½Ç,20,GooglePlay,2025-07-23,7700,8626
Order Complete (App),,ads_remove,7700,1,¹éÀÌ·Ã,50,GooglePlay,2025-07-22,0,5967
Order Complete (App),,ads_remove,7700,1,ÇÏµå,50,GooglePlay,2025-07-23,0,6844
Order Complete (App),,ruby_2,6600,6,¿È½º¿È½º,200,GooglePlay,2025-07-18,34100,183
Order Complete (App),,ads_remove,7700,6,°­ÇÑÀÚ,150,GooglePlay,2025-07-18,0,684
Order Complete (App),,ruby_1,1100,5,Â¤½Ã,40,GooglePlay,2025-07-19,12100,6914
Order Complete (App),,ruby_1,1100,5,Â¤½Ã,40,GooglePlay,2025-07-19,11000,6914
Order Complete (App),,ads_remove,7700,1,½º³ë¿ì·ÎÁî,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_3,11000,1,ÀÌÄ«Å©Ä«,110,GooglePlay,2025-07-23,29700,1828
Order Complete (App),,ruby_3,11000,1,ÀÌÄ«Å©Ä«,110,GooglePlay,2025-07-23,7700,1828
Order Complete (App),,ruby_3,11000,5,Â¤½Ã,40,GooglePlay,2025-07-19,0,6914
Order Complete (App),,ads_remove,7700,1,o0µµµµ¾Æºü0o,30,GooglePlay,2025-07-23,0,8618
Order Complete (App),,ruby_3,11000,4,½¬¹ã²¨,250,GooglePlay,2025-07-19,471900,80
Order Complete (App),,ruby_4,33000,2,±æ¿Á,150,GooglePlay,2025-07-22,143000,1572
Order Complete (App),,ruby_4,33000,5,À¯±Ã±Í,200,GooglePlay,2025-07-19,137500,136
Order Complete (App),,ads_remove,7700,1,Å¸³ª½Ç,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_4,33000,4,GC,300,OneStore,2025-07-20,391600,45
Order Complete (App),,ruby_5,55000,3,ÂÄ¾Æ,200,GooglePlay,2025-07-21,117700,492
Order Complete (App),,ruby_5,55000,1,¸®½Å,20,GooglePlay,2025-07-23,0,8609
Order Complete (App),,ruby_4,33000,4,GC,300,OneStore,2025-07-20,358600,45
Order Complete (App),,ads_remove,7700,1,È®¾¾,40,GooglePlay,2025-07-23,0,6676
Order Complete (App),,ads_remove,7700,1,ÀÌ±×¸®Æ®,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_1,1100,7,¾ó¹ß,200,GooglePlay,2025-07-17,73700,150
Order Complete (App),,ruby_3,11000,4,GC,300,OneStore,2025-07-20,325600,45
Order Complete (App),,ads_remove,7700,1,Èå³­,40,GooglePlay,2025-07-22,0,6534
Order Complete (App),,ruby_2,6600,1,µ¿ÀÌ¶û,60,GooglePlay,2025-07-22,7700,5435
Order Complete (App),,ruby_4,33000,3,¾Æ±â¿ÕÀÚ,140,GooglePlay,2025-07-21,51700,1403
Order Complete (App),,ads_remove,7700,1,»ïµÎºÎ,40,GooglePlay,2025-07-22,0,6672
Order Complete (App),,ruby_2,6600,3,Ã¶°õ,110,GooglePlay,2025-07-21,14300,1729
Order Complete (App),,ruby_3,11000,2,´ö±¸s,130,GooglePlay,2025-07-21,18700,1363
Order Complete (App),,ruby_2,6600,5,½âTV,120,GooglePlay,2025-07-19,7700,1724
Order Complete (App),,ads_remove,7700,1,¿ì·°,10,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_3,11000,4,hansaco,130,GooglePlay,2025-07-20,0,1342
Order Complete (App),,ads_remove,7700,1,°ø°ø15,10,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_4,33000,3,´åÁö,90,GooglePlay,2025-07-20,7700,2535
Order Complete (App),,ads_remove,7700,1,º¸¶ó±º,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_1,1100,2,¹ö½ºÁ¤·ùÀå,40,GooglePlay,2025-07-22,7700,7222
Order Complete (App),,ruby_2,6600,2,¹ö½ºÁ¤·ùÀå,40,GooglePlay,2025-07-22,0,7222
Order Complete (App),,ads_remove,7700,1,±¸¾Æ¹Ù,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ads_remove,7700,1,µµµ¿,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ads_remove,7700,1,ÄÚµð¾Ç,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_3,11000,1,Raid,110,GooglePlay,2025-07-22,53900,2015
Order Complete (App),,ruby_2,6600,4,GC,250,OneStore,2025-07-20,314600,51
Order Complete (App),,ads_remove,7700,1,¸Å¿î¸À¸Á°í,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ads_remove,7700,1,´ëµÎ,30,GooglePlay,2025-07-23,0,7699
Order Complete (App),,ads_remove,7700,1,ÀÌÄ«Å©Ä«,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_1,1100,265,Å¥ºê,800,OneStore,2024-10-30,90200,54
Order Complete (App),,ruby_1,1100,265,Å¥ºê,800,OneStore,2024-10-30,90200,54
Order Complete (App),,ads_remove,7700,1,PCC772,20,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_1,1100,265,Å¥ºê,800,OneStore,2024-10-30,88000,54
Order Complete (App),,ads_remove,7700,1,Â÷´©½º,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ads_remove,7700,1,ÀÚÈú,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_1,1100,4,½¬¹ã²¨,250,GooglePlay,2025-07-19,471900,89
Order Complete (App),,ruby_2,6600,4,½¬¹ã²¨,250,GooglePlay,2025-07-19,471900,89
Order Complete (App),,ruby_3,11000,4,½¬¹ã²¨,250,GooglePlay,2025-07-19,453200,89
Order Complete (App),,ruby_3,11000,7,ÃµÇÏ³­¼¼,300,GooglePlay,2025-07-16,503800,25
Order Complete (App),,ads_remove,7700,1,º­¸®ÇÏ´Ï,20,GooglePlay,2025-07-23,0,8574
Order Complete (App),,ads_remove,7700,1,ÀÏÇö,10,GooglePlay,2025-07-22,0,99999999
Order Complete (App),,ruby_4,33000,7,ÃµÇÏ³­¼¼,300,GooglePlay,2025-07-16,470800,25
Order Complete (App),,ads_remove,7700,1,ÇÏ¶Ç,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_3,11000,5,³ªÀÌÆÃ°ÔÀÏ,130,GooglePlay,2025-07-19,29700,1306
Order Complete (App),,ruby_3,11000,5,³ªÀÌÆÃ°ÔÀÏ,130,GooglePlay,2025-07-19,7700,1306
Order Complete (App),,ruby_3,11000,1,Raid,100,GooglePlay,2025-07-22,42900,2292
Order Complete (App),,ruby_3,11000,2,´½ÀÌÈÆÀÌ,80,GooglePlay,2025-07-22,7700,4207
Order Complete (App),,ruby_3,11000,2,¿ìÅÊÅ¬·£,80,GooglePlay,2025-07-22,47300,3802
Order Complete (App),,ruby_1,1100,3,º£³ë¹Ì,150,GooglePlay,2025-07-21,52800,977
Order Complete (App),,ruby_2,6600,2,¿ìÅÊÅ¬·£,80,GooglePlay,2025-07-22,40700,3802
Order Complete (App),,ads_remove,7700,1,bayB,10,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_4,33000,4,GC,250,OneStore,2025-07-20,308000,57
Order Complete (App),,ruby_3,11000,2,µÎÀ²´ëµð,110,GooglePlay,2025-07-22,7700,1984
Order Complete (App),,ruby_1,1100,4,½¬¹ã²¨,250,GooglePlay,2025-07-19,453200,89
Order Complete (App),,ruby_1,1100,4,½¬¹ã²¨,250,GooglePlay,2025-07-19,452100,89
Order Complete (App),,ruby_2,6600,4,½¬¹ã²¨,250,GooglePlay,2025-07-19,451000,89
Order Complete (App),,ruby_3,11000,4,½¬¹ã²¨,250,GooglePlay,2025-07-19,433400,89
Order Complete (App),,ads_remove,7700,1,dlendqp,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ads_remove,7700,1,sudosu,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ads_remove,7700,1,Á¶¼±Ä®ÀìÀÌ,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ads_remove,7700,3,Æí°¢,90,GooglePlay,2025-07-21,0,2698
Order Complete (App),,ruby_3,11000,6,Ãæ°Ü°ú°øÆ÷,110,GooglePlay,2025-07-18,0,1709
Order Complete (App),,ruby_2,6600,7,103,250,GooglePlay,2025-07-17,160600,107
Order Complete (App),,ruby_1,1100,5,Àï¿ä,250,GooglePlay,2025-07-19,196900,55
Order Complete (App),,ruby_1,1100,2,ÆÄÆÄ²ó²ó,60,GooglePlay,2025-07-22,7700,4863
Order Complete (App),,ruby_2,6600,2,ÆÄÆÄ²ó²ó,60,GooglePlay,2025-07-22,0,4863
Order Complete (App),,ruby_3,11000,6,µü½ê,300,GooglePlay,2025-07-18,264000,43
Order Complete (App),,ruby_3,11000,4,¼ÕZi,150,GooglePlay,2025-07-20,31900,982
Order Complete (App),,ruby_1,1100,7,À±°ü,250,GooglePlay,2025-07-17,37400,100
Order Complete (App),,ruby_1,1100,7,À±°ü,250,GooglePlay,2025-07-17,37400,100
Order Complete (App),,ruby_5,55000,2,±æ¿Á,120,GooglePlay,2025-07-22,88000,1643
Order Complete (App),,ruby_1,1100,7,À±°ü,250,GooglePlay,2025-07-17,34100,100
Order Complete (App),,ads_remove,7700,2,¾ÆÅ°Ã÷Å°,50,GooglePlay,2025-07-22,0,5734
Order Complete (App),,ruby_3,11000,3,º£³ë¹Ì,140,GooglePlay,2025-07-21,41800,1120
Order Complete (App),,ruby_6,110000,4,Â¬¼­½º,150,OneStore,2025-07-20,172700,485
Order Complete (App),,ruby_3,11000,3,º£³ë¹Ì,140,GooglePlay,2025-07-21,30800,1120
Order Complete (App),,ruby_2,6600,2,½Ã·Õ,150,GooglePlay,2025-07-22,257400,920
Order Complete (App),,ruby_3,11000,2,½Ã·Õ,150,GooglePlay,2025-07-22,239800,2022
Order Complete (App),,ads_remove,7700,3,À²°îÀÌÀÌ,40,GooglePlay,2025-07-20,0,6849
Order Complete (App),,ruby_2,6600,5,Àç¹Õ´ÂÄ£±¸,150,OneStore,2025-07-19,6600,709
Order Complete (App),,ads_remove,7700,1,°¡³ªÃÝÄÝ·¿,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_3,11000,2,½Ã·Õ,150,GooglePlay,2025-07-22,228800,2022
Order Complete (App),,ruby_6,110000,3,·°Å°½ºÆ®¶óÀÌÅ©,200,OneStore,2025-07-21,465300,160
Order Complete (App),,ruby_2,6600,7,103,200,GooglePlay,2025-07-17,154000,128
Order Complete (App),,ruby_2,6600,2,¶ß¾Ñ,70,GooglePlay,2025-07-21,7700,3684
Order Complete (App),,ruby_3,11000,2,¾ËÆÎÄ«,130,GooglePlay,2025-07-22,51700,2127
Order Complete (App),,ruby_3,11000,2,½Ã·Õ,150,GooglePlay,2025-07-22,217800,2022
Order Complete (App),,ruby_2,6600,2,½Ã·Õ,150,GooglePlay,2025-07-22,211200,2022
Order Complete (App),,ruby_3,11000,4,GC,250,OneStore,2025-07-20,275000,56
Order Complete (App),,ads_remove,7700,1,°ÅÅ¸Áö,20,GooglePlay,2025-07-22,0,7976
Order Complete (App),,ruby_2,6600,4,½¬¹ã²¨,250,GooglePlay,2025-07-19,433400,99
Order Complete (App),,ruby_4,33000,4,½¬¹ã²¨,250,GooglePlay,2025-07-19,393800,99
Order Complete (App),,ads_remove,7700,1,°¡ÇÁ,10,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_3,11000,2,½Ã·Õ,150,GooglePlay,2025-07-22,211200,2022
Order Complete (App),,ruby_3,11000,2,½Ã·Õ,150,GooglePlay,2025-07-22,189200,2022
Order Complete (App),,ruby_5,55000,2,Æ÷·ùµÇ¸éÆ÷±â,120,GooglePlay,2025-07-21,95700,1632
Order Complete (App),,ads_remove,7700,1,ÁöÈ¿È¿,30,GooglePlay,2025-07-22,0,8525
Order Complete (App),,ruby_1,1100,8,¸¸¸¶¾Óº¹,300,GooglePlay,2025-07-16,172700,46
Order Complete (App),,ads_remove,7700,1,½Ç¾÷±Þ¿©,10,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_4,33000,2,¾ËÆÎÄ«,110,GooglePlay,2025-07-22,18700,2127
Order Complete (App),,ads_remove,7700,1,fippo,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_4,33000,2,½Ã·Õ,120,GooglePlay,2025-07-22,156200,2022
Order Complete (App),,ruby_3,11000,5,ÂÐÂÐÀÌ,150,GooglePlay,2025-07-19,9900,875
Order Complete (App),,ruby_3,11000,8,¸¸¸¶¾Óº¹,250,GooglePlay,2025-07-16,161700,46
Order Complete (App),,ads_remove,7700,1,±ñÂä,10,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_2,6600,8,¸¸¸¶¾Óº¹,250,GooglePlay,2025-07-16,155100,46
Order Complete (App),,ads_remove,7700,1,±ëÁö´©,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_3,11000,2,´ö±¸s,130,GooglePlay,2025-07-21,7700,1381
Order Complete (App),,ruby_6,110000,7,µõÀÌ,200,GooglePlay,2025-07-17,260700,137
Order Complete (App),,ruby_6,110000,7,µõÀÌ,200,GooglePlay,2025-07-17,40700,137
Order Complete (App),,ads_remove,7700,1,¼Ò½Ã¹Ì,60,GooglePlay,2025-07-22,0,4283
Order Complete (App),,ruby_4,33000,8,°³±º¼Ò,200,GooglePlay,2025-07-16,7700,265
Order Complete (App),,ruby_3,11000,4,½¬¹ã²¨,250,GooglePlay,2025-07-19,382800,134
Order Complete (App),,ruby_3,11000,7,Àº¿ù¶û,250,GooglePlay,2025-07-17,490600,96
Order Complete (App),,ruby_3,11000,2,±èÂïÂï,200,GooglePlay,2025-07-22,128700,373
Order Complete (App),,ruby_3,11000,2,±èÂïÂï,200,GooglePlay,2025-07-22,117700,373
Order Complete (App),,ads_remove,7700,1,´ëÇÑ¹Î±¹À§ÀÎ,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ads_remove,7700,1,¸®°ÅÀ¯,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ads_remove,7700,1,¸µ¸µ,20,GooglePlay,2025-07-22,0,8042
Order Complete (App),,ruby_6,110000,6,ÂàÀÌÆÄÆÄ,400,GooglePlay,2025-07-18,880000,7
Order Complete (App),,ruby_3,11000,3,·°Å°½ºÆ®¶óÀÌÅ©,200,GooglePlay,2025-07-21,355300,426
Order Complete (App),,ruby_6,110000,3,·°Å°½ºÆ®¶óÀÌÅ©,200,GooglePlay,2025-07-21,234300,426
Order Complete (App),,ads_remove,7700,7,¾Æ²áÀÌ,150,GooglePlay,2025-07-17,0,1116
Order Complete (App),,ruby_3,11000,2,½Ã·Õ,90,GooglePlay,2025-07-22,156200,3651
Order Complete (App),,ruby_4,33000,2,½Ã·Õ,90,GooglePlay,2025-07-22,112200,3651
Order Complete (App),,ruby_5,55000,2,½Ã·Õ,90,GooglePlay,2025-07-22,57200,3651
Order Complete (App),,ruby_3,11000,1,Æ²ÀÌ¾ä,20,GooglePlay,2025-07-23,0,8506
Order Complete (App),,ads_remove,7700,1,±â¸·Èù»¡·¡Áú,0,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ruby_3,11000,5,ÆÎÆÎÃ¤,130,GooglePlay,2025-07-19,33000,1270
Order Complete (App),,ruby_1,1100,2,½Ã·Õ,80,GooglePlay,2025-07-22,57200,3651
Order Complete (App),,ruby_2,6600,2,½Ã·Õ,80,GooglePlay,2025-07-22,49500,3651
Order Complete (App),,ads_remove,7700,1,±ºÄÌ,10,GooglePlay,2025-07-23,0,99999999
Order Complete (App),,ads_remove,7700,1,È¯³ëºñ,0,GooglePlay,2025-07-22,0,99999999
Order Complete (App),,ruby_2,6600,2,½Ã·Õ,80,GooglePlay,2025-07-22,49500,3651
Order Complete (App),,ruby_4,33000,2,½Ã·Õ,80,GooglePlay,2025-07-22,9900,3651
Order Complete (App),,ads_remove,7700,1,±¹»Ð,10,GooglePlay,2025-07-23,0,99999999
