"Event Category","Event Action","Event Label","Custom Event Properties"
"stage_reached_400 (App)","W:20_0A:22_0","16","{""attendance_count"":16,""install_day"":""2025-07-22"",""total_payment_amount"":466400,""user_name"":""두율대디"",""user_rank"":74,""user_stage"":400}"
"stage_reached_400 (App)","W:23_0A:21_0","5","{""attendance_count"":5,""install_day"":""2025-08-01"",""total_payment_amount"":1100000,""user_name"":""소담소민"",""user_rank"":83,""user_stage"":400}"
"stage_reached_400 (App)","W:22_0A:21_0","21","{""attendance_count"":21,""install_day"":""2025-07-17"",""total_payment_amount"":442200,""user_name"":""103"",""user_rank"":77,""user_stage"":400}"
"stage_reached_400 (App)","W:22_0A:20_0","18","{""attendance_count"":18,""install_day"":""2025-07-20"",""total_payment_amount"":409200,""user_name"":""광따"",""user_rank"":75,""user_stage"":400}"
"stage_reached_400 (App)","W:20_0A:20_0","20","{""attendance_count"":20,""install_day"":""2025-07-18"",""total_payment_amount"":302500,""user_name"":""딱쎄"",""user_rank"":75,""user_stage"":400}"
"stage_reached_400 (App)","W:21_0A:21_0","15","{""attendance_count"":15,""install_day"":""2025-07-22"",""total_payment_amount"":553300,""user_name"":""여름이니까"",""user_rank"":72,""user_stage"":400}"
"stage_reached_400 (App)","W:22_0A:19_0","8","{""attendance_count"":8,""install_day"":""2025-07-30"",""total_payment_amount"":745800,""user_name"":""이야이"",""user_rank"":71,""user_stage"":400}"
"stage_reached_400 (App)","W:22_0A:20_0","11","{""attendance_count"":11,""install_day"":""2025-07-27"",""total_payment_amount"":459800,""user_name"":""줏태"",""user_rank"":70,""user_stage"":400}"
"stage_reached_400 (App)","W:22_0A:21_0","17","{""attendance_count"":17,""install_day"":""2025-07-20"",""total_payment_amount"":645700,""user_name"":""헤롱이"",""user_rank"":73,""user_stage"":400}"
"stage_reached_400 (App)","W:23_0A:22_0","18","{""attendance_count"":18,""install_day"":""2025-07-18"",""total_payment_amount"":586300,""user_name"":""uj"",""user_rank"":71,""user_stage"":400}"
"stage_reached_400 (App)","W:21_0A:19_0","14","{""attendance_count"":14,""install_day"":""2025-07-23"",""total_payment_amount"":545600,""user_name"":""쿠쿵"",""user_rank"":67,""user_stage"":400}"
"stage_reached_400 (App)","W:22_0A:22_0","19","{""attendance_count"":19,""install_day"":""2025-07-18"",""total_payment_amount"":350900,""user_name"":""심대표"",""user_rank"":66,""user_stage"":400}"
