Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID,Group ID,First USD 1M Eligible,Service Fee %,Fee Description,Promotion ID
GPA.3361-3790-5270-87281,03-Aug-25,7:12:33 AM PDT,,Charge,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,g0q,KR,경상남도,51204,KRW,10000,1,KRW,10000,,,4.99167E+18,Yes,,,
GPA.3361-3790-5270-87281,03-Aug-25,7:12:33 AM PDT,,Google fee,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,g0q,KR,경상남도,51204,KRW,-1500,1,KRW,-1500,,,4.99167E+18,Yes,15,,
GPA.3361-3790-5270-87281,03-Aug-25,7:12:33 AM PDT,Third-party Tax,Tax,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,g0q,KR,경상남도,51204,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3365-6602-7993-41469,03-Aug-25,7:14:07 AM PDT,,Charge,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,a23,KR,,122-837,KRW,7000,1,KRW,7000,,,4.99167E+18,Yes,,,
GPA.3365-6602-7993-41469,03-Aug-25,7:14:07 AM PDT,,Google fee,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,a23,KR,,122-837,KRW,-1050,1,KRW,-1050,,,4.99167E+18,Yes,15,,
GPA.3365-6602-7993-41469,03-Aug-25,7:14:07 AM PDT,Third-party Tax,Tax,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,a23,KR,,122-837,KRW,700,1,KRW,700,,,4.99167E+18,Yes,,,
GPA.3319-6990-8823-79943,03-Aug-25,7:20:10 AM PDT,,Charge,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,b6q,KR,,15583,KRW,10000,1,KRW,10000,,,4.99167E+18,Yes,,,
GPA.3319-6990-8823-79943,03-Aug-25,7:20:10 AM PDT,,Google fee,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,b6q,KR,,15583,KRW,-1500,1,KRW,-1500,,,4.99167E+18,Yes,15,,
GPA.3319-6990-8823-79943,03-Aug-25,7:20:10 AM PDT,Third-party Tax,Tax,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,b6q,KR,,15583,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3334-9452-3784-48383,03-Aug-25,7:26:45 AM PDT,,Charge,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,a32,KR,,,KRW,7000,1,KRW,7000,,,4.99167E+18,Yes,,,
GPA.3334-9452-3784-48383,03-Aug-25,7:26:45 AM PDT,,Google fee,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,a32,KR,,,KRW,-1050,1,KRW,-1050,,,4.99167E+18,Yes,15,,
GPA.3334-9452-3784-48383,03-Aug-25,7:26:45 AM PDT,Third-party Tax,Tax,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,a32,KR,,,KRW,700,1,KRW,700,,,4.99167E+18,Yes,,,
GPA.3394-3509-2969-26630,03-Aug-25,7:33:23 AM PDT,,Charge,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,a35x,KR,제주특별자치도,690-012,KRW,10000,1,KRW,10000,,,4.99167E+18,Yes,,,
GPA.3394-3509-2969-26630,03-Aug-25,7:33:23 AM PDT,,Google fee,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,a35x,KR,제주특별자치도,690-012,KRW,-1500,1,KRW,-1500,,,4.99167E+18,Yes,15,,
GPA.3394-3509-2969-26630,03-Aug-25,7:33:23 AM PDT,Third-party Tax,Tax,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,a35x,KR,제주특별자치도,690-012,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3373-1880-7833-49508,03-Aug-25,7:33:41 AM PDT,,Charge,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,a35x,KR,제주특별자치도,690-012,KRW,6000,1,KRW,6000,,,4.99167E+18,Yes,,,
GPA.3373-1880-7833-49508,03-Aug-25,7:33:41 AM PDT,,Google fee,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,a35x,KR,제주특별자치도,690-012,KRW,-900,1,KRW,-900,,,4.99167E+18,Yes,15,,
GPA.3373-1880-7833-49508,03-Aug-25,7:33:41 AM PDT,Third-party Tax,Tax,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,a35x,KR,제주특별자치도,690-012,KRW,600,1,KRW,600,,,4.99167E+18,Yes,,,
GPA.3340-3883-2320-08621,03-Aug-25,7:33:58 AM PDT,,Charge,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,a35x,KR,제주특별자치도,690-012,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3340-3883-2320-08621,03-Aug-25,7:33:58 AM PDT,,Google fee,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,a35x,KR,제주특별자치도,690-012,KRW,-150,1,KRW,-150,,,4.99167E+18,Yes,15,,
GPA.3340-3883-2320-08621,03-Aug-25,7:33:58 AM PDT,Third-party Tax,Tax,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,a35x,KR,제주특별자치도,690-012,KRW,100,1,KRW,100,,,4.99167E+18,Yes,,,
GPA.3360-8081-1957-40857,03-Aug-25,7:34:12 AM PDT,,Charge,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,a35x,KR,제주특별자치도,690-012,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3360-8081-1957-40857,03-Aug-25,7:34:12 AM PDT,,Google fee,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,a35x,KR,제주특별자치도,690-012,KRW,-150,1,KRW,-150,,,4.99167E+18,Yes,15,,
GPA.3360-8081-1957-40857,03-Aug-25,7:34:12 AM PDT,Third-party Tax,Tax,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,a35x,KR,제주특별자치도,690-012,KRW,100,1,KRW,100,,,4.99167E+18,Yes,,,
GPA.3387-0068-9224-45246,03-Aug-25,7:48:38 AM PDT,,Charge,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,dm2q,KR,서울특별시,6131,KRW,6000,1,KRW,6000,,,4.99167E+18,Yes,,,
GPA.3387-0068-9224-45246,03-Aug-25,7:48:38 AM PDT,,Google fee,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,dm2q,KR,서울특별시,6131,KRW,-900,1,KRW,-900,,,4.99167E+18,Yes,15,,
GPA.3387-0068-9224-45246,03-Aug-25,7:48:38 AM PDT,Third-party Tax,Tax,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,dm2q,KR,서울특별시,6131,KRW,600,1,KRW,600,,,4.99167E+18,Yes,,,
GPA.3380-9636-5371-65984,03-Aug-25,7:49:33 AM PDT,,Charge,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,q7q,KR,,10019,KRW,7000,1,KRW,7000,,,4.99167E+18,Yes,,,
GPA.3380-9636-5371-65984,03-Aug-25,7:49:33 AM PDT,,Google fee,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,q7q,KR,,10019,KRW,-1050,1,KRW,-1050,,,4.99167E+18,Yes,15,,
GPA.3380-9636-5371-65984,03-Aug-25,7:49:33 AM PDT,Third-party Tax,Tax,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,q7q,KR,,10019,KRW,700,1,KRW,700,,,4.99167E+18,Yes,,,
GPA.3376-9731-6859-79407,03-Aug-25,8:01:53 AM PDT,,Charge,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,r0q,KR,경상남도,650-821,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3376-9731-6859-79407,03-Aug-25,8:01:53 AM PDT,,Google fee,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,r0q,KR,경상남도,650-821,KRW,-150,1,KRW,-150,,,4.99167E+18,Yes,15,,
GPA.3376-9731-6859-79407,03-Aug-25,8:01:53 AM PDT,Third-party Tax,Tax,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,r0q,KR,경상남도,650-821,KRW,100,1,KRW,100,,,4.99167E+18,Yes,,,
GPA.3308-2097-9208-60080,03-Aug-25,8:06:22 AM PDT,,Charge,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,crownlteks,KR,,395-805,KRW,6000,1,KRW,6000,,,4.99167E+18,Yes,,,
GPA.3308-2097-9208-60080,03-Aug-25,8:06:22 AM PDT,,Google fee,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,crownlteks,KR,,395-805,KRW,-900,1,KRW,-900,,,4.99167E+18,Yes,15,,
GPA.3308-2097-9208-60080,03-Aug-25,8:06:22 AM PDT,Third-party Tax,Tax,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,crownlteks,KR,,395-805,KRW,600,1,KRW,600,,,4.99167E+18,Yes,,,
GPA.3395-5734-6249-08871,03-Aug-25,8:11:55 AM PDT,,Charge,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,r11s,KR,,14614,KRW,6000,1,KRW,6000,,,4.99167E+18,Yes,,,
GPA.3395-5734-6249-08871,03-Aug-25,8:11:55 AM PDT,,Google fee,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,r11s,KR,,14614,KRW,-900,1,KRW,-900,,,4.99167E+18,Yes,15,,
GPA.3395-5734-6249-08871,03-Aug-25,8:11:55 AM PDT,Third-party Tax,Tax,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,r11s,KR,,14614,KRW,600,1,KRW,600,,,4.99167E+18,Yes,,,
GPA.3306-1288-8037-21123,03-Aug-25,8:15:55 AM PDT,,Charge,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,c1q,KR,경기도,17103,KRW,6000,1,KRW,6000,,,4.99167E+18,Yes,,,
GPA.3306-1288-8037-21123,03-Aug-25,8:15:55 AM PDT,,Google fee,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,c1q,KR,경기도,17103,KRW,-900,1,KRW,-900,,,4.99167E+18,Yes,15,,
GPA.3306-1288-8037-21123,03-Aug-25,8:15:55 AM PDT,Third-party Tax,Tax,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,c1q,KR,경기도,17103,KRW,600,1,KRW,600,,,4.99167E+18,Yes,,,
GPA.3350-4755-6860-85754,03-Aug-25,8:16:22 AM PDT,,Charge,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,pa2q,KR,,7553,KRW,6000,1,KRW,6000,,,4.99167E+18,Yes,,,
GPA.3350-4755-6860-85754,03-Aug-25,8:16:22 AM PDT,,Google fee,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,pa2q,KR,,7553,KRW,-900,1,KRW,-900,,,4.99167E+18,Yes,15,,
GPA.3350-4755-6860-85754,03-Aug-25,8:16:22 AM PDT,Third-party Tax,Tax,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,pa2q,KR,,7553,KRW,600,1,KRW,600,,,4.99167E+18,Yes,,,
GPA.3357-9196-1877-79626,03-Aug-25,8:20:16 AM PDT,,Charge,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,dm2q,KR,,41423,KRW,7000,1,KRW,7000,,,4.99167E+18,Yes,,,
GPA.3357-9196-1877-79626,03-Aug-25,8:20:16 AM PDT,,Google fee,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,dm2q,KR,,41423,KRW,-1050,1,KRW,-1050,,,4.99167E+18,Yes,15,,
GPA.3357-9196-1877-79626,03-Aug-25,8:20:16 AM PDT,Third-party Tax,Tax,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,dm2q,KR,,41423,KRW,700,1,KRW,700,,,4.99167E+18,Yes,,,
GPA.3315-2865-6697-40967,03-Aug-25,8:24:33 AM PDT,,Charge,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,q4q,KR,강원도,235-100,KRW,30000,1,KRW,30000,,,4.99167E+18,Yes,,,
GPA.3315-2865-6697-40967,03-Aug-25,8:24:33 AM PDT,,Google fee,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,q4q,KR,강원도,235-100,KRW,-4500,1,KRW,-4500,,,4.99167E+18,Yes,15,,
GPA.3315-2865-6697-40967,03-Aug-25,8:24:33 AM PDT,Third-party Tax,Tax,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,q4q,KR,강원도,235-100,KRW,3000,1,KRW,3000,,,4.99167E+18,Yes,,,
GPA.3386-9124-6365-13775,03-Aug-25,8:24:44 AM PDT,,Charge,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,e3q,KR,서울특별시,1747,KRW,10000,1,KRW,10000,,,4.99167E+18,Yes,,,
GPA.3386-9124-6365-13775,03-Aug-25,8:24:44 AM PDT,,Google fee,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,e3q,KR,서울특별시,1747,KRW,-1500,1,KRW,-1500,,,4.99167E+18,Yes,15,,
GPA.3386-9124-6365-13775,03-Aug-25,8:24:44 AM PDT,Third-party Tax,Tax,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,e3q,KR,서울특별시,1747,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3312-6349-2666-35066,03-Aug-25,8:28:48 AM PDT,,Charge,,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_5,q5q,KR,,16009,KRW,50000,1,KRW,50000,,,4.99167E+18,Yes,,,
GPA.3312-6349-2666-35066,03-Aug-25,8:28:48 AM PDT,,Google fee,,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_5,q5q,KR,,16009,KRW,-7500,1,KRW,-7500,,,4.99167E+18,Yes,15,,
GPA.3312-6349-2666-35066,03-Aug-25,8:28:48 AM PDT,Third-party Tax,Tax,,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_5,q5q,KR,,16009,KRW,5000,1,KRW,5000,,,4.99167E+18,Yes,,,
GPA.3362-4342-5025-90357,03-Aug-25,8:31:00 AM PDT,,Charge,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,dm3q,KR,,25028,KRW,7000,1,KRW,7000,,,4.99167E+18,Yes,,,
GPA.3362-4342-5025-90357,03-Aug-25,8:31:00 AM PDT,,Google fee,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,dm3q,KR,,25028,KRW,-1050,1,KRW,-1050,,,4.99167E+18,Yes,15,,
GPA.3362-4342-5025-90357,03-Aug-25,8:31:00 AM PDT,Third-party Tax,Tax,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,dm3q,KR,,25028,KRW,700,1,KRW,700,,,4.99167E+18,Yes,,,
GPA.3375-2012-0936-13278,03-Aug-25,8:32:34 AM PDT,,Charge,,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_6,e3q,KR,,55756,KRW,100000,1,KRW,100000,,,4.99167E+18,Yes,,,
GPA.3375-2012-0936-13278,03-Aug-25,8:32:34 AM PDT,,Google fee,,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_6,e3q,KR,,55756,KRW,-15000,1,KRW,-15000,,,4.99167E+18,Yes,15,,
GPA.3375-2012-0936-13278,03-Aug-25,8:32:34 AM PDT,Third-party Tax,Tax,,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_6,e3q,KR,,55756,KRW,10000,1,KRW,10000,,,4.99167E+18,Yes,,,
GPA.3370-0488-3161-07585,03-Aug-25,8:32:46 AM PDT,,Charge,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,q6q,KR,경기도,16878,KRW,7000,1,KRW,7000,,,4.99167E+18,Yes,,,
GPA.3370-0488-3161-07585,03-Aug-25,8:32:46 AM PDT,,Google fee,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,q6q,KR,경기도,16878,KRW,-1050,1,KRW,-1050,,,4.99167E+18,Yes,15,,
GPA.3370-0488-3161-07585,03-Aug-25,8:32:46 AM PDT,Third-party Tax,Tax,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,q6q,KR,경기도,16878,KRW,700,1,KRW,700,,,4.99167E+18,Yes,,,
GPA.3383-7775-0589-78655,03-Aug-25,8:39:24 AM PDT,,Charge,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,q6q,KR,,,KRW,10000,1,KRW,10000,,,4.99167E+18,Yes,,,
GPA.3383-7775-0589-78655,03-Aug-25,8:39:24 AM PDT,,Google fee,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,q6q,KR,,,KRW,-1500,1,KRW,-1500,,,4.99167E+18,Yes,15,,
GPA.3383-7775-0589-78655,03-Aug-25,8:39:24 AM PDT,Third-party Tax,Tax,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,q6q,KR,,,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3390-0741-3577-90829,03-Aug-25,8:40:08 AM PDT,,Charge,,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_6,q4q,KR,경기도,16509,USD,71.97,1389.5,KRW,100000,,,4.99167E+18,Yes,,,
GPA.3390-0741-3577-90829,03-Aug-25,8:40:08 AM PDT,,Google fee,,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_6,q4q,KR,경기도,16509,USD,-10.8,1389.5,KRW,-15006,,,4.99167E+18,Yes,15,,
GPA.3390-0741-3577-90829,03-Aug-25,8:40:08 AM PDT,Third-party Tax,Tax,,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_6,q4q,KR,경기도,16509,USD,7.2,1389.5,KRW,10004,,,4.99167E+18,Yes,,,
GPA.3300-1677-1763-29618,03-Aug-25,8:42:09 AM PDT,,Charge,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,beyondx,KR,,5787,KRW,7000,1,KRW,7000,,,4.99167E+18,Yes,,,
GPA.3300-1677-1763-29618,03-Aug-25,8:42:09 AM PDT,,Google fee,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,beyondx,KR,,5787,KRW,-1050,1,KRW,-1050,,,4.99167E+18,Yes,15,,
GPA.3300-1677-1763-29618,03-Aug-25,8:42:09 AM PDT,Third-party Tax,Tax,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,beyondx,KR,,5787,KRW,700,1,KRW,700,,,4.99167E+18,Yes,,,
GPA.3323-0827-0614-78891,03-Aug-25,8:42:22 AM PDT,,Charge,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,b6q,KR,전라북도,55060,KRW,7000,1,KRW,7000,,,4.99167E+18,Yes,,,
GPA.3323-0827-0614-78891,03-Aug-25,8:42:22 AM PDT,,Google fee,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,b6q,KR,전라북도,55060,KRW,-1050,1,KRW,-1050,,,4.99167E+18,Yes,15,,
GPA.3323-0827-0614-78891,03-Aug-25,8:42:22 AM PDT,Third-party Tax,Tax,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,b6q,KR,전라북도,55060,KRW,700,1,KRW,700,,,4.99167E+18,Yes,,,
GPA.3380-2797-4503-99572,03-Aug-25,8:43:17 AM PDT,,Charge,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,dm1q,KR,,44638,KRW,10000,1,KRW,10000,,,4.99167E+18,Yes,,,
GPA.3380-2797-4503-99572,03-Aug-25,8:43:17 AM PDT,,Google fee,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,dm1q,KR,,44638,KRW,-1500,1,KRW,-1500,,,4.99167E+18,Yes,15,,
GPA.3380-2797-4503-99572,03-Aug-25,8:43:17 AM PDT,Third-party Tax,Tax,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,dm1q,KR,,44638,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3313-9487-3815-24161,03-Aug-25,8:44:42 AM PDT,,Charge,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,r0q,KR,인천광역시,402-708,KRW,30000,1,KRW,30000,,,4.99167E+18,Yes,,,
GPA.3313-9487-3815-24161,03-Aug-25,8:44:42 AM PDT,,Google fee,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,r0q,KR,인천광역시,402-708,KRW,-4500,1,KRW,-4500,,,4.99167E+18,Yes,15,,
GPA.3313-9487-3815-24161,03-Aug-25,8:44:42 AM PDT,Third-party Tax,Tax,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,r0q,KR,인천광역시,402-708,KRW,3000,1,KRW,3000,,,4.99167E+18,Yes,,,
GPA.3314-3577-5980-24590,03-Aug-25,8:45:32 AM PDT,,Charge,,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_5,z3q,KR,,57781,KRW,50000,1,KRW,50000,,,4.99167E+18,Yes,,,
GPA.3314-3577-5980-24590,03-Aug-25,8:45:32 AM PDT,,Google fee,,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_5,z3q,KR,,57781,KRW,-7500,1,KRW,-7500,,,4.99167E+18,Yes,15,,
GPA.3314-3577-5980-24590,03-Aug-25,8:45:32 AM PDT,Third-party Tax,Tax,,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_5,z3q,KR,,57781,KRW,5000,1,KRW,5000,,,4.99167E+18,Yes,,,
GPA.3385-9775-1340-07903,03-Aug-25,8:51:25 AM PDT,,Charge,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,e3q,KR,,540-290,KRW,30000,1,KRW,30000,,,4.99167E+18,Yes,,,
GPA.3385-9775-1340-07903,03-Aug-25,8:51:25 AM PDT,,Google fee,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,e3q,KR,,540-290,KRW,-4500,1,KRW,-4500,,,4.99167E+18,Yes,15,,
GPA.3385-9775-1340-07903,03-Aug-25,8:51:25 AM PDT,Third-party Tax,Tax,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,e3q,KR,,540-290,KRW,3000,1,KRW,3000,,,4.99167E+18,Yes,,,
GPA.3351-6349-1097-96158,03-Aug-25,8:53:40 AM PDT,,Charge,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,o1s,KR,,42210,KRW,7000,1,KRW,7000,,,4.99167E+18,Yes,,,
GPA.3351-6349-1097-96158,03-Aug-25,8:53:40 AM PDT,,Google fee,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,o1s,KR,,42210,KRW,-1050,1,KRW,-1050,,,4.99167E+18,Yes,15,,
GPA.3351-6349-1097-96158,03-Aug-25,8:53:40 AM PDT,Third-party Tax,Tax,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,o1s,KR,,42210,KRW,700,1,KRW,700,,,4.99167E+18,Yes,,,
GPA.3362-9938-6390-76724,03-Aug-25,8:54:15 AM PDT,,Charge,,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_6,dm2q,KR,,15024,KRW,100000,1,KRW,100000,,,4.99167E+18,Yes,,,
