Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID,Group ID,First USD 1M Eligible,Service Fee %,Fee Description,Promotion ID
GPA.3338-6365-5531-61492,08-Aug-25,7:31:05 AM PDT,Third-party Tax,Tax,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,e2s,KR,서울특별시,4739,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3329-7530-0130-54402,08-Aug-25,7:32:21 AM PDT,,Charge,,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_5,q7q,KR,광주광역시,500-170,KRW,50000,1,KRW,50000,,,4.99167E+18,Yes,,,
GPA.3329-7530-0130-54402,08-Aug-25,7:32:21 AM PDT,,Google fee,,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_5,q7q,KR,광주광역시,500-170,KRW,-7500,1,KRW,-7500,,,4.99167E+18,Yes,15,,
GPA.3329-7530-0130-54402,08-Aug-25,7:32:21 AM PDT,Third-party Tax,Tax,,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_5,q7q,KR,광주광역시,500-170,KRW,5000,1,KRW,5000,,,4.99167E+18,Yes,,,
GPA.3348-1472-3922-99277,08-Aug-25,7:42:50 AM PDT,,Charge,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,q7q,KR,광주광역시,500-170,KRW,30000,1,KRW,30000,,,4.99167E+18,Yes,,,
GPA.3348-1472-3922-99277,08-Aug-25,7:42:50 AM PDT,,Google fee,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,q7q,KR,광주광역시,500-170,KRW,-4500,1,KRW,-4500,,,4.99167E+18,Yes,15,,
GPA.3348-1472-3922-99277,08-Aug-25,7:42:50 AM PDT,Third-party Tax,Tax,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,q7q,KR,광주광역시,500-170,KRW,3000,1,KRW,3000,,,4.99167E+18,Yes,,,
GPA.3352-8756-7056-76402,08-Aug-25,7:50:25 AM PDT,,Charge,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,pa2q,KR,서울특별시,143-847,KRW,10000,1,KRW,10000,,,4.99167E+18,Yes,,,
GPA.3352-8756-7056-76402,08-Aug-25,7:50:25 AM PDT,,Google fee,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,pa2q,KR,서울특별시,143-847,KRW,-1500,1,KRW,-1500,,,4.99167E+18,Yes,15,,
GPA.3352-8756-7056-76402,08-Aug-25,7:50:25 AM PDT,Third-party Tax,Tax,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,pa2q,KR,서울특별시,143-847,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3308-5902-3515-68793,08-Aug-25,7:55:42 AM PDT,,Charge,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,pa1q,KR,경기도,463-400,KRW,6000,1,KRW,6000,,,4.99167E+18,Yes,,,
GPA.3308-5902-3515-68793,08-Aug-25,7:55:42 AM PDT,,Google fee,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,pa1q,KR,경기도,463-400,KRW,-900,1,KRW,-900,,,4.99167E+18,Yes,15,,
GPA.3308-5902-3515-68793,08-Aug-25,7:55:42 AM PDT,Third-party Tax,Tax,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,pa1q,KR,경기도,463-400,KRW,600,1,KRW,600,,,4.99167E+18,Yes,,,
GPA.3322-6987-4663-45790,08-Aug-25,7:56:02 AM PDT,,Charge,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,pa1q,KR,경기도,463-400,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3322-6987-4663-45790,08-Aug-25,7:56:02 AM PDT,,Google fee,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,pa1q,KR,경기도,463-400,KRW,-150,1,KRW,-150,,,4.99167E+18,Yes,15,,
GPA.3322-6987-4663-45790,08-Aug-25,7:56:02 AM PDT,Third-party Tax,Tax,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,pa1q,KR,경기도,463-400,KRW,100,1,KRW,100,,,4.99167E+18,Yes,,,
GPA.3307-4421-0853-20810,08-Aug-25,8:03:06 AM PDT,,Charge,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,pa2q,KR,서울특별시,143-847,KRW,30000,1,KRW,30000,,,4.99167E+18,Yes,,,
GPA.3307-4421-0853-20810,08-Aug-25,8:03:06 AM PDT,,Google fee,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,pa2q,KR,서울특별시,143-847,KRW,-4500,1,KRW,-4500,,,4.99167E+18,Yes,15,,
GPA.3307-4421-0853-20810,08-Aug-25,8:03:06 AM PDT,Third-party Tax,Tax,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,pa2q,KR,서울특별시,143-847,KRW,3000,1,KRW,3000,,,4.99167E+18,Yes,,,
GPA.3349-9476-6638-52114,08-Aug-25,8:06:52 AM PDT,,Charge,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,e3q,KR,서울특별시,1747,KRW,10000,1,KRW,10000,,,4.99167E+18,Yes,,,
GPA.3349-9476-6638-52114,08-Aug-25,8:06:52 AM PDT,,Google fee,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,e3q,KR,서울특별시,1747,KRW,-1500,1,KRW,-1500,,,4.99167E+18,Yes,15,,
GPA.3349-9476-6638-52114,08-Aug-25,8:06:52 AM PDT,Third-party Tax,Tax,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,e3q,KR,서울특별시,1747,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3325-7862-1729-19539,08-Aug-25,8:16:39 AM PDT,,Charge,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,m33x,KR,,36338,KRW,6000,1,KRW,6000,,,4.99167E+18,Yes,,,
GPA.3325-7862-1729-19539,08-Aug-25,8:16:39 AM PDT,,Google fee,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,m33x,KR,,36338,KRW,-900,1,KRW,-900,,,4.99167E+18,Yes,15,,
GPA.3325-7862-1729-19539,08-Aug-25,8:16:39 AM PDT,Third-party Tax,Tax,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,m33x,KR,,36338,KRW,600,1,KRW,600,,,4.99167E+18,Yes,,,
GPA.3388-2580-8507-45416,08-Aug-25,8:21:29 AM PDT,,Charge,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,b6q,KR,,54652,KRW,30000,1,KRW,30000,,,4.99167E+18,Yes,,,
GPA.3388-2580-8507-45416,08-Aug-25,8:21:29 AM PDT,,Google fee,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,b6q,KR,,54652,KRW,-4500,1,KRW,-4500,,,4.99167E+18,Yes,15,,
GPA.3388-2580-8507-45416,08-Aug-25,8:21:29 AM PDT,Third-party Tax,Tax,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,b6q,KR,,54652,KRW,3000,1,KRW,3000,,,4.99167E+18,Yes,,,
GPA.3372-8858-6851-54190,08-Aug-25,8:23:18 AM PDT,,Charge,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,e2s,KR,경상북도,39283,KRW,7000,1,KRW,7000,,,4.99167E+18,Yes,,,
GPA.3372-8858-6851-54190,08-Aug-25,8:23:18 AM PDT,,Google fee,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,e2s,KR,경상북도,39283,KRW,-1050,1,KRW,-1050,,,4.99167E+18,Yes,15,,
GPA.3372-8858-6851-54190,08-Aug-25,8:23:18 AM PDT,Third-party Tax,Tax,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,e2s,KR,경상북도,39283,KRW,700,1,KRW,700,,,4.99167E+18,Yes,,,
GPA.3367-4723-4478-42956,08-Aug-25,8:24:21 AM PDT,,Charge,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,crownlteks,KR,,395-805,KRW,30000,1,KRW,30000,,,4.99167E+18,Yes,,,
GPA.3367-4723-4478-42956,08-Aug-25,8:24:21 AM PDT,,Google fee,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,crownlteks,KR,,395-805,KRW,-4500,1,KRW,-4500,,,4.99167E+18,Yes,15,,
GPA.3367-4723-4478-42956,08-Aug-25,8:24:21 AM PDT,Third-party Tax,Tax,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,crownlteks,KR,,395-805,KRW,3000,1,KRW,3000,,,4.99167E+18,Yes,,,
GPA.3301-9246-6653-96959,08-Aug-25,8:24:51 AM PDT,,Charge,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,e3q,KR,경기도,15534,KRW,6000,1,KRW,6000,,,4.99167E+18,Yes,,,
GPA.3301-9246-6653-96959,08-Aug-25,8:24:51 AM PDT,,Google fee,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,e3q,KR,경기도,15534,KRW,-900,1,KRW,-900,,,4.99167E+18,Yes,15,,
GPA.3301-9246-6653-96959,08-Aug-25,8:24:51 AM PDT,Third-party Tax,Tax,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,e3q,KR,경기도,15534,KRW,600,1,KRW,600,,,4.99167E+18,Yes,,,
GPA.3385-5558-8348-99574,08-Aug-25,8:31:03 AM PDT,,Charge,,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_5,e2s,KR,전라남도,513-873,KRW,50000,1,KRW,50000,,,4.99167E+18,Yes,,,
GPA.3385-5558-8348-99574,08-Aug-25,8:31:03 AM PDT,,Google fee,,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_5,e2s,KR,전라남도,513-873,KRW,-7500,1,KRW,-7500,,,4.99167E+18,Yes,15,,
GPA.3385-5558-8348-99574,08-Aug-25,8:31:03 AM PDT,Third-party Tax,Tax,,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_5,e2s,KR,전라남도,513-873,KRW,5000,1,KRW,5000,,,4.99167E+18,Yes,,,
GPA.3391-4607-5794-52515,08-Aug-25,8:32:51 AM PDT,,Charge,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,a24,KR,,17332,KRW,10000,1,KRW,10000,,,4.99167E+18,Yes,,,
GPA.3391-4607-5794-52515,08-Aug-25,8:32:51 AM PDT,,Google fee,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,a24,KR,,17332,KRW,-1500,1,KRW,-1500,,,4.99167E+18,Yes,15,,
GPA.3391-4607-5794-52515,08-Aug-25,8:32:51 AM PDT,Third-party Tax,Tax,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,a24,KR,,17332,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3314-8350-7071-33530,08-Aug-25,8:34:11 AM PDT,,Charge,,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_5,dm1q,KR,,44638,KRW,50000,1,KRW,50000,,,4.99167E+18,Yes,,,
GPA.3314-8350-7071-33530,08-Aug-25,8:34:11 AM PDT,,Google fee,,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_5,dm1q,KR,,44638,KRW,-7500,1,KRW,-7500,,,4.99167E+18,Yes,15,,
GPA.3314-8350-7071-33530,08-Aug-25,8:34:11 AM PDT,Third-party Tax,Tax,,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_5,dm1q,KR,,44638,KRW,5000,1,KRW,5000,,,4.99167E+18,Yes,,,
GPA.3308-3101-4206-12411,08-Aug-25,8:34:24 AM PDT,,Charge,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,e3q,KR,서울특별시,1747,KRW,30000,1,KRW,30000,,,4.99167E+18,Yes,,,
GPA.3308-3101-4206-12411,08-Aug-25,8:34:24 AM PDT,,Google fee,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,e3q,KR,서울특별시,1747,KRW,-4500,1,KRW,-4500,,,4.99167E+18,Yes,15,,
GPA.3308-3101-4206-12411,08-Aug-25,8:34:24 AM PDT,Third-party Tax,Tax,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,e3q,KR,서울특별시,1747,KRW,3000,1,KRW,3000,,,4.99167E+18,Yes,,,
GPA.3339-2002-1452-34484,08-Aug-25,8:34:46 AM PDT,,Charge,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,a54x,KR,서울특별시,151-755,KRW,10000,1,KRW,10000,,,4.99167E+18,Yes,,,
GPA.3339-2002-1452-34484,08-Aug-25,8:34:46 AM PDT,,Google fee,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,a54x,KR,서울특별시,151-755,KRW,-1500,1,KRW,-1500,,,4.99167E+18,Yes,15,,
GPA.3339-2002-1452-34484,08-Aug-25,8:34:46 AM PDT,Third-party Tax,Tax,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,a54x,KR,서울특별시,151-755,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3362-1508-9603-85352,08-Aug-25,8:43:35 AM PDT,,Charge,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,q7q,KR,,8050,KRW,10000,1,KRW,10000,,,4.99167E+18,Yes,,,
GPA.3362-1508-9603-85352,08-Aug-25,8:43:35 AM PDT,,Google fee,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,q7q,KR,,8050,KRW,-1500,1,KRW,-1500,,,4.99167E+18,Yes,15,,
GPA.3362-1508-9603-85352,08-Aug-25,8:43:35 AM PDT,Third-party Tax,Tax,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,q7q,KR,,8050,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3321-1997-4252-29151,08-Aug-25,8:56:35 AM PDT,,Charge,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,e3q,KR,경기도,487-050,KRW,10000,1,KRW,10000,,,4.99167E+18,Yes,,,
GPA.3321-1997-4252-29151,08-Aug-25,8:56:35 AM PDT,,Google fee,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,e3q,KR,경기도,487-050,KRW,-1500,1,KRW,-1500,,,4.99167E+18,Yes,15,,
GPA.3321-1997-4252-29151,08-Aug-25,8:56:35 AM PDT,Third-party Tax,Tax,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,e3q,KR,경기도,487-050,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3334-3466-1403-54234,08-Aug-25,8:56:54 AM PDT,,Charge,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,q7q,KR,,8050,KRW,6000,1,KRW,6000,,,4.99167E+18,Yes,,,
GPA.3334-3466-1403-54234,08-Aug-25,8:56:54 AM PDT,,Google fee,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,q7q,KR,,8050,KRW,-900,1,KRW,-900,,,4.99167E+18,Yes,15,,
GPA.3334-3466-1403-54234,08-Aug-25,8:56:54 AM PDT,Third-party Tax,Tax,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,q7q,KR,,8050,KRW,600,1,KRW,600,,,4.99167E+18,Yes,,,
GPA.3334-6171-4620-55467,08-Aug-25,8:57:14 AM PDT,,Charge,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,e3q,KR,,27443,KRW,30000,1,KRW,30000,,,4.99167E+18,Yes,,,
GPA.3334-6171-4620-55467,08-Aug-25,8:57:14 AM PDT,,Google fee,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,e3q,KR,,27443,KRW,-4500,1,KRW,-4500,,,4.99167E+18,Yes,15,,
GPA.3334-6171-4620-55467,08-Aug-25,8:57:14 AM PDT,Third-party Tax,Tax,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,e3q,KR,,27443,KRW,3000,1,KRW,3000,,,4.99167E+18,Yes,,,
GPA.3330-8790-5892-07455,08-Aug-25,8:59:48 AM PDT,,Charge,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,e1s,KR,경상남도,51709,KRW,30000,1,KRW,30000,,,4.99167E+18,Yes,,,
GPA.3330-8790-5892-07455,08-Aug-25,8:59:48 AM PDT,,Google fee,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,e1s,KR,경상남도,51709,KRW,-4500,1,KRW,-4500,,,4.99167E+18,Yes,15,,
GPA.3330-8790-5892-07455,08-Aug-25,8:59:48 AM PDT,Third-party Tax,Tax,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,e1s,KR,경상남도,51709,KRW,3000,1,KRW,3000,,,4.99167E+18,Yes,,,
GPA.3364-9368-8893-40288,08-Aug-25,9:01:29 AM PDT,,Charge,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,r11s,KR,서울특별시,7298,KRW,7000,1,KRW,7000,,,4.99167E+18,Yes,,,
GPA.3364-9368-8893-40288,08-Aug-25,9:01:29 AM PDT,,Google fee,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,r11s,KR,서울특별시,7298,KRW,-1050,1,KRW,-1050,,,4.99167E+18,Yes,15,,
GPA.3364-9368-8893-40288,08-Aug-25,9:01:29 AM PDT,Third-party Tax,Tax,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,r11s,KR,서울특별시,7298,KRW,700,1,KRW,700,,,4.99167E+18,Yes,,,
GPA.3356-5249-8393-46249,08-Aug-25,9:07:06 AM PDT,,Charge,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,r0q,KR,경상남도,641-840,KRW,7000,1,KRW,7000,,,4.99167E+18,Yes,,,
GPA.3356-5249-8393-46249,08-Aug-25,9:07:06 AM PDT,,Google fee,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,r0q,KR,경상남도,641-840,KRW,-1050,1,KRW,-1050,,,4.99167E+18,Yes,15,,
GPA.3356-5249-8393-46249,08-Aug-25,9:07:06 AM PDT,Third-party Tax,Tax,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,r0q,KR,경상남도,641-840,KRW,700,1,KRW,700,,,4.99167E+18,Yes,,,
GPA.3393-8859-8993-69088,08-Aug-25,9:07:09 AM PDT,,Charge,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,q6q,KR,,44039,KRW,10000,1,KRW,10000,,,4.99167E+18,Yes,,,
GPA.3393-8859-8993-69088,08-Aug-25,9:07:09 AM PDT,,Google fee,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,q6q,KR,,44039,KRW,-1500,1,KRW,-1500,,,4.99167E+18,Yes,15,,
GPA.3393-8859-8993-69088,08-Aug-25,9:07:09 AM PDT,Third-party Tax,Tax,,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_3,q6q,KR,,44039,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3348-3012-9651-16307,08-Aug-25,9:14:50 AM PDT,,Charge,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,e2s,KR,,12046,KRW,7000,1,KRW,7000,,,4.99167E+18,Yes,,,
GPA.3348-3012-9651-16307,08-Aug-25,9:14:50 AM PDT,,Google fee,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,e2s,KR,,12046,KRW,-1050,1,KRW,-1050,,,4.99167E+18,Yes,15,,
GPA.3348-3012-9651-16307,08-Aug-25,9:14:50 AM PDT,Third-party Tax,Tax,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,e2s,KR,,12046,KRW,700,1,KRW,700,,,4.99167E+18,Yes,,,
GPA.3363-9041-1912-04695,08-Aug-25,9:18:06 AM PDT,,Charge,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,e2s,KR,,39154,KRW,6000,1,KRW,6000,,,4.99167E+18,Yes,,,
GPA.3363-9041-1912-04695,08-Aug-25,9:18:06 AM PDT,,Google fee,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,e2s,KR,,39154,KRW,-900,1,KRW,-900,,,4.99167E+18,Yes,15,,
GPA.3363-9041-1912-04695,08-Aug-25,9:18:06 AM PDT,Third-party Tax,Tax,,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_2,e2s,KR,,39154,KRW,600,1,KRW,600,,,4.99167E+18,Yes,,,
GPA.3346-0124-1127-15896,08-Aug-25,9:18:20 AM PDT,,Charge,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,e2s,KR,,39154,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3346-0124-1127-15896,08-Aug-25,9:18:20 AM PDT,,Google fee,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,e2s,KR,,39154,KRW,-150,1,KRW,-150,,,4.99167E+18,Yes,15,,
GPA.3346-0124-1127-15896,08-Aug-25,9:18:20 AM PDT,Third-party Tax,Tax,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,e2s,KR,,39154,KRW,100,1,KRW,100,,,4.99167E+18,Yes,,,
GPA.3396-9552-5568-90379,08-Aug-25,9:18:44 AM PDT,,Charge,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,pa2q,KR,,59725,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3396-9552-5568-90379,08-Aug-25,9:18:44 AM PDT,,Google fee,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,pa2q,KR,,59725,KRW,-150,1,KRW,-150,,,4.99167E+18,Yes,15,,
GPA.3396-9552-5568-90379,08-Aug-25,9:18:44 AM PDT,Third-party Tax,Tax,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,pa2q,KR,,59725,KRW,100,1,KRW,100,,,4.99167E+18,Yes,,,
GPA.3351-8720-9502-35012,08-Aug-25,9:18:58 AM PDT,,Charge,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,pa2q,KR,,59725,KRW,1000,1,KRW,1000,,,4.99167E+18,Yes,,,
GPA.3351-8720-9502-35012,08-Aug-25,9:18:58 AM PDT,,Google fee,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,pa2q,KR,,59725,KRW,-150,1,KRW,-150,,,4.99167E+18,Yes,15,,
GPA.3351-8720-9502-35012,08-Aug-25,9:18:58 AM PDT,Third-party Tax,Tax,,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_1,pa2q,KR,,59725,KRW,100,1,KRW,100,,,4.99167E+18,Yes,,,
GPA.3337-7506-2723-87963,08-Aug-25,9:19:39 AM PDT,,Charge,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,b0q,KR,,400-160,KRW,7000,1,KRW,7000,,,4.99167E+18,Yes,,,
GPA.3337-7506-2723-87963,08-Aug-25,9:19:39 AM PDT,,Google fee,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,b0q,KR,,400-160,KRW,-1050,1,KRW,-1050,,,4.99167E+18,Yes,15,,
GPA.3337-7506-2723-87963,08-Aug-25,9:19:39 AM PDT,Third-party Tax,Tax,,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ads_remove,b0q,KR,,400-160,KRW,700,1,KRW,700,,,4.99167E+18,Yes,,,
GPA.3330-1557-6118-56572,08-Aug-25,9:25:54 AM PDT,,Charge,,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,1,ruby_4,pa3q,KR,충청북도,361-833,KRW,30000,1,KRW,30000,,,4.99167E+18,Yes,,,
