Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan ID,Offer ID,Group ID,First USD 1M Eligible,Promotion ID,Coupon Value,Discount Rate,Featured Product ID,Price Experiment ID
GPA.3373-2245-5029-56939,2025-07-19,1752964165,Charged,pa3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",중구,울산광역시,44457,KR,,,4.99167E+18,Yes,,,,,
GPA.3341-5248-4494-48053,2025-07-19,1752964245,Charged,dm1q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,12021,KR,,,4.99167E+18,Yes,,,,,
GPA.3324-7240-9571-12158,2025-07-19,1752964399,Charged,e1s,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,402-874,KR,,,4.99167E+18,Yes,,,,,
GPA.3308-0397-0311-60564,2025-07-19,1752964512,Charged,e1s,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,402-874,KR,,,4.99167E+18,Yes,,,,,
GPA.3300-5915-8967-03353,2025-07-19,1752964693,Charged,dream2lteks,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",군포시,경기도,15850,KR,,,4.99167E+18,Yes,,,,,
GPA.3391-1151-6452-64990,2025-07-19,1752964721,Charged,starlteks,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_4,KRW,"30,000.00","3,000.00","33,000.00",,,46769,KR,,,4.99167E+18,Yes,,,,,
GPA.3368-0385-7064-69097,2025-07-19,1752965197,Charged,a24,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",창원시,경상남도,51266,KR,,,4.99167E+18,Yes,,,,,
GPA.3359-6993-5088-53590,2025-07-19,1752965250,Charged,dm1q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,22041,KR,,,4.99167E+18,Yes,,,,,
GPA.3305-9286-8501-37071,2025-07-19,1752965264,Charged,e3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",안산시,경기도,15581,KR,,,4.99167E+18,Yes,,,,,
GPA.3368-3661-0171-90541,2025-07-19,1752965475,Charged,o1s,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",해운대구,부산광역시,612-738,KR,,,4.99167E+18,Yes,,,,,
GPA.3333-8888-4495-62789,2025-07-19,1752965656,Charged,star2qltechn,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_5,KRW,"50,000.00","5,000.00","55,000.00",안산시,경기도,15567,KR,,,4.99167E+18,Yes,,,,,
GPA.3304-7825-5494-51800,2025-07-19,1752965861,Charged,a82xq,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",김포시,경기도,10038,KR,,,4.99167E+18,Yes,,,,,
GPA.3349-2327-7368-77521,2025-07-19,1752965930,Charged,dm3q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",홍성군,충청남도,350-801,KR,,,4.99167E+18,Yes,,,,,
GPA.3347-4524-4878-89628,2025-07-19,1752966015,Charged,dm1q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,22041,KR,,,4.99167E+18,Yes,,,,,
GPA.3306-0003-3830-93648,2025-07-19,1752966145,Charged,a33x,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,48787,KR,,,4.99167E+18,Yes,,,,,
GPA.3397-1458-2107-90124,2025-07-19,1752966180,Charged,pa3q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",중구,울산광역시,44457,KR,,,4.99167E+18,Yes,,,,,
GPA.3353-5515-2986-41897,2025-07-19,1752966181,Charged,dm1q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,22041,KR,,,4.99167E+18,Yes,,,,,
GPA.3365-7500-8993-67920,2025-07-19,1752966282,Charged,o1s,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",해운대구,부산광역시,612-738,KR,,,4.99167E+18,Yes,,,,,
GPA.3365-6330-6250-69260,2025-07-19,1752966286,Charged,e3q,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_6,KRW,"100,000.00","10,000.00","110,000.00",,,54606,KR,,,4.99167E+18,Yes,,,,,
GPA.3325-8530-1377-88807,2025-07-19,1752966293,Charged,o1s,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",해운대구,부산광역시,612-738,KR,,,4.99167E+18,Yes,,,,,
GPA.3372-5221-0051-85579,2025-07-19,1752966301,Charged,b5q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",성남시,경기도,13258,KR,,,4.99167E+18,Yes,,,,,
GPA.3308-3511-0615-60705,2025-07-19,1752966301,Charged,c2q,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_6,KRW,"100,000.00","10,000.00","110,000.00",진주시,경상남도,660-985,KR,,,4.99167E+18,Yes,,,,,
GPA.3329-4843-6189-39705,2025-07-19,1752966318,Charged,e2s,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",성남시,경기도,13406,KR,,,4.99167E+18,Yes,,,,,
GPA.3357-3052-4510-46010,2025-07-19,1752966329,Charged,pa3q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",중구,울산광역시,44457,KR,,,4.99167E+18,Yes,,,,,
GPA.3348-6495-6781-23740,2025-07-19,1752966387,Charged,dm3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",논산시,충청남도,32954,KR,,,4.99167E+18,Yes,,,,,
GPA.3329-0063-6589-69058,2025-07-19,1752966745,Charged,pa3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,4950,KR,,,4.99167E+18,Yes,,,,,
GPA.3309-2347-2388-93333,2025-07-19,1752966913,Charged,pa1q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,22705,KR,,,4.99167E+18,Yes,,,,,
GPA.3342-1348-5681-52337,2025-07-19,1752967053,Charged,a52sxq,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",대덕구,대전광역시,34319,KR,,,4.99167E+18,Yes,,,,,
GPA.3377-6846-4054-12478,2025-07-19,1752967059,Charged,pa3q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,61026,KR,,,4.99167E+18,Yes,,,,,
GPA.3369-2905-2151-06057,2025-07-19,1752967089,Charged,pa3q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,61026,KR,,,4.99167E+18,Yes,,,,,
GPA.3326-1729-5916-70467,2025-07-19,1752967110,Charged,pa3q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,61026,KR,,,4.99167E+18,Yes,,,,,
GPA.3392-2544-3493-36732,2025-07-19,1752967123,Charged,pa3q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,61026,KR,,,4.99167E+18,Yes,,,,,
GPA.3376-0829-9713-27485,2025-07-19,1752967160,Charged,pa3q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,61026,KR,,,4.99167E+18,Yes,,,,,
GPA.3316-3234-6310-76853,2025-07-19,1752967324,Charged,dm3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",오산시,경기도,447-738,KR,,,4.99167E+18,Yes,,,,,
GPA.3341-2796-4868-77417,2025-07-19,1752967338,Charged,e3q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",시흥시,경기도,429-707,KR,,,4.99167E+18,Yes,,,,,
GPA.3315-6696-4685-48434,2025-07-19,1752967655,Charged,pa3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",동구,대전광역시,34574,KR,,,4.99167E+18,Yes,,,,,
GPA.3300-0087-4000-06324,2025-07-19,1752967772,Charged,b0q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,,KR,,,4.99167E+18,Yes,,,,,
GPA.3327-3299-5292-47832,2025-07-19,1752967785,Charged,b0q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,,KR,,,4.99167E+18,Yes,,,,,
GPA.3301-2307-6195-81229,2025-07-19,1752967794,Charged,dm1q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",청주시,충청북도,28168,KR,,,4.99167E+18,Yes,,,,,
GPA.3321-0265-0881-50481,2025-07-19,1752967829,Charged,dm2q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",수원시,경기도,16666,KR,,,4.99167E+18,Yes,,,,,
GPA.3355-3122-2576-06512,2025-07-19,1752967958,Charged,dm2q,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_6,KRW,"100,000.00","10,000.00","110,000.00",송파구,서울특별시,138-170,KR,,,4.99167E+18,Yes,,,,,
GPA.3305-2975-9904-02743,2025-07-19,1752967969,Charged,dm2q,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_6,KRW,"100,000.00","10,000.00","110,000.00",송파구,서울특별시,138-170,KR,,,4.99167E+18,Yes,,,,,
GPA.3331-7853-7302-01451,2025-07-19,1752968010,Charged,pa3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",진도군,전라남도,539-840,KR,,,4.99167E+18,Yes,,,,,
GPA.3370-1751-7452-19455,2025-07-19,1752968162,Charged,b4q,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_6,KRW,"100,000.00","10,000.00","110,000.00",남구,울산광역시,44750,KR,,,4.99167E+18,Yes,,,,,
GPA.3390-8778-8421-08020,2025-07-19,1752968181,Charged,dm1q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,22041,KR,,,4.99167E+18,Yes,,,,,
GPA.3396-0914-7369-26905,2025-07-19,1752968255,Charged,r12s,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,18362,KR,,,4.99167E+18,Yes,,,,,
GPA.3332-3997-3638-73941,2025-07-19,1752968274,Charged,r12s,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,18362,KR,,,4.99167E+18,Yes,,,,,
GPA.3322-2086-8145-43050,2025-07-19,1752968478,Charged,dm3q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",안양시,경기도,430-818,KR,,,4.99167E+18,Yes,,,,,
GPA.3326-2238-4855-36403,2025-07-19,1752968493,Charged,dm3q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",안양시,경기도,430-818,KR,,,4.99167E+18,Yes,,,,,
GPA.3316-8128-8491-10219,2025-07-19,1752968665,Charged,pa1q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,10853,KR,,,4.99167E+18,Yes,,,,,
GPA.3306-0091-6097-58117,2025-07-19,1752968683,Charged,dm3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,18385,KR,,,4.99167E+18,Yes,,,,,
GPA.3316-1222-8354-81509,2025-07-19,1752968710,Charged,e2s,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_6,KRW,"100,000.00","10,000.00","110,000.00",구미시,경상북도,39278,KR,,,4.99167E+18,Yes,,,,,
GPA.3381-9195-9506-27992,2025-07-19,1752968890,Charged,g0q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",남동구,인천광역시,405-865,KR,,,4.99167E+18,Yes,,,,,
GPA.3320-0037-9233-93745,2025-07-19,1752969082,Charged,pa3q,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_4,KRW,"30,000.00","3,000.00","33,000.00",오산시,경기도,18113,KR,,,4.99167E+18,Yes,,,,,
GPA.3366-0015-3061-56408,2025-07-19,1752969189,Charged,r0q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",대전,대전광역시,300-130,KR,,,4.99167E+18,Yes,,,,,
GPA.3330-7417-3019-69504,2025-07-19,1752969223,Charged,q5q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,35372,KR,,,4.99167E+18,Yes,,,,,
GPA.3361-8560-7600-78118,2025-07-19,1752969250,Charged,b0q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,,KR,,,4.99167E+18,Yes,,,,,
GPA.3325-6040-3569-43800,2025-07-19,1752969369,Charged,pa2q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",동구,대구광역시,701-776,KR,,,4.99167E+18,Yes,,,,,
GPA.3360-9951-1097-30653,2025-07-19,1752969448,Charged,a35x,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,3303,KR,,,4.99167E+18,Yes,,,,,
GPA.3370-9678-8023-05994,2025-07-19,1752969527,Charged,dm1q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",북구,울산광역시,683-500,KR,,,4.99167E+18,Yes,,,,,
GPA.3306-1857-5108-86271,2025-07-19,1752969541,Charged,dm1q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",북구,울산광역시,683-500,KR,,,4.99167E+18,Yes,,,,,
GPA.3307-7231-8715-87307,2025-07-20,1752969631,Charged,r12s,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",수원시,경기도,16609,KR,,,4.99167E+18,Yes,,,,,
GPA.3399-1998-2293-30321,2025-07-20,1752969937,Charged,psq,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",대덕구,대전광역시,306-786,KR,,,4.99167E+18,Yes,,,,,
GPA.3331-0349-4787-20966,2025-07-20,1752969979,Charged,g0q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",남동구,인천광역시,405-865,KR,,,4.99167E+18,Yes,,,,,
GPA.3376-4852-7919-96843,2025-07-20,1752970026,Charged,a23,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,1388,KR,,,4.99167E+18,Yes,,,,,
GPA.3378-7227-3413-36638,2025-07-20,1752970174,Charged,r0q,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_4,KRW,"30,000.00","3,000.00","33,000.00",북구,대구광역시,41575,KR,,,4.99167E+18,Yes,,,,,
GPA.3371-0070-2097-32996,2025-07-20,1752970344,Charged,dm1q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,22041,KR,,,4.99167E+18,Yes,,,,,
GPA.3353-8581-0975-27168,2025-07-20,1752970359,Charged,q4q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",서초구,서울특별시,137-140,KR,,,4.99167E+18,Yes,,,,,
GPA.3331-2293-8992-28313,2025-07-20,1752970446,Charged,dm1q,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_4,KRW,"30,000.00","3,000.00","33,000.00",청주시,충청북도,28168,KR,,,4.99167E+18,Yes,,,,,
GPA.3363-4025-2424-29971,2025-07-20,1752970506,Charged,dm1q,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_4,KRW,"30,000.00","3,000.00","33,000.00",,,12021,KR,,,4.99167E+18,Yes,,,,,
GPA.3330-8036-4791-24882,2025-07-20,1752970545,Charged,b0q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,27164,KR,,,4.99167E+18,Yes,,,,,
GPA.3344-7514-6438-66942,2025-07-20,1752970563,Charged,pa2q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,33640,KR,,,4.99167E+18,Yes,,,,,
GPA.3354-4045-0901-92218,2025-07-20,1752970602,Charged,e1s,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,21328,KR,,,4.99167E+18,Yes,,,,,
GPA.3360-4593-8323-77108,2025-07-20,1752970669,Charged,dm1q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,11167,KR,,,4.99167E+18,Yes,,,,,
GPA.3344-3069-0063-06237,2025-07-20,1752970679,Charged,e3q,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_6,KRW,"100,000.00","10,000.00","110,000.00",,,54606,KR,,,4.99167E+18,Yes,,,,,
GPA.3359-2773-7278-30177,2025-07-20,1752970736,Charged,e1s,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,21328,KR,,,4.99167E+18,Yes,,,,,
GPA.3391-6416-4081-95345,2025-07-20,1752970824,Charged,q4q,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_5,KRW,"50,000.00","5,000.00","55,000.00",북구,부산광역시,46505,KR,,,4.99167E+18,Yes,,,,,
GPA.3378-1242-7371-80096,2025-07-20,1752971241,Charged,o1s,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,61474,KR,,,4.99167E+18,Yes,,,,,
GPA.3375-5947-7628-53094,2025-07-20,1752971252,Charged,o1s,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,61474,KR,,,4.99167E+18,Yes,,,,,
GPA.3354-4875-2753-99047,2025-07-20,1752971263,Charged,o1s,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,61474,KR,,,4.99167E+18,Yes,,,,,
GPA.3317-2726-7793-35289,2025-07-20,1752971311,Charged,gts8,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,136-829,KR,,,4.99167E+18,Yes,,,,,
GPA.3374-8727-6076-54172,2025-07-20,1752971411,Charged,dm1q,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_4,KRW,"30,000.00","3,000.00","33,000.00",청주시,충청북도,28168,KR,,,4.99167E+18,Yes,,,,,
GPA.3332-5824-9553-63947,2025-07-20,1752971477,Charged,rk3588s_q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,10420,KR,,,4.99167E+18,Yes,,,,,
GPA.3349-2260-2001-99599,2025-07-20,1752971480,Charged,e3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,17821,KR,,,4.99167E+18,Yes,,,,,
GPA.3375-2443-3565-35019,2025-07-20,1752971621,Charged,pa3q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",진도군,전라남도,539-840,KR,,,4.99167E+18,Yes,,,,,
GPA.3303-6911-7465-91604,2025-07-20,1752971636,Charged,pa3q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",진도군,전라남도,539-840,KR,,,4.99167E+18,Yes,,,,,
GPA.3393-7007-5450-73892,2025-07-20,1752971709,Charged,e3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",포항시,경상북도,37669,KR,,,4.99167E+18,Yes,,,,,
GPA.3300-7538-8319-71875,2025-07-20,1752971934,Charged,x1q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",고양시,경기도,10354,KR,,,4.99167E+18,Yes,,,,,
GPA.3308-2772-1926-66378,2025-07-20,1752971955,Charged,dm1q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,11167,KR,,,4.99167E+18,Yes,,,,,
GPA.3301-2975-8814-90623,2025-07-20,1752972005,Charged,pa3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",거제시,경상남도,656-779,KR,,,4.99167E+18,Yes,,,,,
GPA.3365-7291-5237-35393,2025-07-20,1752972012,Charged,psq,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",하남시,경기도,12912,KR,,,4.99167E+18,Yes,,,,,
GPA.3346-9970-5854-86963,2025-07-20,1752972022,Charged,pa3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",의왕시,경기도,16015,KR,,,4.99167E+18,Yes,,,,,
GPA.3384-0005-3748-82707,2025-07-20,1752972125,Charged,pa2q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,12312,KR,,,4.99167E+18,Yes,,,,,
GPA.3352-5108-5598-88902,2025-07-20,1752972136,Charged,pa2q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,12312,KR,,,4.99167E+18,Yes,,,,,
GPA.3316-4467-6734-81865,2025-07-20,1752972187,Charged,c1q,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_6,KRW,"100,000.00","10,000.00","110,000.00",,,630-825,KR,,,4.99167E+18,Yes,,,,,
