Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan ID,Offer ID,Group ID,First USD 1M Eligible,Promotion ID,Coupon Value,Discount Rate,Featured Product ID,Price Experiment ID
GPA.3332-8173-7179-21634,2025-07-16,1752673363,Charged,b6q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",구리시,경기도,471-834,KR,,,4.99167E+18,Yes,,,,,
GPA.3302-0100-1776-00293,2025-07-16,1752673497,Charged,c2q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,46222,KR,,,4.99167E+18,Yes,,,,,
GPA.3359-0305-4723-55780,2025-07-16,1752673672,Charged,e2s,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,39186,KR,,,4.99167E+18,Yes,,,,,
GPA.3310-1537-9694-66915,2025-07-16,1752673961,Charged,b0q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",금천구,서울특별시,8644,KR,,,4.99167E+18,Yes,,,,,
GPA.3368-4274-3430-77534,2025-07-16,1752674148,Charged,b4q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",장성군,전라남도,515-883,KR,,,4.99167E+18,Yes,,,,,
GPA.3321-1541-8569-00637,2025-07-16,1752674170,Charged,b4q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",장성군,전라남도,515-883,KR,,,4.99167E+18,Yes,,,,,
GPA.3304-8571-8366-57213,2025-07-16,1752674647,Charged,q4q,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_5,KRW,"50,000.00","5,000.00","55,000.00",사하구,부산광역시,604-768,KR,,,4.99167E+18,Yes,,,,,
GPA.3344-0068-3070-36351,2025-07-16,1752674650,Charged,q4q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",천안시,충청남도,31172,KR,,,4.99167E+18,Yes,,,,,
GPA.3303-9058-8773-66449,2025-07-16,1752674715,Charged,dm3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",전남,전라남도,555-807,KR,,,4.99167E+18,Yes,,,,,
GPA.3375-4785-7248-59800,2025-07-16,1752674718,Charged,SCG25,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",서울,서울특별시,135-899,KR,,,4.99167E+18,Yes,,,,,
GPA.3344-7881-3165-48137,2025-07-16,1752674747,Charged,e3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,61270,KR,,,4.99167E+18,Yes,,,,,
GPA.3361-0367-2579-70093,2025-07-16,1752674777,Charged,pa2q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",청주시,충청북도,28414,KR,,,4.99167E+18,Yes,,,,,
GPA.3329-9616-1445-75035,2025-07-16,1752674904,Charged,e2s,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",북구,대구광역시,41552,KR,,,4.99167E+18,Yes,,,,,
GPA.3398-3510-2974-00529,2025-07-16,1752675257,Charged,q5q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",고양시,경기도,10551,KR,,,4.99167E+18,Yes,,,,,
GPA.3309-9621-3736-56080,2025-07-16,1752675379,Charged,dm3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",동작구,서울특별시,6932,KR,,,4.99167E+18,Yes,,,,,
GPA.3325-7498-9276-34726,2025-07-16,1752675518,Charged,q5q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,10325,KR,,,4.99167E+18,Yes,,,,,
GPA.3334-3658-2782-04825,2025-07-16,1752675547,Charged,e3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,330-913,KR,,,4.99167E+18,Yes,,,,,
GPA.3387-0554-4802-78200,2025-07-16,1752675821,Charged,b0q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",제천시,충청북도,390-150,KR,,,4.99167E+18,Yes,,,,,
GPA.3332-2247-2549-25564,2025-07-16,1752675847,Charged,r0q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",칠곡군,경상북도,718-803,KR,,,4.99167E+18,Yes,,,,,
GPA.3310-3485-6669-10749,2025-07-16,1752675855,Charged,p3s,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,55017,KR,,,4.99167E+18,Yes,,,,,
GPA.3380-0399-1259-89357,2025-07-16,1752675887,Charged,dm3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,34006,KR,,,4.99167E+18,Yes,,,,,
GPA.3332-8955-0034-33043,2025-07-16,1752675957,Charged,dm1q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,16225,KR,,,4.99167E+18,Yes,,,,,
GPA.3342-6095-0201-95506,2025-07-16,1752676198,Charged,e3q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",중구,울산광역시,44551,KR,,,4.99167E+18,Yes,,,,,
GPA.3392-5371-8320-58757,2025-07-16,1752676339,Charged,b6q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",서구,대구광역시,41827,KR,,,4.99167E+18,Yes,,,,,
GPA.3369-8168-7526-99605,2025-07-16,1752676353,Charged,b6q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",서구,대구광역시,41827,KR,,,4.99167E+18,Yes,,,,,
GPA.3309-4902-7736-76084,2025-07-16,1752676419,Charged,b6q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,51179,KR,,,4.99167E+18,Yes,,,,,
GPA.3332-6458-1094-72762,2025-07-16,1752676553,Charged,pa3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,34856,KR,,,4.99167E+18,Yes,,,,,
GPA.3361-3735-6974-39186,2025-07-16,1752676801,Charged,e3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",인제군,강원도,24627,KR,,,4.99167E+18,Yes,,,,,
GPA.3332-8395-3224-71044,2025-07-16,1752676931,Charged,pa3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",성남시,경기도,463-894,KR,,,4.99167E+18,Yes,,,,,
GPA.3349-2534-2005-79127,2025-07-16,1752676987,Charged,r12s,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,11167,KR,,,4.99167E+18,Yes,,,,,
GPA.3354-0727-6023-96687,2025-07-16,1752677238,Charged,q6q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",광양시,전라남도,57753,KR,,,4.99167E+18,Yes,,,,,
GPA.3386-6890-0402-48008,2025-07-16,1752677461,Charged,e3q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",오산시,경기도,18109,KR,,,4.99167E+18,Yes,,,,,
GPA.3393-5553-1528-09688,2025-07-16,1752677473,Charged,e3q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",오산시,경기도,18109,KR,,,4.99167E+18,Yes,,,,,
GPA.3330-0060-1461-52113,2025-07-16,1752677651,Charged,dm3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",서산시,충청남도,31998,KR,,,4.99167E+18,Yes,,,,,
GPA.3367-4214-0733-54148,2025-07-16,1752677701,Charged,b4q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",성남시,경기도,13555,KR,,,4.99167E+18,Yes,,,,,
GPA.3376-9691-9116-03670,2025-07-16,1752677726,Charged,dm3q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,16830,KR,,,4.99167E+18,Yes,,,,,
GPA.3352-7016-4919-05529,2025-07-16,1752677780,Charged,dm3q,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_4,KRW,"30,000.00","3,000.00","33,000.00",,,16830,KR,,,4.99167E+18,Yes,,,,,
GPA.3368-2415-1101-99720,2025-07-16,1752677783,Charged,b5q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",화성시,경기도,18573,KR,,,4.99167E+18,Yes,,,,,
GPA.3397-0791-6403-78472,2025-07-16,1752677795,Charged,b5q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",화성시,경기도,18573,KR,,,4.99167E+18,Yes,,,,,
GPA.3393-8430-0030-87792,2025-07-16,1752677805,Charged,b5q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",화성시,경기도,18573,KR,,,4.99167E+18,Yes,,,,,
GPA.3357-8521-8907-29682,2025-07-16,1752677966,Charged,c2q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",문경시,경상북도,745-887,KR,,,4.99167E+18,Yes,,,,,
GPA.3311-6160-9707-37892,2025-07-16,1752678017,Charged,e1s,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,22189,KR,,,4.99167E+18,Yes,,,,,
GPA.3301-0617-6185-35856,2025-07-16,1752678267,Charged,e3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,22779,KR,,,4.99167E+18,Yes,,,,,
GPA.3381-4100-3049-00816,2025-07-16,1752678530,Charged,dm1q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",창원시,경상남도,51522,KR,,,4.99167E+18,Yes,,,,,
GPA.3336-3888-9521-64701,2025-07-16,1752678582,Charged,pa3q,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_4,KRW,"30,000.00","3,000.00","33,000.00",광주시,경기도,12780,KR,,,4.99167E+18,Yes,,,,,
GPA.3336-8563-4639-45588,2025-07-16,1752678582,Charged,dm3q,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_4,KRW,"30,000.00","3,000.00","33,000.00",,,55019,KR,,,4.99167E+18,Yes,,,,,
GPA.3362-4374-0076-46954,2025-07-16,1752678698,Charged,dm1q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",창원시,경상남도,51522,KR,,,4.99167E+18,Yes,,,,,
GPA.3334-7039-0703-01968,2025-07-16,1752678783,Charged,dm3q,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_5,KRW,"50,000.00","5,000.00","55,000.00",,,16830,KR,,,4.99167E+18,Yes,,,,,
GPA.3344-6287-9114-43227,2025-07-16,1752678915,Charged,e2s,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",안산시,경기도,15219,KR,,,4.99167E+18,Yes,,,,,
GPA.3328-0109-7064-14852,2025-07-16,1752678937,Charged,b5q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,22635,KR,,,4.99167E+18,Yes,,,,,
GPA.3353-0239-1212-20582,2025-07-16,1752679091,Charged,dm1q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",창원시,경상남도,51522,KR,,,4.99167E+18,Yes,,,,,
GPA.3397-6073-9138-59703,2025-07-16,1752679275,Charged,dm1q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",창원시,경상남도,51522,KR,,,4.99167E+18,Yes,,,,,
GPA.3335-5821-4841-57675,2025-07-16,1752679777,Charged,dm3q,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_5,KRW,"50,000.00","5,000.00","55,000.00",,,55019,KR,,,4.99167E+18,Yes,,,,,
GPA.3318-9655-6603-26086,2025-07-16,1752679811,Charged,b5q,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_4,KRW,"30,000.00","3,000.00","33,000.00",,,22635,KR,,,4.99167E+18,Yes,,,,,
GPA.3347-3874-0134-06672,2025-07-16,1752679861,Charged,e2s,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,34135,KR,,,4.99167E+18,Yes,,,,,
GPA.3391-9609-3932-84374,2025-07-16,1752679872,Charged,e2s,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,34135,KR,,,4.99167E+18,Yes,,,,,
GPA.3389-0182-3493-29082,2025-07-16,1752679891,Charged,b5q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,10236,KR,,,4.99167E+18,Yes,,,,,
GPA.3317-9493-9759-17648,2025-07-16,1752679949,Charged,dm3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",김포시,경기도,10102,KR,,,4.99167E+18,Yes,,,,,
GPA.3314-0593-3580-33533,2025-07-16,1752680191,Charged,dm3q,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_6,KRW,"100,000.00","10,000.00","110,000.00",,,55019,KR,,,4.99167E+18,Yes,,,,,
GPA.3306-6365-9377-63979,2025-07-16,1752680229,Charged,pa3q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",성남시,경기도,463-894,KR,,,4.99167E+18,Yes,,,,,
GPA.3341-7241-2440-78540,2025-07-16,1752680237,Charged,pa3q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",성남시,경기도,463-894,KR,,,4.99167E+18,Yes,,,,,
GPA.3348-0564-3665-60909,2025-07-16,1752680245,Charged,pa3q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",성남시,경기도,463-894,KR,,,4.99167E+18,Yes,,,,,
GPA.3385-7234-3307-18737,2025-07-16,1752680324,Charged,r11s,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,6943,KR,,,4.99167E+18,Yes,,,,,
GPA.3378-9078-8935-45565,2025-07-16,1752680376,Charged,f2q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,50819,KR,,,4.99167E+18,Yes,,,,,
GPA.3326-0656-4483-49701,2025-07-16,1752680426,Charged,b5q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,,KR,,,4.99167E+18,Yes,,,,,
GPA.3345-6304-7675-71207,2025-07-16,1752680501,Charged,pa1q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",강동구,서울특별시,134-770,KR,,,4.99167E+18,Yes,,,,,
GPA.3393-3497-8735-00999,2025-07-16,1752680503,Charged,pa3q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",성남시,경기도,463-894,KR,,,4.99167E+18,Yes,,,,,
GPA.3337-3758-0028-43211,2025-07-16,1752680510,Charged,pa3q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",성남시,경기도,463-894,KR,,,4.99167E+18,Yes,,,,,
GPA.3301-1716-0713-89243,2025-07-16,1752680520,Charged,pa3q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",성남시,경기도,463-894,KR,,,4.99167E+18,Yes,,,,,
GPA.3338-5351-0414-46585,2025-07-16,1752680586,Charged,b2q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,5501,KR,,,4.99167E+18,Yes,,,,,
GPA.3372-5450-9624-59764,2025-07-16,1752680839,Charged,e2s,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",북구,대구광역시,41552,KR,,,4.99167E+18,Yes,,,,,
GPA.3316-6334-6156-56327,2025-07-16,1752680957,Charged,b5q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,22635,KR,,,4.99167E+18,Yes,,,,,
GPA.3335-5511-1556-40964,2025-07-16,1752681827,Charged,dm1q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",창원시,경상남도,51522,KR,,,4.99167E+18,Yes,,,,,
GPA.3360-5022-2782-60869,2025-07-16,1752681938,Charged,b5q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,22635,KR,,,4.99167E+18,Yes,,,,,
GPA.3344-4284-3973-20041,2025-07-16,1752682199,Charged,gts9fewifi,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,53248,KR,,,4.99167E+18,Yes,,,,,
GPA.3383-9953-6974-67110,2025-07-16,1752682215,Charged,gts9fewifi,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,53248,KR,,,4.99167E+18,Yes,,,,,
GPA.3351-8859-2705-15874,2025-07-16,1752682244,Charged,r0q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,41136,KR,,,4.99167E+18,Yes,,,,,
GPA.3366-2053-3828-59542,2025-07-16,1752682287,Charged,e2s,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",남동구,인천광역시,405-260,KR,,,4.99167E+18,Yes,,,,,
GPA.3331-1901-7616-96616,2025-07-16,1752682289,Charged,b6q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,41068,KR,,,4.99167E+18,Yes,,,,,
GPA.3311-4156-6588-19641,2025-07-16,1752682302,Charged,b6q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,41068,KR,,,4.99167E+18,Yes,,,,,
GPA.3391-5947-8100-08029,2025-07-16,1752682405,Charged,pa3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",남동구,인천광역시,21681,KR,,,4.99167E+18,Yes,,,,,
GPA.3364-9011-4153-46018,2025-07-16,1752682687,Charged,dm2q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",강서구,서울특별시,157-898,KR,,,4.99167E+18,Yes,,,,,
GPA.3307-5044-1592-56564,2025-07-16,1752682698,Charged,dm2q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",강서구,서울특별시,157-898,KR,,,4.99167E+18,Yes,,,,,
GPA.3353-9211-9898-83724,2025-07-16,1752682713,Charged,e3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,54606,KR,,,4.99167E+18,Yes,,,,,
GPA.3307-4220-6058-54149,2025-07-16,1752682766,Charged,r0q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",창원시,경상남도,51266,KR,,,4.99167E+18,Yes,,,,,
GPA.3370-0954-8403-14365,2025-07-16,1752682773,Charged,q6q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",하동군,경상남도,52349,KR,,,4.99167E+18,Yes,,,,,
GPA.3352-1548-0846-40452,2025-07-16,1752683267,Charged,e1s,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,1422,KR,,,4.99167E+18,Yes,,,,,
GPA.3384-4919-4978-92010,2025-07-16,1752683477,Charged,o1s,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",부천시,경기도,421-730,KR,,,4.99167E+18,Yes,,,,,
GPA.3332-6856-1852-85375,2025-07-16,1752683732,Charged,e1s,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,1422,KR,,,4.99167E+18,Yes,,,,,
GPA.3388-0668-5738-85891,2025-07-16,1752683735,Charged,b5q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,22635,KR,,,4.99167E+18,Yes,,,,,
GPA.3307-4679-9929-10548,2025-07-16,1752683768,Charged,b5q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,22635,KR,,,4.99167E+18,Yes,,,,,
GPA.3344-9733-2928-41626,2025-07-16,1752683937,Charged,e2s,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",북구,대구광역시,41552,KR,,,4.99167E+18,Yes,,,,,
GPA.3351-7870-7453-51300,2025-07-16,1752684089,Charged,pa3q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",평택시,경기도,17921,KR,,,4.99167E+18,Yes,,,,,
GPA.3392-7503-9386-85440,2025-07-16,1752684103,Charged,pa3q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",평택시,경기도,17921,KR,,,4.99167E+18,Yes,,,,,
