Event Action,Event Label,ItemPurchased (App),Event 값 (App),cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudden_Product_Stage__8,500~550,34,37400,525,,,,account_Product_Hero_2__4,,,,,,,,,,,,,,,,,,,,,5500,,,,,,,,,,,,,,,,,,,,5500,5500,0.03%
(0)_account_Product_4__0,400~450,33,3630,425,,,,account_Product_Hero_3__0,,1320,330,330,,660,660,990,,1650,,330,,,990,990,2970,660,1320,330,330,,,,,,,,,,,,,,,,,,,,13860,13860,0.07%
(0)_account_Product_6__0,150~200,33,3630,175,,,,account_Product_Hero_3__1,,550,,,,,,,,,,550,,,,1100,,,1100,550,550,550,,,,,,,,,,,,,,,,,,,4950,4950,0.03%
Minigame_Product_draw_1__1100,300~350,33,36300,325,,,,account_Product_Hero_3__2,,,,,,,1100,,,,,,,,,,,2200,,1100,1100,1100,,,,,,,,,,,,,,,,,,,6600,6600,0.03%
Sudden_Product_Stage__0,110~120,33,36300,115,,,,account_Product_Hero_3__3,,,,,,,,,,,,,,,,,,,,,,6600,,,,3300,,,,,,,,,,,,,,,9900,9900,0.05%
Sudden_Product_Weapon__0,80~90,33,10890,85,,,,account_Product_Hero_3__4,,,,,,,,,,,,,,,,,,,,,,5500,,,,,,,,,,,,,,,,,,,5500,5500,0.03%
(0)_account_Product_3__0,500~550,32,3520,525,,,,account_Product_Hero_4__0,,990,330,330,330,660,660,1320,,1650,660,,,330,1650,1650,5280,990,3300,,,330,330,,,,,,,,,,,,,,,,,,20790,20790,0.11%
(0)_account_Product_4__0,350~400,32,3520,375,,,,account_Product_Hero_4__1,,550,,,,,,550,,,550,550,,,550,550,3300,1100,2750,,,,1100,,,,,,,,,,,,,,,,,,11550,11550,0.06%
account_Product_draw_3__1,350~400,32,17600,375,,,,account_Product_Hero_4__2,,,,,,,1100,1100,,,,,,,1100,,3300,2200,1100,,1100,,1100,,,,,,,,,,,,,,,,,,12100,12100,0.06%
Minigame_Product_draw_4__3300,350~400,32,105600,375,,,,account_Product_Hero_4__3,,,,,,,,,,,,,,,,,9900,,3300,3300,,3300,3300,,,,,,,,,,,,,,,,,,23100,23100,0.12%
Pass_Product_3__0,250~300,32,17600,275,,,,account_Product_Hero_4__4,,,,,,,,,,,,,,,,,5500,5500,,,,5500,5500,,,5500,,,,,,,,,,,,,,,27500,27500,0.14%
Sudden_Product_Growth1__2,250~300,32,35200,275,,,,account_Product_Hero_5__0,,990,330,330,,660,660,660,,990,,330,,,660,330,2310,990,990,,,330,,,,,,,,,,,,,,,,,,,10560,10560,0.05%
Sudden_Product_Growth1__5,400~450,32,35200,425,,,,account_Product_Hero_5__1,,550,,,,,,,,,,1100,,,,550,,,1100,,,550,,,,,,,,,,,,,,,,,,,3850,3850,0.02%
account_Product_draw_1__1,200~250,31,3410,225,,,,account_Product_Hero_5__2,,,,,,,1100,,,,,,,,,,,2200,,1100,,1100,,,,,,,,,,,,,,,,,,,5500,5500,0.03%
account_Product_draw_4__2,350~400,31,34100,375,,,,account_Product_Hero_5__3,,,,,,,,,,,,,,,,,,,,3300,,3300,3300,,,,,,,,,,,,,,,,,,9900,9900,0.05%
Minigame_Product_draw_0__550,200~250,31,17050,225,,,,account_Product_Hero_5__4,,,,,,,,,,,,,,,,,,,,,,5500,,,,5500,,,,,,,,,,,,,,,11000,11000,0.06%
Sudden_Product_Boost__0,400~450,31,10230,425,,,,account_Product_Hero_6__0,330,1650,2640,1320,2640,660,1650,3960,,3960,990,990,990,,5610,7590,8910,2640,4620,1320,660,660,,330,,,,,,,,,,,,,,,,,54120,54120,0.28%
Sudden_Product_Weapon__0,50~60,31,10230,55,,,,account_Product_Hero_6__1,,550,550,550,1650,1100,550,2200,,1650,1100,550,550,,1650,6600,4400,2200,3850,2200,550,1100,550,550,,,,,,,,,,,,,,,,,34650,34650,0.18%
Sudden_Product_Weapon__1,90~100,31,17050,95,,,,account_Product_Hero_6__2,,,1100,,,2200,2200,3300,,2200,1100,1100,,,,5500,6600,2200,7700,6600,1100,,1100,1100,,,,,,,,,,,,,,,,,45100,45100,0.23%
(0)_account_Product_2__0,350~400,30,3300,375,,,,account_Product_Hero_6__3,,,,,,3300,,9900,,3300,,,3300,,,3300,6600,3300,6600,16500,3300,,,,,,,,,,,,,,,,,,,,59400,59400,0.30%
account_Product_draw_3__2,350~400,30,33000,375,,,,account_Product_Hero_6__4,,,,,,,,,5500,,,,5500,,,5500,16500,5500,11000,5500,11000,,,,,,,,,,,,,,,,,,,,66000,66000,0.34%
Minigame_Product_draw_6__5500,250~300,30,165000,275,,,,account_Product_Hero_7__0,,990,660,990,,990,1320,1650,,4950,1650,330,,,660,1320,1320,990,990,330,990,,,,,,,,,,,,,,,,,,,,20130,20130,0.10%
Pass_Product_2__0,250~300,30,16500,275,,,,account_Product_Hero_7__1,,,,,,,550,,,1650,,1100,,,,,,,1100,550,1650,,,,550,,,,,,,,,,,,,,,,7150,7150,0.04%
Pass_Product_3__1,250~300,30,23100,275,,,,account_Product_Hero_7__2,,,,,,,1100,,,,,,,,,,,1100,,2200,,,,1100,,,,,,,,,,,,,,,,,5500,5500,0.03%
Pass_Product_3__2,250~300,30,33000,275,,,,account_Product_Hero_7__3,,,,,,,,,,,,,,,,,,3300,,3300,,,,,,,,,,,,,,,,,,,,,6600,6600,0.03%
Sudden_Product_Hero1__3,350~400,30,99000,375,,,,account_Product_Hero_7__4,,,,,,,,,,,,,,,,,,,,5500,,,,,,,,,,,,,,,,,,,,,5500,5500,0.03%
Sudden_Product_Weapon__1,110~120,30,16500,115,,,,account_Product_Hero_8__0,,660,330,660,,990,330,1650,,990,990,330,,,330,1320,1980,990,1980,330,660,,,,330,,,,,,,,,,,,,,,,14850,14850,0.08%
(0)_account_Product_6__0,200~250,29,3190,225,,,,account_Product_Hero_8__1,,,,,,,550,,,,550,1100,,,,,,,1650,,,,,,550,,,,,,,,,,,,,,,,4400,4400,0.02%
account_Product_draw_4__1,300~350,29,15950,325,,,,account_Product_Hero_8__2,,,,,,,1100,,,,,,,,,,,1100,,,1100,,,,1100,,,,,,,,,,,,,,,,4400,4400,0.02%
account_Product_draw_5__1,350~400,29,15950,375,,,,account_Product_Hero_8__3,,,,,,,,,,,,,,,,,,3300,,,,3300,,,3300,,,,,,,,,,,,,,,,9900,9900,0.05%
Pass_Product_1__1,250~300,29,22330,275,,,,account_Product_Hero_8__4,,,,,,,,,,,,,,,,,,,,,,5500,,,5500,,,,,,,,,,,,,,,,11000,11000,0.06%
Sudden_Product_Growth1__0,110~120,29,15950,115,,,,account_Product_Hero_9__0,,660,330,660,,990,660,1650,,660,660,330,,,330,1650,2310,990,1980,660,,,,,,,,330,,,,,,,,,,,,,14850,14850,0.08%
Sudden_Product_Growth2__0,90~100,29,9570,95,,,,account_Product_Hero_9__1,,,,,,,550,,,,,1100,,,,,,,1650,550,,,,,,,,,,,,,,,,,,,,,3850,3850,0.02%
Sudden_Product_Hero1__0,110~120,29,9570,115,,,,account_Product_Hero_9__2,,,,,,,1100,,,,,,,,,,,1100,1100,2200,,,,,1100,,,,,,,,,,,,,,,,6600,6600,0.03%
account_Product_draw_4__1,350~400,28,15400,375,,,,account_Product_Hero_9__3,,,,,,,,,,,,,,,,,,3300,3300,3300,,,,,3300,,,,,,,,,,,,,,,,13200,13200,0.07%
Sudden_Product_Boost__0,350~400,28,9240,375,,,,account_Product_Hero_9__4,,,,,,,,,,,,,,,,,,,,5500,,,,,5500,,,,,,,,,,,,,,,,11000,11000,0.06%
