Event Category,,Product ID,Product Price,a_attendance_count,a_user_name,a_user_stage,b.diamond,b.ruby,curserver,iap_platform,install_day,total_payment_amount,user_rank
ItemPurchased (App),,Sudden_Product_Boost__4,5500,39,럭키스트라이크,771,491286,8030,1,OneStore,2025-07-21,2160400,12
ItemPurchased (App),,(0)_account_Product_7__0,110,42,깐세,367,338482,110,1,GooglePlay,2025-07-17,82500,990
ItemPurchased (App),,(0)_account_Product_6__0,110,42,깐세,367,338482,110,1,GooglePlay,2025-07-17,82500,990
ItemPurchased (App),,(0)_account_Product_5__0,110,42,깐세,367,338482,110,1,GooglePlay,2025-07-17,82500,990
ItemPurchased (App),,(0)_account_Product_4__0,110,42,깐세,367,338482,330,1,GooglePlay,2025-07-17,82500,990
ItemPurchased (App),,(0)_account_Product_3__0,110,42,깐세,367,334482,550,1,GooglePlay,2025-07-17,82500,990
ItemPurchased (App),,(0)_account_Product_2__0,110,42,깐세,367,334482,550,1,GooglePlay,2025-07-17,82500,990
ItemPurchased (App),,(0)_account_Product_1__0,110,42,깐세,367,329482,770,1,GooglePlay,2025-07-17,82500,990
ItemPurchased (App),,account_Product_draw_5__2,1100,42,깐세,367,326482,880,1,GooglePlay,2025-07-17,82500,990
ItemPurchased (App),,(0)_account_Product_3__0,110,37,아까그넘,447,11768,0,1,GooglePlay,2025-07-23,618200,159
ItemPurchased (App),,(0)_account_Product_1__0,110,37,아까그넘,447,9768,110,1,GooglePlay,2025-07-23,618200,159
ItemPurchased (App),,(0)_account_Product_2__0,110,37,아까그넘,447,6768,220,1,GooglePlay,2025-07-23,618200,159
ItemPurchased (App),,(0)_account_Product_7__0,110,37,아까그넘,447,3768,330,1,GooglePlay,2025-07-23,618200,159
ItemPurchased (App),,(0)_account_Product_6__0,110,37,아까그넘,447,3768,440,1,GooglePlay,2025-07-23,618200,159
ItemPurchased (App),,(0)_account_Product_4__0,110,37,아까그넘,447,3768,550,1,GooglePlay,2025-07-23,618200,159
ItemPurchased (App),,Sudden_Product_Hero2__3,3300,34,정동인,396,167308,0,1,GooglePlay,2025-07-26,113300,442
ItemPurchased (App),,account_Product_draw_4__1,550,3,문학이,145,23522,110,1,GooglePlay,2025-08-26,49500,6067
ItemPurchased (App),,account_Product_draw_5__4,5500,11,Hotal,587,204875,0,1,GooglePlay,2025-08-18,1769900,30
ItemPurchased (App),,Pass_Product_0__4,3300,24,금재곱,567,1703988,440,1,GooglePlay,2025-08-04,2357300,34
ItemPurchased (App),,Pass_Product_3__13,3300,24,금재곱,567,1278988,3740,1,GooglePlay,2025-08-04,2357300,34
ItemPurchased (App),,Pass_Product_3__12,3300,24,금재곱,567,853988,7040,1,GooglePlay,2025-08-04,2357300,34
ItemPurchased (App),,Pass_Product_3__11,3300,24,금재곱,567,428988,10340,1,GooglePlay,2025-08-04,2357300,34
ItemPurchased (App),,(0)_account_Product_1__0,110,11,Hotal,583,8500,0,1,GooglePlay,2025-08-18,1714900,30
ItemPurchased (App),,(0)_account_Product_2__0,110,11,Hotal,583,5500,110,1,GooglePlay,2025-08-18,1714900,30
ItemPurchased (App),,(0)_account_Product_2__0,110,33,아루맘,520,6936,330,1,GooglePlay,2025-07-26,411400,76
ItemPurchased (App),,(0)_account_Product_3__2,1100,11,Hotal,582,24500,220,1,GooglePlay,2025-08-18,1714900,30
ItemPurchased (App),,Sudden_Product_Bead1__2,2200,41,태백,598,35379,0,1,GooglePlay,2025-07-18,1128600,28
ItemPurchased (App),,Sudden_Product_Growth1__4,1100,29,북조선고사포,368,77534,770,1,GooglePlay,2025-07-31,62700,947
ItemPurchased (App),,Sudden_Product_Research__6,3300,11,Hotal,581,106650,1320,1,GooglePlay,2025-08-18,1714900,30
ItemPurchased (App),,account_Product_draw_4__0,110,3,문학이,133,77222,0,1,GooglePlay,2025-08-26,42900,6281
ItemPurchased (App),,(0)_account_Product_3__1,550,11,Hotal,581,69475,4620,1,GooglePlay,2025-08-18,1714900,30
ItemPurchased (App),,(0)_account_Product_3__0,110,11,Hotal,581,59475,5170,1,GooglePlay,2025-08-18,1714900,30
ItemPurchased (App),,(0)_account_Product_7__0,110,11,Hotal,581,57475,5280,1,GooglePlay,2025-08-18,1714900,30
ItemPurchased (App),,(0)_account_Product_6__0,110,11,Hotal,581,57475,5390,1,GooglePlay,2025-08-18,1714900,30
ItemPurchased (App),,Sudden_Product_Stage__5,3300,22,러미,351,516212,220,1,GooglePlay,2025-08-07,130900,1399
ItemPurchased (App),,(0)_account_Product_6__0,110,42,JJJ0738,827,366532,3300,1,OneStore,2025-07-18,3349500,9
ItemPurchased (App),,(0)_account_Product_6__0,110,37,장수척준경,497,9301,0,1,GooglePlay,2025-07-22,606100,100
ItemPurchased (App),,Sudden_Product_Boost__1,550,31,일해라정차장,527,23429,150,1,GooglePlay,2025-07-29,820600,66
ItemPurchased (App),,Preminum_Product__4,660,31,초인고양이,487,124905,110,1,GooglePlay,2025-07-29,352000,110
ItemPurchased (App),,Preminum_Product__3,660,31,초인고양이,487,113905,770,1,GooglePlay,2025-07-29,352000,110
ItemPurchased (App),,Pass_Product_0__8,3300,319,다산,1006,332240,3630,0,GooglePlay,2024-10-14,700700,31
ItemPurchased (App),,Pass_Product_0__7,3300,319,다산,1006,332240,6930,0,GooglePlay,2024-10-14,700700,31
ItemPurchased (App),,Pass_Product_0__6,3300,319,다산,1006,332240,10230,0,GooglePlay,2024-10-14,700700,31
ItemPurchased (App),,Pass_Product_0__5,3300,319,다산,1006,332240,10230,0,GooglePlay,2024-10-14,700700,31
ItemPurchased (App),,Pass_Product_0__4,3300,319,다산,1006,332240,16830,0,GooglePlay,2024-10-14,700700,31
ItemPurchased (App),,Pass_Product_0__3,2200,319,다산,1006,332240,20130,0,GooglePlay,2024-10-14,700700,31
ItemPurchased (App),,Pass_Product_0__2,1100,319,다산,1006,332240,22330,0,GooglePlay,2024-10-14,700700,31
ItemPurchased (App),,Pass_Product_0__1,770,319,다산,1006,329390,23430,0,GooglePlay,2024-10-14,700700,33
ItemPurchased (App),,Sudden_Product_Bead1__6,3300,319,다산,1006,237290,24200,0,GooglePlay,2024-10-14,700700,33
ItemPurchased (App),,Sudden_Product_Bead1__7,1100,319,다산,1006,192290,27500,0,GooglePlay,2024-10-14,700700,33
ItemPurchased (App),,Sudden_Product_Bead1__8,2200,319,다산,1006,171290,28600,0,GooglePlay,2024-10-14,700700,33
ItemPurchased (App),,Sudden_Product_Research__8,1100,32,밥이,556,8467,0,1,GooglePlay,2025-07-28,966900,42
ItemPurchased (App),,Sudden_Product_Bead1__3,3300,319,다산,1006,1034790,30800,0,GooglePlay,2024-10-14,700700,33
ItemPurchased (App),,Sudden_Product_Bead1__4,1100,319,다산,1005,977065,34100,0,GooglePlay,2024-10-14,700700,35
ItemPurchased (App),,Sudden_Product_Bead1__5,2200,319,다산,1004,957065,35200,0,GooglePlay,2024-10-14,700700,35
ItemPurchased (App),,Sudden_Product_Stage__18,5500,319,다산,1004,926065,37400,0,GooglePlay,2024-10-14,700700,35
ItemPurchased (App),,Preminum_Product__4,660,33,허어어니,559,136126,440,1,GooglePlay,2025-07-27,1040600,38
ItemPurchased (App),,Sudden_Product_Growth1__7,2200,32,밥이,556,100692,1100,1,GooglePlay,2025-07-28,966900,42
ItemPurchased (App),,Preminum_Product__4,660,33,아루맘,517,47811,440,1,GooglePlay,2025-07-26,411400,78
ItemPurchased (App),,Preminum_Product__3,660,33,아루맘,517,36811,1100,1,GooglePlay,2025-07-26,411400,78
ItemPurchased (App),,(0)_account_Product_7__0,110,33,아루맘,517,20811,1760,1,GooglePlay,2025-07-26,411400,78
ItemPurchased (App),,(0)_account_Product_6__0,110,33,아루맘,517,20811,1870,1,GooglePlay,2025-07-26,411400,78
ItemPurchased (App),,Pass_Product_3__0,550,319,다산,1001,264065,42900,0,GooglePlay,2024-10-14,700700,36
ItemPurchased (App),,Pass_Product_2__0,550,319,다산,1001,194065,43450,0,GooglePlay,2024-10-14,700700,36
ItemPurchased (App),,Pass_Product_1__0,550,319,다산,1001,124065,44000,0,GooglePlay,2024-10-14,700700,36
ItemPurchased (App),,Sudden_Product_Bead1__4,1100,334,동행,1248,192011,110,0,OneStore,2024-09-29,4596800,5
ItemPurchased (App),,Diamond_Product__5,5900,31,암부,927,601201,2580,1,GooglePlay,2025-07-29,5837700,3
ItemPurchased (App),,(0)_account_Product_7__0,110,31,암부,927,270201,8480,1,GooglePlay,2025-07-29,5837700,3
ItemPurchased (App),,(0)_account_Product_6__0,110,31,암부,927,270201,8590,1,GooglePlay,2025-07-29,5837700,3
ItemPurchased (App),,Sudden_Product_Hero1__3,3300,26,아모르,366,245518,0,1,GooglePlay,2025-08-03,121000,1027
ItemPurchased (App),,(0)_account_Product_4__0,110,22,리혜,433,9208,330,1,GooglePlay,2025-08-05,250800,213
ItemPurchased (App),,account_Product_draw_5__1,550,41,민들레옹,488,57512,0,1,GooglePlay,2025-07-18,194700,110
ItemPurchased (App),,Sudden_Product_Bead1__0,550,41,민들레옹,488,37512,550,1,GooglePlay,2025-07-18,194700,110
ItemPurchased (App),,Sudden_Product_Research__12,3300,38,럭키스트라이크,754,219079,2530,1,GooglePlay,2025-07-21,2050400,14
ItemPurchased (App),,Preminum_Product__4,660,196,서기적,674,16198,110,0,OneStore,2024-09-30,164400,198
ItemPurchased (App),,Sudden_Product_Growth2__0,330,1,은근슬젓,67,51692,0,1,GooglePlay,2025-08-27,14300,15632
ItemPurchased (App),,Sudden_Product_Weapon__0,330,1,은근슬젓,67,37692,330,1,GooglePlay,2025-08-27,14300,15632
ItemPurchased (App),,Sudden_Product_Bead1__1,1100,41,민들레옹,487,79712,0,1,GooglePlay,2025-07-18,183700,110
ItemPurchased (App),,account_Product_draw_4__0,110,3,크로노시아,118,213036,0,1,GooglePlay,2025-08-25,29700,7083
ItemPurchased (App),,Sudden_Product_Armor__1,550,12,인간홍삼,333,36121,2200,1,GooglePlay,2025-08-16,297000,1598
ItemPurchased (App),,account_Product_draw_5__0,110,10,마카다미,290,78286,220,1,GooglePlay,2025-08-18,143000,2256
ItemPurchased (App),,account_Product_draw_5__0,110,4,roy,227,83463,110,1,GooglePlay,2025-08-24,38500,4295
ItemPurchased (App),,account_Product_draw_3__0,110,15,마들역,297,10755,0,1,GooglePlay,2025-08-12,106700,2154
ItemPurchased (App),,account_Product_Hero_2__0,330,15,마들역,297,2355,110,1,GooglePlay,2025-08-12,106700,2154
ItemPurchased (App),,account_Product_Hero_0__0,330,15,마들역,297,2355,440,1,GooglePlay,2025-08-12,106700,2154
ItemPurchased (App),,account_Product_Hero_6__1,550,15,마들역,297,2355,770,1,GooglePlay,2025-08-12,106700,2154
ItemPurchased (App),,account_Product_Hero_6__0,330,15,마들역,297,2355,1320,1,GooglePlay,2025-08-12,106700,2154
ItemPurchased (App),,account_Product_Hero_1__2,1100,15,마들역,297,1355,1650,1,GooglePlay,2025-08-12,106700,2154
ItemPurchased (App),,account_Product_Hero_1__1,550,15,마들역,297,2755,2750,1,GooglePlay,2025-08-12,106700,2154
ItemPurchased (App),,account_Product_Hero_1__0,330,15,마들역,297,2755,0,1,GooglePlay,2025-08-12,73700,2154
ItemPurchased (App),,Pass_Product_2__3,2200,24,teamnose,425,452585,110,1,GooglePlay,2025-08-03,639100,321
ItemPurchased (App),,Pass_Product_1__3,2200,24,teamnose,425,340585,2310,1,GooglePlay,2025-08-03,639100,321
ItemPurchased (App),,(0)_account_Product_6__0,110,3,크로노시아,114,325060,110,1,GooglePlay,2025-08-25,29700,7320
ItemPurchased (App),,Sudden_Product_Hero1__0,330,2,트리콜로,81,36443,770,1,GooglePlay,2025-08-26,18700,9544
ItemPurchased (App),,Sudden_Product_Stage__9,3300,29,이야이,550,699374,110,1,OneStore,2025-07-30,1078000,45
ItemPurchased (App),,(0)_account_Product_3__0,110,38,허요허요,431,26008,110,1,GooglePlay,2025-07-21,200200,224
ItemPurchased (App),,Diamond_Product__1,330,29,hyeong04,375,10589,0,1,GooglePlay,2025-07-30,51700,797
ItemPurchased (App),,Sudden_Product_Hero1__1,550,1,푸우웅,56,174863,1430,1,GooglePlay,2025-08-27,150700,13782
ItemPurchased (App),,Sudden_Product_Hero1__0,330,1,푸우웅,56,315863,1980,1,GooglePlay,2025-08-27,150700,13782
ItemPurchased (App),,Sudden_Product_Armor__0,330,1,푸우웅,56,303863,2310,1,GooglePlay,2025-08-27,150700,13782
ItemPurchased (App),,Sudden_Product_Weapon__0,330,1,푸우웅,56,289863,2640,1,GooglePlay,2025-08-27,150700,13782
ItemPurchased (App),,Sudden_Product_Growth2__0,330,1,푸우웅,56,275863,2970,1,GooglePlay,2025-08-27,150700,13782
ItemPurchased (App),,account_Product_draw_0__2,550,10,Hotal,572,81510,0,1,GooglePlay,2025-08-18,1659900,37
ItemPurchased (App),,Sudden_Product_Growth2__1,550,2,문학이,115,72930,110,1,GooglePlay,2025-08-26,42900,7053
ItemPurchased (App),,Pass_Product_3__2,1100,24,짱주숭,444,542531,1100,1,GooglePlay,2025-08-04,456500,190
ItemPurchased (App),,Pass_Product_3__1,770,24,짱주숭,444,402531,2200,1,GooglePlay,2025-08-04,456500,190
ItemPurchased (App),,Pass_Product_3__0,550,24,짱주숭,444,302531,2970,1,GooglePlay,2025-08-04,456500,190
ItemPurchased (App),,(1)_account_Product_6__1,1100,10,Hotal,572,60560,550,1,GooglePlay,2025-08-18,1659900,37
ItemPurchased (App),,Sudden_Product_Hero1__0,330,2,문학이,115,48730,0,1,GooglePlay,2025-08-26,36300,7053
ItemPurchased (App),,(0)_account_Product_4__0,110,1,혜디,66,73665,220,1,GooglePlay,2025-08-27,14300,11167
ItemPurchased (App),,(0)_account_Product_3__2,1100,10,Hotal,571,59360,1650,1,GooglePlay,2025-08-18,1659900,37
ItemPurchased (App),,Preminum_Product__4,660,1,푸우웅,56,299088,0,1,GooglePlay,2025-08-27,117700,13782
ItemPurchased (App),,Preminum_Product__3,660,1,푸우웅,56,288088,660,1,GooglePlay,2025-08-27,117700,13782
ItemPurchased (App),,Preminum_Product__2,1980,1,푸우웅,56,272088,1320,1,GooglePlay,2025-08-27,117700,13782
ItemPurchased (App),,Pass_Product_3__0,550,1,푸우웅,56,241088,3300,1,GooglePlay,2025-08-27,117700,13782
ItemPurchased (App),,Pass_Product_2__0,550,1,푸우웅,56,221488,3850,1,GooglePlay,2025-08-27,117700,13782
ItemPurchased (App),,Pass_Product_1__0,550,1,푸우웅,56,190688,4400,1,GooglePlay,2025-08-27,117700,13782
ItemPurchased (App),,Pass_Product_0__0,550,1,푸우웅,56,168188,4950,1,GooglePlay,2025-08-27,117700,13782
ItemPurchased (App),,(0)_account_Product_4__2,1100,1,푸우웅,56,159788,5500,1,GooglePlay,2025-08-27,117700,13782
ItemPurchased (App),,(1)_account_Product_2__0,1100,1,푸우웅,56,139788,6600,1,GooglePlay,2025-08-27,117700,13782
ItemPurchased (App),,(1)_account_Product_1__0,1100,1,푸우웅,56,115788,7700,1,GooglePlay,2025-08-27,117700,13782
ItemPurchased (App),,(0)_account_Product_4__1,550,1,푸우웅,56,85788,8800,1,GooglePlay,2025-08-27,117700,13782
ItemPurchased (App),,(0)_account_Product_2__1,550,1,푸우웅,56,75788,9350,1,GooglePlay,2025-08-27,117700,13782
ItemPurchased (App),,(0)_account_Product_1__1,550,1,푸우웅,56,64788,9900,1,GooglePlay,2025-08-27,117700,13782
ItemPurchased (App),,(0)_account_Product_7__0,110,1,푸우웅,56,54788,10450,1,GooglePlay,2025-08-27,117700,13782
ItemPurchased (App),,(0)_account_Product_6__0,110,1,푸우웅,56,54788,10560,1,GooglePlay,2025-08-27,117700,13782
ItemPurchased (App),,(0)_account_Product_4__0,110,1,푸우웅,56,54788,10670,1,GooglePlay,2025-08-27,117700,13782
ItemPurchased (App),,(0)_account_Product_2__0,110,1,푸우웅,56,52788,10780,1,GooglePlay,2025-08-27,117700,13782
ItemPurchased (App),,(0)_account_Product_1__0,110,1,푸우웅,56,49788,10890,1,GooglePlay,2025-08-27,117700,13782
ItemPurchased (App),,Sudden_Product_Growth2__3,3300,4,Romee,171,591098,660,1,GooglePlay,2025-08-23,117700,6101
ItemPurchased (App),,(1)_account_Product_8__0,1100,10,Hotal,560,42260,2750,1,GooglePlay,2025-08-18,1659900,37
ItemPurchased (App),,Sudden_Product_Growth1__7,2200,10,Hotal,559,105285,3850,1,GooglePlay,2025-08-18,1659900,37
ItemPurchased (App),,Sudden_Product_Hero1__2,1100,7,모래내,249,46118,1100,1,GooglePlay,2025-08-21,139700,3512
ItemPurchased (App),,Sudden_Product_Growth2__0,330,2,소쩍새,91,39674,220,1,GooglePlay,2025-08-26,14300,8313
ItemPurchased (App),,Pass_Product_0__3,2200,7,모래내,249,421618,2200,1,GooglePlay,2025-08-21,139700,3512
ItemPurchased (App),,Pass_Product_0__2,1100,7,모래내,249,141618,4400,1,GooglePlay,2025-08-21,139700,3512
ItemPurchased (App),,Sudden_Product_Growth2__0,330,2,문학이,111,74455,330,1,GooglePlay,2025-08-26,36300,7216
ItemPurchased (App),,(0)_account_Product_3__0,110,26,킹스날,351,706090,110,1,GooglePlay,2025-08-01,117700,1290
ItemPurchased (App),,account_Product_draw_4__1,550,24,짱주숭,441,218221,220,1,GooglePlay,2025-08-04,423500,193
ItemPurchased (App),,Sudden_Product_Growth2__0,330,1,혜디,60,168365,330,1,GooglePlay,2025-08-27,14300,12200
ItemPurchased (App),,Sudden_Product_Hero2__3,3300,36,행수,389,152117,0,1,GooglePlay,2025-07-23,111100,510
ItemPurchased (App),,Sudden_Product_Growth2__3,3300,8,한글로6자,234,151925,0,1,GooglePlay,2025-08-20,94600,4016
ItemPurchased (App),,Sudden_Product_Weapon__1,550,10,비츠,260,38097,110,1,GooglePlay,2025-08-18,78100,3195
ItemPurchased (App),,Sudden_Product_Stage__8,1100,40,데몬,501,291520,480,1,GooglePlay,2025-07-19,696300,102
ItemPurchased (App),,Sudden_Product_Hero2__3,3300,27,쌈쟁이,426,834604,110,1,GooglePlay,2025-07-31,832700,333
ItemPurchased (App),,account_Product_draw_4__2,1100,37,안산한량,389,81289,0,1,GooglePlay,2025-07-20,89100,510
ItemPurchased (App),,account_Product_draw_5__2,1100,37,안산한량,389,41289,1100,1,GooglePlay,2025-07-20,89100,510
ItemPurchased (App),,account_Product_draw_0__1,110,30,하늘고백,373,24492,0,1,GooglePlay,2025-07-29,26400,822
ItemPurchased (App),,account_Product_draw_3__1,550,30,하늘고백,373,20392,110,1,GooglePlay,2025-07-29,26400,822
ItemPurchased (App),,Sudden_Product_Growth1__5,1100,36,아까그넘,445,49858,0,1,GooglePlay,2025-07-23,611600,175
ItemPurchased (App),,Preminum_Product__2,1980,3,크로노시아,101,68814,220,1,GooglePlay,2025-08-25,29700,7804
ItemPurchased (App),,Sudden_Product_Stage__6,5500,27,쌈쟁이,420,912304,110,1,GooglePlay,2025-07-31,799700,333
ItemPurchased (App),,account_Product_draw_4__0,110,19,아무뭉,327,13261,0,1,GooglePlay,2025-08-08,147400,1825
ItemPurchased (App),,(0)_account_Product_4__2,1100,36,아까그넘,444,123033,0,1,GooglePlay,2025-07-23,600600,195
ItemPurchased (App),,(0)_account_Product_2__2,1100,36,아까그넘,444,103033,1100,1,GooglePlay,2025-07-23,600600,195
ItemPurchased (App),,(0)_account_Product_4__1,550,36,아까그넘,444,85033,2200,1,GooglePlay,2025-07-23,600600,195
ItemPurchased (App),,(0)_account_Product_2__1,550,36,아까그넘,444,75033,2750,1,GooglePlay,2025-07-23,600600,195
ItemPurchased (App),,Sudden_Product_Research__5,1100,43,kuwoo,386,263297,110,1,GooglePlay,2025-07-16,102300,602
ItemPurchased (App),,Sudden_Product_Boost__1,550,43,kuwoo,386,251722,110,1,GooglePlay,2025-07-16,91300,602
ItemPurchased (App),,(1)_account_Product_2__0,1100,36,아까그넘,439,175433,0,1,GooglePlay,2025-07-23,567600,195
ItemPurchased (App),,(1)_account_Product_6__1,1100,36,아까그넘,439,151433,1100,1,GooglePlay,2025-07-23,567600,195
ItemPurchased (App),,(1)_account_Product_7__0,1100,36,아까그넘,439,151433,2200,1,GooglePlay,2025-07-23,567600,195
ItemPurchased (App),,Preminum_Product__2,1980,328,꿈쥐,1046,487232,54120,0,OneStore,2024-10-02,667700,17
ItemPurchased (App),,Sudden_Product_Growth1__7,2200,37,로봇,490,155552,1320,1,GooglePlay,2025-07-18,524700,99
ItemPurchased (App),,(0)_account_Product_1__0,110,2,소쩍새,91,13457,550,1,GooglePlay,2025-08-26,14300,8644
ItemPurchased (App),,account_Product_draw_4__1,550,29,hyeong04,374,57959,330,1,GooglePlay,2025-07-30,51700,804
ItemPurchased (App),,account_Product_draw_3__1,550,29,hyeong04,374,37959,880,1,GooglePlay,2025-07-30,51700,804
ItemPurchased (App),,account_Product_draw_4__0,110,29,hyeong04,374,17959,1430,1,GooglePlay,2025-07-30,51700,804
ItemPurchased (App),,account_Product_draw_3__0,110,29,hyeong04,374,13959,1540,1,GooglePlay,2025-07-30,51700,804
ItemPurchased (App),,(0)_account_Product_1__0,110,36,아까그넘,438,19708,0,1,GooglePlay,2025-07-23,534600,195
ItemPurchased (App),,(0)_account_Product_2__0,110,36,아까그넘,438,19708,0,1,GooglePlay,2025-07-23,534600,195
ItemPurchased (App),,(0)_account_Product_3__0,110,36,아까그넘,438,13708,220,1,GooglePlay,2025-07-23,534600,195
ItemPurchased (App),,(0)_account_Product_7__0,110,36,아까그넘,438,11708,330,1,GooglePlay,2025-07-23,534600,195
ItemPurchased (App),,(0)_account_Product_6__0,110,36,아까그넘,438,11708,440,1,GooglePlay,2025-07-23,534600,195
ItemPurchased (App),,(0)_account_Product_4__0,110,36,아까그넘,438,11708,550,1,GooglePlay,2025-07-23,534600,195
ItemPurchased (App),,(0)_account_Product_7__0,110,29,l대마왕l,442,3106,0,1,GooglePlay,2025-07-30,469700,189
ItemPurchased (App),,(0)_account_Product_6__0,110,29,l대마왕l,442,3106,110,1,GooglePlay,2025-07-30,469700,189
ItemPurchased (App),,Preminum_Product__4,660,2,홍긜동,94,15160,0,1,OneStore,2025-08-26,20900,7796
ItemPurchased (App),,account_Product_draw_3__0,110,5,고대문명,283,29861,0,1,OneStore,2025-08-23,370700,2558
ItemPurchased (App),,account_Product_draw_5__0,110,5,고대문명,283,25861,110,1,OneStore,2025-08-23,370700,2558
ItemPurchased (App),,Preminum_Product__3,660,2,홍긜동,94,34360,0,1,OneStore,2025-08-26,14300,7796
ItemPurchased (App),,Pass_Product_3__0,550,3,유삼비,123,212165,5170,1,GooglePlay,2025-08-22,110000,7620
ItemPurchased (App),,Pass_Product_2__0,550,3,유삼비,123,212165,5170,1,GooglePlay,2025-08-22,110000,7620
ItemPurchased (App),,Pass_Product_1__0,550,3,유삼비,123,77765,6270,1,GooglePlay,2025-08-22,110000,7620
ItemPurchased (App),,Pass_Product_0__0,550,3,유삼비,123,18965,6820,1,GooglePlay,2025-08-22,110000,7620
ItemPurchased (App),,Pass_Product_1__1,770,5,고대문명,277,243261,220,1,OneStore,2025-08-23,370700,2631
ItemPurchased (App),,account_Product_Hero_0__0,330,1,문배기,60,122579,770,1,GooglePlay,2025-08-27,18700,12946
ItemPurchased (App),,account_Product_draw_4__0,110,7,뵤햄,95,860138,0,1,GooglePlay,2025-08-20,8800,7726
ItemPurchased (App),,(1)_account_Product_7__3,11000,318,다산,1001,1203623,44550,0,GooglePlay,2024-10-14,700700,36
ItemPurchased (App),,Sudden_Product_Bead1__1,1100,34,가을빛달,465,456625,550,1,GooglePlay,2025-07-25,986700,140
ItemPurchased (App),,Sudden_Product_Bead1__2,2200,34,가을빛달,465,436625,1650,1,GooglePlay,2025-07-25,986700,140
ItemPurchased (App),,Pass_Product_2__0,550,1,테드장,65,52676,110,1,GooglePlay,2025-08-27,20900,11702
ItemPurchased (App),,Preminum_Product__4,660,42,디우,547,12201,0,1,GooglePlay,2025-07-17,653400,46
ItemPurchased (App),,Sudden_Product_Stage__7,11000,34,가을빛달,462,1731975,550,1,GooglePlay,2025-07-25,953700,140
ItemPurchased (App),,account_Product_draw_0__1,110,1,테드장,64,12201,0,1,GooglePlay,2025-08-27,14300,11702
ItemPurchased (App),,account_Product_draw_3__0,110,1,테드장,64,8201,110,1,GooglePlay,2025-08-27,14300,11702
ItemPurchased (App),,account_Product_draw_1__1,110,1,테드장,64,4201,220,1,GooglePlay,2025-08-27,14300,11702
ItemPurchased (App),,Sudden_Product_Growth1__6,2200,34,가을빛달,454,227800,550,1,GooglePlay,2025-07-25,843700,148
ItemPurchased (App),,Sudden_Product_Bead1__0,550,34,가을빛달,454,127800,2750,1,GooglePlay,2025-07-25,843700,148
ItemPurchased (App),,account_Product_draw_5__1,550,35,아돌이,433,47774,0,1,GooglePlay,2025-07-24,303600,212
ItemPurchased (App),,account_Product_draw_4__1,550,37,안산한량,388,23684,440,1,GooglePlay,2025-07-20,71500,552
ItemPurchased (App),,Sudden_Product_Research__0,330,4,아오키지,236,44066,1210,1,GooglePlay,2025-08-23,227700,3954
ItemPurchased (App),,account_Product_draw_0__4,3300,38,미야,365,250872,0,1,GooglePlay,2025-07-21,112200,1073
ItemPurchased (App),,account_Product_draw_0__3,1100,38,미야,365,130872,3300,1,GooglePlay,2025-07-21,112200,1073
ItemPurchased (App),,account_Product_draw_0__2,550,38,미야,365,90872,4400,1,GooglePlay,2025-07-21,112200,1073
ItemPurchased (App),,account_Product_draw_0__1,110,38,미야,365,70872,4950,1,GooglePlay,2025-07-21,112200,1073
ItemPurchased (App),,account_Product_draw_4__0,110,4,레비비,146,7216,0,1,GooglePlay,2025-08-24,9900,6000
ItemPurchased (App),,Sudden_Product_Growth1__9,2200,15,슬2,773,102606,12320,1,OneStore,2025-08-13,3700400,11
ItemPurchased (App),,Sudden_Product_Hero2__3,3300,20,전력,289,651695,440,1,GooglePlay,2025-08-08,371800,2297
ItemPurchased (App),,Sudden_Product_Armor__2,1100,29,국이,470,1504901,1100,1,GooglePlay,2025-07-29,810700,124
ItemPurchased (App),,Sudden_Product_Stage__7,11000,29,국이,470,1604401,2200,1,GooglePlay,2025-07-29,810700,124
ItemPurchased (App),,Preminum_Product__1,770,1,고니곤곤,36,101825,0,1,GooglePlay,2025-08-27,7700,16421
ItemPurchased (App),,(0)_account_Product_2__1,550,20,전력,289,127195,440,1,GooglePlay,2025-08-08,338800,2297
ItemPurchased (App),,(0)_account_Product_2__0,110,20,전력,289,116195,330,1,GooglePlay,2025-08-08,332200,2297
ItemPurchased (App),,(0)_account_Product_1__0,110,20,전력,289,113195,440,1,GooglePlay,2025-08-08,332200,2297
ItemPurchased (App),,(1)_account_Product_7__0,1100,20,전력,289,199195,550,1,GooglePlay,2025-08-08,332200,2297
ItemPurchased (App),,account_Product_Hero_6__0,330,20,전력,289,166695,1650,1,GooglePlay,2025-08-08,332200,2297
ItemPurchased (App),,account_Product_draw_4__2,1100,20,전력,289,166695,1980,1,GooglePlay,2025-08-08,332200,2297
ItemPurchased (App),,account_Product_draw_4__1,550,20,전력,289,126695,3080,1,GooglePlay,2025-08-08,332200,2297
ItemPurchased (App),,(0)_account_Product_7__0,110,25,쵸돈단스,543,287305,6050,1,OneStore,2025-08-03,1338700,54
ItemPurchased (App),,(0)_account_Product_6__0,110,25,쵸돈단스,543,287305,6050,1,OneStore,2025-08-03,1338700,54
ItemPurchased (App),,(0)_account_Product_4__0,110,25,쵸돈단스,543,287305,6270,1,OneStore,2025-08-03,1338700,54
ItemPurchased (App),,(0)_account_Product_3__0,110,25,쵸돈단스,543,285305,6380,1,OneStore,2025-08-03,1338700,54
ItemPurchased (App),,(0)_account_Product_4__0,110,32,아루맘,516,3442,220,1,GooglePlay,2025-07-26,393800,78
