Event Category,,Product ID,Product Price,a_attendance_count,a_user_name,a_user_stage,b.diamond,b.ruby,curserver,iap_platform,install_day,total_payment_amount,user_rank
ItemPurchased (App),,account_Product_Hero_0__4,5500,12,쌈쟁이,329,GooglePlay,2025-07-31,645700,682},,,
ItemPurchased (App),,Sudden_Product_Research__7,5500,9,오디나무,467,GooglePlay,2025-08-03,1516900,40},,,
ItemPurchased (App),,Pass_Product_1__0,550,17,아루맘,389,GooglePlay,2025-07-26,211200,168},,,
ItemPurchased (App),,account_Product_draw_4__4,5500,25,태백,480,GooglePlay,2025-07-18,917400,30},,,
ItemPurchased (App),,account_Product_Hero_0__3,3300,12,쌈쟁이,329,GooglePlay,2025-07-31,590700,682},,,
ItemPurchased (App),,Sudden_Product_Growth1__2,1100,12,쌈쟁이,329,GooglePlay,2025-07-31,557700,682},,,
ItemPurchased (App),,Sudden_Product_Hero2__1,550,12,안동댐은찢어,193,GooglePlay,2025-08-01,14300,3808},,,
ItemPurchased (App),,(0)_account_Product_4__0,110,17,아루맘,389,GooglePlay,2025-07-26,211200,168},,,
ItemPurchased (App),,(0)_account_Product_3__0,110,10,쵸돈단스,390,OneStore,2025-08-03,788700,133},,,
ItemPurchased (App),,(0)_account_Product_3__0,110,8,탄령,381,GooglePlay,2025-08-05,716100,185},,,
ItemPurchased (App),,Sudden_Product_Boost__1,550,24,GC,482,OneStore,2025-07-20,867900,29},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,25,태백,476,GooglePlay,2025-07-18,862400,34},,,
ItemPurchased (App),,Sudden_Product_Boost__1,550,25,태백,476,GooglePlay,2025-07-18,862400,34},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,8,탄령,380,GooglePlay,2025-08-05,716100,185},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,8,탄령,380,GooglePlay,2025-08-05,716100,185},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,306,흑천검,1207,GooglePlay,2024-09-28,12919200,2},,,
ItemPurchased (App),,(0)_account_Product_3__0,110,306,흑천검,1207,GooglePlay,2024-09-28,12919200,2},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,17,아루맘,385,GooglePlay,2025-07-26,211200,168},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,28,만마앙복,478,GooglePlay,2025-07-16,413600,30},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,28,만마앙복,478,GooglePlay,2025-07-16,413600,30},,,
ItemPurchased (App),,Preminum_Product__2,1980,22,뿌돔,334,GooglePlay,2025-07-21,51700,572},,,
ItemPurchased (App),,Preminum_Product__2,1980,18,앙씨,299,GooglePlay,2025-07-24,29700,1002},,,
ItemPurchased (App),,Sudden_Product_Growth2__5,5500,7,조승연,431,GooglePlay,2025-08-04,966900,81},,,
ItemPurchased (App),,(0)_account_Product_3__0,110,305,흑천검,1207,GooglePlay,2024-09-28,12919200,2},,,
ItemPurchased (App),,Sudden_Product_Stage__6,5500,7,조승연,429,GooglePlay,2025-08-04,966900,81},,,
ItemPurchased (App),,Pass_Product_2__2,1100,6,펭구7,272,GooglePlay,2025-08-05,200200,1637},,,
ItemPurchased (App),,Pass_Product_3__3,2200,6,펭구7,272,GooglePlay,2025-08-05,200200,1637},,,
ItemPurchased (App),,Sudden_Product_Research__6,3300,24,태백,475,GooglePlay,2025-07-18,855800,34},,,
ItemPurchased (App),,Sudden_Product_Research__0,330,9,이곰이,237,GooglePlay,2025-08-03,88000,3062},,,
ItemPurchased (App),,Minigame_Product_draw_1__1100,1100,14,유진킴,329,GooglePlay,2025-07-29,123200,651},,,
ItemPurchased (App),,account_Product_Hero_7__0,330,3,린이꾸냥,120,GooglePlay,2025-08-09,150700,5685},,,
ItemPurchased (App),,account_Product_Hero_2__0,330,3,린이꾸냥,120,GooglePlay,2025-08-09,150700,5685},,,
ItemPurchased (App),,account_Product_draw_0__1,110,11,이대길,214,GooglePlay,2025-07-31,8800,3465},,,
ItemPurchased (App),,account_Product_draw_1__2,550,3,린이꾸냥,120,GooglePlay,2025-08-09,150700,5685},,,
ItemPurchased (App),,account_Product_draw_0__2,550,3,린이꾸냥,120,GooglePlay,2025-08-09,150700,5685},,,
ItemPurchased (App),,Sudden_Product_Growth2__1,550,3,린이꾸냥,119,GooglePlay,2025-08-09,150700,5685},,,
ItemPurchased (App),,Sudden_Product_Growth2__0,330,3,린이꾸냥,119,GooglePlay,2025-08-09,150700,5685},,,
ItemPurchased (App),,Sudden_Product_Stage__0,1100,3,린이꾸냥,119,GooglePlay,2025-08-09,150700,5685},,,
ItemPurchased (App),,Sudden_Product_Weapon__1,550,3,린이꾸냥,119,GooglePlay,2025-08-09,150700,5685},,,
ItemPurchased (App),,Sudden_Product_Growth1__0,550,3,린이꾸냥,119,GooglePlay,2025-08-09,150700,5685},,,
ItemPurchased (App),,Sudden_Product_Armor__0,330,3,린이꾸냥,119,GooglePlay,2025-08-09,150700,5685},,,
ItemPurchased (App),,Sudden_Product_Hero1__0,330,3,린이꾸냥,119,GooglePlay,2025-08-09,150700,5685},,,
ItemPurchased (App),,Sudden_Product_Weapon__0,330,3,린이꾸냥,119,GooglePlay,2025-08-09,150700,5685},,,
ItemPurchased (App),,account_Product_draw_4__0,110,3,린이꾸냥,119,GooglePlay,2025-08-09,150700,6813},,,
ItemPurchased (App),,account_Product_draw_3__0,110,3,린이꾸냥,119,GooglePlay,2025-08-09,150700,6813},,,
ItemPurchased (App),,account_Product_draw_1__1,110,3,린이꾸냥,119,GooglePlay,2025-08-09,150700,6813},,,
ItemPurchased (App),,account_Product_draw_0__1,110,3,린이꾸냥,119,GooglePlay,2025-08-09,150700,6813},,,
ItemPurchased (App),,Pass_Product_0__0,550,3,린이꾸냥,119,GooglePlay,2025-08-09,150700,6813},,,
ItemPurchased (App),,(1)_account_Product_3__0,1100,24,복마니1,357,GooglePlay,2025-07-18,271700,306},,,
ItemPurchased (App),,Minigame_Product_draw_0__550,550,23,썩쏘염염,366,GooglePlay,2025-07-19,326700,254},,,
ItemPurchased (App),,account_Product_draw_0__2,550,11,쌈쟁이,328,GooglePlay,2025-07-31,546700,674},,,
ItemPurchased (App),,account_Product_draw_3__2,1100,23,환상의섬,400,GooglePlay,2025-07-19,389400,121},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,6,창2,188,GooglePlay,2025-08-05,29700,3981},,,
ItemPurchased (App),,Sudden_Product_Research__3,3300,10,승질승,293,GooglePlay,2025-08-02,155100,1051},,,
ItemPurchased (App),,account_Product_draw_3__3,3300,25,심대표,465,GooglePlay,2025-07-18,632500,45},,,
ItemPurchased (App),,(0)_account_Product_4__0,110,9,쵸돈단스,390,OneStore,2025-08-03,788700,135},,,
ItemPurchased (App),,account_Product_draw_4__4,5500,22,해일,348,GooglePlay,2025-07-17,300300,413},,,
ItemPurchased (App),,Minigame_Product_draw_3__3300,3300,25,심대표,465,GooglePlay,2025-07-18,599500,45},,,
ItemPurchased (App),,Pass_Product_3__0,550,12,옭옭이,231,GooglePlay,2025-07-31,18700,3120},,,
ItemPurchased (App),,Preminum_Product__1,770,1,의샬,46,GooglePlay,2025-08-11,11000,16549},,,
ItemPurchased (App),,Sudden_Product_Research__1,550,11,쌈쟁이,326,GooglePlay,2025-07-31,546700,729},,,
ItemPurchased (App),,account_Product_draw_3__1,550,21,허허하허,258,GooglePlay,2025-07-17,18700,2739},,,
ItemPurchased (App),,account_Product_draw_5__0,110,21,허허하허,258,GooglePlay,2025-07-17,18700,2739},,,
ItemPurchased (App),,account_Product_draw_4__0,110,21,허허하허,258,GooglePlay,2025-07-17,18700,2739},,,
ItemPurchased (App),,account_Product_draw_3__0,110,21,허허하허,258,GooglePlay,2025-07-17,18700,2739},,,
ItemPurchased (App),,account_Product_draw_1__1,110,21,허허하허,258,GooglePlay,2025-07-17,18700,2739},,,
ItemPurchased (App),,account_Product_draw_0__1,110,21,허허하허,258,GooglePlay,2025-07-17,18700,2739},,,
ItemPurchased (App),,Pass_Product_3__0,550,2,익주야,91,GooglePlay,2025-08-09,22000,7194},,,
ItemPurchased (App),,Pass_Product_1__0,550,2,익주야,91,GooglePlay,2025-08-09,22000,7194},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,305,흑천검,1207,GooglePlay,2024-09-28,12919200,1},,,
ItemPurchased (App),,account_Product_draw_5__2,1100,24,복마니1,354,GooglePlay,2025-07-18,271700,412},,,
ItemPurchased (App),,Sudden_Product_Hero2__0,330,2,김난신,137,GooglePlay,2025-08-09,73700,5186},,,
ItemPurchased (App),,account_Product_draw_5__1,550,24,복마니1,354,GooglePlay,2025-07-18,216700,412},,,
ItemPurchased (App),,account_Product_draw_0__5,5500,10,갱민,347,GooglePlay,2025-08-02,524700,412},,,
ItemPurchased (App),,account_Product_draw_0__4,3300,10,갱민,347,GooglePlay,2025-08-02,502700,412},,,
ItemPurchased (App),,account_Product_draw_0__3,1100,10,갱민,347,GooglePlay,2025-08-02,502700,412},,,
ItemPurchased (App),,Sudden_Product_Hero2__3,3300,10,갱민,347,GooglePlay,2025-08-02,502700,412},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,7,찐빵수아,181,GooglePlay,2025-08-04,17600,4306},,,
ItemPurchased (App),,account_Product_Hero_1__0,330,2,현세표루기,94,GooglePlay,2025-08-10,25300,6823},,,
ItemPurchased (App),,account_Product_draw_5__0,110,27,Zaru,377,GooglePlay,2025-07-16,29700,192},,,
ItemPurchased (App),,account_Product_draw_0__1,110,1,장상,49,GooglePlay,2025-08-11,18700,16542},,,
ItemPurchased (App),,account_Product_draw_1__2,550,299,전설방패,859,OneStore,2024-10-16,263500,51},,,
ItemPurchased (App),,account_Product_draw_0__2,550,299,전설방패,859,OneStore,2024-10-16,263500,51},,,
ItemPurchased (App),,account_Product_Hero_1__0,330,3,카후,172,GooglePlay,2025-08-08,128700,4473},,,
ItemPurchased (App),,Sudden_Product_Growth2__0,330,1,장상,37,GooglePlay,2025-08-11,18700,16542},,,
ItemPurchased (App),,Sudden_Product_Growth1__3,1100,7,조승연,428,GooglePlay,2025-08-04,856900,82},,,
ItemPurchased (App),,Sudden_Product_Weapon__0,330,1,장상,34,GooglePlay,2025-08-11,18700,16542},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,16,아루맘,385,GooglePlay,2025-07-26,211200,166},,,
ItemPurchased (App),,(1)_account_Product_8__1,3300,26,덕풍동시라소니,565,GooglePlay,2025-07-16,1779800,15},,,
ItemPurchased (App),,(1)_account_Product_8__0,1100,26,덕풍동시라소니,565,GooglePlay,2025-07-16,1746800,15},,,
ItemPurchased (App),,Pass_Product_2__0,550,295,무과금의교과서,1165,GooglePlay,2024-10-21,10145200,3},,,
ItemPurchased (App),,Pass_Product_0__1,770,295,무과금의교과서,1165,GooglePlay,2024-10-21,10145200,3},,,
ItemPurchased (App),,Pass_Product_0__0,550,295,무과금의교과서,1165,GooglePlay,2024-10-21,10145200,3},,,
ItemPurchased (App),,Preminum_Product__2,1980,295,무과금의교과서,1165,GooglePlay,2024-10-21,10145200,3},,,
ItemPurchased (App),,Sudden_Product_Armor__0,330,24,공쿤,330,GooglePlay,2025-07-19,14300,763},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,26,덕풍동시라소니,564,GooglePlay,2025-07-16,1735800,15},,,
ItemPurchased (App),,account_Product_draw_5__1,550,4,유부장,226,GooglePlay,2025-08-08,47300,3720},,,
ItemPurchased (App),,account_Product_draw_5__0,110,4,유부장,226,GooglePlay,2025-08-08,47300,3720},,,
ItemPurchased (App),,(0)_account_Product_3__2,1100,27,상처,787,OneStore,2025-07-16,3539800,4},,,
ItemPurchased (App),,(0)_account_Product_3__1,550,27,상처,787,OneStore,2025-07-16,3539800,4},,,
ItemPurchased (App),,(0)_account_Product_3__0,110,27,상처,787,OneStore,2025-07-16,3539800,4},,,
ItemPurchased (App),,(1)_account_Product_3__0,1100,27,상처,787,OneStore,2025-07-16,3539800,4},,,
ItemPurchased (App),,Pass_Product_1__5,3300,295,무과금의교과서,1165,GooglePlay,2024-10-21,10112200,3},,,
ItemPurchased (App),,Pass_Product_1__4,3300,295,무과금의교과서,1165,GooglePlay,2024-10-21,10112200,3},,,
ItemPurchased (App),,Pass_Product_1__3,2200,295,무과금의교과서,1165,GooglePlay,2024-10-21,10112200,3},,,
ItemPurchased (App),,Pass_Product_1__2,1100,295,무과금의교과서,1165,GooglePlay,2024-10-21,10112200,3},,,
ItemPurchased (App),,Pass_Product_1__1,770,295,무과금의교과서,1165,GooglePlay,2024-10-21,10112200,3},,,
ItemPurchased (App),,Sudden_Product_Boost__2,1100,26,덕풍동시라소니,557,GooglePlay,2025-07-16,1735800,15},,,
ItemPurchased (App),,(0)_account_Product_3__1,550,26,덕풍동시라소니,557,GooglePlay,2025-07-16,1724800,15},,,
ItemPurchased (App),,(0)_account_Product_3__0,110,26,덕풍동시라소니,557,GooglePlay,2025-07-16,1724800,15},,,
ItemPurchased (App),,account_Product_draw_4__0,110,22,송학림,308,GooglePlay,2025-07-21,29700,925},,,
ItemPurchased (App),,account_Product_draw_3__0,110,22,송학림,308,GooglePlay,2025-07-21,29700,925},,,
ItemPurchased (App),,Preminum_Product__2,1980,22,송학림,308,GooglePlay,2025-07-21,29700,925},,,
ItemPurchased (App),,Minigame_Product_draw_6__5500,5500,295,무과금의교과서,1165,GooglePlay,2024-10-21,9995600,3},,,
ItemPurchased (App),,Minigame_Product_draw_6__5500,5500,295,무과금의교과서,1165,GooglePlay,2024-10-21,9995600,3},,,
ItemPurchased (App),,Sudden_Product_Hero2__0,330,3,아무뭉,146,GooglePlay,2025-08-08,29700,5127},,,
ItemPurchased (App),,Sudden_Product_Hero1__1,550,3,아무뭉,146,GooglePlay,2025-08-08,29700,5127},,,
ItemPurchased (App),,Sudden_Product_Stage__2,5500,7,경멸,214,GooglePlay,2025-08-04,62700,3472},,,
ItemPurchased (App),,(1)_account_Product_6__1,1100,27,상처,786,OneStore,2025-07-16,3539800,4},,,
ItemPurchased (App),,(1)_account_Product_6__0,550,27,상처,786,OneStore,2025-07-16,3539800,4},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,27,상처,786,OneStore,2025-07-16,3539800,4},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,3,으니,86,GooglePlay,2025-08-09,7700,7794},,,
ItemPurchased (App),,account_Product_Hero_3__2,1100,25,심대표,465,GooglePlay,2025-07-18,581900,45},,,
ItemPurchased (App),,account_Product_Hero_3__1,550,25,심대표,465,GooglePlay,2025-07-18,581900,45},,,
ItemPurchased (App),,(1)_account_Product_3__1,3300,26,덕풍동시라소니,551,GooglePlay,2025-07-16,1724800,15},,,
ItemPurchased (App),,(1)_account_Product_3__0,1100,26,덕풍동시라소니,551,GooglePlay,2025-07-16,1724800,15},,,
ItemPurchased (App),,Sudden_Product_Hero2__2,1100,21,안산한량,321,GooglePlay,2025-07-20,18700,808},,,
ItemPurchased (App),,Pass_Product_2__0,550,1,서후랑,25,GooglePlay,2025-08-11,18700,15751},,,
ItemPurchased (App),,Pass_Product_0__0,550,1,서후랑,25,GooglePlay,2025-08-11,18700,15751},,,
ItemPurchased (App),,Sudden_Product_Growth1__5,1100,17,그루터기,438,GooglePlay,2025-07-26,894300,67},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,4,무진장큰스님,286,GooglePlay,2025-08-08,328900,1249},,,
ItemPurchased (App),,Sudden_Product_Growth1__3,1100,22,흐물이,348,GooglePlay,2025-07-22,51700,385},,,
ItemPurchased (App),,(1)_account_Product_4__0,1100,4,무진장큰스님,286,GooglePlay,2025-08-08,328900,1249},,,
ItemPurchased (App),,(0)_account_Product_4__1,550,4,무진장큰스님,286,GooglePlay,2025-08-08,322300,1249},,,
ItemPurchased (App),,Pass_Product_2__2,1100,22,수민이,342,GooglePlay,2025-07-21,144100,490},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,9,쵸돈단스,389,OneStore,2025-08-03,788700,138},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,9,쵸돈단스,389,OneStore,2025-08-03,788700,138},,,
ItemPurchased (App),,(0)_account_Product_3__0,110,9,쵸돈단스,389,OneStore,2025-08-03,788700,138},,,
ItemPurchased (App),,account_Product_Hero_1__1,550,3,아무뭉,133,GooglePlay,2025-08-08,18700,5250},,,
ItemPurchased (App),,account_Product_Hero_1__0,330,3,아무뭉,133,GooglePlay,2025-08-08,18700,5250},,,
ItemPurchased (App),,Sudden_Product_Armor__0,330,23,초록메뚜기,372,GooglePlay,2025-07-19,133100,211},,,
ItemPurchased (App),,account_Product_draw_1__1,110,23,초록메뚜기,372,GooglePlay,2025-07-19,133100,211},,,
ItemPurchased (App),,account_Product_draw_0__1,110,23,초록메뚜기,372,GooglePlay,2025-07-19,133100,211},,,
ItemPurchased (App),,account_Product_draw_4__1,550,23,초록메뚜기,372,GooglePlay,2025-07-19,133100,211},,,
ItemPurchased (App),,Minigame_Product_draw_3__3300,3300,15,꼬꼬무,242,GooglePlay,2025-07-27,73700,2696},,,
ItemPurchased (App),,Minigame_Product_draw_1__1100,1100,23,코란,301,GooglePlay,2025-07-20,18700,980},,,
ItemPurchased (App),,Sudden_Product_Growth1__3,1100,10,웅이아부지,369,GooglePlay,2025-08-02,557700,225},,,
ItemPurchased (App),,Sudden_Product_Weapon__3,3300,20,Raid,764,GooglePlay,2025-07-22,3653100,5},,,
ItemPurchased (App),,Pass_Product_1__4,3300,20,Raid,764,GooglePlay,2025-07-22,3620100,5},,,
ItemPurchased (App),,Pass_Product_0__9,3300,20,Raid,764,GooglePlay,2025-07-22,3620100,5},,,
ItemPurchased (App),,account_Product_draw_4__0,110,15,히스님,220,GooglePlay,2025-07-28,18700,3343},,,
ItemPurchased (App),,account_Product_draw_3__0,110,15,히스님,220,GooglePlay,2025-07-28,18700,3343},,,
ItemPurchased (App),,(0)_account_Product_4__0,110,15,히스님,220,GooglePlay,2025-07-28,18700,3343},,,
ItemPurchased (App),,account_Product_draw_4__0,110,8,위코,233,GooglePlay,2025-08-04,9900,3046},,,
ItemPurchased (App),,Preminum_Product__1,770,5,이봉주,119,GooglePlay,2025-08-07,7700,5651},,,
ItemPurchased (App),,(0)_account_Product_2__0,110,26,윤관,408,GooglePlay,2025-07-17,161700,110},,,
ItemPurchased (App),,Sudden_Product_Stage__5,3300,15,우르르쾅쾅,351,GooglePlay,2025-07-27,550000,402},,,
ItemPurchased (App),,(0)_account_Product_3__0,110,25,SSG랜더스,366,GooglePlay,2025-07-18,92400,249},,,
ItemPurchased (App),,Sudden_Product_Research__1,550,8,르무르,248,GooglePlay,2025-08-04,89100,2430},,,
ItemPurchased (App),,Sudden_Product_Stage__10,5500,14,암부,619,GooglePlay,2025-07-29,3417700,10},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,13,l대마왕l,335,GooglePlay,2025-07-30,293700,537},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,13,l대마왕l,335,GooglePlay,2025-07-30,293700,537},,,
ItemPurchased (App),,(0)_account_Product_3__0,110,13,l대마왕l,335,GooglePlay,2025-07-30,293700,537},,,
ItemPurchased (App),,Sudden_Product_Stage__4,1100,13,l대마왕l,335,GooglePlay,2025-07-30,293700,537},,,
ItemPurchased (App),,(0)_account_Product_4__0,110,25,도재,413,GooglePlay,2025-07-18,253000,104},,,
ItemPurchased (App),,(0)_account_Product_3__0,110,25,도재,413,GooglePlay,2025-07-18,253000,104},,,
ItemPurchased (App),,account_Product_draw_3__4,5500,14,암부,573,GooglePlay,2025-07-29,3307700,12},,,
ItemPurchased (App),,account_Product_draw_3__3,3300,14,암부,573,GooglePlay,2025-07-29,3307700,12},,,
ItemPurchased (App),,account_Product_draw_3__2,1100,14,암부,573,GooglePlay,2025-07-29,3197700,12},,,
ItemPurchased (App),,account_Product_draw_3__1,550,14,암부,573,GooglePlay,2025-07-29,3197700,12},,,
ItemPurchased (App),,account_Product_Hero_0__3,3300,14,암부,573,GooglePlay,2025-07-29,3197700,12},,,
ItemPurchased (App),,account_Product_Hero_5__3,3300,14,암부,573,GooglePlay,2025-07-29,3197700,12},,,
ItemPurchased (App),,account_Product_draw_4__4,5500,24,쟁요,468,GooglePlay,2025-07-19,720500,41},,,
ItemPurchased (App),,account_Product_draw_5__4,5500,24,쟁요,466,GooglePlay,2025-07-19,665500,41},,,
ItemPurchased (App),,Sudden_Product_Boost__0,330,28,쿠빈,426,GooglePlay,2025-07-15,788700,855},,,
ItemPurchased (App),,Sudden_Product_Stage__0,1100,4,월화낭자,101,GooglePlay,2025-08-08,40700,7140},,,
ItemPurchased (App),,account_Product_draw_3__0,110,8,위코,229,GooglePlay,2025-08-04,8800,3046},,,
ItemPurchased (App),,Sudden_Product_Research__7,5500,13,이야이,465,OneStore,2025-07-30,961400,44},,,
ItemPurchased (App),,Minigame_Product_draw_4__3300,3300,25,방랑검객,411,OneStore,2025-07-17,249700,105},,,
ItemPurchased (App),,Sudden_Product_Stage__1,3300,4,유부장,181,GooglePlay,2025-08-08,40700,4211},,,
ItemPurchased (App),,Sudden_Product_Stage__4,1100,8,BADA,315,GooglePlay,2025-08-04,432300,832},,,
ItemPurchased (App),,account_Product_draw_3__0,110,20,nerdy,335,GooglePlay,2025-07-23,282700,633},,,
ItemPurchased (App),,Sudden_Product_Weapon__1,550,3,토츠카,112,GooglePlay,2025-08-09,20900,6094},,,
ItemPurchased (App),,Sudden_Product_Growth1__5,1100,25,심대표,462,GooglePlay,2025-07-18,548900,48},,,
ItemPurchased (App),,account_Product_Hero_4__1,550,7,탄령,379,GooglePlay,2025-08-05,716100,180},,,
ItemPurchased (App),,Sudden_Product_Weapon__2,1100,10,국밥맛킷캣,288,GooglePlay,2025-08-02,170500,1136},,,
ItemPurchased (App),,Minigame_Product_draw_3__3300,3300,10,국밥맛킷캣,287,GooglePlay,2025-08-02,159500,1180},,,
ItemPurchased (App),,Sudden_Product_Research__1,550,6,리혜,269,GooglePlay,2025-08-05,152900,1711},,,
ItemPurchased (App),,account_Product_Hero_6__0,330,20,행수,326,GooglePlay,2025-07-23,56100,698},,,
ItemPurchased (App),,account_Product_draw_3__1,550,20,행수,326,GooglePlay,2025-07-23,56100,698},,,
ItemPurchased (App),,account_Product_draw_4__0,110,20,행수,326,GooglePlay,2025-07-23,56100,698},,,
ItemPurchased (App),,Sudden_Product_Growth1__9,2200,14,암부,569,GooglePlay,2025-07-29,3087700,12},,,
ItemPurchased (App),,account_Product_draw_3__0,110,20,행수,326,GooglePlay,2025-07-23,56100,698},,,
ItemPurchased (App),,account_Product_draw_1__5,5500,305,흑천검,1207,GooglePlay,2024-09-28,12919200,1},,,
ItemPurchased (App),,account_Product_draw_1__4,3300,305,흑천검,1207,GooglePlay,2024-09-28,12919200,1},,,
ItemPurchased (App),,account_Product_draw_1__3,1100,305,흑천검,1207,GooglePlay,2024-09-28,12919200,1},,,
ItemPurchased (App),,account_Product_draw_1__2,550,305,흑천검,1207,GooglePlay,2024-09-28,12919200,1},,,
ItemPurchased (App),,Sudden_Product_Hero2__2,1100,9,푸르른달,265,GooglePlay,2025-08-02,68200,1918},,,
ItemPurchased (App),,Sudden_Product_Weapon__3,3300,17,그루터기,429,GooglePlay,2025-07-26,883300,78},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,14,암부,564,GooglePlay,2025-07-29,3087700,14},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,14,암부,564,GooglePlay,2025-07-29,3087700,14},,,
ItemPurchased (App),,Sudden_Product_Hero2__0,330,3,saejeong,127,GooglePlay,2025-08-09,117700,5520},,,
ItemPurchased (App),,account_Product_draw_0__5,5500,17,그루터기,429,GooglePlay,2025-07-26,850300,78},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,17,그루터기,429,GooglePlay,2025-07-26,850300,78},,,
ItemPurchased (App),,(1)_account_Product_3__0,1100,10,소담소민,579,GooglePlay,2025-08-01,4290000,11},,,
ItemPurchased (App),,account_Product_draw_0__4,3300,17,그루터기,429,GooglePlay,2025-07-26,794200,78},,,
ItemPurchased (App),,Minigame_Product_draw_0__550,550,22,수민이,327,GooglePlay,2025-07-21,133100,662},,,
ItemPurchased (App),,Pass_Product_3__4,3300,8,금재곱,425,GooglePlay,2025-08-04,1147300,103},,,
ItemPurchased (App),,Pass_Product_2__2,1100,8,금재곱,425,GooglePlay,2025-08-04,1147300,103},,,
ItemPurchased (App),,Sudden_Product_Hero2__2,1100,4,월암,227,GooglePlay,2025-08-08,199100,3123},,,
ItemPurchased (App),,Sudden_Product_Hero1__2,1100,18,순간적쾌락,286,GooglePlay,2025-07-24,115500,1222},,,
ItemPurchased (App),,Sudden_Product_Hero2__0,330,4,근당이,136,GooglePlay,2025-08-08,14300,5619},,,
ItemPurchased (App),,Minigame_Product_draw_3__3300,3300,15,당운룡,193,GooglePlay,2025-07-27,73700,3749},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,8,삥쭈,349,GooglePlay,2025-08-04,602800,363},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,8,삥쭈,349,GooglePlay,2025-08-04,602800,363},,,
ItemPurchased (App),,(0)_account_Product_3__0,110,8,삥쭈,349,GooglePlay,2025-08-04,602800,363},,,
ItemPurchased (App),,account_Product_draw_3__0,110,20,소시미,301,GooglePlay,2025-07-22,29700,889},,,
ItemPurchased (App),,Sudden_Product_Growth2__5,5500,8,금재곱,412,GooglePlay,2025-08-04,1147300,109},,,
ItemPurchased (App),,Sudden_Product_Hero1__2,1100,13,마늘쫑,285,GooglePlay,2025-07-30,260700,1372},,,
ItemPurchased (App),,account_Product_draw_3__3,3300,13,마늘쫑,285,GooglePlay,2025-07-30,260700,1372},,,
ItemPurchased (App),,Pass_Product_2__0,550,2,김난신,127,GooglePlay,2025-08-09,73700,5514},,,
ItemPurchased (App),,account_Product_draw_3__2,1100,13,마늘쫑,285,GooglePlay,2025-07-30,227700,1372},,,
ItemPurchased (App),,account_Product_draw_3__1,550,13,마늘쫑,285,GooglePlay,2025-07-30,227700,1372},,,
ItemPurchased (App),,Pass_Product_3__0,550,19,k루인,290,GooglePlay,2025-07-24,128700,1166},,,
ItemPurchased (App),,Pass_Product_2__0,550,19,k루인,290,GooglePlay,2025-07-24,128700,1166},,,
ItemPurchased (App),,Pass_Product_1__0,550,19,k루인,290,GooglePlay,2025-07-24,128700,1166},,,
ItemPurchased (App),,Pass_Product_0__1,770,19,k루인,290,GooglePlay,2025-07-24,128700,1166},,,
ItemPurchased (App),,Pass_Product_0__0,550,19,k루인,290,GooglePlay,2025-07-24,128700,1166},,,
ItemPurchased (App),,Sudden_Product_Growth2__1,550,2,김난신,121,GooglePlay,2025-08-09,73700,5514},,,
ItemPurchased (App),,account_Product_draw_0__4,3300,20,누나좋아,408,GooglePlay,2025-07-22,763400,109},,,
ItemPurchased (App),,Minigame_Product_draw_3__3300,3300,20,하드,324,GooglePlay,2025-07-23,97900,747},,,
ItemPurchased (App),,Sudden_Product_Boost__0,330,25,로봇,427,GooglePlay,2025-07-18,485100,82},,,
ItemPurchased (App),,Sudden_Product_Stage__6,5500,8,금재곱,400,GooglePlay,2025-08-04,1037300,118},,,
ItemPurchased (App),,Sudden_Product_Boost__0,330,23,규링,426,GooglePlay,2025-07-20,480700,81},,,
ItemPurchased (App),,Sudden_Product_Boost__0,330,20,누나좋아,406,GooglePlay,2025-07-22,730400,109},,,
ItemPurchased (App),,account_Product_draw_5__0,110,14,무우사무휼,259,GooglePlay,2025-07-29,14300,2033},,,
ItemPurchased (App),,Sudden_Product_Research__1,550,14,무우사무휼,259,GooglePlay,2025-07-29,14300,2033},,,
ItemPurchased (App),,Sudden_Product_Stage__0,1100,2,김난신,101,GooglePlay,2025-08-09,73700,7547},,,
