Event Category,,Product ID,Product Price,"{""a_attendance_count""",a_user_name,a_user_stage,b.diamond,b.ruby,curserver,iap_platform,install_day,total_payment_amount,user_rank
Order Complete (App),,ads_remove,7700,1,개굴굴,6,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_6,11,1,돈많은백수,24,GooglePlay,2025-08-09,0,16339},,,
Order Complete (App),,ruby_2,6600,15,조선이도,268,GooglePlay,2025-07-27,31900,1694},,,
Order Complete (App),,ruby_5,55000,22,위인전,310,GooglePlay,2025-07-19,62700,738},,,
Order Complete (App),,ruby_4,33000,2,백제근초고왕,45,GooglePlay,2025-08-08,0,12844},,,
Order Complete (App),,ruby_4,33000,9,승질승,274,GooglePlay,2025-08-02,67100,1352},,,
Order Complete (App),,ruby_1,1100,19,초코에몽,227,GooglePlay,2025-07-23,26400,3161},,,
Order Complete (App),,ruby_1,1100,19,초코에몽,227,GooglePlay,2025-07-23,25300,3161},,,
Order Complete (App),,ruby_2,6600,19,초코에몽,227,GooglePlay,2025-07-23,18700,3161},,,
Order Complete (App),,ruby_3,11000,19,초코에몽,227,GooglePlay,2025-07-23,7700,3161},,,
Order Complete (App),,ruby_3,11000,19,채봉이,286,GooglePlay,2025-07-23,49500,1108},,,
Order Complete (App),,ads_remove,7700,1,대석열,5,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_3,11000,13,일해라정차장,381,GooglePlay,2025-07-29,453200,157},,,
Order Complete (App),,ruby_2,6600,4,봄같은나라,178,GooglePlay,2025-08-07,9900,4128},,,
Order Complete (App),,ruby_3,11000,12,코리아se스머신,388,GooglePlay,2025-07-30,689700,115},,,
Order Complete (App),,ruby_2,6600,9,간웅,228,GooglePlay,2025-08-02,49500,2905},,,
Order Complete (App),,ruby_2,6600,9,간웅,228,GooglePlay,2025-08-02,49500,2905},,,
Order Complete (App),,ruby_2,6600,9,간웅,228,GooglePlay,2025-08-02,29700,2905},,,
Order Complete (App),,ruby_4,33000,15,허어어니,366,GooglePlay,2025-07-27,183700,219},,,
Order Complete (App),,ads_remove,7700,1,독거12척,10,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_1,1100,1,사장님,53,GooglePlay,2025-08-09,6600,12300},,,
Order Complete (App),,ruby_6,110000,7,오디나무,450,GooglePlay,2025-08-03,1351900,50},,,
Order Complete (App),,ruby_2,6600,1,사장님,53,GooglePlay,2025-08-09,0,12300},,,
Order Complete (App),,ruby_4,33000,16,정동인,291,GooglePlay,2025-07-26,47300,953},,,
Order Complete (App),,ruby_5,55000,7,오디나무,448,GooglePlay,2025-08-03,1296900,51},,,
Order Complete (App),,ruby_3,11000,8,댕댕E,291,GooglePlay,2025-08-03,93500,1052},,,
Order Complete (App),,ruby_6,110000,24,KIRA,892,GooglePlay,2025-07-18,9467700,1},,,
Order Complete (App),,ruby_1,1100,6,탄령,350,GooglePlay,2025-08-05,641300,286},,,
Order Complete (App),,ruby_1,1100,6,탄령,350,GooglePlay,2025-08-05,639100,286},,,
Order Complete (App),,ruby_1,1100,6,탄령,350,GooglePlay,2025-08-05,638000,286},,,
Order Complete (App),,ruby_4,33000,6,탄령,350,GooglePlay,2025-08-05,605000,286},,,
Order Complete (App),,ruby_2,6600,25,만슈리,307,GooglePlay,2025-07-16,29700,841},,,
Order Complete (App),,ruby_3,11000,25,만슈리,307,GooglePlay,2025-07-16,18700,841},,,
Order Complete (App),,ruby_3,11000,25,만슈리,307,GooglePlay,2025-07-16,7700,841},,,
Order Complete (App),,ruby_3,11000,20,두율대디,427,GooglePlay,2025-07-22,491700,72},,,
Order Complete (App),,ruby_2,6600,21,베노미,465,GooglePlay,2025-07-21,1014200,38},,,
Order Complete (App),,ruby_3,11000,21,베노미,465,GooglePlay,2025-07-21,996600,38},,,
Order Complete (App),,ads_remove,7700,1,병찔규,17,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_4,33000,5,일본인,271,GooglePlay,2025-08-05,315700,1437},,,
Order Complete (App),,ruby_3,11000,9,간웅,217,GooglePlay,2025-08-02,18700,3181},,,
Order Complete (App),,ruby_4,33000,6,짱콩파파,311,GooglePlay,2025-08-04,238700,808},,,
Order Complete (App),,ruby_4,33000,16,정동인,289,GooglePlay,2025-07-26,14300,977},,,
Order Complete (App),,ads_remove,7700,12,루니악,176,GooglePlay,2025-07-30,0,4268},,,
Order Complete (App),,ruby_5,55000,7,오디나무,446,GooglePlay,2025-08-03,1241900,56},,,
Order Complete (App),,ruby_1,1100,15,꼬치쓰,348,GooglePlay,2025-07-27,281600,316},,,
Order Complete (App),,ruby_4,33000,2,린이꾸냥,35,GooglePlay,2025-08-09,7700,15024},,,
Order Complete (App),,ruby_3,11000,14,진우서우,399,GooglePlay,2025-07-28,601700,96},,,
Order Complete (App),,ruby_5,55000,12,l대마왕l,311,GooglePlay,2025-07-30,238700,710},,,
Order Complete (App),,ruby_4,33000,23,대명,470,GooglePlay,2025-07-19,712800,30},,,
Order Complete (App),,ruby_1,1100,23,왕호야,340,OneStore,2025-07-19,16500,403},,,
Order Complete (App),,ruby_1,1100,3,갱힘,91,OneStore,2025-08-08,1100,7002},,,
Order Complete (App),,ruby_3,11000,7,조엘,289,GooglePlay,2025-08-04,171600,973},,,
Order Complete (App),,ruby_3,11000,5,일본인,262,GooglePlay,2025-08-05,315700,1816},,,
Order Complete (App),,ruby_3,11000,5,일본인,262,GooglePlay,2025-08-05,293700,1816},,,
Order Complete (App),,ruby_2,6600,26,만마앙복,468,GooglePlay,2025-07-16,407000,33},,,
Order Complete (App),,ads_remove,7700,6,밍냥당,152,GooglePlay,2025-08-05,0,4555},,,
Order Complete (App),,ruby_3,11000,6,탄령,347,GooglePlay,2025-08-05,594000,314},,,
Order Complete (App),,ruby_1,1100,316,다륜,932,OneStore,2024-09-29,39600,21},,,
Order Complete (App),,ruby_2,6600,5,조승연,290,GooglePlay,2025-08-04,396000,948},,,
Order Complete (App),,ruby_2,6600,5,조승연,290,GooglePlay,2025-08-04,389400,948},,,
Order Complete (App),,ruby_3,11000,23,세이러브,347,GooglePlay,2025-07-18,113300,308},,,
Order Complete (App),,ruby_3,11000,5,조승연,290,GooglePlay,2025-08-04,378400,948},,,
Order Complete (App),,ruby_1,1100,3,봄같은나라,146,GooglePlay,2025-08-07,8800,4774},,,
Order Complete (App),,ads_remove,7700,1,견받사,8,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_2,6600,24,윤관,390,GooglePlay,2025-07-17,155100,111},,,
Order Complete (App),,ruby_2,6600,13,밥이,329,GooglePlay,2025-07-28,169400,498},,,
Order Complete (App),,ads_remove,7700,1,규미니,4,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_3,11000,3,집시,91,GooglePlay,2025-08-07,11000,6991},,,
Order Complete (App),,ruby_2,6600,2,전력,101,GooglePlay,2025-08-08,99000,6789},,,
Order Complete (App),,ads_remove,7700,1,시싱이,48,GooglePlay,2025-08-09,0,14277},,,
Order Complete (App),,ruby_1,1100,9,치운,254,GooglePlay,2025-08-01,60500,1999},,,
Order Complete (App),,ruby_1,1100,13,밥이,329,GooglePlay,2025-07-28,169400,498},,,
Order Complete (App),,ruby_1,1100,9,치운,254,GooglePlay,2025-08-01,58300,1999},,,
Order Complete (App),,ruby_1,1100,13,밥이,329,GooglePlay,2025-07-28,167200,498},,,
Order Complete (App),,ruby_4,33000,2,전력,101,GooglePlay,2025-08-08,66000,6789},,,
Order Complete (App),,ads_remove,7700,1,린이꾸냥,5,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_3,11000,2,붕어싸만코,71,GooglePlay,2025-08-08,7700,9780},,,
Order Complete (App),,ruby_1,1100,2,전력,92,GooglePlay,2025-08-08,64900,6789},,,
Order Complete (App),,ruby_3,11000,40,artruis,304,GooglePlay,2024-09-29,29700,1828},,,
Order Complete (App),,ruby_3,11000,40,artruis,304,GooglePlay,2024-09-29,7700,1828},,,
Order Complete (App),,ruby_2,6600,4,리혜,228,GooglePlay,2025-08-05,146300,3455},,,
Order Complete (App),,ruby_3,11000,2,무진장큰스님,122,GooglePlay,2025-08-08,36300,5346},,,
Order Complete (App),,ruby_3,11000,4,리혜,228,GooglePlay,2025-08-05,135300,3455},,,
Order Complete (App),,ruby_5,55000,4,리혜,211,GooglePlay,2025-08-05,80300,3455},,,
Order Complete (App),,ruby_4,33000,22,대명,470,GooglePlay,2025-07-19,679800,30},,,
Order Complete (App),,ruby_3,11000,24,쩰리,339,GooglePlay,2025-07-16,33000,404},,,
Order Complete (App),,ads_remove,7700,1,찐내,7,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_4,33000,1,데카,89,GooglePlay,2025-08-08,7700,7593},,,
Order Complete (App),,ruby_1,1100,3,봄같은나라,145,GooglePlay,2025-08-07,7700,4885},,,
Order Complete (App),,ads_remove,7700,10,백곰집사흑곰,197,GooglePlay,2025-07-30,0,3500},,,
Order Complete (App),,ruby_4,33000,11,roki,301,GooglePlay,2025-07-30,206800,774},,,
Order Complete (App),,ruby_3,11000,9,치운,252,GooglePlay,2025-08-01,47300,2045},,,
Order Complete (App),,ads_remove,7700,7,영욱,100,GooglePlay,2025-08-03,0,6325},,,
Order Complete (App),,ruby_6,110000,1,saejeong,24,GooglePlay,2025-08-09,7700,16284},,,
Order Complete (App),,ruby_2,6600,5,풍운우사,177,GooglePlay,2025-08-04,25300,4186},,,
Order Complete (App),,ruby_2,6600,7,새내기,249,GooglePlay,2025-08-03,70400,2247},,,
Order Complete (App),,ads_remove,7700,1,피크94,4,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,saejeong,4,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_4,33000,19,다움이룸,273,GooglePlay,2025-07-18,7700,1342},,,
Order Complete (App),,ruby_3,11000,4,힙스터,137,GooglePlay,2025-08-06,7700,5448},,,
Order Complete (App),,ruby_3,11000,23,일주일만,429,GooglePlay,2025-07-18,477400,69},,,
Order Complete (App),,ruby_4,33000,18,하드,286,GooglePlay,2025-07-23,31900,1093},,,
Order Complete (App),,ads_remove,7700,1,그녀석,8,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,하뚜루,5,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,신드롬,22,GooglePlay,2025-08-09,0,16274},,,
Order Complete (App),,ruby_6,110000,21,헤롱이,450,GooglePlay,2025-07-20,811800,47},,,
Order Complete (App),,ads_remove,7700,1,녹준경,9,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_3,11000,11,얼죽뱅,246,GooglePlay,2025-07-30,42900,2368},,,
Order Complete (App),,ads_remove,7700,7,타코랜드,91,GooglePlay,2025-07-17,0,7292},,,
Order Complete (App),,ads_remove,7700,1,스키비,4,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_6,110000,25,대머리강서구,650,GooglePlay,2025-07-16,1855700,8},,,
Order Complete (App),,ads_remove,7700,1,난적,6,GooglePlay,2025-08-08,0,99999999},,,
Order Complete (App),,ruby_5,55000,11,l대마왕l,302,GooglePlay,2025-07-30,183700,761},,,
Order Complete (App),,ads_remove,7700,1,멀린,6,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,인성대폭발,35,GooglePlay,2025-08-09,0,16262},,,
Order Complete (App),,ruby_2,6600,10,김상,235,GooglePlay,2025-07-29,7700,2802},,,
Order Complete (App),,ruby_2,6600,3,창제,146,GooglePlay,2025-08-07,27500,4731},,,
Order Complete (App),,ruby_3,11000,1,여기가어디오,26,GooglePlay,2025-08-09,0,15483},,,
Order Complete (App),,ruby_2,6600,4,펭구7,215,GooglePlay,2025-08-05,83600,3221},,,
Order Complete (App),,ruby_4,33000,9,쌈쟁이,289,GooglePlay,2025-07-31,425700,958},,,
Order Complete (App),,ads_remove,7700,1,홀로걷는나,7,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_3,11000,18,하드,278,GooglePlay,2025-07-23,20900,1250},,,
Order Complete (App),,ads_remove,7700,1,깡문정,8,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_4,33000,4,리츠리데,118,GooglePlay,2025-08-06,62700,5540},,,
Order Complete (App),,ruby_4,33000,25,밀레니온,397,GooglePlay,2025-07-16,479600,96},,,
Order Complete (App),,ruby_4,33000,4,리츠리데,118,GooglePlay,2025-08-06,29700,5540},,,
Order Complete (App),,ruby_4,33000,12,둥근해,431,GooglePlay,2025-07-29,1107700,65},,,
Order Complete (App),,ruby_4,33000,25,연우파파,387,GooglePlay,2025-07-16,357500,117},,,
Order Complete (App),,ads_remove,7700,1,따고담고,76,GooglePlay,2025-08-09,0,8342},,,
Order Complete (App),,ruby_1,1100,9,IPZA,261,GooglePlay,2025-07-31,40700,1868},,,
Order Complete (App),,ruby_1,1100,9,IPZA,261,GooglePlay,2025-07-31,40700,1868},,,
Order Complete (App),,ruby_1,1100,9,IPZA,261,GooglePlay,2025-07-31,39600,1868},,,
Order Complete (App),,ruby_1,1100,9,IPZA,261,GooglePlay,2025-07-31,36300,1868},,,
Order Complete (App),,ruby_6,110000,13,밥이,287,GooglePlay,2025-07-28,57200,1030},,,
Order Complete (App),,ruby_3,11000,8,martney,208,GooglePlay,2025-08-01,26400,3456},,,
Order Complete (App),,ruby_4,33000,9,쌈쟁이,288,GooglePlay,2025-07-31,392700,979},,,
Order Complete (App),,ruby_3,11000,8,martney,198,GooglePlay,2025-08-01,15400,3456},,,
Order Complete (App),,ruby_2,6600,5,샤오위,227,GooglePlay,2025-08-04,62700,2907},,,
Order Complete (App),,ruby_4,33000,23,털숩,270,GooglePlay,2025-07-18,7700,1449},,,
Order Complete (App),,ruby_3,11000,12,유진킴,305,GooglePlay,2025-07-29,101200,745},,,
Order Complete (App),,ruby_1,1100,2,거어래,91,GooglePlay,2025-08-07,6600,6933},,,
Order Complete (App),,ruby_2,6600,2,거어래,91,GooglePlay,2025-08-07,0,6933},,,
Order Complete (App),,ruby_3,11000,22,은선,391,GooglePlay,2025-07-19,276100,106},,,
Order Complete (App),,ruby_3,11000,21,헤롱이,446,GooglePlay,2025-07-20,800800,54},,,
Order Complete (App),,ruby_4,33000,20,이건먼디,248,GooglePlay,2025-07-20,7700,2232},,,
Order Complete (App),,ruby_2,6600,23,방랑검객,393,OneStore,2025-07-17,216700,102},,,
Order Complete (App),,ruby_3,11000,3,suhyeon,259,GooglePlay,2025-08-06,101200,1842},,,
Order Complete (App),,ruby_5,55000,16,두식이아부지,345,GooglePlay,2025-07-24,410300,378},,,
Order Complete (App),,ruby_5,55000,7,이곰이,174,GooglePlay,2025-08-03,33000,4231},,,
Order Complete (App),,ruby_4,33000,21,Nospoon,333,GooglePlay,2025-07-19,86900,481},,,
Order Complete (App),,ruby_4,33000,8,쿠행행,147,GooglePlay,2025-07-26,30800,4732},,,
Order Complete (App),,ruby_4,33000,9,이순신표류기,230,GooglePlay,2025-08-01,172700,2785},,,
Order Complete (App),,ruby_3,11000,9,이순신표류기,230,GooglePlay,2025-08-01,128700,2785},,,
Order Complete (App),,ruby_3,11000,1,카후,94,GooglePlay,2025-08-08,95700,6503},,,
Order Complete (App),,ruby_2,6600,23,하성,273,GooglePlay,2025-07-17,13200,1331},,,
Order Complete (App),,ruby_2,6600,9,IPZA,254,GooglePlay,2025-07-31,29700,2018},,,
Order Complete (App),,ruby_2,6600,23,하성,273,GooglePlay,2025-07-17,6600,1331},,,
Order Complete (App),,ruby_3,11000,6,삥쭈,291,GooglePlay,2025-08-04,448800,1021},,,
Order Complete (App),,ruby_2,6600,12,일해라정차장,375,GooglePlay,2025-07-29,446600,152},,,
Order Complete (App),,ruby_4,33000,9,쌈쟁이,276,GooglePlay,2025-07-31,359700,1330},,,
Order Complete (App),,ruby_4,33000,12,일해라정차장,375,GooglePlay,2025-07-29,413600,152},,,
Order Complete (App),,ruby_2,6600,12,일해라정차장,375,GooglePlay,2025-07-29,407000,152},,,
Order Complete (App),,ruby_4,33000,8,훈애심S2,244,GooglePlay,2025-08-02,36300,2621},,,
Order Complete (App),,ruby_1,1100,10,이학주,232,GooglePlay,2025-07-29,132000,3122},,,
Order Complete (App),,ruby_1,1100,10,이학주,232,GooglePlay,2025-07-29,129800,3122},,,
Order Complete (App),,ads_remove,7700,1,내가널기억하마,6,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_4,33000,10,이학주,232,GooglePlay,2025-07-29,96800,3122},,,
Order Complete (App),,ruby_3,11000,12,일해라정차장,374,GooglePlay,2025-07-29,396000,152},,,
Order Complete (App),,ruby_3,11000,8,훈애심S2,240,GooglePlay,2025-08-02,25300,2621},,,
Order Complete (App),,ruby_1,1100,12,일해라정차장,374,GooglePlay,2025-07-29,394900,152},,,
Order Complete (App),,ruby_4,33000,12,일해라정차장,374,GooglePlay,2025-07-29,361900,152},,,
Order Complete (App),,ads_remove,7700,1,민이라,9,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_2,6600,1,Hipo,63,GooglePlay,2025-08-09,7700,10965},,,
Order Complete (App),,ruby_2,6600,15,그루터기,371,GooglePlay,2025-07-26,511500,167},,,
Order Complete (App),,ads_remove,7700,1,찌누,5,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_3,11000,1,뜨거운배추,33,GooglePlay,2025-08-09,29700,14632},,,
Order Complete (App),,ruby_3,11000,1,뜨거운배추,33,GooglePlay,2025-08-09,7700,14632},,,
Order Complete (App),,ruby_2,6600,3,뚱랑,93,GooglePlay,2025-08-07,7700,7338},,,
Order Complete (App),,ruby_2,6600,8,영쟈굳,301,GooglePlay,2025-08-01,194700,746},,,
Order Complete (App),,ads_remove,7700,1,큰종,53,GooglePlay,2025-08-09,0,12762},,,
Order Complete (App),,ruby_3,11000,11,인세,167,GooglePlay,2025-07-28,0,4385},,,
Order Complete (App),,ruby_1,1100,6,아스트라,112,GooglePlay,2025-07-24,7700,5872},,,
Order Complete (App),,ruby_2,6600,6,아스트라,112,GooglePlay,2025-07-24,0,5872},,,
Order Complete (App),,ruby_2,6600,2,김태형,120,GooglePlay,2025-08-08,36300,5645},,,
Order Complete (App),,ruby_4,33000,5,조승연,286,GooglePlay,2025-08-04,345400,1067},,,
Order Complete (App),,ruby_3,11000,22,쫑쫑이,313,GooglePlay,2025-07-19,57200,664},,,
Order Complete (App),,ruby_2,6600,23,살아남는자,346,GooglePlay,2025-07-18,95700,312},,,
Order Complete (App),,ruby_3,11000,6,르무르,216,GooglePlay,2025-08-04,60500,3189},,,
Order Complete (App),,ads_remove,7700,1,뜨거운배추,6,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_3,11000,4,펭구7,196,GooglePlay,2025-08-05,72600,3620},,,
Order Complete (App),,ads_remove,7700,1,토츠카,14,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_6,110000,8,소담소민,550,GooglePlay,2025-08-01,4070000,14},,,
Order Complete (App),,ruby_3,11000,22,쟁요,458,GooglePlay,2025-07-19,592900,43},,,
Order Complete (App),,ruby_3,11000,22,쟁요,458,GooglePlay,2025-07-19,581900,43},,,
Order Complete (App),,ruby_1,1100,18,채봉이,279,GooglePlay,2025-07-23,49500,1210},,,
Order Complete (App),,ruby_1,1100,18,채봉이,279,GooglePlay,2025-07-23,47300,1210},,,
Order Complete (App),,ruby_2,6600,18,채봉이,279,GooglePlay,2025-07-23,40700,1210},,,
Order Complete (App),,ruby_2,6600,22,나냐,388,GooglePlay,2025-07-19,215600,112},,,
Order Complete (App),,ruby_3,11000,22,나냐,388,GooglePlay,2025-07-19,209000,112},,,
Order Complete (App),,ruby_3,11000,22,나냐,388,GooglePlay,2025-07-19,187000,112},,,
Order Complete (App),,ruby_2,6600,2,김태형,117,GooglePlay,2025-08-08,29700,5645},,,
Order Complete (App),,ruby_1,1100,5,프링글스,151,OneStore,2025-08-05,50600,4525},,,
Order Complete (App),,ruby_1,1100,21,헤롱이,431,GooglePlay,2025-07-20,799700,69},,,
Order Complete (App),,ruby_5,55000,21,헤롱이,431,GooglePlay,2025-07-20,744700,69},,,
Order Complete (App),,ruby_1,1100,3,blackcho,53,GooglePlay,2025-08-02,7700,11480},,,
Order Complete (App),,ruby_2,6600,3,blackcho,53,GooglePlay,2025-08-02,0,11480},,,
Order Complete (App),,ruby_2,6600,4,젤이쁜울아덜,95,GooglePlay,2025-08-06,111100,6379},,,
Order Complete (App),,ruby_3,11000,4,젤이쁜울아덜,95,GooglePlay,2025-08-06,104500,6379},,,
Order Complete (App),,ruby_3,11000,4,젤이쁜울아덜,95,GooglePlay,2025-08-06,93500,6379},,,
Order Complete (App),,ruby_5,55000,4,젤이쁜울아덜,95,GooglePlay,2025-08-06,27500,6379},,,
Order Complete (App),,ads_remove,7700,1,Hipo,5,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_4,33000,2,룡룡,86,GooglePlay,2025-08-08,7700,8620},,,
Order Complete (App),,ruby_3,11000,1,화유명,81,GooglePlay,2025-08-09,29700,8053},,,
Order Complete (App),,ruby_2,6600,5,프링글스,136,OneStore,2025-08-05,49500,4960},,,
Order Complete (App),,ruby_2,6600,1,하듀쀼,46,GooglePlay,2025-08-09,30800,12855},,,
Order Complete (App),,ruby_3,11000,1,하듀쀼,46,GooglePlay,2025-08-09,13200,12855},,,
Order Complete (App),,ads_remove,7700,1,낭낭낭,36,GooglePlay,2025-08-09,0,14860},,,
Order Complete (App),,ruby_4,33000,17,덕덕,293,GooglePlay,2025-07-23,117700,864},,,
Order Complete (App),,ruby_3,11000,5,프링글스,136,OneStore,2025-08-05,42900,4960},,,
Order Complete (App),,ruby_4,33000,13,톰달,266,GooglePlay,2025-07-28,89100,1830},,,
Order Complete (App),,ruby_3,11000,1,화유명,68,GooglePlay,2025-08-09,18700,9894},,,
Order Complete (App),,ads_remove,7700,4,뭘로할까,91,GooglePlay,2025-08-02,0,6930},,,
Order Complete (App),,ruby_5,55000,25,대머리강서구,605,GooglePlay,2025-07-16,1800700,9},,,
Order Complete (App),,ruby_3,11000,1,화유명,64,GooglePlay,2025-08-09,7700,13241},,,
Order Complete (App),,ruby_3,11000,13,톰달,259,GooglePlay,2025-07-28,78100,1830},,,
Order Complete (App),,ruby_2,6600,2,근당이,88,GooglePlay,2025-08-08,7700,7323},,,
Order Complete (App),,ruby_2,6600,1,하듀쀼,25,GooglePlay,2025-08-09,13200,16215},,,
Order Complete (App),,ruby_2,6600,1,하듀쀼,25,GooglePlay,2025-08-09,0,16215},,,
Order Complete (App),,ruby_4,33000,14,허어어니,351,GooglePlay,2025-07-27,150700,267},,,
Order Complete (App),,ruby_3,11000,9,도라에몽표류기,332,GooglePlay,2025-08-01,289300,439},,,
Order Complete (App),,ruby_1,1100,8,승질승,267,GooglePlay,2025-08-02,66000,1531},,,
Order Complete (App),,ruby_1,1100,8,승질승,267,GooglePlay,2025-08-02,64900,1531},,,
Order Complete (App),,ruby_6,110000,21,규링,396,GooglePlay,2025-07-20,370700,103},,,
Order Complete (App),,ads_remove,7700,1,쇠질쟁이아재,47,GooglePlay,2025-08-08,0,14999},,,
Order Complete (App),,ruby_2,6600,2,전력,71,GooglePlay,2025-08-08,58300,8733},,,
Order Complete (App),,ruby_2,6600,2,전력,71,GooglePlay,2025-08-08,51700,8733},,,
Order Complete (App),,ruby_3,11000,8,현무암,251,GooglePlay,2025-08-02,7700,2045},,,
Order Complete (App),,ads_remove,7700,1,화유명,5,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_5,55000,25,대머리강서구,568,GooglePlay,2025-07-16,1800700,10},,,
Order Complete (App),,ruby_6,110000,25,대머리강서구,568,GooglePlay,2025-07-16,1635700,10},,,
Order Complete (App),,ruby_1,1100,2,모닝믹스커피,146,GooglePlay,2025-08-08,57200,4707},,,
Order Complete (App),,ruby_1,1100,2,모닝믹스커피,146,GooglePlay,2025-08-08,55000,4707},,,
Order Complete (App),,ruby_6,110000,25,대머리강서구,568,GooglePlay,2025-07-16,1525700,10},,,
Order Complete (App),,ads_remove,7700,1,캐룬,17,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,갱민씨,15,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_4,33000,13,독립,301,GooglePlay,2025-07-28,167200,822},,,
Order Complete (App),,ads_remove,7700,1,편간,7,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_3,11000,21,썩쏘염염,345,GooglePlay,2025-07-19,315700,333},,,
Order Complete (App),,ruby_2,6600,2,근당이,76,GooglePlay,2025-08-08,7700,8302},,,
Order Complete (App),,ruby_1,1100,2,근당이,76,GooglePlay,2025-08-08,0,8302},,,
Order Complete (App),,ruby_1,1100,25,마캔,406,GooglePlay,2025-07-15,172700,89},,,
Order Complete (App),,ruby_1,1100,25,마캔,406,GooglePlay,2025-07-15,172700,89},,,
Order Complete (App),,ruby_1,1100,25,마캔,406,GooglePlay,2025-07-15,172700,89},,,
Order Complete (App),,ruby_1,1100,25,마캔,406,GooglePlay,2025-07-15,170500,89},,,
Order Complete (App),,ruby_1,1100,25,마캔,406,GooglePlay,2025-07-15,167200,89},,,
Order Complete (App),,ruby_6,110000,6,오디나무,432,GooglePlay,2025-08-03,1131900,66},,,
Order Complete (App),,ruby_1,1100,2,루망,118,GooglePlay,2025-08-08,82500,5482},,,
Order Complete (App),,ruby_1,1100,25,마캔,405,GooglePlay,2025-07-15,166100,89},,,
Order Complete (App),,ruby_1,1100,2,루망,118,GooglePlay,2025-08-08,81400,5482},,,
Order Complete (App),,ruby_4,33000,2,루망,118,GooglePlay,2025-08-08,47300,5482},,,
Order Complete (App),,ruby_1,1100,25,마캔,405,GooglePlay,2025-07-15,165000,89},,,
Order Complete (App),,ruby_3,11000,7,까에,246,GooglePlay,2025-08-03,66000,2533},,,
Order Complete (App),,ruby_2,6600,2,김태형,113,GooglePlay,2025-08-08,23100,6549},,,
Order Complete (App),,ruby_3,11000,25,마캔,405,GooglePlay,2025-07-15,154000,89},,,
Order Complete (App),,ruby_2,6600,9,도라에몽표류기,330,GooglePlay,2025-08-01,282700,458},,,
Order Complete (App),,ruby_2,6600,2,루망,114,GooglePlay,2025-08-08,40700,5792},,,
Order Complete (App),,ruby_4,33000,20,고운찡,307,GooglePlay,2025-07-20,7700,727},,,
Order Complete (App),,ruby_3,11000,21,Nospoon,328,GooglePlay,2025-07-19,75900,481},,,
Order Complete (App),,ruby_6,110000,21,짭서스,418,OneStore,2025-07-20,667700,81},,,
Order Complete (App),,ruby_4,33000,11,roki,293,GooglePlay,2025-07-30,173800,826},,,
Order Complete (App),,ads_remove,7700,1,밥강아지,9,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ruby_2,6600,2,무진장큰스님,101,GooglePlay,2025-08-08,29700,6137},,,
Order Complete (App),,ruby_4,33000,2,루망,92,GooglePlay,2025-08-08,7700,6706},,,
Order Complete (App),,ruby_1,1100,2,김태형,98,GooglePlay,2025-08-08,22000,6549},,,
Order Complete (App),,ruby_3,11000,7,푸르른달,245,GooglePlay,2025-08-02,46200,2372},,,
Order Complete (App),,ruby_6,110000,7,쵸돈단스,355,OneStore,2025-08-03,788700,249},,,
Order Complete (App),,ads_remove,7700,1,Junmin78,8,GooglePlay,2025-08-09,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,블러드월령,52,GooglePlay,2025-08-08,0,11453},,,
Order Complete (App),,ruby_3,11000,23,동광,294,GooglePlay,2025-07-18,99000,809},,,
