Event Category,,Product ID,Product Price,"{""a_attendance_count""",a_user_name,a_user_stage,b.diamond,b.ruby,curserver,iap_platform,install_day,total_payment_amount,user_rank
Order Complete (App),,ruby_1,1100,3,afoccert,76,6717,770,1,GooglePlay,2025-08-28,7700,10165
Order Complete (App),,ruby_2,6600,3,afoccert,76,6717,0,1,GooglePlay,2025-08-28,0,10165
Order Complete (App),,ads_remove,7700,1,안녕경환,37,160301,0,1,GooglePlay,2025-08-31,0,16921
Order Complete (App),,ruby_4,33000,12,복장군,168,107619,3300,1,OneStore,2025-08-19,40700,5926
Order Complete (App),,ruby_1,1100,3,화평이,93,2453,770,1,GooglePlay,2025-08-29,7700,8326
Order Complete (App),,ruby_2,6600,3,화평이,93,2453,0,1,GooglePlay,2025-08-29,0,8326
Order Complete (App),,ads_remove,7700,1,소당,52,269610,0,1,GooglePlay,2025-08-31,0,16152
Order Complete (App),,ads_remove,7700,1,한절이,36,31220,0,1,GooglePlay,2025-08-31,0,19466
Order Complete (App),,ruby_4,33000,43,DoorTin,398,443,0,1,GooglePlay,2025-07-20,7700,549
Order Complete (App),,ads_remove,7700,1,히야라고,5,8000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ads_remove,7700,1,멍구,9,18000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ads_remove,7700,2,ValaV,53,180146,0,1,GooglePlay,2025-08-30,0,15127
Order Complete (App),,ads_remove,7700,1,메옹,5,9000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ruby_2,6600,2,리튜보,146,74554,0,1,GooglePlay,2025-08-30,15400,6208
Order Complete (App),,ads_remove,7700,1,4441,18,74690,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ruby_1,1100,2,리튜보,146,29554,0,1,GooglePlay,2025-08-30,14300,6208
Order Complete (App),,ruby_2,6600,2,리튜보,146,5554,0,1,GooglePlay,2025-08-30,7700,6208
Order Complete (App),,ads_remove,7700,1,천영수,49,61677,0,1,GooglePlay,2025-08-31,0,14968
Order Complete (App),,ruby_6,110000,30,소담소민,907,4337,770,1,GooglePlay,2025-08-01,5940000,5
Order Complete (App),,ruby_3,11000,31,이순신표류기,388,248682,0,1,GooglePlay,2025-08-01,359700,691
Order Complete (App),,ruby_3,11000,29,동물의왕흑인,296,990,0,1,GooglePlay,2025-08-02,25300,2303
Order Complete (App),,ruby_2,6600,43,llllIIII,348,124018,0,1,GooglePlay,2025-07-19,11000,1529
Order Complete (App),,ruby_2,6600,37,유케이,435,2903,550,1,GooglePlay,2025-07-26,121000,305
Order Complete (App),,ads_remove,7700,1,용켕렝승,4,8000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ads_remove,7700,1,하인츠,9,20000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ruby_2,6600,6,소쩍새,196,35540,0,1,GooglePlay,2025-08-26,91300,4976
Order Complete (App),,ads_remove,7700,1,킴꺼벙,5,10000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ruby_5,55000,17,먼지아빠,392,4868,0,1,GooglePlay,2025-08-15,473000,615
Order Complete (App),,ruby_3,11000,38,단다단다,386,1313,0,1,GooglePlay,2025-07-25,7700,780
Order Complete (App),,ads_remove,7700,1,감자공장장,11,139000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ads_remove,7700,1,백복치,4,8000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ruby_5,55000,28,BADA,453,3441,0,1,GooglePlay,2025-08-04,564300,184
Order Complete (App),,ruby_2,6600,38,rubidu,490,1050,0,1,GooglePlay,2025-07-25,374000,124
Order Complete (App),,ads_remove,7700,1,호니호니,5,8000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ads_remove,7700,1,옴뇽뇽,4,8000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ruby_2,6600,9,hulee,216,140208,0,1,GooglePlay,2025-08-23,7700,4594
Order Complete (App),,ruby_5,55000,33,l대마왕l,490,75456,660,1,GooglePlay,2025-07-30,751300,128
Order Complete (App),,ruby_2,6600,2,방과,136,64309,0,1,GooglePlay,2025-08-30,50600,6514
Order Complete (App),,ads_remove,7700,1,깡호,5,14000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ads_remove,7700,1,환이님,5,8000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ads_remove,7700,2,UDT60,118,55293,0,1,GooglePlay,2025-08-30,0,7013
Order Complete (App),,ruby_3,11000,33,l대마왕l,474,68531,5940,1,GooglePlay,2025-07-30,740300,152
Order Complete (App),,ruby_5,55000,33,l대마왕l,474,18531,440,1,GooglePlay,2025-07-30,685300,152
Order Complete (App),,ruby_2,6600,1,박씨아저씨,74,11946,0,1,GooglePlay,2025-08-30,7700,10335
Order Complete (App),,ads_remove,7700,1,평범캐릭스,4,8000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ruby_3,11000,27,야채오향통닭,218,96465,0,1,GooglePlay,2025-08-04,0,4540
Order Complete (App),,ruby_4,33000,27,노조원,354,24107,0,1,GooglePlay,2025-08-05,25300,1399
Order Complete (App),,ads_remove,7700,1,눈꽃샤크,8,18000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ads_remove,7700,1,죠바비,6,17000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ruby_2,6600,45,하성,376,1119,0,1,GooglePlay,2025-07-17,34100,933
Order Complete (App),,ads_remove,7700,1,천마I,5,10000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ads_remove,7700,1,도령룐,51,16347,0,1,GooglePlay,2025-08-31,0,14625
Order Complete (App),,ruby_2,6600,4,아이디모할깡,111,521886,0,1,GooglePlay,2025-08-28,17600,8044
Order Complete (App),,ads_remove,7700,1,리오건,8,19000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ruby_4,33000,6,소쩍새,180,5191,0,1,GooglePlay,2025-08-26,58300,5454
Order Complete (App),,ads_remove,7700,1,실리야,19,111045,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ruby_2,6600,4,아이디모할깡,94,467386,0,1,GooglePlay,2025-08-28,11000,8044
Order Complete (App),,ads_remove,7700,1,더랜드시티,4,5000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ruby_5,55000,6,지마,293,85113,220,1,GooglePlay,2025-08-26,405900,2373
Order Complete (App),,ads_remove,7700,3,무상,74,526856,0,1,GooglePlay,2025-08-29,0,10917
Order Complete (App),,ads_remove,7700,1,장날두,51,54390,0,1,GooglePlay,2025-08-31,0,14203
Order Complete (App),,ruby_1,1100,3,마살수,236,1518,330,1,GooglePlay,2025-08-29,118800,4117
Order Complete (App),,ruby_1,1100,3,마살수,236,1518,110,1,GooglePlay,2025-08-29,116600,4117
Order Complete (App),,ruby_5,55000,41,로봇,525,28959,220,1,GooglePlay,2025-07-18,535700,90
Order Complete (App),,ruby_2,6600,6,지마,292,2538,110,1,GooglePlay,2025-08-26,399300,2371
Order Complete (App),,ruby_3,11000,3,유비연,192,108992,110,1,GooglePlay,2025-08-29,40700,5010
Order Complete (App),,ruby_4,33000,4,HYUCK,211,2395,660,0,GooglePlay,2025-07-15,174900,3125
Order Complete (App),,ruby_2,6600,3,마살수,234,2418,0,1,GooglePlay,2025-08-29,110000,4117
Order Complete (App),,ruby_3,11000,29,선장,442,420662,0,1,GooglePlay,2025-08-03,638000,247
Order Complete (App),,ruby_4,33000,29,선장,442,562,0,1,GooglePlay,2025-08-03,605000,247
Order Complete (App),,ruby_5,55000,17,먼지아빠,389,13523,0,1,GooglePlay,2025-08-15,418000,661
Order Complete (App),,ruby_1,1100,14,박범,322,25922,440,1,GooglePlay,2025-08-18,99000,1987
Order Complete (App),,ruby_1,1100,14,박범,322,25922,220,1,GooglePlay,2025-08-18,96800,1987
Order Complete (App),,ruby_4,33000,1,아기링,43,225337,0,1,GooglePlay,2025-08-30,7700,15632
Order Complete (App),,ruby_4,33000,30,우용,286,265209,0,1,GooglePlay,2025-07-19,7700,2667
Order Complete (App),,ruby_3,11000,5,혜디,187,168138,0,1,GooglePlay,2025-08-27,45100,5455
Order Complete (App),,ads_remove,7700,1,Mokana,4,10000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ads_remove,7700,1,민트초코육포,4,8000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ruby_1,1100,2,방과,115,213953,440,1,GooglePlay,2025-08-30,49500,7306
Order Complete (App),,ruby_6,110000,13,짱꾸,276,9228,0,1,GooglePlay,2025-08-19,58300,2789
Order Complete (App),,ruby_1,1100,2,방과,115,143303,1540,1,GooglePlay,2025-08-30,49500,7306
Order Complete (App),,ruby_1,1100,2,방과,115,143303,1540,1,GooglePlay,2025-08-30,49500,7306
Order Complete (App),,ruby_1,1100,2,방과,115,143303,1320,1,GooglePlay,2025-08-30,47300,7306
Order Complete (App),,ruby_2,6600,2,방과,115,143303,550,1,GooglePlay,2025-08-30,39600,7306
Order Complete (App),,ruby_1,1100,3,김메뚝,120,212890,440,1,GooglePlay,2025-08-29,33000,7304
Order Complete (App),,ads_remove,7700,1,어왕,9,19000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ruby_2,6600,3,김메뚝,120,13440,1760,1,GooglePlay,2025-08-29,33000,7304
Order Complete (App),,ruby_3,11000,3,김메뚝,120,13440,0,1,GooglePlay,2025-08-29,15400,7304
Order Complete (App),,ruby_4,33000,34,일해라정차장,551,29331,150,1,GooglePlay,2025-07-29,853600,53
Order Complete (App),,ruby_4,33000,9,trdfy,227,2507,0,1,GooglePlay,2025-08-22,12100,4340
Order Complete (App),,ruby_3,11000,3,정세바리,115,45300,1650,1,GooglePlay,2025-08-29,29700,7345
Order Complete (App),,ruby_3,11000,3,정세바리,115,45300,550,1,GooglePlay,2025-08-29,18700,7345
Order Complete (App),,ruby_5,55000,20,goonin,325,21543,0,1,GooglePlay,2025-08-12,95700,1948
Order Complete (App),,ruby_5,55000,6,지마,289,155769,110,1,GooglePlay,2025-08-26,344300,2581
Order Complete (App),,ruby_3,11000,6,지마,286,123669,6710,1,GooglePlay,2025-08-26,333300,2581
Order Complete (App),,ruby_3,11000,6,지마,286,123669,5610,1,GooglePlay,2025-08-26,322300,2581
Order Complete (App),,ruby_5,55000,6,지마,286,123669,110,1,GooglePlay,2025-08-26,267300,2581
Order Complete (App),,ads_remove,7700,1,뿌넨,27,130,0,1,GooglePlay,2025-08-31,0,18946
Order Complete (App),,ruby_3,11000,2,방과,111,189448,0,1,GooglePlay,2025-08-30,28600,8037
Order Complete (App),,ruby_3,11000,2,방과,94,60248,0,1,GooglePlay,2025-08-30,17600,8037
Order Complete (App),,ads_remove,7700,1,serendip,16,174593,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ruby_3,11000,10,수류탄투척,267,9521,0,1,GooglePlay,2025-08-22,7700,3150
Order Complete (App),,ruby_3,11000,1,장림동골목대장,43,189981,0,1,GooglePlay,2025-08-31,0,16741
Order Complete (App),,ruby_3,11000,9,raonao,285,15949,0,1,GooglePlay,2025-08-23,159500,2657
Order Complete (App),,ruby_4,33000,2,미괴,106,67374,0,1,GooglePlay,2025-08-30,7700,9224
Order Complete (App),,ruby_2,6600,3,마살수,229,1178,0,1,GooglePlay,2025-08-29,103400,4250
Order Complete (App),,ruby_3,11000,34,난세난난세,398,717897,0,1,GooglePlay,2025-07-29,172700,540
Order Complete (App),,ads_remove,7700,1,장보고요리하고,23,9394,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ruby_1,1100,10,유강체,256,21544,0,1,GooglePlay,2025-08-22,40700,3389
Order Complete (App),,ruby_1,1100,10,유강체,256,1544,550,1,GooglePlay,2025-08-22,40700,3389
Order Complete (App),,ruby_1,1100,10,유강체,256,1544,440,1,GooglePlay,2025-08-22,39600,3389
Order Complete (App),,ruby_1,1100,10,유강체,256,1544,110,1,GooglePlay,2025-08-22,36300,3389
Order Complete (App),,ruby_2,6600,10,유강체,256,7044,0,1,GooglePlay,2025-08-22,29700,3389
Order Complete (App),,ruby_1,1100,47,페코,425,113086,0,1,GooglePlay,2025-07-16,12100,403
Order Complete (App),,ruby_1,1100,3,마살수,226,78803,0,1,GooglePlay,2025-08-29,102300,4658
Order Complete (App),,ads_remove,7700,1,비융개,16,36400,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ads_remove,7700,1,샘딸러,24,7555,0,1,GooglePlay,2025-08-31,0,18926
Order Complete (App),,ads_remove,7700,1,매리,27,190555,0,1,GooglePlay,2025-08-31,0,17983
Order Complete (App),,ruby_1,1100,3,마살수,214,1678,1980,1,GooglePlay,2025-08-29,102300,4658
Order Complete (App),,ruby_1,1100,3,마살수,214,1678,1760,1,GooglePlay,2025-08-29,100100,4658
Order Complete (App),,ruby_2,6600,3,마살수,214,1678,1760,1,GooglePlay,2025-08-29,100100,4658
Order Complete (App),,ruby_3,11000,3,마살수,214,1678,0,1,GooglePlay,2025-08-29,82500,4658
Order Complete (App),,ruby_3,11000,1,케파,46,95810,0,1,GooglePlay,2025-08-31,0,15048
Order Complete (App),,ruby_3,11000,44,졸업앨범을피지마,316,132485,0,1,GooglePlay,2025-07-19,44000,2046
Order Complete (App),,ruby_3,11000,44,졸업앨범을피지마,316,108485,0,1,GooglePlay,2025-07-19,33000,2046
Order Complete (App),,ruby_4,33000,7,독도지킴이,167,254598,0,1,GooglePlay,2025-08-25,52800,6068
Order Complete (App),,ruby_6,110000,30,소담소민,904,15120,770,1,GooglePlay,2025-08-01,5830000,5
Order Complete (App),,ruby_2,6600,44,쫑쫑이,417,150024,0,1,GooglePlay,2025-07-19,101200,455
Order Complete (App),,ads_remove,7700,1,변준수,8,9500,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ads_remove,7700,1,풀떼기,36,160865,0,1,GooglePlay,2025-08-31,0,17013
Order Complete (App),,ads_remove,7700,1,여진족,4,8000,0,1,GooglePlay,2025-08-31,0,99999999
Order Complete (App),,ruby_3,11000,6,소쩍새,176,7059,0,1,GooglePlay,2025-08-26,47300,5649
Order Complete (App),,ads_remove,7700,1,이됴,51,128550,0,1,GooglePlay,2025-08-30,0,14899
Order Complete (App),,ruby_3,11000,6,소쩍새,173,1384,0,1,GooglePlay,2025-08-26,36300,5649
Order Complete (App),,ruby_1,1100,8,레비비,231,2002,0,1,GooglePlay,2025-08-24,11000,4210
Order Complete (App),,ruby_1,1100,23,밥강아지,322,20628,1870,1,GooglePlay,2025-08-09,26400,2018
Order Complete (App),,ruby_1,1100,23,밥강아지,322,20628,1760,1,GooglePlay,2025-08-09,25300,2018
Order Complete (App),,ruby_5,55000,4,후운,269,18132,1620,1,GooglePlay,2025-08-27,348700,3070
Order Complete (App),,ruby_2,6600,23,밥강아지,322,20628,1100,1,GooglePlay,2025-08-09,18700,2018
Order Complete (App),,ruby_3,11000,23,밥강아지,322,20628,0,1,GooglePlay,2025-08-09,7700,2018
Order Complete (App),,ruby_1,1100,2,정상화,120,23605,0,1,GooglePlay,2025-08-30,9900,7548
Order Complete (App),,ruby_1,1100,2,정상화,120,19605,0,1,GooglePlay,2025-08-30,8800,7548
Order Complete (App),,ruby_4,33000,44,화염방구,547,19857,0,1,GooglePlay,2025-07-19,627000,63
Order Complete (App),,ads_remove,7700,1,로웁,21,198695,0,1,GooglePlay,2025-08-30,0,19341
Order Complete (App),,ruby_4,33000,27,조승연,886,1911957,330,1,GooglePlay,2025-08-04,3781800,7
Order Complete (App),,ruby_6,110000,27,조승연,886,263707,330,1,GooglePlay,2025-08-04,3671800,7
Order Complete (App),,ruby_1,1100,31,용아치,359,64455,660,1,OneStore,2025-08-01,67100,1320
Order Complete (App),,ads_remove,7700,3,두리이,66,321030,0,1,GooglePlay,2025-08-28,0,14745
Order Complete (App),,ruby_2,6600,4,난포기,94,958687,440,1,GooglePlay,2025-07-23,60500,8122
Order Complete (App),,ruby_1,1100,2,정상화,91,85905,0,1,GooglePlay,2025-08-30,7700,9203
Order Complete (App),,ruby_2,6600,41,난세이,392,2968,0,1,GooglePlay,2025-07-19,62700,647
Order Complete (App),,ruby_3,11000,41,난세이,392,4043,0,1,GooglePlay,2025-07-19,51700,647
Order Complete (App),,ruby_3,11000,41,난세이,392,10168,0,1,GooglePlay,2025-07-19,40700,647
Order Complete (App),,ruby_3,11000,14,마카다미,323,6054,0,1,GooglePlay,2025-08-18,143000,1971
Order Complete (App),,ruby_3,11000,27,조승연,862,418407,330,1,GooglePlay,2025-08-04,3660800,8
Order Complete (App),,ruby_3,11000,43,하야안,451,1445,0,1,GooglePlay,2025-07-20,430100,178
Order Complete (App),,ruby_5,55000,27,조승연,862,602907,330,1,GooglePlay,2025-08-04,3605800,8
Order Complete (App),,ruby_3,11000,43,하야안,450,2120,0,1,GooglePlay,2025-07-20,419100,178
Order Complete (App),,ads_remove,7700,1,주료,4,5000,0,1,GooglePlay,2025-08-30,0,99999999
Order Complete (App),,ruby_2,6600,31,톰머,353,157380,0,1,GooglePlay,2025-07-26,39600,1391
Order Complete (App),,ruby_3,11000,42,지능,397,2234,330,1,GooglePlay,2025-07-18,11000,590
Order Complete (App),,ruby_3,11000,31,톰머,353,2030,0,1,GooglePlay,2025-07-26,28600,1391
Order Complete (App),,ads_remove,7700,1,쓰루,5,8000,0,1,GooglePlay,2025-08-30,0,99999999
Order Complete (App),,ruby_6,110000,1,재향,232,559232,1320,1,GooglePlay,2025-08-30,414700,4242
Order Complete (App),,ruby_4,33000,1,중독커피,34,4075,0,1,GooglePlay,2025-08-30,0,19328
Order Complete (App),,ads_remove,7700,1,73664,59,102417,0,1,GooglePlay,2025-08-30,0,16699
Order Complete (App),,ads_remove,7700,1,거부기,12,125500,0,1,GooglePlay,2025-08-30,0,99999999
Order Complete (App),,ads_remove,7700,1,광뇌,4,8000,0,1,GooglePlay,2025-08-30,0,99999999
Order Complete (App),,ruby_5,55000,1,재향,201,347386,4620,1,GooglePlay,2025-08-30,359700,4994
Order Complete (App),,ruby_2,6600,27,조승연,853,1096426,0,1,GooglePlay,2025-08-04,3599200,9
Order Complete (App),,ruby_1,1100,7,독도지킴이,145,444250,220,1,GooglePlay,2025-08-25,51700,6245
Order Complete (App),,ruby_5,55000,1,재향,192,206761,220,1,GooglePlay,2025-08-30,304700,4994
Order Complete (App),,ruby_3,11000,7,독도지킴이,144,330400,220,1,GooglePlay,2025-08-25,40700,6380
Order Complete (App),,ruby_4,33000,7,독도지킴이,138,99425,0,1,GooglePlay,2025-08-25,7700,6380
Order Complete (App),,ruby_3,11000,1,재향,156,602286,220,1,GooglePlay,2025-08-30,293700,6425
Order Complete (App),,ruby_4,33000,1,재향,151,109786,220,1,GooglePlay,2025-08-30,260700,6425
Order Complete (App),,ruby_2,6600,24,전력,336,336645,440,1,GooglePlay,2025-08-08,415800,1678
Order Complete (App),,ruby_1,1100,8,진월e,270,382477,990,1,GooglePlay,2025-08-23,260700,2948
Order Complete (App),,ruby_4,33000,1,재향,145,678336,1100,1,GooglePlay,2025-08-30,227700,6425
Order Complete (App),,ads_remove,7700,17,밥밥,271,3323,0,1,GooglePlay,2025-08-14,0,2948
Order Complete (App),,ruby_5,55000,1,재향,142,297061,2530,1,GooglePlay,2025-08-30,172700,6425
Order Complete (App),,ruby_4,33000,1,재향,134,73086,3080,1,GooglePlay,2025-08-30,139700,6425
Order Complete (App),,ruby_4,33000,1,재향,134,7836,880,1,GooglePlay,2025-08-30,106700,6425
Order Complete (App),,ruby_3,11000,3,정세바리,112,7092,0,1,GooglePlay,2025-08-29,7700,7792
Order Complete (App),,ads_remove,7700,1,칭칭이,6,17000,0,1,GooglePlay,2025-08-30,0,99999999
Order Complete (App),,ruby_2,6600,9,raonao,281,1307,110,1,GooglePlay,2025-08-23,152900,2712
Order Complete (App),,ruby_5,55000,337,9렙6만4천칠흑,1083,62217,7480,0,OneStore,2024-09-29,1162000,10
Order Complete (App),,ruby_6,110000,4,후운,237,2745,300,1,GooglePlay,2025-08-27,238700,4204
Order Complete (App),,ruby_5,55000,46,덕풍동시라소니,827,294692,440,1,GooglePlay,2025-07-16,2736800,12
Order Complete (App),,ruby_5,55000,47,땅더비,450,2917,0,1,GooglePlay,2025-07-16,62700,178
Order Complete (App),,ruby_4,33000,1,재향,117,34135,110,1,GooglePlay,2025-08-30,73700,7117
Order Complete (App),,ruby_2,6600,10,홀릭스,228,19765,0,1,GooglePlay,2025-08-21,7700,4324
Order Complete (App),,ruby_6,110000,46,덕풍동시라소니,786,1692,0,1,GooglePlay,2025-07-16,2626800,14
Order Complete (App),,ads_remove,7700,1,박씨아저씨,8,23000,0,1,GooglePlay,2025-08-30,0,99999999
Order Complete (App),,ruby_6,110000,46,덕풍동시라소니,786,4642,0,1,GooglePlay,2025-07-16,2516800,14
Order Complete (App),,ruby_4,33000,32,국이,485,112545,1100,1,GooglePlay,2025-07-29,810700,148
Order Complete (App),,ruby_6,110000,46,덕풍동시라소니,786,1642,1100,1,GooglePlay,2025-07-16,2406800,14
Order Complete (App),,ruby_6,110000,46,덕풍동시라소니,786,3592,0,1,GooglePlay,2025-07-16,2296800,14
Order Complete (App),,ruby_6,110000,46,덕풍동시라소니,786,5592,1100,1,GooglePlay,2025-07-16,2186800,14
Order Complete (App),,ruby_6,110000,46,덕풍동시라소니,786,3942,0,1,GooglePlay,2025-07-16,2076800,14
Order Complete (App),,ads_remove,7700,1,칸솔,19,49665,0,1,GooglePlay,2025-08-30,0,99999999
Order Complete (App),,ads_remove,7700,1,관절염아야아야,14,148509,0,1,GooglePlay,2025-08-30,0,99999999
Order Complete (App),,ruby_3,11000,43,하야안,449,712,0,1,GooglePlay,2025-07-20,408100,184
Order Complete (App),,ads_remove,7700,1,아기링,2,4000,0,1,GooglePlay,2025-08-30,0,99999999
Order Complete (App),,ruby_5,55000,1,재향,55,82010,220,1,GooglePlay,2025-08-30,18700,14724
Order Complete (App),,ruby_3,11000,43,하야안,449,3737,0,1,GooglePlay,2025-07-20,397100,184
Order Complete (App),,ruby_4,33000,3,난다고요,185,158469,0,1,GooglePlay,2025-08-28,51700,5458
Order Complete (App),,ruby_3,11000,1,재향,31,154785,0,1,GooglePlay,2025-08-30,7700,19299
Order Complete (App),,ruby_2,6600,14,Hotal,711,10,0,1,GooglePlay,2025-08-18,2194500,20
Order Complete (App),,ruby_3,11000,14,Hotal,711,434710,0,1,GooglePlay,2025-08-18,2183500,20
Order Complete (App),,ruby_6,110000,19,슬2,831,613536,13530,1,OneStore,2025-08-13,3921500,11
Order Complete (App),,ads_remove,7700,1,덕만공주,11,125500,0,1,GooglePlay,2025-08-30,0,99999999
Order Complete (App),,ruby_6,110000,14,Hotal,711,1610,0,1,GooglePlay,2025-08-18,2073500,20
Order Complete (App),,ruby_4,33000,29,엉강,292,77992,0,1,GooglePlay,2025-08-03,18700,2397
Order Complete (App),,ads_remove,7700,1,재향,5,8000,0,1,GooglePlay,2025-08-30,0,99999999
Order Complete (App),,ruby_2,6600,20,paxxi,299,2830,1980,1,GooglePlay,2025-08-12,27500,2243
Order Complete (App),,ruby_2,6600,20,paxxi,299,2830,1320,1,GooglePlay,2025-08-12,20900,2243
Order Complete (App),,ruby_2,6600,20,paxxi,299,2830,0,1,GooglePlay,2025-08-12,7700,2243
Order Complete (App),,ruby_4,33000,33,코리아se스머신,701,481331,330,1,GooglePlay,2025-07-30,2326500,20
Order Complete (App),,ads_remove,7700,1,부모,19,56516,0,1,GooglePlay,2025-08-30,0,99999999
Order Complete (App),,ruby_3,11000,33,코리아se스머신,701,460831,330,1,GooglePlay,2025-07-30,2315500,20
Order Complete (App),,ruby_5,55000,33,코리아se스머신,701,384431,330,1,GooglePlay,2025-07-30,2260500,20
Order Complete (App),,ruby_5,55000,33,코리아se스머신,701,1250981,330,1,GooglePlay,2025-07-30,2205500,20
Order Complete (App),,ruby_6,110000,19,슬2,808,1013786,12430,1,OneStore,2025-08-13,3811500,12
Order Complete (App),,ruby_1,1100,19,슬2,808,1013786,1430,1,OneStore,2025-08-13,3701500,12
Order Complete (App),,ads_remove,7700,1,tobie,11,24000,0,1,GooglePlay,2025-08-30,0,99999999
Order Complete (App),,ads_remove,7700,2,명보,65,242258,0,1,GooglePlay,2025-08-30,0,14125
Order Complete (App),,ruby_4,33000,46,은월랑,613,715,110,1,GooglePlay,2025-07-17,1581800,36
Order Complete (App),,ruby_5,55000,6,문학이,237,40754,0,1,GooglePlay,2025-08-26,82500,4154
Order Complete (App),,ads_remove,7700,1,오백밑사백,18,227820,0,1,GooglePlay,2025-08-30,0,99999999
Order Complete (App),,ruby_3,11000,33,코리아se스머신,700,344835,330,1,GooglePlay,2025-07-30,2194500,22
Order Complete (App),,ruby_1,1100,97,키키,532,405356,2090,0,GooglePlay,2024-11-11,125600,387
Order Complete (App),,ruby_1,1100,97,키키,532,405356,1870,0,GooglePlay,2024-11-11,123400,387
Order Complete (App),,ruby_3,11000,43,길길길,486,1806,110,1,GooglePlay,2025-07-20,128700,149
Order Complete (App),,ruby_1,1100,97,키키,532,405356,1760,0,GooglePlay,2024-11-11,122300,387
Order Complete (App),,ruby_2,6600,97,키키,532,405356,1760,0,GooglePlay,2024-11-11,122300,387
Order Complete (App),,ruby_3,11000,97,키키,532,405356,0,0,GooglePlay,2024-11-11,104700,387
Order Complete (App),,ruby_3,11000,22,하뚜루,355,13370,0,1,GooglePlay,2025-08-09,232100,1383
Order Complete (App),,ruby_4,33000,46,엉망,888,266530,1430,1,GooglePlay,2025-07-17,3210900,7
Order Complete (App),,ruby_5,55000,46,엉망,887,344630,0,1,GooglePlay,2025-07-17,3155900,7
Order Complete (App),,ruby_4,33000,28,chemma,485,73232,220,1,GooglePlay,2025-08-04,602800,140
Order Complete (App),,ruby_3,11000,41,보보부복,396,5160,0,1,GooglePlay,2025-07-22,223300,596
Order Complete (App),,ruby_6,110000,20,고슬,486,173379,12210,1,OneStore,2025-08-12,1076900,131
Order Complete (App),,ruby_3,11000,6,문학이,227,245529,110,1,GooglePlay,2025-08-26,71500,4369
Order Complete (App),,ruby_3,11000,29,읭용,351,8524,0,1,GooglePlay,2025-08-01,7700,1419
Order Complete (App),,ruby_2,6600,43,길길길,450,1131,0,1,GooglePlay,2025-07-20,122100,174
Order Complete (App),,ruby_1,1100,33,후조,386,273,0,1,GooglePlay,2025-07-29,25300,736
Order Complete (App),,ruby_4,33000,41,보보부복,392,2460,0,1,GooglePlay,2025-07-22,190300,596
Order Complete (App),,ruby_3,11000,44,태백,645,1286,0,1,GooglePlay,2025-07-18,1205600,28
Order Complete (App),,ruby_1,1100,43,길길길,450,1056,0,1,GooglePlay,2025-07-20,121000,174
Order Complete (App),,ruby_3,11000,20,고슬,485,184774,3410,1,OneStore,2025-08-12,966900,139
Order Complete (App),,ruby_3,11000,20,고슬,485,184774,2310,1,OneStore,2025-08-12,955900,139
Order Complete (App),,ruby_3,11000,1,클린비비,46,17063,0,1,GooglePlay,2025-08-30,0,14984
Order Complete (App),,ads_remove,7700,1,음향사,6,14280,0,1,GooglePlay,2025-08-30,0,99999999
Order Complete (App),,ads_remove,7700,1,골랑,51,1622,0,1,GooglePlay,2025-08-30,0,14979
Order Complete (App),,ruby_1,1100,35,창사마,550,39024,3190,1,GooglePlay,2025-07-27,1976700,53
Order Complete (App),,ads_remove,7700,1,성난이,8,18000,0,1,GooglePlay,2025-08-30,0,99999999
Order Complete (App),,ads_remove,7700,1,나뇽이,21,84500,0,1,GooglePlay,2025-08-30,0,99999999
Order Complete (App),,ads_remove,7700,1,해용,5,10000,0,1,GooglePlay,2025-08-30,0,99999999
