"Event Category","Event Action","Event Label","Custom Event Properties"
"stage_reached_450 (App)","W:23_0A:20_0","44","{""attendance_count"":44,""b.diamond"":2353,""b.ruby"":0,""curserver"":1,""install_day"":""2025-07-19"",""total_payment_amount"":95700,""user_name"":""무향후"",""user_rank"":189,""user_stage"":450}"
"stage_reached_450 (App)","W:22_0A:22_0","28","{""attendance_count"":28,""b.diamond"":303641,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-04"",""total_payment_amount"":564300,""user_name"":""BADA"",""user_rank"":184,""user_stage"":450}"
"stage_reached_450 (App)","W:23_0A:22_0","40","{""attendance_count"":40,""b.diamond"":71816,""b.ruby"":0,""curserver"":1,""install_day"":""2025-07-23"",""total_payment_amount"":618200,""user_name"":""아까그넘"",""user_rank"":184,""user_stage"":450}"
"stage_reached_450 (App)","W:22_0A:20_0","47","{""attendance_count"":47,""b.diamond"":21951,""b.ruby"":110,""curserver"":1,""install_day"":""2025-07-16"",""total_payment_amount"":29700,""user_name"":""Zaru"",""user_rank"":186,""user_stage"":450}"
"stage_reached_450 (App)","W:23_0A:19_0","42","{""attendance_count"":42,""b.diamond"":337000,""b.ruby"":0,""curserver"":1,""install_day"":""2025-07-20"",""total_payment_amount"":117700,""user_name"":""나그넷길"",""user_rank"":186,""user_stage"":450}"
"stage_reached_450 (App)","W:21_0A:20_0","43","{""attendance_count"":43,""b.diamond"":2121,""b.ruby"":440,""curserver"":1,""install_day"":""2025-07-19"",""total_payment_amount"":203500,""user_name"":""태굥"",""user_rank"":179,""user_stage"":450}"
"stage_reached_450 (App)","W:23_0A:20_0","47","{""attendance_count"":47,""b.diamond"":1542,""b.ruby"":0,""curserver"":1,""install_day"":""2025-07-16"",""total_payment_amount"":62700,""user_name"":""땅더비"",""user_rank"":178,""user_stage"":450}"
"stage_reached_450 (App)","W:22_0A:22_0","43","{""attendance_count"":43,""b.diamond"":77612,""b.ruby"":0,""curserver"":1,""install_day"":""2025-07-20"",""total_payment_amount"":419100,""user_name"":""하야안"",""user_rank"":184,""user_stage"":450}"
"stage_reached_450 (App)","W:23_0A:23_0","44","{""attendance_count"":44,""b.diamond"":156366,""b.ruby"":0,""curserver"":1,""install_day"":""2025-07-19"",""total_payment_amount"":103400,""user_name"":""자료구조"",""user_rank"":177,""user_stage"":450}"
"stage_reached_450 (App)","W:22_0A:22_0","36","{""attendance_count"":36,""b.diamond"":19608,""b.ruby"":0,""curserver"":1,""install_day"":""2025-07-27"",""total_payment_amount"":350900,""user_name"":""꼬치쓰"",""user_rank"":195,""user_stage"":450}"
"stage_reached_450 (App)","W:22_0A:22_0","28","{""attendance_count"":28,""b.diamond"":23209,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-03"",""total_payment_amount"":771100,""user_name"":""teamnose"",""user_rank"":175,""user_stage"":450}"
"stage_reached_450 (App)","W:23_0A:22_0","30","{""attendance_count"":30,""b.diamond"":37333,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-01"",""total_payment_amount"":467500,""user_name"":""베냐"",""user_rank"":184,""user_stage"":450}"
