"Event Category","Event Action","Event Label","Custom Event Properties"
"stage_reached_300 (App)",,,"{""Time"":""2026-04-15 23:31:58"",""UserUUID"":""2e474000-2b77-11f1-a2be-d3c463fd3d79"",""attendanceCount"":15,""attendance_count"":15,""b.diamond"":3057,""b.ruby"":0,""boxAllCount"":6490,""curserver"":1,""equipmentData"":""W:23_0A:20_0"",""install_day"":""2026-03-29"",""totalPayment"":7700,""total_payment_amount"":7700,""user_name"":""성키키"",""user_rank"":4770,""user_stage"":300}"
"stage_reached_300 (App)",,,"{""Time"":""2026-04-15 22:59:25"",""UserUUID"":""bf9313e0-309a-11f1-a35c-7d12bdd96b0a"",""attendanceCount"":11,""attendance_count"":11,""b.diamond"":4427,""b.ruby"":0,""boxAllCount"":3120,""curserver"":2,""equipmentData"":""W:24_0A:19_0"",""install_day"":""2026-04-05"",""totalPayment"":141900,""total_payment_amount"":141900,""user_name"":""이루어질지니"",""user_rank"":111,""user_stage"":300}"
"stage_reached_300 (App)",,,"{""Time"":""2026-04-15 22:48:50"",""UserUUID"":""6e40d4c0-22ba-11f1-a776-7b6c0522d173"",""attendanceCount"":25,""attendance_count"":25,""b.diamond"":34861,""b.ruby"":0,""boxAllCount"":7620,""curserver"":1,""equipmentData"":""W:24_0A:19_0"",""install_day"":""2026-03-18"",""totalPayment"":0,""total_payment_amount"":0,""user_name"":""Meda"",""user_rank"":4889,""user_stage"":300}"
"stage_reached_300 (App)",,,"{""Time"":""2026-04-15 22:21:49"",""UserUUID"":""b36e3360-3793-11f1-b531-c3951b9abcf2"",""attendanceCount"":2,""attendance_count"":2,""b.diamond"":260089,""b.ruby"":660,""boxAllCount"":12690,""curserver"":2,""equipmentData"":""W:24_0A:22_0"",""install_day"":""2026-04-13"",""totalPayment"":502700,""total_payment_amount"":502700,""user_name"":""SSC짱구"",""user_rank"":122,""user_stage"":300}"
"stage_reached_300 (App)",,,"{""Time"":""2026-04-15 17:58:14"",""UserUUID"":""29f158b0-3612-11f1-a3c4-d5c5a1e6409a"",""attendanceCount"":4,""attendance_count"":4,""b.diamond"":220114,""b.ruby"":0,""boxAllCount"":4970,""curserver"":2,""equipmentData"":""W:23_0A:23_0"",""install_day"":""2026-04-12"",""totalPayment"":253000,""total_payment_amount"":253000,""user_name"":""웰시고룩희"",""user_rank"":109,""user_stage"":300}"
"stage_reached_300 (App)",,,"{""Time"":""2026-04-15 16:01:34"",""UserUUID"":""07c07910-2528-11f1-8b0b-4d94fa15a7c7"",""attendanceCount"":24,""attendance_count"":24,""b.diamond"":3154,""b.ruby"":0,""boxAllCount"":6640,""curserver"":1,""equipmentData"":""W:23_0A:20_0"",""install_day"":""2026-03-21"",""totalPayment"":8800,""total_payment_amount"":8800,""user_name"":""우곰"",""user_rank"":4706,""user_stage"":300}"
"stage_reached_300 (App)",,,"{""Time"":""2026-04-15 13:49:25"",""UserUUID"":""3fd22780-2c27-11f1-8f79-c511aec99fec"",""attendanceCount"":17,""attendance_count"":17,""b.diamond"":175781,""b.ruby"":0,""boxAllCount"":6670,""curserver"":1,""equipmentData"":""W:22_0A:20_0"",""install_day"":""2026-03-30"",""totalPayment"":7700,""total_payment_amount"":7700,""user_name"":""제독검보"",""user_rank"":4695,""user_stage"":300}"
"stage_reached_300 (App)",,,"{""Time"":""2026-04-15 10:46:59"",""UserUUID"":""f96fa930-2b62-11f1-bcd6-412bef1bc918"",""attendanceCount"":18,""attendance_count"":18,""b.diamond"":84714,""b.ruby"":0,""boxAllCount"":1350,""curserver"":1,""equipmentData"":""W:22_0A:19_0"",""install_day"":""2026-03-29"",""totalPayment"":14300,""total_payment_amount"":14300,""user_name"":""순신짱"",""user_rank"":4743,""user_stage"":300}"
"stage_reached_300 (App)",,,"{""Time"":""2026-04-15 09:28:55"",""UserUUID"":""4a026440-2b1e-11f1-9aae-fbaee718e09e"",""attendanceCount"":18,""attendance_count"":18,""b.diamond"":56948,""b.ruby"":0,""boxAllCount"":9930,""curserver"":1,""equipmentData"":""W:23_0A:21_0"",""install_day"":""2026-03-29"",""totalPayment"":7700,""total_payment_amount"":7700,""user_name"":""배뚝삼"",""user_rank"":4778,""user_stage"":300}"
"stage_reached_300 (App)",,,"{""Time"":""2026-04-15 09:28:47"",""UserUUID"":""9553e830-33b4-11f1-92a0-e7a87a583d52"",""attendanceCount"":7,""attendance_count"":7,""b.diamond"":157279,""b.ruby"":220,""boxAllCount"":3520,""curserver"":2,""equipmentData"":""W:21_0A:19_0"",""install_day"":""2026-04-09"",""totalPayment"":284900,""total_payment_amount"":284900,""user_name"":""혼강룡"",""user_rank"":118,""user_stage"":300}"
