"Event Category","Custom Event Properties","Product ID","Product Price"
"ItemPurchased (App)","{""Time"":""2026-03-15 18:32:17"",""UserUUID"":""72474400-0cd0-11f1-9221-73d9d2b4086f"",""a_EventItem"":"""",""a_attendance_count"":26,""a_user_name"":""도란도란"",""a_user_stage"":421,""b.diamond"":25713,""b.ruby"":550,""boxAllCount"":6940,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-18"",""total_payment_amount"":168300,""user_rank"":3200}","(기간한정 일간)입장권2__0__110",110
"ItemPurchased (App)","{""Time"":""2026-03-15 18:26:20"",""UserUUID"":""765f3530-a762-11f0-8a45-d31b6a591896"",""a_EventItem"":"""",""a_attendance_count"":155,""a_user_name"":""TripleS"",""a_user_stage"":1540,""b.diamond"":265900,""b.ruby"":1240,""boxAllCount"":301260,""curserver"":1,""iap_platform"":""OneStore"",""install_day"":""2025-10-12"",""total_payment_amount"":11905300,""user_rank"":1}","(기간한정 일간)입장권2__2__1100",1100
"ItemPurchased (App)","{""Time"":""2026-03-15 18:26:17"",""UserUUID"":""765f3530-a762-11f0-8a45-d31b6a591896"",""a_EventItem"":"""",""a_attendance_count"":155,""a_user_name"":""TripleS"",""a_user_stage"":1540,""b.diamond"":100900,""b.ruby"":2340,""boxAllCount"":301260,""curserver"":1,""iap_platform"":""OneStore"",""install_day"":""2025-10-12"",""total_payment_amount"":11905300,""user_rank"":1}","(기간한정 일간)입장권2__1__550",550
"ItemPurchased (App)","{""Time"":""2026-03-15 18:26:14"",""UserUUID"":""765f3530-a762-11f0-8a45-d31b6a591896"",""a_EventItem"":"""",""a_attendance_count"":155,""a_user_name"":""TripleS"",""a_user_stage"":1540,""b.diamond"":18900,""b.ruby"":2890,""boxAllCount"":301260,""curserver"":1,""iap_platform"":""OneStore"",""install_day"":""2025-10-12"",""total_payment_amount"":11905300,""user_rank"":1}","(기간한정 일간)입장권2__0__110",110
"ItemPurchased (App)","{""Time"":""2026-03-15 18:20:53"",""UserUUID"":""cccc7c00-1fb9-11f1-a6d4-d515660c8c57"",""a_EventItem"":"""",""a_attendance_count"":1,""a_user_name"":""팡비"",""a_user_stage"":119,""b.diamond"":46614,""b.ruby"":0,""boxAllCount"":3340,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-14"",""total_payment_amount"":42900,""user_rank"":8253}","돌발_동료__0__330",330
"ItemPurchased (App)","{""Time"":""2026-03-15 18:14:33"",""UserUUID"":""47596e00-945c-11ef-ac62-17881ea29a04"",""a_EventItem"":"""",""a_attendance_count"":177,""a_user_name"":""캐릭"",""a_user_stage"":906,""b.diamond"":1043319,""b.ruby"":660,""boxAllCount"":25050,""curserver"":0,""iap_platform"":""GooglePlay"",""install_day"":""2024-10-27"",""total_payment_amount"":1236400,""user_rank"":177}","돌발_스테이지__16__3300",3300
"ItemPurchased (App)","{""Time"":""2026-03-15 18:06:14"",""UserUUID"":""2233bf20-eaa7-11f0-a963-27d225e76a0a"",""a_EventItem"":"""",""a_attendance_count"":69,""a_user_name"":""핸배"",""a_user_stage"":1066,""b.diamond"":200639,""b.ruby"":1100,""boxAllCount"":15220,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-06"",""total_payment_amount"":2005300,""user_rank"":486}","레벨 패스__2__1100",1100
"ItemPurchased (App)","{""Time"":""2026-03-15 18:04:35"",""UserUUID"":""cc23a050-fe24-11f0-8cb5-f761ec76d908"",""a_EventItem"":"""",""a_attendance_count"":44,""a_user_name"":""이군7"",""a_user_stage"":509,""b.diamond"":384356,""b.ruby"":1650,""boxAllCount"":8910,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-30"",""total_payment_amount"":449900,""user_rank"":2266}","계정한정__무기소환__2__550",550
"ItemPurchased (App)","{""Time"":""2026-03-15 18:04:35"",""UserUUID"":""cc23a050-fe24-11f0-8cb5-f761ec76d908"",""a_EventItem"":"""",""a_attendance_count"":44,""a_user_name"":""이군7"",""a_user_stage"":509,""b.diamond"":381356,""b.ruby"":2200,""boxAllCount"":8910,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-30"",""total_payment_amount"":449900,""user_rank"":2266}","계정한정__조선소환__2__1100",1100
"ItemPurchased (App)","{""Time"":""2026-03-15 18:03:29"",""UserUUID"":""2233bf20-eaa7-11f0-a963-27d225e76a0a"",""a_EventItem"":"""",""a_attendance_count"":69,""a_user_name"":""핸배"",""a_user_stage"":1066,""b.diamond"":628039,""b.ruby"":2200,""boxAllCount"":15220,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-06"",""total_payment_amount"":2005300,""user_rank"":486}","사냥 패스__7__3300",3300
