"Event Category","Custom Event Properties"
"Order Complete (App)","{""Time"":""2026-03-30 22:50:42"",""UserUUID"":""fa67f460-2c3d-11f1-a74a-634da2780cba"",""a_attendance_count"":1,""a_user_name"":""E04"",""a_user_stage"":12,""b.diamond"":139000,""b.ruby"":0,""boxAllCount"":10,""curserver"":1,""iap_platform"":""AppleStore"",""install_day"":""2026-03-30"",""total_payment_amount"":0,""user_rank"":99999999}"
"Order Complete (App)","{""Time"":""2026-03-30 22:37:49"",""UserUUID"":""95f276d0-2b1c-11f1-b3c4-89c2b7886a82"",""a_attendance_count"":2,""a_user_name"":""붉은토끼"",""a_user_stage"":83,""b.diamond"":1215,""b.ruby"":0,""boxAllCount"":390,""curserver"":1,""iap_platform"":""AppleStore"",""install_day"":""2026-03-29"",""total_payment_amount"":0,""user_rank"":11331}"
"Order Complete (App)","{""Time"":""2026-03-30 22:24:33"",""UserUUID"":""a8c11d10-03b8-11f1-ac0b-49d20004cf43"",""a_attendance_count"":48,""a_user_name"":""아동학살자오은영"",""a_user_stage"":408,""b.diamond"":31954,""b.ruby"":0,""boxAllCount"":12310,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-07"",""total_payment_amount"":7700,""user_rank"":3370}"
"Order Complete (App)","{""Time"":""2026-03-30 22:12:21"",""UserUUID"":""8f536bc0-13ea-11f1-9fa6-73d81131323a"",""a_attendance_count"":31,""a_user_name"":""달빛에"",""a_user_stage"":348,""b.diamond"":50864,""b.ruby"":0,""boxAllCount"":2720,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-27"",""total_payment_amount"":7700,""user_rank"":3933}"
"Order Complete (App)","{""Time"":""2026-03-30 22:11:12"",""UserUUID"":""b24f7360-1a3b-11f1-b107-d918d40ab90d"",""a_attendance_count"":23,""a_user_name"":""담2"",""a_user_stage"":673,""b.diamond"":1137,""b.ruby"":1430,""boxAllCount"":12950,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-07"",""total_payment_amount"":1129700,""user_rank"":1456}"
"Order Complete (App)","{""Time"":""2026-03-30 22:10:42"",""UserUUID"":""b24f7360-1a3b-11f1-b107-d918d40ab90d"",""a_attendance_count"":23,""a_user_name"":""담2"",""a_user_stage"":673,""b.diamond"":1137,""b.ruby"":330,""boxAllCount"":12950,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-07"",""total_payment_amount"":1118700,""user_rank"":1456}"
"Order Complete (App)","{""Time"":""2026-03-30 21:54:39"",""UserUUID"":""313b8fd0-2c32-11f1-afca-d9aa92d4a0d5"",""a_attendance_count"":1,""a_user_name"":""응옥장"",""a_user_stage"":33,""b.diamond"":45425,""b.ruby"":0,""boxAllCount"":360,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-30"",""total_payment_amount"":0,""user_rank"":17222}"
"Order Complete (App)","{""Time"":""2026-03-30 21:25:16"",""UserUUID"":""462c8680-f48b-11f0-94f2-9781757773f5"",""a_attendance_count"":71,""a_user_name"":""다라시온"",""a_user_stage"":1540,""b.diamond"":2221948,""b.ruby"":460,""boxAllCount"":238110,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-18"",""total_payment_amount"":21436800,""user_rank"":2}"
"Order Complete (App)","{""Time"":""2026-03-30 21:24:54"",""UserUUID"":""65aa0030-2c28-11f1-89aa-bf6b1b09bcec"",""a_attendance_count"":1,""a_user_name"":""굿짱맨"",""a_user_stage"":26,""b.diamond"":37575,""b.ruby"":0,""boxAllCount"":900,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-30"",""total_payment_amount"":0,""user_rank"":18469}"
"Order Complete (App)","{""Time"":""2026-03-30 21:03:21"",""UserUUID"":""cffc77b0-2c19-11f1-a6e3-b9a60e067dd2"",""a_attendance_count"":1,""a_user_name"":""HUBO"",""a_user_stage"":42,""b.diamond"":183766,""b.ruby"":0,""boxAllCount"":300,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-30"",""total_payment_amount"":0,""user_rank"":16641}"
"Order Complete (App)","{""Time"":""2026-03-30 20:42:15"",""UserUUID"":""de552060-2c2c-11f1-aaf6-938c75cf2af4"",""a_attendance_count"":1,""a_user_name"":""공부하는수빈이"",""a_user_stage"":7,""b.diamond"":18000,""b.ruby"":0,""boxAllCount"":0,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-30"",""total_payment_amount"":0,""user_rank"":99999999}"
"Order Complete (App)","{""Time"":""2026-03-30 20:36:50"",""UserUUID"":""346bba40-ae74-11f0-9420-f7392c60467c"",""a_attendance_count"":132,""a_user_name"":""월량"",""a_user_stage"":851,""b.diamond"":866,""b.ruby"":0,""boxAllCount"":13260,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-10-21"",""total_payment_amount"":40700,""user_rank"":1028}"
"Order Complete (App)","{""Time"":""2026-03-30 20:14:58"",""UserUUID"":""833f9e40-2c26-11f1-a74a-634da2780cba"",""a_attendance_count"":1,""a_user_name"":""실격"",""a_user_stage"":29,""b.diamond"":35575,""b.ruby"":330,""boxAllCount"":540,""curserver"":1,""iap_platform"":""AppleStore"",""install_day"":""2026-03-30"",""total_payment_amount"":11000,""user_rank"":18458}"
"Order Complete (App)","{""Time"":""2026-03-30 20:14:10"",""UserUUID"":""833f9e40-2c26-11f1-a74a-634da2780cba"",""a_attendance_count"":1,""a_user_name"":""실격"",""a_user_stage"":29,""b.diamond"":35575,""b.ruby"":0,""boxAllCount"":540,""curserver"":1,""iap_platform"":""AppleStore"",""install_day"":""2026-03-30"",""total_payment_amount"":0,""user_rank"":18458}"
"Order Complete (App)","{""Time"":""2026-03-30 20:08:31"",""UserUUID"":""ff67b460-2c23-11f1-9096-353a4025999c"",""a_attendance_count"":1,""a_user_name"":""백삼"",""a_user_stage"":31,""b.diamond"":206650,""b.ruby"":770,""boxAllCount"":30,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-30"",""total_payment_amount"":7700,""user_rank"":18458}"
"Order Complete (App)","{""Time"":""2026-03-30 20:08:05"",""UserUUID"":""c2264270-2c27-11f1-9ef4-e73dc3ac6f15"",""a_attendance_count"":1,""a_user_name"":""몽데"",""a_user_stage"":6,""b.diamond"":17000,""b.ruby"":0,""boxAllCount"":0,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-30"",""total_payment_amount"":0,""user_rank"":99999999}"
"Order Complete (App)","{""Time"":""2026-03-30 20:07:15"",""UserUUID"":""ff67b460-2c23-11f1-9096-353a4025999c"",""a_attendance_count"":1,""a_user_name"":""백삼"",""a_user_stage"":31,""b.diamond"":206650,""b.ruby"":0,""boxAllCount"":30,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-30"",""total_payment_amount"":0,""user_rank"":18458}"
"Order Complete (App)","{""Time"":""2026-03-30 20:03:03"",""UserUUID"":""1079a9d0-261a-11f1-8a37-f3c05baa23dd"",""a_attendance_count"":8,""a_user_name"":""doska"",""a_user_stage"":237,""b.diamond"":395669,""b.ruby"":220,""boxAllCount"":1500,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-22"",""total_payment_amount"":62700,""user_rank"":6123}"
"Order Complete (App)","{""Time"":""2026-03-30 20:02:18"",""UserUUID"":""1079a9d0-261a-11f1-8a37-f3c05baa23dd"",""a_attendance_count"":8,""a_user_name"":""doska"",""a_user_stage"":237,""b.diamond"":395669,""b.ruby"":2420,""boxAllCount"":1500,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-22"",""total_payment_amount"":62700,""user_rank"":6123}"
"Order Complete (App)","{""Time"":""2026-03-30 20:01:45"",""UserUUID"":""1079a9d0-261a-11f1-8a37-f3c05baa23dd"",""a_attendance_count"":8,""a_user_name"":""doska"",""a_user_stage"":237,""b.diamond"":395669,""b.ruby"":220,""boxAllCount"":1500,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-22"",""total_payment_amount"":40700,""user_rank"":6123}"
"Order Complete (App)","{""Time"":""2026-03-30 19:59:52"",""UserUUID"":""d8b1ee20-2b7a-11f1-a5cd-23d4c2224296"",""a_attendance_count"":2,""a_user_name"":""갸악"",""a_user_stage"":92,""b.diamond"":4002,""b.ruby"":0,""boxAllCount"":720,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-29"",""total_payment_amount"":7700,""user_rank"":9667}"
"Order Complete (App)","{""Time"":""2026-03-30 19:52:21"",""UserUUID"":""f96fa930-2b62-11f1-bcd6-412bef1bc918"",""a_attendance_count"":2,""a_user_name"":""순신짱"",""a_user_stage"":87,""b.diamond"":2126,""b.ruby"":0,""boxAllCount"":930,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-29"",""total_payment_amount"":7700,""user_rank"":10281}"
"Order Complete (App)","{""Time"":""2026-03-30 19:50:33"",""UserUUID"":""bdd11250-6949-11f0-a86f-edc238a237ca"",""a_attendance_count"":18,""a_user_name"":""백덤"",""a_user_stage"":604,""b.diamond"":142757,""b.ruby"":0,""boxAllCount"":41360,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-07-25"",""total_payment_amount"":1591700,""user_rank"":1642}"
"Order Complete (App)","{""Time"":""2026-03-30 19:34:37"",""UserUUID"":""f6f38260-2c22-11f1-97ff-a76abca21132"",""a_attendance_count"":1,""a_user_name"":""데스I나이트"",""a_user_stage"":5,""b.diamond"":7000,""b.ruby"":0,""boxAllCount"":0,""curserver"":1,""iap_platform"":""AppleStore"",""install_day"":""2026-03-30"",""total_payment_amount"":0,""user_rank"":99999999}"
"Order Complete (App)","{""Time"":""2026-03-30 19:29:04"",""UserUUID"":""3f923e40-bc5b-11f0-b357-1bba43bb7d07"",""a_attendance_count"":143,""a_user_name"":""대작"",""a_user_stage"":1523,""b.diamond"":39293,""b.ruby"":3850,""boxAllCount"":32100,""curserver"":1,""iap_platform"":""OneStore"",""install_day"":""2025-11-08"",""total_payment_amount"":2711500,""user_rank"":70}"
"Order Complete (App)","{""Time"":""2026-03-30 19:20:55"",""UserUUID"":""3f923e40-bc5b-11f0-b357-1bba43bb7d07"",""a_attendance_count"":143,""a_user_name"":""대작"",""a_user_stage"":1523,""b.diamond"":37243,""b.ruby"":13750,""boxAllCount"":31650,""curserver"":1,""iap_platform"":""OneStore"",""install_day"":""2025-11-08"",""total_payment_amount"":2678500,""user_rank"":70}"
"Order Complete (App)","{""Time"":""2026-03-30 19:19:21"",""UserUUID"":""3f923e40-bc5b-11f0-b357-1bba43bb7d07"",""a_attendance_count"":143,""a_user_name"":""대작"",""a_user_stage"":1523,""b.diamond"":17243,""b.ruby"":6050,""boxAllCount"":31650,""curserver"":1,""iap_platform"":""OneStore"",""install_day"":""2025-11-08"",""total_payment_amount"":2568500,""user_rank"":70}"
"Order Complete (App)","{""Time"":""2026-03-30 18:39:58"",""UserUUID"":""fe9fe140-2c07-11f1-ab73-a984ca875e78"",""a_attendance_count"":1,""a_user_name"":""ahffkdy1"",""a_user_stage"":56,""b.diamond"":32681,""b.ruby"":770,""boxAllCount"":420,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-30"",""total_payment_amount"":7700,""user_rank"":13252}"
"Order Complete (App)","{""Time"":""2026-03-30 18:39:31"",""UserUUID"":""fe9fe140-2c07-11f1-ab73-a984ca875e78"",""a_attendance_count"":1,""a_user_name"":""ahffkdy1"",""a_user_stage"":56,""b.diamond"":32681,""b.ruby"":0,""boxAllCount"":420,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-30"",""total_payment_amount"":0,""user_rank"":13252}"
"Order Complete (App)","{""Time"":""2026-03-30 18:38:54"",""UserUUID"":""57856c20-2a2e-11f1-87e6-c921eb5d35eb"",""a_attendance_count"":3,""a_user_name"":""오다구리"",""a_user_stage"":147,""b.diamond"":5693,""b.ruby"":0,""boxAllCount"":2400,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-27"",""total_payment_amount"":7700,""user_rank"":8868}"
"Order Complete (App)","{""Time"":""2026-03-30 18:35:27"",""UserUUID"":""addd63e0-245a-11f1-9190-7120781e3484"",""a_attendance_count"":9,""a_user_name"":""웨옹"",""a_user_stage"":219,""b.diamond"":738631,""b.ruby"":220,""boxAllCount"":1120,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-20"",""total_payment_amount"":29700,""user_rank"":6552}"
"Order Complete (App)","{""Time"":""2026-03-30 18:33:10"",""UserUUID"":""57b8e810-2b06-11f1-83d1-21cca4107494"",""a_attendance_count"":2,""a_user_name"":""차차보리"",""a_user_stage"":68,""b.diamond"":2058,""b.ruby"":0,""boxAllCount"":420,""curserver"":1,""iap_platform"":""AppleStore"",""install_day"":""2026-03-29"",""total_payment_amount"":0,""user_rank"":11752}"
"Order Complete (App)","{""Time"":""2026-03-30 18:31:42"",""UserUUID"":""57b8e810-2b06-11f1-83d1-21cca4107494"",""a_attendance_count"":2,""a_user_name"":""차차보리"",""a_user_stage"":68,""b.diamond"":2058,""b.ruby"":0,""boxAllCount"":420,""curserver"":1,""iap_platform"":""AppleStore"",""install_day"":""2026-03-29"",""total_payment_amount"":0,""user_rank"":12091}"
"Order Complete (App)","{""Time"":""2026-03-30 18:29:44"",""UserUUID"":""1e6fd4d0-80a5-11f0-8c58-55da2247a863"",""a_attendance_count"":219,""a_user_name"":""표장창"",""a_user_stage"":1540,""b.diamond"":225630,""b.ruby"":110,""boxAllCount"":49680,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-08-24"",""total_payment_amount"":1716000,""user_rank"":59}"
"Order Complete (App)","{""Time"":""2026-03-30 18:19:05"",""UserUUID"":""76080ea0-6431-11f0-b895-d750b0653929"",""a_attendance_count"":243,""a_user_name"":""개근남"",""a_user_stage"":1540,""b.diamond"":883,""b.ruby"":440,""boxAllCount"":25820,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-07-18"",""total_payment_amount"":2273700,""user_rank"":26}"
"Order Complete (App)","{""Time"":""2026-03-30 18:12:05"",""UserUUID"":""f87b1930-fcc1-11f0-bc60-b94598b2ad79"",""a_attendance_count"":61,""a_user_name"":""뚜루지"",""a_user_stage"":700,""b.diamond"":182567,""b.ruby"":110,""boxAllCount"":6580,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-29"",""total_payment_amount"":387200,""user_rank"":1354}"
"Order Complete (App)","{""Time"":""2026-03-30 17:47:43"",""UserUUID"":""58d5c9b0-6398-11f0-9e16-f1cd993522e6"",""a_attendance_count"":256,""a_user_name"":""심대표"",""a_user_stage"":1540,""b.diamond"":42249,""b.ruby"":550,""boxAllCount"":110230,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-07-18"",""total_payment_amount"":7843000,""user_rank"":9}"
"Order Complete (App)","{""Time"":""2026-03-30 17:38:46"",""UserUUID"":""58d5c9b0-6398-11f0-9e16-f1cd993522e6"",""a_attendance_count"":256,""a_user_name"":""심대표"",""a_user_stage"":1540,""b.diamond"":68549,""b.ruby"":550,""boxAllCount"":110230,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-07-18"",""total_payment_amount"":7810000,""user_rank"":9}"
"Order Complete (App)","{""Time"":""2026-03-30 17:38:11"",""UserUUID"":""58d5c9b0-6398-11f0-9e16-f1cd993522e6"",""a_attendance_count"":256,""a_user_name"":""심대표"",""a_user_stage"":1540,""b.diamond"":38549,""b.ruby"":550,""boxAllCount"":110230,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-07-18"",""total_payment_amount"":7777000,""user_rank"":9}"
"Order Complete (App)","{""Time"":""2026-03-30 17:10:42"",""UserUUID"":""00488b60-2c0c-11f1-a972-8dfd5881c9ed"",""a_attendance_count"":1,""a_user_name"":""나무늘보리"",""a_user_stage"":24,""b.diamond"":19800,""b.ruby"":0,""boxAllCount"":330,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-30"",""total_payment_amount"":0,""user_rank"":18445}"
"Order Complete (App)","{""Time"":""2026-03-30 16:50:08"",""UserUUID"":""be25fde0-2b8d-11f1-bf82-03da3d9d5b5d"",""a_attendance_count"":1,""a_user_name"":""속초설표"",""a_user_stage"":53,""b.diamond"":2904,""b.ruby"":0,""boxAllCount"":300,""curserver"":1,""iap_platform"":""AppleStore"",""install_day"":""2026-03-29"",""total_payment_amount"":0,""user_rank"":13714}"
"Order Complete (App)","{""Time"":""2026-03-30 16:33:46"",""UserUUID"":""6c96ca00-2867-11f1-927c-933422507eab"",""a_attendance_count"":5,""a_user_name"":""이하연"",""a_user_stage"":326,""b.diamond"":1024134,""b.ruby"":2090,""boxAllCount"":6740,""curserver"":1,""iap_platform"":""OneStore"",""install_day"":""2026-03-25"",""total_payment_amount"":491700,""user_rank"":4250}"
"Order Complete (App)","{""Time"":""2026-03-30 16:33:22"",""UserUUID"":""f5c810e0-2b55-11f1-8ebb-b99df761b057"",""a_attendance_count"":2,""a_user_name"":""머신건"",""a_user_stage"":81,""b.diamond"":22579,""b.ruby"":0,""boxAllCount"":1830,""curserver"":1,""iap_platform"":""AppleStore"",""install_day"":""2026-03-29"",""total_payment_amount"":0,""user_rank"":10936}"
"Order Complete (App)","{""Time"":""2026-03-30 16:23:15"",""UserUUID"":""60b9d260-2c07-11f1-a74a-634da2780cba"",""a_attendance_count"":1,""a_user_name"":""정승현토마스"",""a_user_stage"":9,""b.diamond"":11000,""b.ruby"":0,""boxAllCount"":30,""curserver"":1,""iap_platform"":""AppleStore"",""install_day"":""2026-03-30"",""total_payment_amount"":0,""user_rank"":99999999}"
"Order Complete (App)","{""Time"":""2026-03-30 16:16:11"",""UserUUID"":""704b3d30-fbca-11f0-8964-7d546e3f511b"",""a_attendance_count"":62,""a_user_name"":""럭시"",""a_user_stage"":491,""b.diamond"":227485,""b.ruby"":550,""boxAllCount"":10190,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-27"",""total_payment_amount"":53900,""user_rank"":2414}"
"Order Complete (App)","{""Time"":""2026-03-30 16:15:29"",""UserUUID"":""704b3d30-fbca-11f0-8964-7d546e3f511b"",""a_attendance_count"":62,""a_user_name"":""럭시"",""a_user_stage"":491,""b.diamond"":227485,""b.ruby"":330,""boxAllCount"":10190,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-27"",""total_payment_amount"":51700,""user_rank"":2414}"
"Order Complete (App)","{""Time"":""2026-03-30 16:11:53"",""UserUUID"":""9d276070-bb86-11ef-ac5f-bb16b7366ddf"",""a_attendance_count"":470,""a_user_name"":""복숭펭"",""a_user_stage"":1540,""b.diamond"":397822,""b.ruby"":3300,""boxAllCount"":40760,""curserver"":0,""iap_platform"":""OneStore"",""install_day"":""2024-12-16"",""total_payment_amount"":265100,""user_rank"":22}"
"Order Complete (App)","{""Time"":""2026-03-30 16:10:49"",""UserUUID"":""5f019080-2c06-11f1-9af9-45910e88fcf9"",""a_attendance_count"":1,""a_user_name"":""슬모"",""a_user_stage"":8,""b.diamond"":23000,""b.ruby"":0,""boxAllCount"":0,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-30"",""total_payment_amount"":0,""user_rank"":99999999}"
"Order Complete (App)","{""Time"":""2026-03-30 15:53:59"",""UserUUID"":""88639be0-d598-11f0-951e-1d77575ad5dc"",""a_attendance_count"":111,""a_user_name"":""우루랑"",""a_user_stage"":953,""b.diamond"":138039,""b.ruby"":0,""boxAllCount"":11790,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-12-10"",""total_payment_amount"":980100,""user_rank"":796}"
"Order Complete (App)","{""Time"":""2026-03-30 15:11:41"",""UserUUID"":""4cb89570-2be0-11f1-bffb-d5bf21d5fd29"",""a_attendance_count"":1,""a_user_name"":""밥상밥상"",""a_user_stage"":119,""b.diamond"":4375,""b.ruby"":990,""boxAllCount"":2640,""curserver"":1,""iap_platform"":""AppleStore"",""install_day"":""2026-03-30"",""total_payment_amount"":41800,""user_rank"":10182}"
"Order Complete (App)","{""Time"":""2026-03-30 15:10:26"",""UserUUID"":""4cb89570-2be0-11f1-bffb-d5bf21d5fd29"",""a_attendance_count"":1,""a_user_name"":""밥상밥상"",""a_user_stage"":119,""b.diamond"":4875,""b.ruby"":0,""boxAllCount"":2640,""curserver"":1,""iap_platform"":""AppleStore"",""install_day"":""2026-03-30"",""total_payment_amount"":8800,""user_rank"":10182}"
"Order Complete (App)","{""Time"":""2026-03-30 14:56:23"",""UserUUID"":""4cb89570-2be0-11f1-bffb-d5bf21d5fd29"",""a_attendance_count"":1,""a_user_name"":""밥상밥상"",""a_user_stage"":118,""b.diamond"":18150,""b.ruby"":0,""boxAllCount"":2400,""curserver"":1,""iap_platform"":""AppleStore"",""install_day"":""2026-03-30"",""total_payment_amount"":7700,""user_rank"":10182}"
"Order Complete (App)","{""Time"":""2026-03-30 14:47:37"",""UserUUID"":""da246720-ff0a-11f0-9b5b-e53c759a7231"",""a_attendance_count"":51,""a_user_name"":""대한민국우리땅"",""a_user_stage"":380,""b.diamond"":226056,""b.ruby"":330,""boxAllCount"":6570,""curserver"":1,""iap_platform"":""OneStore"",""install_day"":""2026-02-01"",""total_payment_amount"":3300,""user_rank"":3552}"
