52c532a0-62c5-11f0-9c90-0dce0c3e38c5,40700 ,40700 , - ,
독각룡,40700 ,40700 , - ,
530b3fc0-649b-11f0-90f2-efb4d5ac17d9,442200 ,442200 , - ,
rorori,442200 ,442200 , - ,
53ecb2f0-6f0b-11f0-9afb-2f86f2b4815b,7700 ,7700 , - ,
윤서아빠,7700 ,7700 , - ,
55b34ac0-649a-11f0-90f2-efb4d5ac17d9,62700 ,62700 , - ,
삼겹살이젤좋아,62700 ,62700 , - ,
560a4be0-853d-11f0-81f6-573468fded87,3147100 ,3147100 , - ,
정상화,3147100 ,3147100 , - ,
5670d230-707e-11f0-bc15-636efddecf18,1420100 ,1420100 , - ,
teamnose,1420100 ,1420100 , - ,
56df7690-6f8e-11f0-9dc6-c740e199e4f0,16500 ,16500 , - ,
야채,16500 ,16500 , - ,
57fc97d0-6384-11f0-8ea7-a17bafa0e4d0,27500 ,27500 , - ,
구구가가,27500 ,27500 , - ,
5920ff80-6635-11f0-8157-83c241bc6c35,7700 ,7700 , - ,
아제발,7700 ,7700 , - ,
5b938da0-6239-11f0-b2ed-bb90d5f20a4a,194700 ,194700 , - ,
신정보,194700 ,194700 , - ,
5c631c70-6417-11f0-bcbf-2b7f0b4e55b1,314600 ,314600 , - ,
구독자,314600 ,314600 , - ,
5cd215d0-6462-11f0-baaf-45c3a00048ee,201300 ,201300 , - ,
현쪄깅,201300 ,201300 , - ,
5dcaeff0-64be-11f0-bc9c-890ea1331a86,23100 ,23100 , - ,
비발디,23100 ,23100 , - ,
5e310a71-65df-11f0-ade4-c716e9fb5ed5,89100 ,89100 , - ,
수라드,89100 ,89100 , - ,
5e4ff260-6606-11f0-8cbe-319b644384b7,264000 ,264000 , - ,
남연우,264000 ,264000 , - ,
5e597fc0-63cb-11f0-aab1-5f3bbe175c3e,7700 ,7700 , - ,
짱단지,7700 ,7700 , - ,
5ebbd2d0-6301-11f0-bfc1-67350970f51b,72600 ,72600 , - ,
구자윤,72600 ,72600 , - ,
604caee0-6e2c-11f0-85e6-cfac77f34799,7700 ,7700 , - ,
용안,7700 ,7700 , - ,
6177e6c0-8549-11f0-8a9f-433357b04317,876700 ,876700 , - ,
미괴,876700 ,876700 , - ,
620f0270-6272-11f0-b63f-7755b72aa50f,737000 ,737000 , - ,
쮸니,737000 ,737000 , - ,
6286def0-65fe-11f0-804e-c557b5379eb6,47300 ,47300 , - ,
송학림,47300 ,47300 , - ,
636fa750-6448-11f0-9230-ab77de340b9d,1353000 ,1353000 , - ,
껸네,1353000 ,1353000 , - ,
642b8390-6ed8-11f0-bf91-e16dc1098301,7700 ,7700 , - ,
미쓔아,7700 ,7700 , - ,
64a5f100-6593-11f0-8be9-7bc4b954113d,27500 ,27500 , - ,
치킨조아,27500 ,27500 , - ,
658596a0-6617-11f0-98c0-d9f4fe5058f5,160600 ,160600 , - ,
세종더그레잇,160600 ,160600 , - ,
664a8b40-9cf4-11f0-bd71-f507a97ee196,455400 ,455400 , - ,
우라이자강,455400 ,455400 , - ,
66ad3bf0-7819-11f0-8355-91a21b7092d6,5516500 ,5516500 , - ,
슬2,5516500 ,5516500 , - ,
674a2c00-6601-11f0-a41e-0df3579756f2,177100 ,177100 , - ,
투명슬라임,177100 ,177100 , - ,
67527bb0-7c42-11f0-8260-73acdc5589ae,7700 ,7700 , - ,
청록색나무,7700 ,7700 , - ,
679ddbe0-6eb5-11f0-8c43-31b255b89fdd,47300 ,47300 , - ,
펜뷰,47300 ,47300 , - ,
67d9edb0-744b-11f0-ada6-cf271026470a,170500 ,170500 , - ,
매혹,170500 ,170500 , - ,
68298e80-8d1c-11f0-9002-8b470f27496c,1018600 ,1018600 , - ,
임나영,1018600 ,1018600 , - ,
684109b0-6441-11f0-bb35-df6429295e24,40700 ,40700 , - ,
코코루,40700 ,40700 , - ,
6880c220-6ae1-11f0-887f-c18cdf79257d,180400 ,180400 , - ,
조선이도,180400 ,180400 , - ,
68d3bb90-7be1-11f0-9ea4-1f8decb3c5f5,539000 ,539000 , - ,
쿠쮜,539000 ,539000 , - ,
68dc1c10-67c1-11f0-ac79-bd0f37322c34,62700 ,62700 , - ,
