Event Category,,Product ID,Product Price,"{""Time""",UserUUID,a_EventItem,a_attendance_count,a_user_name,a_user_stage,b.diamond,b.ruby,boxAllCount,curserver,iap_platform,install_day,total_payment_amount,user_rank
ItemPurchased (App),,구독권2__1980,1980,2025-10-31 23:45,84588300-7d9f-11ef-80a7-d5c490a34fc1,,207,styles7,852,65754,0,34110,0,OneStore,2024-09-28,94600,125
ItemPurchased (App),,돌발_고려2__3__1100,1100,2025-10-31 23:36,026058e0-b07b-11f0-858c-71f67678eb25,,8,느그웅,268,244302,220,1530,1,GooglePlay,2025-10-24,135300,3205
ItemPurchased (App),,돌발_조선2__2__1100,1100,2025-10-31 23:34,026058e0-b07b-11f0-858c-71f67678eb25,,8,느그웅,268,238302,220,1530,1,GooglePlay,2025-10-24,124300,3205
ItemPurchased (App),,Minigame_Product_draw_7__3300,3300,2025-10-31 23:22,0070a5e0-6f98-11f0-9dc6-c740e199e4f0,,91,무랭이,878,553403,0,11260,1,GooglePlay,2025-08-02,1135200,65
ItemPurchased (App),,Minigame_Product_draw_0__550,550,2025-10-31 23:13,ac69af90-643f-11f0-a17e-b17c10bc01ed,,105,송송송,751,3266,220,13540,1,GooglePlay,2025-07-19,342100,160
ItemPurchased (App),,Minigame_Product_draw_8__3300,3300,2025-10-31 23:08,da02daf0-a9cf-11f0-9071-057807d9a290,,17,징어,299,383262,2200,3630,1,GooglePlay,2025-10-15,260700,2898
ItemPurchased (App),,Minigame_Product_draw_8__3300,3300,2025-10-31 23:08,da02daf0-a9cf-11f0-9071-057807d9a290,,17,징어,299,383262,5500,3630,1,GooglePlay,2025-10-15,260700,2898
ItemPurchased (App),,Minigame_Product_draw_7__3300,3300,2025-10-31 23:08,da02daf0-a9cf-11f0-9071-057807d9a290,,17,징어,299,383262,8800,3630,1,GooglePlay,2025-10-15,260700,2898
ItemPurchased (App),,(기간한정 일간)입장권1__0__110,110,2025-10-31 23:07,765f3530-a762-11f0-8a45-d31b6a591896,,20,곡산,777,1269677,660,6020,1,OneStore,2025-10-12,1921700,126
ItemPurchased (App),,Minigame_Product_draw_2__1100,1100,2025-10-31 23:06,ac69af90-643f-11f0-a17e-b17c10bc01ed,,105,송송송,751,466,110,13530,1,GooglePlay,2025-07-19,335500,160
ItemPurchased (App),,Minigame_Product_draw_7__3300,3300,2025-10-31 23:05,da02daf0-a9cf-11f0-9071-057807d9a290,,17,징어,296,380862,1100,3630,1,GooglePlay,2025-10-15,150700,2898
ItemPurchased (App),,Minigame_Product_draw_5__3300,3300,2025-10-31 22:58,0070a5e0-6f98-11f0-9dc6-c740e199e4f0,,91,무랭이,878,481878,0,11260,1,GooglePlay,2025-08-02,1102200,70
ItemPurchased (App),,Minigame_Product_draw_8__3300,3300,2025-10-31 22:53,da02daf0-a9cf-11f0-9071-057807d9a290,,17,징어,286,323687,4400,3630,1,GooglePlay,2025-10-15,150700,2898
ItemPurchased (App),,Minigame_Product_draw_7__3300,3300,2025-10-31 22:53,da02daf0-a9cf-11f0-9071-057807d9a290,,17,징어,286,323687,7700,3630,1,GooglePlay,2025-10-15,150700,2898
ItemPurchased (App),,(기간한정 일간)입장권1__0__110,110,2025-10-31 22:33,22584f70-a0ab-11f0-a99a-835a3aaa295b,,28,니카루피지지,346,31429,0,6650,1,GooglePlay,2025-10-03,116600,2389
ItemPurchased (App),,(기간한정 일간)연구석__0__110,110,2025-10-31 22:33,22584f70-a0ab-11f0-a99a-835a3aaa295b,,28,니카루피지지,346,31429,110,6650,1,GooglePlay,2025-10-03,116600,2389
ItemPurchased (App),,(기간한정 일간)영웅__0__110,110,2025-10-31 22:33,22584f70-a0ab-11f0-a99a-835a3aaa295b,,28,니카루피지지,346,31429,220,6650,1,GooglePlay,2025-10-03,116600,2389
ItemPurchased (App),,(기간한정 일간)장비__0__110,110,2025-10-31 22:33,22584f70-a0ab-11f0-a99a-835a3aaa295b,,28,니카루피지지,346,26929,330,6650,1,GooglePlay,2025-10-03,116600,2389
ItemPurchased (App),,(기간한정 일간)다이아__0__110,110,2025-10-31 22:33,22584f70-a0ab-11f0-a99a-835a3aaa295b,,28,니카루피지지,346,22429,440,6650,1,GooglePlay,2025-10-03,116600,2389
ItemPurchased (App),,(기간한정 일간)입장권2__0__110,110,2025-10-31 22:33,22584f70-a0ab-11f0-a99a-835a3aaa295b,,28,니카루피지지,346,17929,550,6650,1,GooglePlay,2025-10-03,116600,2389
ItemPurchased (App),,돌발_던전1__0__550,550,2025-10-31 22:21,a43249e0-b60b-11f0-8223-012f005fb972,,1,투구타,93,27581,110,1880,1,GooglePlay,2025-10-31,14300,5189
ItemPurchased (App),,돌발_스테이지__16__3300,3300,2025-10-31 22:19,e51c56b0-6711-11f0-924a-215eb8d4d8f2,,100,서준아빠,908,605639,2410,14090,1,GooglePlay,2025-07-22,1610400,67
ItemPurchased (App),,Minigame_Product_draw_3__3300,3300,2025-10-31 22:11,918e48c0-861d-11f0-a8d9-3dca325c07ed,,62,안녕경환,488,89202,1100,4380,1,GooglePlay,2025-08-31,62700,1265
ItemPurchased (App),,돌발_사형수 스테이지__7__3300,3300,2025-10-31 22:11,e51c56b0-6711-11f0-924a-215eb8d4d8f2,,100,서준아빠,893,50114,5710,14090,1,GooglePlay,2025-07-22,1610400,67
ItemPurchased (App),,Minigame_Product_draw_2__1100,1100,2025-10-31 22:09,918e48c0-861d-11f0-a8d9-3dca325c07ed,,62,안녕경환,488,4802,4400,4350,1,GooglePlay,2025-08-31,62700,1265
ItemPurchased (App),,사냥 패스__1__770,770,2025-10-31 22:05,e51c56b0-6711-11f0-924a-215eb8d4d8f2,,100,서준아빠,893,134414,9010,14090,1,GooglePlay,2025-07-22,1610400,67
ItemPurchased (App),,사냥 패스__0__550,550,2025-10-31 22:04,e51c56b0-6711-11f0-924a-215eb8d4d8f2,,100,서준아빠,893,101914,9780,14090,1,GooglePlay,2025-07-22,1610400,67
ItemPurchased (App),,돌발_고려2__6__3300,3300,2025-10-31 22:03,bc6e8aa0-aabc-11f0-8a5d-5fa60b653a75,,12,퍼플e,381,33239,330,10640,1,GooglePlay,2025-10-16,539000,2120
ItemPurchased (App),,돌발_승급__0__330,330,2025-10-31 22:01,9559c080-b500-11f0-ba7e-5f0f2fa746aa,,2,별매,94,86108,0,2430,1,GooglePlay,2025-10-29,19800,5114
ItemPurchased (App),,돌발_동료__0__330,330,2025-10-31 21:59,9559c080-b500-11f0-ba7e-5f0f2fa746aa,,2,별매,94,20008,220,2430,1,GooglePlay,2025-10-29,18700,5114
ItemPurchased (App),,돌발_동료__1__550,550,2025-10-31 21:59,9559c080-b500-11f0-ba7e-5f0f2fa746aa,,2,별매,94,20008,550,2430,1,GooglePlay,2025-10-29,18700,5114
ItemPurchased (App),,육성 패스__5__3300,3300,2025-10-31 21:59,bc6e8aa0-aabc-11f0-8a5d-5fa60b653a75,,12,퍼플e,379,250439,2530,10490,1,GooglePlay,2025-10-16,528000,2120
ItemPurchased (App),,돌발_절멸타확률__1__990,990,2025-10-31 21:57,e51c56b0-6711-11f0-924a-215eb8d4d8f2,,100,서준아빠,892,28714,10330,14090,1,GooglePlay,2025-07-22,1610400,67
ItemPurchased (App),,돌발_승급__8__3300,3300,2025-10-31 21:47,25aefcc0-678d-11f0-83e9-4bc733aa8455,,100,dndu,810,63158,40,8260,1,GooglePlay,2025-07-23,377300,111
ItemPurchased (App),,Minigame_Product_draw_2__1100,1100,2025-10-31 21:44,9683a530-a744-11f0-905b-8f1dec2891fc,,20,뽀롱이,240,130044,550,14630,1,GooglePlay,2025-10-12,69300,3586
ItemPurchased (App),,Minigame_Product_draw_2__1100,1100,2025-10-31 21:43,9683a530-a744-11f0-905b-8f1dec2891fc,,20,뽀롱이,240,130044,550,14630,1,GooglePlay,2025-10-12,58300,3586
ItemPurchased (App),,Minigame_Product_draw_1__1100,1100,2025-10-31 21:43,9683a530-a744-11f0-905b-8f1dec2891fc,,20,뽀롱이,240,130044,1650,14630,1,GooglePlay,2025-10-12,58300,3586
ItemPurchased (App),,Minigame_Product_draw_2__1100,1100,2025-10-31 21:43,9683a530-a744-11f0-905b-8f1dec2891fc,,20,뽀롱이,240,130044,2750,14630,1,GooglePlay,2025-10-12,58300,3586
ItemPurchased (App),,구독권1__770,770,2025-10-31 21:17,f6206000-b004-11f0-8caf-0ba47c2801f8,,9,루시아츠,119,20825,0,2520,1,GooglePlay,2025-10-23,7700,4810
ItemPurchased (App),,돌발_절멸타확률__0__990,990,2025-10-31 21:10,72b22fe0-7045-11f0-8560-7d29743bfe39,,90,쵸돈단스,1088,2590749,2900,34200,1,OneStore,2025-08-03,2878700,28
ItemPurchased (App),,다이아패키지1__330,330,2025-10-31 21:03,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,42052,0,2020,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,(기간한정 일간)가속__2__1100,1100,2025-10-31 21:03,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,32052,330,2020,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,돌발_스테이지__19__3300,3300,2025-10-31 20:59,72b22fe0-7045-11f0-8560-7d29743bfe39,,90,쵸돈단스,1054,1686099,3890,34200,1,OneStore,2025-08-03,2878700,28
ItemPurchased (App),,(기간한정 일간)가속__1__550,550,2025-10-31 20:51,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,462527,1430,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,돌발_연구__1__550,550,2025-10-31 20:51,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,452527,1980,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,돌발_조선2__2__1100,1100,2025-10-31 20:50,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,452527,2530,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,돌발_스테이지__3__1100,1100,2025-10-31 20:50,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,447527,3630,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,돌발_동료__4__1100,1100,2025-10-31 20:50,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,247527,4730,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,돌발_육성2__2__990,990,2025-10-31 20:50,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,247527,5830,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,(기간한정 주간)입장권__0__1100,1100,2025-10-31 20:49,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,227527,6820,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,(기간한정 주간)연구석__0__550,550,2025-10-31 20:49,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,62527,7920,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,(기간한정 주간)가속__0__1100,1100,2025-10-31 20:49,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,62527,8470,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,(기간한정 일간)입장권1__0__110,110,2025-10-31 20:49,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,52527,9570,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,(기간한정 일간)어빌석__0__110,110,2025-10-31 20:49,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,52527,9570,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,(기간한정 일간)연구석__0__110,110,2025-10-31 20:49,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,52527,9680,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,(기간한정 일간)가속__0__110,110,2025-10-31 20:49,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,47527,9790,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,(기간한정 일간)영웅__0__110,110,2025-10-31 20:49,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,42527,10010,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,(기간한정 일간)다이아__0__110,110,2025-10-31 20:49,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,38027,10120,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,(기간한정 일간)장비__0__110,110,2025-10-31 20:48,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,33527,10230,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,(기간한정 일간)입장권2__0__110,110,2025-10-31 20:48,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,29027,10340,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,계정한정__가속소환__0__110,110,2025-10-31 20:48,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,12527,10450,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,계정한정__조선소환__0__110,110,2025-10-31 20:48,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,10527,10560,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,돌발_다이아__9__3300,3300,2025-10-31 20:48,72b22fe0-7045-11f0-8560-7d29743bfe39,,90,쵸돈단스,1048,944349,7190,33700,1,OneStore,2025-08-03,2878700,29
ItemPurchased (App),,계정한정__고려소환__0__110,110,2025-10-31 20:48,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,8527,10670,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,계정한정__갑옷소환__1__110,110,2025-10-31 20:48,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,6527,10780,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,계정한정__무기소환__1__110,110,2025-10-31 20:48,77e13190-aec6-11f0-83a9-75cd8738bd47,,10,harang,256,5527,10890,1530,1,GooglePlay,2025-10-21,121000,3320
ItemPurchased (App),,Minigame_Product_draw_0__550,550,2025-10-31 20:48,72b22fe0-7045-11f0-8560-7d29743bfe39,,90,쵸돈단스,1048,342349,10490,33700,1,OneStore,2025-08-03,2878700,29
ItemPurchased (App),,Minigame_Product_draw_2__1100,1100,2025-10-31 20:27,fbe71fc0-683c-11f0-8349-bdc8a6bf6522,,100,애쁠,607,492527,110,17600,1,GooglePlay,2025-07-24,315700,562
ItemPurchased (App),,Minigame_Product_draw_8__3300,3300,2025-10-31 20:20,fbe71fc0-683c-11f0-8349-bdc8a6bf6522,,100,애쁠,601,415227,1210,17600,1,GooglePlay,2025-07-24,315700,562
ItemPurchased (App),,Minigame_Product_draw_7__3300,3300,2025-10-31 20:20,fbe71fc0-683c-11f0-8349-bdc8a6bf6522,,100,애쁠,600,415227,4510,17600,1,GooglePlay,2025-07-24,315700,562
ItemPurchased (App),,Minigame_Product_draw_7__3300,3300,2025-10-31 20:20,fbe71fc0-683c-11f0-8349-bdc8a6bf6522,,100,애쁠,600,415227,7810,17600,1,GooglePlay,2025-07-24,315700,562
ItemPurchased (App),,Minigame_Product_draw_7__3300,3300,2025-10-31 20:15,fbe71fc0-683c-11f0-8349-bdc8a6bf6522,,100,애쁠,584,358877,110,17600,1,GooglePlay,2025-07-24,205700,562
ItemPurchased (App),,Minigame_Product_draw_6__3300,3300,2025-10-31 19:49,6177e6c0-8549-11f0-8a9f-433357b04317,,63,미괴,567,838045,260,24540,1,GooglePlay,2025-08-30,766700,669
ItemPurchased (App),,Minigame_Product_draw_6__3300,3300,2025-10-31 19:49,1b679820-62fc-11f0-aafb-6f8fc69735d7,,107,하모예,847,304883,50,13630,1,GooglePlay,2025-07-17,1274900,91
ItemPurchased (App),,Minigame_Product_draw_8__3300,3300,2025-10-31 19:45,6177e6c0-8549-11f0-8a9f-433357b04317,,63,미괴,567,537345,3560,24540,1,GooglePlay,2025-08-30,766700,669
ItemPurchased (App),,Minigame_Product_draw_8__3300,3300,2025-10-31 19:45,6177e6c0-8549-11f0-8a9f-433357b04317,,63,미괴,567,537345,6860,24540,1,GooglePlay,2025-08-30,766700,669
ItemPurchased (App),,Minigame_Product_draw_8__3300,3300,2025-10-31 19:45,6177e6c0-8549-11f0-8a9f-433357b04317,,63,미괴,567,537345,10160,24540,1,GooglePlay,2025-08-30,766700,669
ItemPurchased (App),,Minigame_Product_draw_7__3300,3300,2025-10-31 19:44,6177e6c0-8549-11f0-8a9f-433357b04317,,63,미괴,567,537345,13460,24540,1,GooglePlay,2025-08-30,766700,669
ItemPurchased (App),,Minigame_Product_draw_7__3300,3300,2025-10-31 19:44,6177e6c0-8549-11f0-8a9f-433357b04317,,63,미괴,567,537345,16760,24540,1,GooglePlay,2025-08-30,766700,669
ItemPurchased (App),,Minigame_Product_draw_7__3300,3300,2025-10-31 19:44,6177e6c0-8549-11f0-8a9f-433357b04317,,63,미괴,567,537345,20060,24540,1,GooglePlay,2025-08-30,766700,669
ItemPurchased (App),,계정한정__가속소환__0__110,110,2025-10-31 19:34,ee935350-affb-11f0-bbe9-8d1496a4141c,,9,RB07,286,19214,0,6920,1,GooglePlay,2025-10-23,48400,2937
ItemPurchased (App),,Minigame_Product_draw_0__550,550,2025-10-31 19:34,ee935350-affb-11f0-bbe9-8d1496a4141c,,9,RB07,286,17214,110,6920,1,GooglePlay,2025-10-23,48400,2937
ItemPurchased (App),,돌발_무기2__10__3300,3300,2025-10-31 19:17,e5229e50-660b-11f0-97d0-fb9951280f6d,,103,미야,1135,11531,80,78620,1,GooglePlay,2025-07-21,4285600,16
ItemPurchased (App),,Minigame_Product_draw_2__1100,1100,2025-10-31 19:05,cea160d0-a3eb-11f0-8292-a31b230f13d3,,24,호세랑,324,409794,220,18450,1,GooglePlay,2025-10-08,260700,2613
ItemPurchased (App),,Minigame_Product_draw_1__1100,1100,2025-10-31 19:05,cea160d0-a3eb-11f0-8292-a31b230f13d3,,24,호세랑,324,409794,1320,18450,1,GooglePlay,2025-10-08,260700,2613
ItemPurchased (App),,돌발_다이아__10__3300,3300,2025-10-31 18:57,e5229e50-660b-11f0-97d0-fb9951280f6d,,103,미야,1135,1204031,80,78620,1,GooglePlay,2025-07-21,4252600,16
ItemPurchased (App),,돌발_스테이지__20__3300,3300,2025-10-31 18:57,e5229e50-660b-11f0-97d0-fb9951280f6d,,103,미야,1135,604031,3380,78620,1,GooglePlay,2025-07-21,4252600,16
ItemPurchased (App),,육성 패스__14__3300,3300,2025-10-31 18:50,5e156310-6224-11f0-bbfd-8564365ef7ff,,58,아둔,1540,6660235,16540,243850,1,GooglePlay,2025-07-16,12162000,3
ItemPurchased (App),,돌발_사형수__2__1100,1100,2025-10-31 18:50,4a74d350-a2a1-11f0-94d7-d1fabdfb6a14,,26,담낫코,346,5859,0,2900,1,GooglePlay,2025-10-06,80300,2388
ItemPurchased (App),,육성 패스__13__3300,3300,2025-10-31 18:50,5e156310-6224-11f0-bbfd-8564365ef7ff,,58,아둔,1540,6660235,16540,243850,1,GooglePlay,2025-07-16,12162000,3
ItemPurchased (App),,육성 패스__12__3300,3300,2025-10-31 18:50,5e156310-6224-11f0-bbfd-8564365ef7ff,,58,아둔,1540,6097735,19840,243850,1,GooglePlay,2025-07-16,12162000,3
ItemPurchased (App),,육성 패스__11__3300,3300,2025-10-31 18:50,5e156310-6224-11f0-bbfd-8564365ef7ff,,58,아둔,1540,5535235,23140,243850,1,GooglePlay,2025-07-16,12162000,3
ItemPurchased (App),,육성 패스__10__3300,3300,2025-10-31 18:50,5e156310-6224-11f0-bbfd-8564365ef7ff,,58,아둔,1540,4410235,29740,243850,1,GooglePlay,2025-07-16,12162000,3
ItemPurchased (App),,육성 패스__9__3300,3300,2025-10-31 18:50,5e156310-6224-11f0-bbfd-8564365ef7ff,,58,아둔,1540,4410235,29740,243850,1,GooglePlay,2025-07-16,12162000,3
ItemPurchased (App),,육성 패스__8__3300,3300,2025-10-31 18:50,5e156310-6224-11f0-bbfd-8564365ef7ff,,58,아둔,1540,3285235,36340,243850,1,GooglePlay,2025-07-16,12162000,3
ItemPurchased (App),,육성 패스__7__3300,3300,2025-10-31 18:50,5e156310-6224-11f0-bbfd-8564365ef7ff,,58,아둔,1540,2722735,39640,243850,1,GooglePlay,2025-07-16,12162000,3
ItemPurchased (App),,스테이지 패스__9__3300,3300,2025-10-31 18:49,5e156310-6224-11f0-bbfd-8564365ef7ff,,58,아둔,1540,2160235,42940,243850,1,GooglePlay,2025-07-16,12162000,3
ItemPurchased (App),,스테이지 패스__8__3300,3300,2025-10-31 18:49,5e156310-6224-11f0-bbfd-8564365ef7ff,,58,아둔,1540,1597735,46240,243850,1,GooglePlay,2025-07-16,12162000,3
ItemPurchased (App),,스테이지 패스__7__3300,3300,2025-10-31 18:49,5e156310-6224-11f0-bbfd-8564365ef7ff,,58,아둔,1540,1035235,49540,243850,1,GooglePlay,2025-07-16,12162000,3
ItemPurchased (App),,레벨 패스__7__3300,3300,2025-10-31 18:49,5e156310-6224-11f0-bbfd-8564365ef7ff,,58,아둔,1540,472735,52840,243850,1,GooglePlay,2025-07-16,12162000,3
ItemPurchased (App),,Minigame_Product_draw_5__3300,3300,2025-10-31 18:41,710cee70-648b-11f0-a086-85e9f4d94fe9,,105,슭슭,887,331346,2200,12550,1,OneStore,2025-07-19,557700,66
ItemPurchased (App),,돌발_절멸타확률__0__990,990,2025-10-31 18:38,8aa0a270-7e3e-11ef-bd39-7ddaa3b45b16,,398,희린,1269,628666,1210,44260,0,GooglePlay,2024-09-29,629800,20
ItemPurchased (App),,돌발_스테이지__23__3300,3300,2025-10-31 18:38,8aa0a270-7e3e-11ef-bd39-7ddaa3b45b16,,398,희린,1269,603666,2200,44260,0,GooglePlay,2024-09-29,629800,20
ItemPurchased (App),,Minigame_Product_draw_1__1100,1100,2025-10-31 18:36,d7621bd0-6e9c-11f0-8666-eb60ce675482,,92,이순신표류기,1093,661215,330,20290,1,GooglePlay,2025-08-01,3042600,26
ItemPurchased (App),,(기간한정 일간)입장권2__2__1100,1100,2025-10-31 18:34,5e156310-6224-11f0-bbfd-8564365ef7ff,,58,아둔,1540,300011,56140,243850,1,GooglePlay,2025-07-16,12162000,3
ItemPurchased (App),,(기간한정 일간)입장권2__1__550,550,2025-10-31 18:34,5e156310-6224-11f0-bbfd-8564365ef7ff,,58,아둔,1540,135011,57240,243850,1,GooglePlay,2025-07-16,12162000,3
ItemPurchased (App),,(기간한정 일간)입장권2__0__110,110,2025-10-31 18:34,5e156310-6224-11f0-bbfd-8564365ef7ff,,58,아둔,1540,53011,57790,243850,1,GooglePlay,2025-07-16,12162000,3
ItemPurchased (App),,(기간한정 일간)입장권2__1__550,550,2025-10-31 18:18,8aa0a270-7e3e-11ef-bd39-7ddaa3b45b16,,398,희린,1249,968241,0,44260,0,GooglePlay,2024-09-29,574800,23
ItemPurchased (App),,육성 패스__2__1100,1100,2025-10-31 18:18,8aa0a270-7e3e-11ef-bd39-7ddaa3b45b16,,398,희린,1249,886241,550,44260,0,GooglePlay,2024-09-29,574800,23
ItemPurchased (App),,육성 패스__1__770,770,2025-10-31 18:18,8aa0a270-7e3e-11ef-bd39-7ddaa3b45b16,,398,희린,1249,698741,1650,44260,0,GooglePlay,2024-09-29,574800,23
ItemPurchased (App),,레벨 패스__6__3300,3300,2025-10-31 18:17,8aa0a270-7e3e-11ef-bd39-7ddaa3b45b16,,398,희린,1249,566241,2420,44260,0,GooglePlay,2024-09-29,574800,23
ItemPurchased (App),,Minigame_Product_draw_6__3300,3300,2025-10-31 18:14,58d5c9b0-6398-11f0-9e16-f1cd993522e6,,106,심대표,1206,470861,1980,10750,1,GooglePlay,2025-07-18,4345000,10
ItemPurchased (App),,Minigame_Product_draw_8__3300,3300,2025-10-31 18:12,4337c5e0-7e65-11ef-8518-5fedfc5cfa32,,398,동행,1540,47028,110,221390,0,OneStore,2024-09-29,5485600,6
ItemPurchased (App),,Minigame_Product_draw_1__1100,1100,2025-10-31 18:06,65318070-a784-11f0-a16f-5f47eac256d9,,20,유션,537,8754,0,6760,1,GooglePlay,2025-10-12,669900,953
ItemPurchased (App),,Minigame_Product_draw_1__1100,1100,2025-10-31 18:06,65318070-a784-11f0-a16f-5f47eac256d9,,20,유션,537,8754,1100,6760,1,GooglePlay,2025-10-12,669900,953
ItemPurchased (App),,Minigame_Product_draw_2__1100,1100,2025-10-31 18:04,b2e6e500-694d-11f0-9eb1-291bf23f596e,,99,무르무르,766,16432,0,8450,1,GooglePlay,2025-07-25,72600,135
ItemPurchased (App),,Minigame_Product_draw_7__3300,3300,2025-10-31 18:03,56cc1550-adfa-11f0-87ed-4595f5c61f7c,,10,천공흑마,247,182243,1320,8300,1,GooglePlay,2025-10-20,249700,3489
ItemPurchased (App),,Minigame_Product_draw_5__3300,3300,2025-10-31 17:55,58d5c9b0-6398-11f0-9e16-f1cd993522e6,,106,심대표,1206,216659,1980,10750,1,GooglePlay,2025-07-18,4312000,10
ItemPurchased (App),,돌발_스테이지__22__3300,3300,2025-10-31 17:50,58d5c9b0-6398-11f0-9e16-f1cd993522e6,,106,심대표,1206,1234109,5280,10750,1,GooglePlay,2025-07-18,4312000,10
ItemPurchased (App),,돌발_다이아__11__3300,3300,2025-10-31 17:50,58d5c9b0-6398-11f0-9e16-f1cd993522e6,,106,심대표,1206,634109,8580,10750,1,GooglePlay,2025-07-18,4312000,10
ItemPurchased (App),,Minigame_Product_draw_6__3300,3300,2025-10-31 17:41,6880c220-6ae1-11f0-887f-c18cdf79257d,,97,조선이도,626,302246,110,8570,1,GooglePlay,2025-07-27,169400,479
ItemPurchased (App),,돌발_사형수 스테이지__0__1100,1100,2025-10-31 17:09,6c358910-8485-11f0-b877-6b79a932a8be,,64,난세17,452,86160,0,17240,1,GooglePlay,2025-08-29,62700,1552
ItemPurchased (App),,(기간한정 일간)입장권2__0__110,110,2025-10-31 17:05,bbd1d9a0-8f81-11ef-841a-6dd0ed1a3d0e,,376,뿡까,1304,256685,110,30110,0,OneStore,2024-10-21,443600,15
ItemPurchased (App),,돌발_스테이지__21__3300,3300,2025-10-31 16:57,4b5adae0-6506-11f0-ada0-5d42ab9007c0,,104,헤롱이,1150,608256,140,49610,1,GooglePlay,2025-07-20,3150400,16
ItemPurchased (App),,Minigame_Product_draw_0__550,550,2025-10-31 16:29,40dd8e80-adab-11f0-95b2-434738683f21,,12,준상상,487,48702,330,12810,1,GooglePlay,2025-10-20,1227600,1262
ItemPurchased (App),,Minigame_Product_draw_0__550,550,2025-10-31 16:22,4b5adae0-6506-11f0-ada0-5d42ab9007c0,,104,헤롱이,1144,8756,140,49610,1,GooglePlay,2025-07-20,3117400,16
ItemPurchased (App),,돌발_승급__5__3300,3300,2025-10-31 16:07,14209840-af6a-11f0-a748-09d81574daee,,8,밍디밍디,401,550042,1650,21460,1,GooglePlay,2025-10-22,767800,1967
ItemPurchased (App),,Minigame_Product_draw_7__3300,3300,2025-10-31 16:05,20398790-acb3-11f0-9b8c-2d87bb6cd3f7,,13,곰탕재료푸우,369,8233,220,5010,1,GooglePlay,2025-10-19,304700,2149
ItemPurchased (App),,돌발_나무__1__990,990,2025-10-31 16:01,14209840-af6a-11f0-a748-09d81574daee,,8,밍디밍디,398,364242,1650,21460,1,GooglePlay,2025-10-22,734800,1975
ItemPurchased (App),,돌발_사형수 스테이지__6__3300,3300,2025-10-31 15:40,0199f930-a9b8-11f0-baeb-dba5e53ace44,,17,럭키하온,811,7775404,8586620,510,1,GooglePlay,2025-10-15,7700,150
