"Event Category","Event Action","Event Label","Custom Event Properties"
"stage_reached_200 (App)","W:21_0A:21_0","13","{""attendance_count"":13,""b.diamond"":111450,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-15"",""total_payment_amount"":7700,""user_name"":""천단아"",""user_rank"":4861,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:23_0","14","{""attendance_count"":14,""b.diamond"":208972,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-15"",""total_payment_amount"":7700,""user_name"":""얌채"",""user_rank"":4934,""user_stage"":200}"
"stage_reached_200 (App)","W:18_0A:19_0","6","{""attendance_count"":6,""b.diamond"":14213,""b.ruby"":1320,""curserver"":0,""install_day"":""2024-11-15"",""total_payment_amount"":40700,""user_name"":""내안의로맨스"",""user_rank"":3195,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","8","{""attendance_count"":8,""b.diamond"":39025,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-24"",""total_payment_amount"":0,""user_name"":""khxhlc"",""user_rank"":4897,""user_stage"":200}"
"stage_reached_200 (App)","W:22_0A:19_0","11","{""attendance_count"":11,""b.diamond"":3113,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-21"",""total_payment_amount"":0,""user_name"":""Wani"",""user_rank"":4871,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","19","{""attendance_count"":19,""b.diamond"":803254,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-12"",""total_payment_amount"":7700,""user_name"":""프에"",""user_rank"":5055,""user_stage"":200}"
"stage_reached_200 (App)","W:21_0A:19_0","10","{""attendance_count"":10,""b.diamond"":58532,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-22"",""total_payment_amount"":7700,""user_name"":""다정횟집"",""user_rank"":4843,""user_stage"":200}"
"stage_reached_200 (App)","W:21_0A:19_0","14","{""attendance_count"":14,""b.diamond"":1440906,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-18"",""total_payment_amount"":7700,""user_name"":""이현아빠"",""user_rank"":4946,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","9","{""attendance_count"":9,""b.diamond"":167562,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-23"",""total_payment_amount"":7700,""user_name"":""재이아범"",""user_rank"":4892,""user_stage"":200}"
"stage_reached_200 (App)","W:23_0A:19_0","7","{""attendance_count"":7,""b.diamond"":99580,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-25"",""total_payment_amount"":7700,""user_name"":""그뉵덩어리"",""user_rank"":4945,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","12","{""attendance_count"":12,""b.diamond"":364527,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-19"",""total_payment_amount"":7700,""user_name"":""채가"",""user_rank"":4943,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","8","{""attendance_count"":8,""b.diamond"":124486,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-24"",""total_payment_amount"":7700,""user_name"":""나니대장"",""user_rank"":4850,""user_stage"":200}"
"stage_reached_200 (App)","W:21_0A:19_0","19","{""attendance_count"":19,""b.diamond"":1639881,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-12"",""total_payment_amount"":0,""user_name"":""신기하다"",""user_rank"":4836,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","13","{""attendance_count"":13,""b.diamond"":257309,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-15"",""total_payment_amount"":7700,""user_name"":""환향님"",""user_rank"":4836,""user_stage"":200}"
"stage_reached_200 (App)","W:23_0A:21_0","17","{""attendance_count"":17,""b.diamond"":21612,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-15"",""total_payment_amount"":0,""user_name"":""0동희0"",""user_rank"":4922,""user_stage"":200}"
"stage_reached_200 (App)","W:23_0A:19_0","16","{""attendance_count"":16,""b.diamond"":363535,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-15"",""total_payment_amount"":0,""user_name"":""sky달호"",""user_rank"":5047,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","13","{""attendance_count"":13,""b.diamond"":1021246,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-19"",""total_payment_amount"":7700,""user_name"":""몽튜"",""user_rank"":4835,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","7","{""attendance_count"":7,""b.diamond"":62822,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-25"",""total_payment_amount"":0,""user_name"":""눕기"",""user_rank"":4847,""user_stage"":200}"
"stage_reached_200 (App)","W:22_0A:19_0","6","{""attendance_count"":6,""b.diamond"":7883,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-26"",""total_payment_amount"":7700,""user_name"":""술푼사슴"",""user_rank"":5046,""user_stage"":200}"
"stage_reached_200 (App)","W:21_0A:20_0","4","{""attendance_count"":4,""b.diamond"":142623,""b.ruby"":1760,""curserver"":0,""install_day"":""2025-07-15"",""total_payment_amount"":174900,""user_name"":""HYUCK"",""user_rank"":3194,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:20_0","31","{""attendance_count"":31,""b.diamond"":160849,""b.ruby"":0,""curserver"":1,""install_day"":""2025-07-28"",""total_payment_amount"":0,""user_name"":""뿌시래기"",""user_rank"":4846,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","16","{""attendance_count"":16,""b.diamond"":1328087,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-16"",""total_payment_amount"":11000,""user_name"":""롱쥬"",""user_rank"":4831,""user_stage"":200}"
"stage_reached_200 (App)","W:22_0A:20_0","9","{""attendance_count"":9,""b.diamond"":28580,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-23"",""total_payment_amount"":7700,""user_name"":""hulee"",""user_rank"":5127,""user_stage"":200}"
"stage_reached_200 (App)","W:22_0A:19_0","3","{""attendance_count"":3,""b.diamond"":123344,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-28"",""total_payment_amount"":161700,""user_name"":""캉캉"",""user_rank"":4964,""user_stage"":200}"
"stage_reached_200 (App)","W:22_0A:23_0","23","{""attendance_count"":23,""b.diamond"":6187,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-04"",""total_payment_amount"":0,""user_name"":""김만두아빠"",""user_rank"":5223,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","13","{""attendance_count"":13,""b.diamond"":119075,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-19"",""total_payment_amount"":7700,""user_name"":""난Say표류기"",""user_rank"":4873,""user_stage"":200}"
"stage_reached_200 (App)","W:22_0A:18_0","3","{""attendance_count"":3,""b.diamond"":97958,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-29"",""total_payment_amount"":77000,""user_name"":""얌보"",""user_rank"":5676,""user_stage"":200}"
"stage_reached_200 (App)","W:23_0A:20_0","11","{""attendance_count"":11,""b.diamond"":142402,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-21"",""total_payment_amount"":0,""user_name"":""복치킹"",""user_rank"":5218,""user_stage"":200}"
"stage_reached_200 (App)","W:22_0A:19_0","7","{""attendance_count"":7,""b.diamond"":129347,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-24"",""total_payment_amount"":14300,""user_name"":""kimbbang"",""user_rank"":4819,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","12","{""attendance_count"":12,""b.diamond"":59511,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-20"",""total_payment_amount"":7700,""user_name"":""일품"",""user_rank"":4831,""user_stage"":200}"
"stage_reached_200 (App)","W:21_0A:20_0","7","{""attendance_count"":7,""b.diamond"":36745,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-25"",""total_payment_amount"":7700,""user_name"":""zzzyu"",""user_rank"":5158,""user_stage"":200}"
"stage_reached_200 (App)","W:23_0A:20_0","3","{""attendance_count"":3,""b.diamond"":80007,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-29"",""total_payment_amount"":82500,""user_name"":""마살수"",""user_rank"":4872,""user_stage"":200}"
"stage_reached_200 (App)","W:22_0A:20_0","19","{""attendance_count"":19,""b.diamond"":258249,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-13"",""total_payment_amount"":7700,""user_name"":""imbler"",""user_rank"":5035,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:20_0","8","{""attendance_count"":8,""b.diamond"":9106,""b.ruby"":1100,""curserver"":1,""install_day"":""2025-08-23"",""total_payment_amount"":51700,""user_name"":""딘데"",""user_rank"":4955,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","10","{""attendance_count"":10,""b.diamond"":84806,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-22"",""total_payment_amount"":36300,""user_name"":""승오"",""user_rank"":4816,""user_stage"":200}"
"stage_reached_200 (App)","W:22_0A:20_0","10","{""attendance_count"":10,""b.diamond"":152046,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-22"",""total_payment_amount"":7700,""user_name"":""피의레드"",""user_rank"":4844,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","7","{""attendance_count"":7,""b.diamond"":13517,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-25"",""total_payment_amount"":29700,""user_name"":""크로노시아"",""user_rank"":4843,""user_stage"":200}"
"stage_reached_200 (App)","W:19_0A:18_0","1","{""attendance_count"":1,""b.diamond"":260936,""b.ruby"":4620,""curserver"":1,""install_day"":""2025-08-30"",""total_payment_amount"":359700,""user_name"":""재향"",""user_rank"":4994,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","15","{""attendance_count"":15,""b.diamond"":2191671,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-17"",""total_payment_amount"":7700,""user_name"":""미끼"",""user_rank"":4862,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","7","{""attendance_count"":7,""b.diamond"":154645,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-25"",""total_payment_amount"":7700,""user_name"":""감수영"",""user_rank"":5071,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","16","{""attendance_count"":16,""b.diamond"":2727,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-05"",""total_payment_amount"":7700,""user_name"":""뇰드"",""user_rank"":4988,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:21_0","7","{""attendance_count"":7,""b.diamond"":823,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-24"",""total_payment_amount"":7700,""user_name"":""연수표류기"",""user_rank"":4810,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","17","{""attendance_count"":17,""b.diamond"":16142,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-13"",""total_payment_amount"":0,""user_name"":""Jinfam"",""user_rank"":5019,""user_stage"":200}"
"stage_reached_200 (App)","W:23_0A:22_0","18","{""attendance_count"":18,""b.diamond"":33455,""b.ruby"":0,""curserver"":1,""install_day"":""2025-08-04"",""total_payment_amount"":0,""user_name"":""나즈"",""user_rank"":5148,""user_stage"":200}"
