"Event Category","Event Action","Event Label","Custom Event Properties"
"stage_reached_400 (App)","W:21_0A:21_0","54","{""Time"":""2025-12-31 18:16:10"",""UserUUID"":""110e5080-bca2-11f0-a95c-056219d7af15"",""attendance_count"":54,""b.diamond"":239073,""b.ruby"":0,""boxAllCount"":6450,""curserver"":1,""install_day"":""2025-11-08"",""total_payment_amount"":7700,""user_name"":""나굴2g"",""user_rank"":2643,""user_stage"":400}"
"stage_reached_400 (App)","W:20_0A:6_0","41","{""Time"":""2025-12-31 16:56:39"",""UserUUID"":""f81d2f90-c2ca-11f0-aa2e-632a23649fe2"",""attendance_count"":41,""b.diamond"":9843,""b.ruby"":0,""boxAllCount"":1260,""curserver"":1,""install_day"":""2025-11-16"",""total_payment_amount"":16500,""user_name"":""gw77"",""user_rank"":2748,""user_stage"":400}"
"stage_reached_400 (App)","W:23_0A:23_0","91","{""Time"":""2025-12-31 16:22:41"",""UserUUID"":""775bbd20-6926-11f0-a1de-d56c01849062"",""attendance_count"":91,""b.diamond"":12903,""b.ruby"":0,""boxAllCount"":35610,""curserver"":1,""install_day"":""2025-07-25"",""total_payment_amount"":0,""user_name"":""사마귀"",""user_rank"":2651,""user_stage"":400}"
"stage_reached_400 (App)","W:24_0A:22_0","78","{""Time"":""2025-12-31 14:26:21"",""UserUUID"":""9983d460-a98a-11f0-b123-5de1e1391057"",""attendance_count"":78,""b.diamond"":80380,""b.ruby"":0,""boxAllCount"":33370,""curserver"":1,""install_day"":""2025-10-15"",""total_payment_amount"":7700,""user_name"":""바울이"",""user_rank"":2638,""user_stage"":400}"
"stage_reached_400 (App)","W:21_0A:20_0","54","{""Time"":""2025-12-31 13:40:28"",""UserUUID"":""bb5438c0-ba59-11f0-8484-c3384a4e85b8"",""attendance_count"":54,""b.diamond"":65099,""b.ruby"":0,""boxAllCount"":5410,""curserver"":1,""install_day"":""2025-11-05"",""total_payment_amount"":7700,""user_name"":""난누구인가"",""user_rank"":2650,""user_stage"":400}"
"stage_reached_400 (App)","W:22_0A:22_0","77","{""Time"":""2025-12-31 06:22:08"",""UserUUID"":""b21d73d0-aa22-11f0-b827-ad139037b7b2"",""attendance_count"":77,""b.diamond"":250808,""b.ruby"":0,""boxAllCount"":21780,""curserver"":1,""install_day"":""2025-10-15"",""total_payment_amount"":0,""user_name"":""바람좀"",""user_rank"":2636,""user_stage"":400}"
"stage_reached_400 (App)","W:23_0A:23_0","35","{""Time"":""2025-12-31 05:38:04"",""UserUUID"":""fb212ea0-cb0b-11f0-968c-83ee6405665e"",""attendance_count"":35,""b.diamond"":159791,""b.ruby"":0,""boxAllCount"":3840,""curserver"":1,""install_day"":""2025-11-26"",""total_payment_amount"":7700,""user_name"":""김영재"",""user_rank"":2671,""user_stage"":400}"
"stage_reached_400 (App)","W:21_0A:20_0","38","{""Time"":""2025-12-31 04:06:50"",""UserUUID"":""1d360770-c6d1-11f0-98ff-7fb8a6e16035"",""attendance_count"":38,""b.diamond"":268439,""b.ruby"":440,""boxAllCount"":8320,""curserver"":1,""install_day"":""2025-11-21"",""total_payment_amount"":106700,""user_name"":""미천태왕"",""user_rank"":2741,""user_stage"":400}"
"stage_reached_400 (App)","W:21_0A:20_0","37","{""Time"":""2025-12-31 00:24:32"",""UserUUID"":""face2490-c9b6-11f0-9118-351810f7e756"",""attendance_count"":37,""b.diamond"":390816,""b.ruby"":0,""boxAllCount"":6730,""curserver"":1,""install_day"":""2025-11-25"",""total_payment_amount"":7700,""user_name"":""부여백정"",""user_rank"":2648,""user_stage"":400}"
"stage_reached_400 (App)","W:21_0A:21_0","55","{""Time"":""2025-12-30 18:07:09"",""UserUUID"":""f09e7140-b34b-11f0-820f-359f95dd251b"",""attendance_count"":55,""b.diamond"":10739,""b.ruby"":0,""boxAllCount"":7970,""curserver"":1,""install_day"":""2025-10-27"",""total_payment_amount"":7700,""user_name"":""동돌"",""user_rank"":2637,""user_stage"":400}"
"stage_reached_400 (App)","W:23_0A:20_0","34","{""Time"":""2025-12-30 17:45:31"",""UserUUID"":""15695f50-cb1e-11f0-9a43-296a06ab51c1"",""attendance_count"":34,""b.diamond"":158470,""b.ruby"":0,""boxAllCount"":11330,""curserver"":1,""install_day"":""2025-11-26"",""total_payment_amount"":25300,""user_name"":""하메르"",""user_rank"":2637,""user_stage"":400}"
"stage_reached_400 (App)","W:21_0A:19_0","36","{""Time"":""2025-12-30 15:56:10"",""UserUUID"":""b626f350-c9cd-11f0-bdf8-21fced51be74"",""attendance_count"":36,""b.diamond"":9488,""b.ruby"":0,""boxAllCount"":3580,""curserver"":1,""install_day"":""2025-11-25"",""total_payment_amount"":84700,""user_name"":""용산폭격기"",""user_rank"":2670,""user_stage"":400}"
"stage_reached_400 (App)","W:21_0A:22_0","80","{""Time"":""2025-12-30 04:09:47"",""UserUUID"":""f7828070-a6e2-11f0-b1a2-ad24e66b4f44"",""attendance_count"":80,""b.diamond"":148690,""b.ruby"":0,""boxAllCount"":9520,""curserver"":1,""install_day"":""2025-10-11"",""total_payment_amount"":0,""user_name"":""12258044"",""user_rank"":2647,""user_stage"":400}"
"stage_reached_400 (App)","W:23_0A:20_0","25","{""Time"":""2025-12-29 22:56:24"",""UserUUID"":""c2f551d0-caf9-11f0-91a3-159712a1e6fc"",""attendance_count"":25,""b.diamond"":15826,""b.ruby"":220,""boxAllCount"":7540,""curserver"":1,""install_day"":""2025-11-26"",""total_payment_amount"":194700,""user_name"":""진세콩"",""user_rank"":2804,""user_stage"":400}"
"stage_reached_400 (App)","W:23_0A:23_0","46","{""Time"":""2025-12-29 21:37:32"",""UserUUID"":""b0810e20-c169-11f0-b709-2fb46b193ceb"",""attendance_count"":46,""b.diamond"":221643,""b.ruby"":0,""boxAllCount"":4570,""curserver"":1,""install_day"":""2025-11-14"",""total_payment_amount"":0,""user_name"":""킹새종"",""user_rank"":2639,""user_stage"":400}"
"stage_reached_400 (App)","W:23_0A:23_0","40","{""Time"":""2025-12-29 08:37:05"",""UserUUID"":""7d62c890-7b63-11f0-a8cb-57ecaf09bb65"",""attendance_count"":40,""b.diamond"":1624,""b.ruby"":0,""boxAllCount"":7130,""curserver"":1,""install_day"":""2025-08-17"",""total_payment_amount"":73700,""user_name"":""허정호"",""user_rank"":2811,""user_stage"":400}"
"stage_reached_400 (App)","W:23_0A:20_0","41","{""Time"":""2025-12-29 02:16:55"",""UserUUID"":""ee0c2430-c53f-11f0-8a76-cbd83cf81758"",""attendance_count"":41,""b.diamond"":326091,""b.ruby"":110,""boxAllCount"":8350,""curserver"":1,""install_day"":""2025-11-19"",""total_payment_amount"":31900,""user_name"":""홍색"",""user_rank"":2687,""user_stage"":400}"
"stage_reached_400 (App)","W:23_0A:21_0","39","{""Time"":""2025-12-29 00:55:10"",""UserUUID"":""0e6915f0-c6ba-11f0-9bf1-7bcba8fcdbf5"",""attendance_count"":39,""b.diamond"":166053,""b.ruby"":0,""boxAllCount"":2520,""curserver"":1,""install_day"":""2025-11-21"",""total_payment_amount"":53900,""user_name"":""늙기싫다"",""user_rank"":2668,""user_stage"":400}"
"stage_reached_400 (App)","W:22_0A:22_0","67","{""Time"":""2025-12-28 23:13:21"",""UserUUID"":""8a666510-b01a-11f0-a4ac-91a567c01ea9"",""attendance_count"":67,""b.diamond"":1072842,""b.ruby"":0,""boxAllCount"":12720,""curserver"":1,""install_day"":""2025-10-23"",""total_payment_amount"":0,""user_name"":""벽호"",""user_rank"":2696,""user_stage"":400}"
"stage_reached_400 (App)","W:23_0A:20_0","77","{""Time"":""2025-12-28 17:31:13"",""UserUUID"":""0c11fb30-a72c-11f0-84c1-77865282ea57"",""attendance_count"":77,""b.diamond"":1543389,""b.ruby"":0,""boxAllCount"":10740,""curserver"":1,""install_day"":""2025-10-12"",""total_payment_amount"":7700,""user_name"":""짱아아빠"",""user_rank"":2639,""user_stage"":400}"
